jaar	data	Soort	aantal
2001	Vijfjarig_gemiddelde	zee-eend	5149.8
2002	gemiddelde_dichtheid	doel_visdief	0.141605509
2002	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2002	gemiddelde_dichtheid	visdief	0.048497682
2002	Vijfjarig_gemiddelde	visdief	0.052813435
2002	gemiddelde_dichtheid	zee-eend	9646
2002	Vijfjarig_gemiddelde	zee-eend	4397.8
2003	gemiddelde_dichtheid	doel_visdief	0.141605509
2003	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2003	gemiddelde_dichtheid	visdief	0.064535884
2003	Vijfjarig_gemiddelde	visdief	0.064155392
2003	gemiddelde_dichtheid	zee-eend	686
2003	Vijfjarig_gemiddelde	zee-eend	3898.4
2004	gemiddelde_dichtheid	doel_visdief	0.141605509
2004	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2004	gemiddelde_dichtheid	visdief	0.374296039
2004	Vijfjarig_gemiddelde	visdief	0.137118712
2004	gemiddelde_dichtheid	zee-eend	754
2004	Vijfjarig_gemiddelde	zee-eend	3047.8
2005	gemiddelde_dichtheid	doel_visdief	0.141605509
2005	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2005	gemiddelde_dichtheid	visdief	0.167623219
2005	Vijfjarig_gemiddelde	visdief	0.170643356
2005	gemiddelde_dichtheid	zee-eend	895
2005	Vijfjarig_gemiddelde	zee-eend	2586.4
2006	gemiddelde_dichtheid	doel_visdief	0.141605509
2006	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2006	gemiddelde_dichtheid	visdief	0.373266282
2006	Vijfjarig_gemiddelde	visdief	0.205643821
2006	gemiddelde_dichtheid	zee-eend	2517
2006	Vijfjarig_gemiddelde	zee-eend	2899.6
2007	gemiddelde_dichtheid	doel_visdief	0.141605509
2007	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2007	gemiddelde_dichtheid	visdief	0.195016234
2007	Vijfjarig_gemiddelde	visdief	0.234947532
2007	gemiddelde_dichtheid	zee-eend	896
2007	Vijfjarig_gemiddelde	zee-eend	1149.6
2008	gemiddelde_dichtheid	doel_visdief	0.141605509
2008	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2008	gemiddelde_dichtheid	visdief	0.236318756
2008	Vijfjarig_gemiddelde	visdief	0.269304106
2008	gemiddelde_dichtheid	zee-eend	2140
2008	Vijfjarig_gemiddelde	zee-eend	1440.4
2009	gemiddelde_dichtheid	doel_visdief	0.141605509
2009	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2009	gemiddelde_dichtheid	visdief	0.209566358
2009	Vijfjarig_gemiddelde	visdief	0.23635817
2009	gemiddelde_dichtheid	zee-eend	NA
2009	Vijfjarig_gemiddelde	zee-eend	NA
2010	gemiddelde_dichtheid	doel_visdief	0.141605509
2010	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2010	gemiddelde_dichtheid	visdief	0.170681111
2010	Vijfjarig_gemiddelde	visdief	0.236969748
2010	gemiddelde_dichtheid	zee-eend	361
2010	Vijfjarig_gemiddelde	zee-eend	1478.5
2011	gemiddelde_dichtheid	doel_visdief	0.141605509
2011	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2011	gemiddelde_dichtheid	visdief	0.089537261
2011	Vijfjarig_gemiddelde	visdief	0.180223944
2011	gemiddelde_dichtheid	zee-eend	210
2011	Vijfjarig_gemiddelde	zee-eend	901.75
2012	gemiddelde_dichtheid	doel_visdief	0.141605509
2012	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2012	gemiddelde_dichtheid	visdief	0.128381813
2012	Vijfjarig_gemiddelde	visdief	0.16689706
2012	gemiddelde_dichtheid	zee-eend	184
2012	Vijfjarig_gemiddelde	zee-eend	723.75
2013	gemiddelde_dichtheid	doel_visdief	0.141605509
2013	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2013	gemiddelde_dichtheid	visdief	0.00868042
2013	Vijfjarig_gemiddelde	visdief	0.121369393
2013	gemiddelde_dichtheid	zee-eend	1905
2013	Vijfjarig_gemiddelde	zee-eend	665
2014	gemiddelde_dichtheid	doel_visdief	0.141605509
2014	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2014	gemiddelde_dichtheid	visdief	0.019524457
2014	Vijfjarig_gemiddelde	visdief	0.083361013
2014	gemiddelde_dichtheid	zee-eend	434
2014	Vijfjarig_gemiddelde	zee-eend	618.8
2015	gemiddelde_dichtheid	doel_visdief	0.141605509
2015	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2015	gemiddelde_dichtheid	visdief	0.039972775
2015	Vijfjarig_gemiddelde	visdief	0.057219345
2015	gemiddelde_dichtheid	zee-eend	444
2015	Vijfjarig_gemiddelde	zee-eend	635.4
2016	gemiddelde_dichtheid	doel_visdief	0.141605509
2016	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2016	gemiddelde_dichtheid	visdief	0.041303099
2016	Vijfjarig_gemiddelde	visdief	0.047572513
2016	gemiddelde_dichtheid	zee-eend	512
2016	Vijfjarig_gemiddelde	zee-eend	695.8
2017	gemiddelde_dichtheid	doel_visdief	0.141605509
2017	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2017	gemiddelde_dichtheid	visdief	0.080270408
2017	Vijfjarig_gemiddelde	visdief	0.037950232
2017	gemiddelde_dichtheid	zee-eend	2014
2017	Vijfjarig_gemiddelde	zee-eend	1061.8
2018	gemiddelde_dichtheid	doel_visdief	0.141605509
2018	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2018	gemiddelde_dichtheid	visdief	NA
2018	Vijfjarig_gemiddelde	visdief	NA
2018	gemiddelde_dichtheid	zee-eend	1262
2018	Vijfjarig_gemiddelde	zee-eend	933.2
2019	gemiddelde_dichtheid	doel_visdief	0.141605509
2019	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2019	gemiddelde_dichtheid	visdief	0.041891361
2019	Vijfjarig_gemiddelde	visdief	0.04459242
2019	gemiddelde_dichtheid	zee-eend	483
2019	Vijfjarig_gemiddelde	zee-eend	943
