jaar	data	Soort	aantal
1987	gemiddelde_dichtheid	doel_visdief	0.141605509
1987	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1987	gemiddelde_dichtheid	visdief	NA
1987	gemiddelde_dichtheid	zee-eend	6440
1988	gemiddelde_dichtheid	doel_visdief	0.141605509
1988	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1988	gemiddelde_dichtheid	visdief	NA
1988	gemiddelde_dichtheid	zee-eend	5269
1989	gemiddelde_dichtheid	doel_visdief	0.141605509
1989	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1989	gemiddelde_dichtheid	visdief	NA
1989	gemiddelde_dichtheid	zee-eend	14049
1990	gemiddelde_dichtheid	doel_visdief	0.141605509
1990	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1990	gemiddelde_dichtheid	visdief	NA
1990	gemiddelde_dichtheid	zee-eend	3873
1991	gemiddelde_dichtheid	doel_visdief	0.141605509
1991	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1991	gemiddelde_dichtheid	visdief	NA
1991	Vijfjarig_gemiddelde	visdief	NA
1991	gemiddelde_dichtheid	zee-eend	10433
1991	Vijfjarig_gemiddelde	zee-eend	8012.8
1992	gemiddelde_dichtheid	doel_visdief	0.141605509
1992	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1992	gemiddelde_dichtheid	visdief	NA
1992	Vijfjarig_gemiddelde	visdief	NA
1992	gemiddelde_dichtheid	zee-eend	7205
1992	Vijfjarig_gemiddelde	zee-eend	8165.8
1993	gemiddelde_dichtheid	doel_visdief	0.141605509
1993	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1993	gemiddelde_dichtheid	visdief	NA
1993	Vijfjarig_gemiddelde	visdief	NA
1993	gemiddelde_dichtheid	zee-eend	4943
1993	Vijfjarig_gemiddelde	zee-eend	8100.6
1994	gemiddelde_dichtheid	doel_visdief	0.141605509
1994	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1994	gemiddelde_dichtheid	visdief	0
1994	Vijfjarig_gemiddelde	visdief	NA
1994	gemiddelde_dichtheid	zee-eend	15610
1994	Vijfjarig_gemiddelde	zee-eend	8412.8
1995	gemiddelde_dichtheid	doel_visdief	0.141605509
1995	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1995	gemiddelde_dichtheid	visdief	NA
1995	Vijfjarig_gemiddelde	visdief	NA
1995	gemiddelde_dichtheid	zee-eend	1575
1995	Vijfjarig_gemiddelde	zee-eend	7953.2
1996	gemiddelde_dichtheid	doel_visdief	0.141605509
1996	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1996	gemiddelde_dichtheid	visdief	0.006643208
1996	Vijfjarig_gemiddelde	visdief	NA
1996	gemiddelde_dichtheid	zee-eend	1636
1996	Vijfjarig_gemiddelde	zee-eend	6193.8
1997	gemiddelde_dichtheid	doel_visdief	0.141605509
1997	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1997	gemiddelde_dichtheid	visdief	0
1997	Vijfjarig_gemiddelde	visdief	NA
1997	gemiddelde_dichtheid	zee-eend	13406
1997	Vijfjarig_gemiddelde	zee-eend	7434
1998	gemiddelde_dichtheid	doel_visdief	0.141605509
1998	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1998	gemiddelde_dichtheid	visdief	0.0078261
1998	Vijfjarig_gemiddelde	visdief	NA
1998	gemiddelde_dichtheid	zee-eend	3183
1998	Vijfjarig_gemiddelde	zee-eend	7082
1999	gemiddelde_dichtheid	doel_visdief	0.141605509
1999	gemiddelde_dichtheid	doel_zee_eend	4786.958333
1999	gemiddelde_dichtheid	visdief	0.009479437
1999	Vijfjarig_gemiddelde	visdief	0.004789749
1999	gemiddelde_dichtheid	zee-eend	5007
1999	Vijfjarig_gemiddelde	zee-eend	4961.4
2000	gemiddelde_dichtheid	doel_visdief	0.141605509
2000	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2000	gemiddelde_dichtheid	visdief	0
2000	Vijfjarig_gemiddelde	visdief	0.004789749
2000	gemiddelde_dichtheid	zee-eend	3202
2000	Vijfjarig_gemiddelde	zee-eend	5286.8
2001	gemiddelde_dichtheid	doel_visdief	0.141605509
2001	gemiddelde_dichtheid	doel_zee_eend	4786.958333
2001	gemiddelde_dichtheid	visdief	0.198263956
2001	Vijfjarig_gemiddelde	visdief	0.043113899
2001	gemiddelde_dichtheid	zee-eend	951
