jaar	rand	opp
2015	0.898678414	6.81
2015	0.898678414	13.62
2012	0.898717949	15.6
2009	0.898734177	2.37
2012	0.898765432	4.05
2015	0.898779612	13.93
2015	0.898832685	2.57
2012	0.898876404	2.67
2015	0.898876404	2.67
2009	0.898876404	3.56
2009	0.898876404	33.82
2009	0.898907104	3.66
2009	0.898928025	6.53
2012	0.898969072	4.85
2009	0.898996236	15.94
2009	0.898996656	14.95
2012	0.899025686	11.29
2015	0.899061033	4.26
2015	0.899082569	2.18
2009	0.899106003	7.83
2009	0.899109792	3.37
2009	0.899122807	4.56
2015	0.899132321	9.22
2012	0.899141631	4.66
2009	0.899182561	11.01
2012	0.899236641	6.55
2012	0.899267399	5.46
2009	0.899338722	13.61
2012	0.899343545	4.57
2015	0.899350649	3.08
2009	0.899357602	4.67
2012	0.899408284	5.07
2012	0.899417563	44.64
2009	0.899497487	1.99
2009	0.899497487	3.98
2009	0.899500624	16.02
2012	0.899509804	4.08
2012	0.899518238	14.53
2012	0.899521531	2.09
2009	0.899537343	15.13
2009	0.899543379	4.38
2012	0.899553571	4.48
2009	0.899590164	19.52
2009	0.8996139	2.59
2012	0.899628253	2.69
2009	0.899635036	10.96
2015	0.899636364	13.75
2012	0.899672131	15.25
2015	0.899679829	9.37
2015	0.899700599	6.68
2012	0.899705015	6.78
2012	0.899731724	59.64
2009	0.899746193	23.64
2012	0.899782135	4.59
2009	0.89978678	4.69
2009	0.899827288	5.79
2012	0.899839744	12.48
2015	0.899864682	7.39
2012	0.899869961	15.38
2015	0.9	1.9
2009	0.9	2.3
2015	0.9	2.8
2012	0.9	3.9
2015	0.9	3.9
2009	0.9	4.1
2009	0.9	4.4
2012	0.9	4.6
2012	0.9	5
2015	0.9	5.6
2012	0.9	7.2
2012	0.900081235	24.62
2015	0.900110988	9.01
2015	0.900112233	8.91
2015	0.900120337	8.31
2015	0.900138696	7.21
2015	0.900149031	6.71
2012	0.900178253	5.61
2009	0.900221729	4.51
2015	0.900221729	4.51
2009	0.900249377	4.01
2012	0.900262467	3.81
2012	0.900273224	7.32
2009	0.9002849	7.02
2012	0.900293255	6.82
2015	0.90029873	26.78
2009	0.900321543	3.11
2009	0.900332226	3.01
2012	0.900381316	20.98
2012	0.900383142	5.22
2015	0.900414938	2.41
2012	0.900452489	2.21
2009	0.900473934	2.11
2009	0.900473934	4.22
2012	0.900473934	4.22
2012	0.900478053	23.01
2009	0.900497512	2.01
2015	0.90051139	21.51
2012	0.900558659	8.95
2015	0.900584795	3.42
2009	0.90060241	3.32
2009	0.900611621	6.54
2009	0.900611621	6.54
2009	0.900641026	6.24
2009	0.900662252	4.53
2015	0.900684932	11.68
2015	0.90070922	4.23
2015	0.900726392	4.13
2009	0.900755124	9.27
2015	0.900802334	13.71
2012	0.900820141	52.43
2012	0.900826446	6.05
2012	0.900849858	3.53
2012	0.900877193	11.4
2009	0.900900901	4.44
2012	0.900900901	6.66
2012	0.900943396	4.24
2009	0.900948367	9.49
2012	0.900958466	3.13
2009	0.900970874	5.15
2012	0.900990099	3.03
2012	0.900990099	16.16
2012	0.901001768	16.97
2015	0.901007124	40.71
2012	0.901017576	10.81
2009	0.901023891	5.86
2009	0.901041667	1.92
2015	0.901045857	12.43
2015	0.901046622	21.02
2015	0.90105465	52.15
2015	0.901060071	5.66
2015	0.901098901	5.46
2015	0.901121305	9.81
2009	0.901149425	4.35
2009	0.901156677	9.51
2015	0.901156677	9.51
2009	0.901162791	3.44
2015	0.901168969	9.41
2009	0.901223776	11.44
2012	0.901248581	8.81
2009	0.901328273	5.27
2009	0.901333333	3.75
2015	0.901345291	2.23
2015	0.901369863	18.25
2015	0.901430843	6.29
2009	0.901515152	2.64
2009	0.901515152	9.24
2015	0.901529637	20.92
2015	0.901544402	5.18
2015	0.901554404	3.86
2009	0.901574803	5.08
2012	0.901587302	3.15
2009	0.901590457	20.12
2015	0.901606426	4.98
2015	0.90162413	21.55
2012	0.901639344	3.05
2015	0.901682182	61.23
2012	0.901709402	35.1
2012	0.901749664	7.43
2012	0.901766004	9.06
2015	0.901812689	6.62
2012	0.901818182	2.75
2012	0.901830283	6.01
2012	0.901840491	3.26
2012	0.901840491	6.52
2015	0.901857189	62.46
2015	0.901886792	2.65
2015	0.901886792	7.95
2012	0.901890189	11.11
2015	0.901960784	2.55
2015	0.901960784	2.55
2012	0.902007658	472.69
2012	0.902040816	2.45
2012	0.90212766	4.7
2015	0.902173913	2.76
2012	0.902255639	3.99
2015	0.902255639	9.31
2012	0.902286902	4.81
2015	0.902298851	1.74
2009	0.902350814	5.53
2009	0.902439024	4.51
2009	0.902439024	6.56
2012	0.902439024	21.32
2009	0.902472527	7.28
2009	0.902474527	6.87
2015	0.902494331	4.41
2009	0.902494331	8.82
2009	0.902515723	3.18
2012	0.902515723	15.9
2009	0.902527076	2.77
2015	0.902564103	7.8
2015	0.902564103	7.8
2009	0.902573529	5.44
2009	0.902597403	3.08
2015	0.902597403	3.08
2015	0.902597403	4.62
2012	0.90260631	7.29
2015	0.902621723	8.01
2015	0.902702703	3.7
2015	0.902711324	6.27
2012	0.902740937	11.31
2009	0.902752294	5.45
2015	0.902777778	2.16
2012	0.902813299	7.82
2015	0.902834008	17.29
2009	0.902843602	4.22
2009	0.902857143	5.25
2015	0.902881958	25.33
2009	0.902892562	29.04
2012	0.902892562	29.04
2015	0.902912621	3.09
2009	0.902912621	4.12
2009	0.902916667	24
2015	0.902927581	6.49
2009	0.902941176	3.4
2009	0.902979903	14.43
2012	0.902985075	14.74
2015	0.902993189	174.73
2015	0.903004292	11.65
2009	0.903009056	34.23
2009	0.903010033	2.99
2015	0.903013421	39.49
2012	0.903071017	10.42
2009	0.903089431	30.75
2015	0.903091061	11.97
2015	0.903125	3.2
2009	0.903133903	10.53
2015	0.903194579	10.33
2012	0.903225806	3.41
2009	0.903225806	3.72
2012	0.903225806	3.72
2015	0.903225806	5.58
2012	0.903270703	14.37
2012	0.903296703	4.55
2015	0.903299204	8.79
2012	0.903307888	7.86
2009	0.903314917	3.62
2012	0.903314917	3.62
2015	0.903339192	5.69
2012	0.903352601	43.25
2009	0.903370787	4.45
2012	0.903370787	4.45
2015	0.903387704	7.97
2009	0.903409091	1.76
2009	0.903417533	6.73
2009	0.90346908	19.89
2012	0.903483992	21.24
2009	0.90349076	4.87
2015	0.903553299	1.97
2015	0.903557312	12.65
2012	0.903563941	9.54
2015	0.903581267	3.63
2012	0.903587444	4.46
2015	0.903591682	5.29
2015	0.903614458	4.15
2009	0.903654485	3.01
2015	0.903668025	26.99
2009	0.903669725	4.36
2012	0.90368272	3.53
2012	0.90371277	24.51
2012	0.903743316	5.61
2012	0.903772553	18.29
2012	0.903780069	2.91
2015	0.903780069	8.73
2015	0.903816794	13.1
2012	0.903822441	8.11
2015	0.903831118	12.79
2012	0.903834449	16.43
2009	0.903846154	2.08
2015	0.903846154	2.6
2012	0.903846154	4.16
2009	0.903846154	6.24
2015	0.90389016	4.37
2009	0.90397351	3.02
2009	0.904	5
2012	0.904	5
2012	0.904015671	10.21
2012	0.90403071	5.21
2012	0.904059041	2.71
2012	0.904069767	3.44
2012	0.904081633	4.9
2012	0.904084158	16.16
2009	0.904085258	16.89
2009	0.904090268	7.09
2012	0.904109589	3.65
2012	0.904109589	4.38
2012	0.904145839	34.01
2012	0.904158099	175.08
2015	0.904171364	8.87
2015	0.904214559	5.22
2012	0.904235727	5.43
2015	0.904240766	14.62
2015	0.904273504	5.85
2009	0.904276986	19.64
2012	0.904280156	25.7
2012	0.90430622	31.35
2015	0.904320988	3.24
2015	0.904371585	7.32
2012	0.90438247	5.02
2015	0.90438247	5.02
2009	0.904390935	14.12
2012	0.904392765	3.87
2015	0.904397706	5.23
2009	0.904411765	2.72
2015	0.904421617	44.78
2009	0.90443686	2.93
2009	0.904444444	4.5
2015	0.90448505	12.04
2012	0.904502046	7.33
2015	0.904502046	7.33
2009	0.904572565	15.09
2012	0.904605263	15.2
2012	0.90461379	38.58
2012	0.904632153	3.67
2012	0.904639175	3.88
2009	0.904661017	4.72
2012	0.904689864	6.61
2015	0.904692082	6.82
2012	0.904719501	11.23
2012	0.904761905	2.73
2009	0.904761905	2.94
2012	0.904761905	2.94
2015	0.904761905	3.57
2009	0.904761905	3.99
2015	0.904761905	4.62
2012	0.904761905	5.88
2012	0.904761905	5.88
2015	0.904761905	6.3
2012	0.904797601	26.68
2015	0.904803493	11.45
2009	0.90487239	4.31
2015	0.904910366	12.83
2015	0.904926534	23.14
2009	0.904942966	2.63
2015	0.904942966	2.63
2012	0.904942966	5.26
2015	0.904977376	2.21
2015	0.904977376	4.42
2012	0.905	2
2015	0.905	16
2015	0.90504451	6.74
2009	0.905051272	26.33
2012	0.905070119	9.27
2012	0.905084746	2.95
2009	0.905109489	4.11
2009	0.905128205	11.7
2009	0.905144695	6.22
2009	0.905160391	7.17
2015	0.905172414	3.48
2015	0.905181918	9.07
2009	0.905183312	7.91
2009	0.905183312	23.73
2015	0.905198777	3.27
2012	0.905222437	5.17
2009	0.905228758	3.06
2009	0.905240488	13.93
2015	0.90524117	52.66
2012	0.905250453	16.57
2009	0.905292479	3.59
2009	0.90529695	6.23
2015	0.90530303	2.64
2015	0.9053076	16.58
2009	0.905325444	3.38
2015	0.905362776	3.17
2015	0.905378486	10.04
2012	0.905405405	2.22
2015	0.905405405	2.96
2012	0.905437352	4.23
2009	0.905472637	4.02
2012	0.905487805	9.84
2009	0.905555556	3.6
2009	0.905561385	9.53
2012	0.905579399	2.33
2015	0.905622701	95.15
2015	0.905626134	5.51
2012	0.905648267	15.58
2012	0.905660377	3.18
2015	0.905660377	3.18
2015	0.905660377	3.71
2012	0.905691057	6.15
2012	0.905707196	4.03
2009	0.905714286	3.5
2009	0.905714286	3.5
2012	0.905745063	11.14
2012	0.905781585	4.67
2009	0.905797101	2.76
2012	0.905829596	4.46
2009	0.905835544	7.54
2012	0.905857741	4.78
2015	0.905872193	11.58
2015	0.905882353	2.55
2012	0.905882353	11.9
2015	0.905906314	24.55
2015	0.905940594	4.04
2015	0.905965622	29.67
2015	0.905971174	14.57
2009	0.905982906	2.34
2012	0.905982906	2.34
2015	0.906011854	11.81
2015	0.906052394	22.14
2009	0.906072874	12.35
2015	0.906083244	9.37
2009	0.906122449	2.45
2009	0.906122449	4.9
2015	0.906138727	70.21
2009	0.906155399	9.91
2009	0.90616622	3.73
2012	0.90617849	4.37
2012	0.906211937	32.84
2009	0.906221821	11.09
2015	0.90625	3.84
2015	0.90625	4.48
2015	0.906279288	10.67
2012	0.906299213	12.7
2012	0.906299629	18.89
2009	0.906310995	15.37
2012	0.906354515	2.99
2012	0.906354515	23.92
2012	0.906382979	7.05
2015	0.906397306	14.85
2015	0.906430636	27.68
2015	0.906432749	3.42
2015	0.906446092	17.53
2009	0.906451613	9.3
2015	0.906483791	8.02
2012	0.90648855	5.24
2015	0.906510851	5.99
2015	0.906515581	3.53
2015	0.906521739	13.8
2015	0.906542056	3.21
2015	0.906574394	11.56
2015	0.906593407	5.46
2012	0.906612822	19.81
2015	0.906614786	2.57
2012	0.906642729	5.57
2009	0.906666667	3.75
2012	0.906666667	7.5
2015	0.906671275	28.93
2012	0.906693712	4.93
2012	0.906698565	4.18
2009	0.906705539	3.43
2015	0.906724512	4.61
2009	0.906735751	1.93
2012	0.906761566	14.05
2009	0.906766917	6.65
2015	0.906779661	2.36
2015	0.906779661	11.8
2015	0.906801008	3.97
2009	0.906832298	22.54
2012	0.906861314	34.25
2012	0.906882591	2.47
2015	0.906909789	10.42
2015	0.906955736	11.07
2015	0.906976744	2.58
2012	0.906976744	3.01
2015	0.906976744	3.44
2012	0.906976744	10.32
2009	0.906976744	17.2
2015	0.907063197	2.69
2012	0.907114625	5.06
2015	0.907114625	5.06
2015	0.907148121	13.57
2015	0.907161804	3.77
2009	0.907176287	12.82
2015	0.907181984	32.86
2015	0.907216495	1.94
2012	0.907216495	6.79
2012	0.907225691	11.21
2009	0.907239819	4.42
2009	0.907284768	3.02
2012	0.907317073	4.1
2009	0.907331976	9.82
2009	0.907344633	8.85
2015	0.907364685	56.35
2012	0.907390084	10.69
2015	0.90739461	14.47
2009	0.907407407	3.24
2012	0.907407407	3.78
2015	0.907407407	13.5
2012	0.907438017	6.05
2015	0.907451923	8.32
2012	0.907455013	3.89
2015	0.907488987	6.81
2012	0.907514451	1.73
2009	0.907534247	2.92
2015	0.907543959	17.63
2009	0.907554147	18.93
2015	0.907559734	25.53
2012	0.907563025	3.57
2009	0.907630522	2.49
2012	0.907649254	10.72
2012	0.907651715	3.79
2012	0.907654921	8.23
2015	0.907657658	4.44
2012	0.907663897	10.83
2015	0.907738095	13.44
2015	0.907743363	45.2
2009	0.907752699	10.19
2012	0.907786885	4.88
2009	0.907881269	9.77
2015	0.907894737	2.28
2012	0.907915994	6.19
2012	0.907926618	28.89
2015	0.907960199	4.02
2009	0.90797546	3.26
2015	0.90797546	6.52
2009	0.908006814	5.87
2012	0.908045977	2.61
2015	0.908045977	6.09
2009	0.908045977	6.96
2012	0.908064516	6.2
2012	0.90809628	4.57
2015	0.908108108	83.25
2009	0.908116386	6.53
2009	0.908121411	12.19
2015	0.90815803	19.49
2012	0.908176101	7.95
2015	0.908188586	4.03
2009	0.908246225	8.61
2009	0.908280255	7.85
2012	0.908284024	3.38
2012	0.908296943	2.29
2015	0.908324552	9.49
2012	0.908333333	2.4
2009	0.908333333	15.6
2012	0.908346972	6.11
2009	0.908376963	3.82
2015	0.908376963	3.82
2009	0.908396947	3.93
2015	0.908396947	5.24
2015	0.908406524	7.97
2012	0.908442982	18.24
2009	0.908450704	4.26
2009	0.908466819	4.37
2009	0.908474576	2.95
2009	0.908493665	21.31
2009	0.908496732	3.06
2015	0.908512331	12.57
2012	0.908523909	4.81
2015	0.908529048	8.09
2009	0.908554572	3.39
2015	0.908592322	5.47
2015	0.908602151	5.58
2009	0.908665105	4.27
2012	0.908675799	2.19
2012	0.908675799	4.38
2012	0.908675799	13.14
2009	0.908704883	4.71
2012	0.908713693	2.41
2009	0.908759124	2.74
2012	0.908765653	5.59
2012	0.908783784	5.92
2012	0.908847185	3.73
2012	0.908902692	9.66
2012	0.908914729	5.16
2015	0.908925319	10.98
2015	0.908943089	6.15
2009	0.909017713	12.42
2009	0.909090909	1.98
2012	0.909090909	2.09
2015	0.909090909	2.09
2015	0.909090909	2.31
2015	0.909090909	2.31
2015	0.909090909	2.42
2009	0.909090909	2.53
2012	0.909090909	2.53
2012	0.909090909	2.75
2009	0.909090909	2.97
2015	0.909090909	3.3
2009	0.909090909	3.41
2012	0.909090909	4.29
2012	0.909090909	5.28
2012	0.909090909	9.35
2009	0.909090909	12.21
2012	0.909090909	16.5
2012	0.909146341	16.4
2009	0.909191584	9.03
2009	0.90926276	5.29
2012	0.909287257	4.63
2012	0.909292035	4.52
2012	0.909309149	112.47
2015	0.909311741	12.35
2009	0.909326425	3.86
2009	0.909326425	3.86
2009	0.909342561	14.45
2012	0.909356725	3.42
2012	0.909356725	3.42
2015	0.909375	28.8
2009	0.909385113	3.09
2012	0.909385113	9.27
2009	0.909407666	2.87
2012	0.90942029	5.52
2015	0.909424725	8.17
2015	0.90945674	4.97
2009	0.909465021	2.43
2015	0.909487892	25.19
2009	0.909492274	4.53
2012	0.909531502	6.19
2012	0.90954083	36.37
2015	0.90954416	14.04
2012	0.909574468	3.76
2015	0.909574468	3.76
2012	0.90961039	19.25
2015	0.909638554	1.66
2009	0.909668313	14.17
2009	0.90967366	17.16
2009	0.909677419	3.1
2009	0.909685864	22.92
2012	0.909760589	5.43
2009	0.909893993	5.66
2015	0.909932141	32.42
2009	0.909948542	11.66
2012	0.90995671	11.55
2012	0.909973522	11.33
2015	0.91	1
2009	0.91	4
2015	0.91005291	1.89
2009	0.910057236	12.23
2012	0.910071942	2.78
2012	0.91011236	2.67
2012	0.91011236	3.56
2012	0.910162003	6.79
2009	0.910194175	4.12
2012	0.910204082	2.45
2015	0.91024825	31.42
2009	0.91025641	2.34
2012	0.91025641	3.12
2015	0.91025641	3.9
2012	0.910290237	3.79
2012	0.910305344	5.24
2012	0.910313901	2.23
2012	0.910344828	2.9
2015	0.910344828	2.9
2009	0.910364146	7.14
2009	0.910377358	2.12
2009	0.910377358	8.48
2012	0.910382514	9.15
2009	0.910384068	21.09
2015	0.910396324	17.41
2012	0.910404624	6.92
2012	0.910404624	10.38
2009	0.910409556	11.72
2009	0.91042175	28.69
2012	0.910447761	4.02
2012	0.910447761	4.02
2015	0.910447761	4.02
2012	0.910447761	6.7
2009	0.910464341	45.01
2015	0.91046832	50.82
2012	0.910490857	10.39
2009	0.910508475	14.75
2015	0.910514541	4.47
2012	0.910526316	1.9
2015	0.910526316	3.8
2015	0.910526316	3.8
2015	0.91052798	31.63
2015	0.910530483	12.63
2015	0.910533911	13.86
2012	0.910594439	41.72
2012	0.910596026	3.02
2009	0.910638298	2.35
2015	0.910638298	2.35
2015	0.910662824	3.47
2009	0.910714286	3.92
2015	0.910745234	11.54
2015	0.910780669	2.69
2012	0.910780669	26.9
2012	0.910792952	18.16
2015	0.910815939	5.27
2009	0.910828025	3.14
2015	0.910843373	8.3
2012	0.910852713	2.58
2015	0.910852713	2.58
2009	0.91086351	3.59
2012	0.91086351	3.59
2012	0.910891089	2.02
2012	0.910891089	4.04
2012	0.910945183	54.91
2015	0.910975035	63.69
2012	0.910994764	1.91
2012	0.911032028	2.81
2009	0.911076443	6.41
2009	0.911091549	11.36
2015	0.911111111	2.7
2015	0.911111111	3.15
2015	0.911111111	3.15
2009	0.911111111	5.85
2009	0.911111111	20.7
2012	0.911174785	3.49
2009	0.911198993	55.63
2009	0.911206078	42.12
2009	0.911250874	28.62
2012	0.911262799	2.93
2012	0.911272727	13.75
2009	0.911290323	2.48
2009	0.911314985	3.27
2009	0.911330049	2.03
2009	0.911345889	21.77
2009	0.911347518	2.82
2012	0.911357341	3.61
2012	0.911392405	4.74
2015	0.911458333	1.92
2012	0.911465893	6.89
2009	0.911467116	11.86
2015	0.911479945	7.23
2012	0.911492734	15.14
2009	0.911497731	13.22
2012	0.91151993	22.83
2012	0.911538462	10.4
2012	0.911564626	8.82
2012	0.911585366	3.28
2015	0.911585366	3.28
2009	0.911646586	2.49
2012	0.911646586	4.98
2009	0.911646586	7.47
2012	0.911671924	3.17
2009	0.911688312	3.85
2009	0.911705348	19.82
2009	0.911714771	5.89
2009	0.911764706	2.38
2009	0.911764706	2.38
2015	0.911764706	4.08
2009	0.911764706	4.42
2015	0.911764706	5.78
2012	0.911764706	7.48
2015	0.911816578	11.34
2015	0.911885246	9.76
2012	0.911888112	14.3
2009	0.911889597	37.68
2009	0.911894273	9.08
2015	0.911917098	3.86
2015	0.911931818	3.52
2009	0.911939706	25.21
2009	0.911942099	8.29
2012	0.911969112	12.95
2012	0.911971831	2.84
2009	0.912037037	4.32
2012	0.912120398	37.21
2012	0.912122816	18.89
2009	0.912133891	7.17
2015	0.912166172	16.85
2015	0.912172119	33.93
2012	0.912195122	2.05
2015	0.912195122	2.05
2015	0.912204234	16.06
2015	0.912240185	4.33
2015	0.912246866	20.74
2015	0.912280702	2.28
2012	0.912280702	4.56
2012	0.912297426	10.49
2015	0.91230026	26.91
2015	0.912328767	3.65
2009	0.912328767	7.3
2015	0.912350598	2.51
2009	0.912371134	1.94
2009	0.912396694	6.05
2012	0.912408759	4.11
2012	0.912434326	5.71
2009	0.912451362	5.14
2012	0.912489134	34.51
2012	0.9125	2.4
2015	0.912515188	74.07
2012	0.912540193	15.55
2009	0.912547529	5.26
2009	0.912568306	9.15
2015	0.912621359	6.18
2009	0.912643678	8.7
2012	0.912643678	13.05
2009	0.912698413	8.82
2015	0.912721893	6.76
2009	0.912727273	5.5
2015	0.912751678	2.98
2012	0.912772586	3.21
2012	0.912778905	24.65
2015	0.912790698	5.16
2012	0.912801484	5.39
2015	0.912801484	5.39
2009	0.912820513	13.65
2009	0.912830957	24.55
2015	0.912887828	16.76
2009	0.912891986	2.87
2012	0.912915129	13.55
2012	0.912915851	10.22
2012	0.912921348	3.56
2009	0.912946429	4.48
2015	0.912946429	4.48
2015	0.912959381	5.17
2012	0.912978618	20.11
2015	0.912979351	6.78
2012	0.912981455	35.05
2012	0.913031772	37.14
2009	0.913043478	2.07
2015	0.913043478	2.07
2015	0.913043478	2.07
2015	0.913043478	2.53
2009	0.913043478	3.22
2009	0.913043478	4.83
2009	0.913043478	11.04
2012	0.913090909	27.5
2009	0.913143736	13.01
2012	0.913151365	4.03
2015	0.913165266	7.14
2012	0.91318328	6.22
2012	0.913194444	2.88
2015	0.913194444	5.76
2009	0.913242009	2.19
2015	0.913242009	2.19
2012	0.913253012	4.15
2009	0.913265306	7.84
2009	0.913300493	10.15
2012	0.913300493	10.15
2009	0.913312693	3.23
2009	0.913316583	7.96
2012	0.913326111	9.23
2012	0.913355049	15.35
2015	0.913377193	27.36
2015	0.913392857	11.2
2012	0.913400182	10.97
2009	0.913419913	4.62
2015	0.913432836	3.35
2012	0.913461538	2.08
2012	0.913461538	3.12
2012	0.913486005	51.09
2012	0.913513514	1.85
2015	0.913513514	3.7
2009	0.913533835	2.66
2009	0.913533835	2.66
2009	0.913533835	5.32
2009	0.913551402	4.28
2009	0.913612565	3.82
2012	0.913612565	3.82
2009	0.913621262	3.01
2012	0.913621262	3.01
2009	0.913641574	26.17
2015	0.913657771	6.37
2009	0.913694722	14.02
2009	0.913716814	4.52
2012	0.913738019	6.26
2015	0.913746631	3.71
2009	0.91374804	19.13
2015	0.913784461	19.95
2015	0.913793103	2.32
2009	0.913793103	5.8
2009	0.913793103	6.38
2012	0.913793103	9.28
2009	0.913804277	15.43
2012	0.913812155	9.05
2012	0.913907285	6.04
2015	0.913924051	3.95
2009	0.913946588	3.37
2009	0.913978495	2.79
2009	0.914	5
2015	0.914012739	6.28
2009	0.9140625	2.56
2015	0.914096916	4.54
2009	0.914110429	6.52
2015	0.914122137	5.24
2015	0.914153132	4.31
2015	0.91416309	2.33
2012	0.914182475	11.07
2009	0.914196568	6.41
2009	0.914205345	7.11
2012	0.914209115	7.46
2009	0.914215686	4.08
2015	0.914221219	4.43
2009	0.914236707	5.83
2012	0.914285714	5.6
2012	0.914285714	6.3
2009	0.914340449	36.54
2012	0.914370079	10.16
2009	0.914373089	6.54
2015	0.914376997	15.65
2012	0.914382914	52.91
2009	0.914383562	2.92
2015	0.914396887	5.14
2015	0.91440501	4.79
2015	0.914425428	8.18
2009	0.914438503	3.74
2012	0.914438503	3.74
2009	0.914444444	9
2009	0.914489311	4.21
2009	0.914505283	10.41
2009	0.914514693	11.23
2009	0.914539401	18.02
2015	0.9145469	25.16
2009	0.914565826	7.14
2012	0.914590747	14.05
2012	0.914611006	5.27
2009	0.914634146	2.46
2012	0.914666667	3.75
2012	0.914675768	2.93
2015	0.914675768	2.93
2015	0.914715719	29.9
2015	0.914792093	29.34
2015	0.914792899	16.9
2015	0.914798206	2.23
2012	0.914814815	2.7
2009	0.914826498	3.17
2012	0.914826498	3.17
2015	0.914849188	43.1
2015	0.914872798	10.22
2012	0.914893617	1.88
2015	0.914893617	1.88
2015	0.914893617	5.64
2009	0.914893617	6.58
2009	0.914913958	20.92
2009	0.914915966	9.52
2012	0.914923291	7.17
2012	0.914925373	6.7
2009	0.914941242	17.87
2015	0.914956012	6.82
2015	0.914965986	2.94
2009	0.914975105	26.11
2009	0.914979757	2.47
2012	0.914985591	13.88
2009	0.915	2
2009	0.915005247	38.12
2015	0.915026495	52.84
2009	0.91503268	3.06
2015	0.91503268	3.06
2009	0.915051311	17.54
2012	0.915064103	12.48
2012	0.91509434	3.18
2009	0.915248691	30.56
2012	0.915254237	2.36
2015	0.915282392	12.04
2009	0.915296053	12.16
2015	0.915331808	4.37
2009	0.915354331	10.16
2009	0.915360502	3.19
2012	0.915373766	7.09
2012	0.915422886	2.01
2012	0.915422886	8.04
2015	0.915441176	5.44
2012	0.915456874	58.55
2009	0.915492958	2.13
2012	0.915492958	3.55
2015	0.915492958	27.69
2012	0.915499322	22.13
2009	0.915509259	8.64
2012	0.915528579	19.77
2012	0.915555556	15.75
2015	0.915572233	10.66
2015	0.915574964	6.87
2012	0.915598763	22.63
2009	0.915601023	3.91
2009	0.915611814	2.37
2012	0.915613568	120.28
2009	0.915625	3.2
2012	0.915625	3.2
2009	0.915625	6.4
2015	0.91563786	4.86
2009	0.915662651	1.66
2009	0.915662651	5.81
2012	0.915662651	6.64
2009	0.915674603	20.16
2015	0.915702479	6.05
2009	0.91571754	4.39
2015	0.915726817	31.92
2015	0.915739269	6.29
2012	0.91576087	3.68
2012	0.915766739	4.63
2009	0.915789474	1.9
2015	0.915803109	7.72
2012	0.91580756	5.82
2015	0.915824916	2.97
2015	0.915841584	2.02
2012	0.915861285	17.59
2012	0.915869981	10.46
2012	0.915879828	23.3
2009	0.915904936	5.47
2015	0.915948276	4.64
2012	0.915948276	9.28
2009	0.916	2.5
2012	0.916030534	2.62
2015	0.916044776	5.36
2012	0.916049383	4.05
2009	0.916083916	10.01
2015	0.916090819	10.13
2012	0.916111851	7.51
2012	0.916167665	1.67
2012	0.916167665	6.68
2009	0.916216216	3.7
2012	0.916247906	23.88
2012	0.916299559	2.27
2009	0.916299559	6.81
2009	0.916317992	2.39
2012	0.916334661	2.51
2015	0.916356877	5.38
2009	0.91638796	2.99
2012	0.91638796	2.99
2015	0.91641791	3.35
2015	0.916426513	3.47
2012	0.916426513	6.94
2009	0.916430595	7.06
2012	0.91643454	3.59
2015	0.91643454	3.59
2012	0.916449086	3.83
2009	0.916465863	12.45
2012	0.916520724	17.13
2012	0.916535433	6.35
2012	0.916548798	7.07
2009	0.916583913	10.07
2009	0.91659919	37.05
2012	0.916605166	13.55
2015	0.916666667	2.4
2012	0.916666667	3
2015	0.916666667	3.72
2015	0.916666667	3.84
2012	0.916666667	5.04
2009	0.916666667	8.76
2015	0.916690772	34.57
2015	0.916767922	16.46
2012	0.916782247	7.21
2012	0.91684435	4.69
2012	0.916859122	4.33
2012	0.916859122	4.33
2009	0.916864608	4.21
2012	0.91686747	8.3
2009	0.916936354	9.27
2015	0.916938111	6.14
2009	0.916955017	2.89
2015	0.916988417	5.18
2015	0.917012448	2.41
2009	0.917012448	4.82
2015	0.917050691	4.34
2009	0.917050691	8.68
2009	0.91708126	6.03
2015	0.917098446	1.93
2009	0.917127072	1.81
2012	0.917127072	1.81
2012	0.917164816	11.71
2009	0.917197452	4.71
2015	0.917241379	2.9
2015	0.917250159	15.71
2012	0.917263844	15.35
2015	0.917274939	4.11
2012	0.917293233	2.66
2015	0.917293233	2.66
2012	0.917299578	23.7
2009	0.917307692	5.2
2009	0.91733871	4.96
2015	0.917341977	6.17
2012	0.917346939	9.8
2009	0.917349218	13.43
2009	0.917369309	5.93
2009	0.917383821	5.81
2012	0.917401764	24.94
2009	0.917417417	6.66
2009	0.917419355	7.75
2009	0.917431193	4.36
2009	0.917431193	4.36
2012	0.917431193	9.81
2015	0.91744066	9.69
2009	0.917460317	3.15
2012	0.917460317	3.15
2012	0.9175	4
2015	0.917525773	2.91
2012	0.917525773	8.73
2009	0.917562724	5.58
2009	0.917570499	4.61
2012	0.917582418	3.64
2015	0.917624521	5.22
2012	0.917630058	6.92
2015	0.917647059	2.55
2012	0.917667238	5.83
2015	0.917675545	8.26
2012	0.917695473	4.86
2009	0.917705736	4.01
2015	0.91773309	5.47
2009	0.917748918	2.31
2009	0.917763158	3.04
2015	0.917799753	16.18
2015	0.917851501	6.33
2009	0.917854718	14.73
2009	0.917874396	2.07
2012	0.917896679	21.68
2012	0.917910448	2.68
2015	0.917910448	2.68
2009	0.917910448	4.02
2009	0.917926566	4.63
2015	0.917931883	24.37
