jaar	rand	opp
2015	0.459859527	132.41
2012	0.460620915	61.2
2012	0.460624592	428.44
2012	0.460700063	143.13
2009	0.460786158	106.34
2015	0.46167432	84.93
2012	0.462122127	4473.06
2009	0.462413364	56.27
2015	0.464448924	2733.11
2012	0.46479975	127.84
2012	0.465070909	133.27
2015	0.46655366	471.95
2009	0.467110126	27.06
2009	0.467381174	21.46
2009	0.467670011	53.82
2009	0.469780653	63.37
2009	0.470066841	137.64
2015	0.470075864	71.18
2015	0.470390016	320.5
2015	0.470849176	47.34
2015	0.471330063	432.16
2012	0.472471714	171.46
2012	0.47302242	150.31
2009	0.474766355	37.45
2009	0.475273849	94.03
2009	0.476190476	48.51
2012	0.476292118	65.59
2015	0.476525822	38.34
2015	0.476629766	48.78
2015	0.477075589	24.21
2009	0.477092828	41.69
2009	0.477333333	48.75
2012	0.479116945	16.76
2009	0.479163064	57.83
2009	0.479388379	81.75
2009	0.479463001	125.14
2012	0.48016652	1604.61
2009	0.481405803	48.94
2015	0.481862152	16.54
2012	0.481962482	13.86
2009	0.482531578	74.42
2009	0.483081353	13.89
2009	0.483269801	118.05
2012	0.483779972	7.09
2015	0.484604106	13.64
2015	0.485244324	540.47
2009	0.485464525	49.19
2009	0.485597346	515.53
2015	0.48603352	7.16
2012	0.486411205	251.31
2009	0.486562942	7.07
2015	0.486806364	103.08
2015	0.486913801	111.95
2012	0.487068966	48.72
2009	0.487136465	17.88
2012	0.487139108	19.05
2015	0.488067744	51.96
2015	0.489707476	18.46
2012	0.49	25
2015	0.490007686	26.02
2009	0.490155865	24.38
2009	0.490420168	89.25
2009	0.490804944	66.34
2012	0.491101081	117.43
2012	0.491383812	38.3
2012	0.491419004	23.89
2015	0.492225102	162.06
2012	0.492519971	68.85
2015	0.492661231	67.45
2009	0.493038886	20.83
2015	0.493087208	131.64
2012	0.493759118	61.69
2009	0.494108984	13.58
2012	0.494230769	15.6
2012	0.494245625	190.29
2009	0.494256757	29.6
2015	0.494371627	64.85
2012	0.494449671	53.15
2012	0.494754279	18.11
2015	0.495188672	383.47
2012	0.495344182	114.91
2009	0.495787596	3291.47
2015	0.495930057	33.17
2015	0.496115658	240.71
2009	0.496240602	224.77
2012	0.496441281	106.78
2012	0.497609125	227.95
2015	0.497662395	181.81
2015	0.497997998	19.98
2015	0.498517494	50.59
2012	0.499284692	20.97
2012	0.499667	60.06
2012	0.499817824	137.23
2009	0.500055946	1519.31
2015	0.500205931	48.56
2015	0.502009274	32.35
2015	0.502188982	54.82
2012	0.502301387	317.2
2009	0.50256622	169.51
2009	0.50259795	71.21
2012	0.503436757	311.34
2009	0.504339441	31.11
2009	0.504988263	34.08
2015	0.505334374	38.43
2009	0.505952381	15.12
2012	0.506704085	32.07
2012	0.506772297	39.13
2015	0.506970834	4273.52
2009	0.507171543	34.86
2015	0.50744559	17.46
2015	0.507569721	12.55
2015	0.507964661	298.82
2015	0.50796966	90.97
2015	0.508466135	20.08
2012	0.508918406	52.7
2012	0.510175548	64.37
2009	0.510459478	216.55
2012	0.510693037	62.19
2015	0.510917215	237.24
2009	0.510975759	244.63
2009	0.511226476	77.05
2012	0.511507937	50.4
2012	0.511671564	245.04
2012	0.512205312	167.55
2009	0.512438012	248.03
2015	0.512530813	48.68
2012	0.512630015	20.19
2012	0.512916149	217.17
2015	0.512972572	94.43
2009	0.513401109	21.64
2009	0.513441173	85.93
2015	0.513457557	53.13
2015	0.513484212	73.79
2012	0.513494169	237.51
2009	0.513754283	102.15
2009	0.513802315	22.46
2009	0.514230397	51.65
2009	0.514268367	16.47
2012	0.514278729	204.5
2015	0.514376997	31.3
2009	0.514582304	20.23
2012	0.514666667	15
2015	0.515269656	15.39
2009	0.515333907	34.89
2015	0.51575367	55.86
2015	0.515805414	52.83
2015	0.515818432	21.81
2012	0.515977028	67.91
2009	0.516019549	73.66
2012	0.516201284	66.97
2012	0.516496018	26.37
2015	0.516758927	164.39
2009	0.516921837	24.82
2009	0.51732852	55.4
2009	0.517826825	17.67
2012	0.517908723	103.86
2009	0.518088432	67.17
2009	0.518212725	61.77
2015	0.518493151	73
2015	0.518593672	241.48
2009	0.518679409	57.55
2015	0.518816788	64.57
2015	0.519180404	64.91
2015	0.519442035	138.36
2015	0.51960243	72.44
2015	0.520876827	57.48
2012	0.521370644	136.87
2012	0.521438451	72.3
2015	0.521571344	101.06
2015	0.521661189	33.47
2012	0.522339853	111.46
2012	0.52266289	14.12
2012	0.522697306	53.09
2009	0.523290598	46.8
2012	0.523489933	13.41
2012	0.524188815	119.27
2009	0.524441341	57.28
2015	0.524659312	61.64
2012	0.524730059	57.42
2009	0.525402853	2533.18
2012	0.525437693	48.55
2012	0.525451308	522.37
2015	0.525716801	318.08
2009	0.52573742	17.29
2015	0.526223776	22.88
2009	0.526903378	173.77
2015	0.527351199	99.63
2009	0.527577207	229.9
2012	0.527600849	18.84
2015	0.527638191	27.86
2009	0.527738764	28.48
2012	0.528031902	85.26
2009	0.528321801	85.27
2012	0.528440219	124.12
2009	0.52869408	22.13
2012	0.529156328	32.24
2012	0.529333333	22.5
2009	0.529538131	18.62
2009	0.529836066	30.5
2009	0.529857268	34.33
2015	0.530334457	154.28
2015	0.530404218	28.45
2015	0.530795073	107.16
2015	0.530807986	371.17
2009	0.531356655	187.52
2012	0.531559406	16.16
2012	0.532133676	15.56
2012	0.532179931	14.45
2015	0.532374101	13.9
2012	0.532514451	13.84
2012	0.532558928	117.94
2015	0.533030761	79.32
2015	0.533039648	13.62
2009	0.533158139	64.69
2012	0.533465347	25.25
2015	0.533852606	66.76
2009	0.534129693	17.58
2012	0.534251161	238.97
2015	0.534257426	25.25
2009	0.534333255	128.01
2012	0.53435548	17.61
2015	0.53470437	15.56
2009	0.534955186	39.05
2009	0.535221177	227.42
2009	0.535411021	110.7
2009	0.535421984	113.63
2015	0.535485799	2810.42
2009	0.535497322	834.57
2012	0.535590878	86.82
2012	0.536258103	66.33
2012	0.536310518	23.96
2009	0.536387359	34.49
2009	0.536403509	68.4
2015	0.536601746	14.89
2009	0.536615936	55.85
2015	0.536828964	16.02
2012	0.537348526	55.29
2015	0.537663108	33.72
2015	0.5378987	281.54
2009	0.538253216	14.77
2015	0.53846991	91.89
2012	0.538726334	34.86
2009	0.538774788	56.48
2009	0.540106952	18.7
2012	0.540207203	20.27
2015	0.540567425	231.22
2015	0.540623349	189.3
2012	0.540690256	987.46
2015	0.540951638	25.64
2009	0.541066892	23.62
2012	0.541154924	92.82
2009	0.541207008	169.51
2012	0.541237113	67.9
2012	0.541353383	109.06
2015	0.541457286	15.92
2009	0.541759054	13.53
2009	0.542022792	14.04
2015	0.542222222	67.5
2009	0.54233263	530.56
2015	0.542415248	64.01
2015	0.542956321	34.57
2009	0.543540734	299.26
2012	0.543557642	19.17
2012	0.544546701	153.21
2015	0.544741533	168.3
2009	0.545810056	17.9
2012	0.545819936	12.44
2009	0.546121955	115.78
2012	0.546265684	251.05
2012	0.546421829	58.27
2015	0.546511628	2.58
2015	0.546511628	15.48
2009	0.54657688	17.82
2009	0.546934141	26.42
2009	0.547013977	15.74
2012	0.547022816	53.91
2009	0.547322971	115.8
2015	0.547430429	49.23
2009	0.547451106	62.38
2015	0.548414376	23.65
2009	0.548599671	18.21
2012	0.548621945	38.46
2009	0.548703574	114.16
2009	0.548780488	18.04
2012	0.548785241	76.97
2015	0.54893617	25.85
2012	0.549226372	101.47
2015	0.55015674	19.14
2015	0.550410034	20.73
2012	0.550413223	12.1
2009	0.550594994	121.85
2009	0.550675527	227.23
2012	0.550714772	14.69
2009	0.551430781	25.86
2009	0.551789077	5.31
2012	0.55201005	358.2
2012	0.552366175	25.78
2015	0.552380952	15.75
2009	0.552670623	13.48
2015	0.552760392	249.24
2015	0.552822372	77.24
2009	0.553161527	71.01
2012	0.553979366	54.28
2015	0.554003224	37.22
2015	0.554044566	541.22
2015	0.554099203	38.91
2012	0.554340396	14.63
2012	0.554717489	148.49
2012	0.554895423	164.95
2015	0.555131467	23.58
2015	0.555145703	27.11
2012	0.55516201	76.23
2015	0.556492411	11.86
2009	0.556500359	195.22
2009	0.557176176	287.27
2012	0.55746822	37.76
2015	0.557630736	56.22
2015	0.557715134	67.4
2015	0.557747637	24.33
2009	0.557842288	46.16
2009	0.558061674	56.75
2012	0.558515699	21.02
2015	0.558587019	34.82
2012	0.559003291	21.27
2012	0.559012187	31.18
2012	0.559169938	17.83
2012	0.559315258	2876.41
2015	0.559434219	110.29
2009	0.559462254	9.67
2015	0.559508832	198.71
2015	0.559763769	77.89
2012	0.56	5.25
2009	0.560316414	15.17
2009	0.560984707	26.81
2012	0.56126021	17.14
2009	0.561527581	21.21
2012	0.561677231	20.51
2015	0.561740891	49.4
2015	0.561797753	20.47
2009	0.561893629	85.55
2015	0.562141491	5.23
2009	0.56218656	19.94
2012	0.562894888	69.64
2012	0.562922297	23.68
2009	0.562943835	15.49
2009	0.563164894	15.04
2015	0.56330229	39.73
2015	0.56378866	108.64
2015	0.56379822	16.85
2012	0.563946407	32.84
2012	0.564071856	25.05
2015	0.564307692	16.25
2015	0.564529874	105.61
2015	0.564580061	401.13
2012	0.564864865	14.8
2015	0.564915758	70.63
2012	0.565217391	40.94
2015	0.565356795	523.97
2012	0.56542461	23.08
2012	0.565655814	268.75
2015	0.565698479	14.46
2012	0.56579014	197.37
2009	0.566182096	13.07
2015	0.566260163	24.6
2015	0.566492644	210.7
2012	0.566550523	86.1
2015	0.566643882	14.63
2009	0.566715543	13.64
2012	0.566852966	46.52
2012	0.567115916	423.67
2012	0.567555041	43.15
2009	0.567684243	32.43
2009	0.567685762	253.82
2015	0.56809025	12.41
2009	0.568347421	34.31
2012	0.568709102	16.81
2015	0.568934911	67.6
2009	0.568965517	47.56
2012	0.569420231	269.59
2012	0.569478528	260.8
2009	0.569620253	26.07
2015	0.570038632	139.78
2009	0.570342205	149.91
2009	0.570350109	91.4
2015	0.57057257	30.04
2009	0.57079646	13.56
2009	0.571007226	67.81
2012	0.571648343	266.51
2015	0.571781567	121.41
2015	0.571939522	61.51
2015	0.572084073	67.56
2012	0.572230889	128.2
2012	0.572668113	13.83
2009	0.572847042	258.83
2012	0.572864322	292.53
2012	0.572916047	5879.57
2009	0.574074074	18.9
2015	0.574105622	11.74
2012	0.574370709	56.81
2009	0.574449719	23.17
2009	0.574660633	13.26
2009	0.575196968	200.54
2009	0.575310377	42.69
2009	0.575358388	25.81
2009	0.575633128	14.61
2012	0.575783972	22.96
2009	0.575843582	31.71
2009	0.575914296	27.07
2015	0.575985874	84.95
2015	0.576	52.5
2009	0.576576577	15.54
2009	0.576653424	85.58
2015	0.576671035	15.26
2015	0.5768	50
2009	0.576864785	244.13
2015	0.577072807	120.73
2012	0.577330508	28.32
2012	0.577358491	10.6
2012	0.577479972	881.26
2009	0.577515866	11.03
2015	0.57755392	77.43
2015	0.577724836	16.79
2015	0.57806245	12.49
2012	0.578224101	9.46
2015	0.578486704	418.16
2012	0.57887085	41.27
2015	0.579155673	45.48
2015	0.579157029	155.64
2015	0.579229122	9.34
2009	0.579426289	180.23
2012	0.579493088	347.2
2015	0.579807692	10.4
2015	0.579887218	10.64
2009	0.579933404	273.29
2015	0.580145719	21.96
2009	0.580199197	67.27
2009	0.580791867	37.38
2015	0.580917238	18.97
2012	0.581406708	61.42
2009	0.581503378	23.68
2009	0.58169206	80.73
2009	0.581719825	408.53
2015	0.581811115	102.92
2015	0.58226601	10.15
2009	0.582411504	18.08
2012	0.582839067	25.29
2009	0.583019882	18.61
2015	0.583036351	196.42
2009	0.583245336	28.41
2015	0.583624563	20.03
2015	0.583866837	7.81
2009	0.584	23.75
2009	0.58405325	70.61
2009	0.584065612	102.42
2015	0.584091696	491.19
2015	0.584139265	15.51
2015	0.584273391	30.14
2009	0.584368235	87.77
2015	0.584396099	13.33
2009	0.584463625	8.11
2015	0.584512286	134.3
2015	0.584590568	316.17
2009	0.584595822	275.25
2012	0.584914764	62.18
2012	0.585517834	46.54
2015	0.585827922	4147.31
2015	0.586037703	116.17
2009	0.586046512	23.65
2015	0.586125808	17.01
2009	0.586213262	812.52
2012	0.58643744	83.76
2009	0.586529467	10.69
2015	0.586680761	9.46
2009	0.586999022	20.46
2009	0.587335092	18.95
2012	0.587384259	34.56
2009	0.587539936	93.9
2012	0.587635519	154.96
2009	0.587876145	22.93
2012	0.587882802	317.07
2012	0.587987355	9.49
2009	0.588209607	22.9
2015	0.589347079	87.3
2012	0.589420275	199.06
2009	0.589938301	21.07
2009	0.58998935	9.39
2015	0.590128755	9.32
2009	0.590277311	595.72
2009	0.590405904	18.97
2015	0.590604027	11.92
2015	0.5906092	324.36
2015	0.590873328	12.71
2009	0.590936851	163.74
2015	0.590970655	22.15
2015	0.591326105	47.96
2009	0.591332214	196.59
2009	0.591434398	14.71
2012	0.591630592	13.86
2009	0.591676505	169.4
2015	0.59186747	19.92
2009	0.591993186	23.48
2015	0.592519685	35.56
2015	0.592624357	11.66
2009	0.592670157	9.55
2012	0.593153338	252.97
2015	0.593575419	14.32
2015	0.593618302	16.61
2009	0.593680346	76.27
2009	0.593835993	18.17
2009	0.593842365	40.6
2012	0.593971631	22.56
2015	0.593975904	16.6
2009	0.593979442	13.62
2012	0.594425423	186.92
2012	0.594430993	16.52
2015	0.594543677	1125.3
2009	0.59454909	95.03
2009	0.594552694	283.81
2015	0.594680177	15.79
2012	0.594801875	23.47
2015	0.594927125	52.83
2012	0.596122779	12.38
2009	0.596573209	25.68
2012	0.597023308	35.61
2009	0.597053171	15.61
2009	0.597063622	12.26
2012	0.597636632	33.85
2009	0.597712462	2814.38
2009	0.597791929	241.84
2015	0.598356983	66.95
2015	0.598382749	22.26
2009	0.598424481	879.71
2015	0.598877517	30.29
2015	0.599257119	48.46
2012	0.599361022	15.65
2015	0.599478714	34.53
2009	0.599499485	339.65
2012	0.599585062	19.28
2012	0.599615631	15.61
2015	0.59966468	107.36
2012	0.599763872	16.94
2009	0.599840891	12.57
2015	0.600134522	237.88
2012	0.600203804	29.44
2009	0.600211416	47.3
2012	0.600562746	88.85
2015	0.600572656	13.97
2015	0.601316752	27.34
2009	0.601449275	11.04
2015	0.601494712	157.89
2009	0.60151718	22.41
2015	0.601525262	10.49
2009	0.601926164	49.84
2015	0.601948504	57.48
2009	0.601996362	417.76
2015	0.602131439	16.89
2015	0.602248353	1296.06
2009	0.602259339	2105.04
2009	0.602284975	46.39
2012	0.602324555	67.97
2009	0.602517986	16.68
2012	0.602577214	48.89
2015	0.602739726	8.76
2009	0.602808989	17.8
2012	0.602916433	17.83
2012	0.602941176	31.28
2012	0.602973568	18.16
2015	0.603096677	52.96
2012	0.603104862	34.14
2012	0.603153327	1320.51
2009	0.603233831	16.08
2012	0.603268945	13.46
2009	0.603377985	34.34
2012	0.603602632	92.71
2009	0.603678526	289.79
2015	0.604129264	11.14
2012	0.604281169	34.57
2009	0.604498978	24.45
2015	0.604545455	37.4
2015	0.604770017	11.74
2015	0.604815864	21.18
2015	0.60497499	73.97
2012	0.605006688	52.33
2015	0.605076142	49.25
2012	0.605108055	15.27
2009	0.605582524	90.64
2015	0.605762934	15.27
2012	0.605922551	21.95
2012	0.606124287	66.62
2012	0.606164384	14.6
2015	0.606333606	36.63
2012	0.606339343	814.28
2012	0.606422135	157.58
2015	0.606462303	12.07
2012	0.606468692	86.88
2015	0.606497369	43.71
2009	0.606635071	8.44
2015	0.606903164	20.86
2015	0.607100592	8.45
2015	0.607262104	23.96
2012	0.607607372	254.49
2009	0.608005819	879.86
2009	0.608012569	50.92
2009	0.60806271	8.93
2015	0.608211552	14.37
2015	0.608235294	8.5
2009	0.608308097	175.01
2012	0.608665023	56.78
2015	0.608703302	170.51
2015	0.609114249	124.64
2012	0.609316559	29.41
2012	0.60951526	11.14
2012	0.609676416	64.28
2009	0.609889427	80.49
2012	0.609937888	16.1
2012	0.60995086	211.64
2009	0.61004902	40.8
2009	0.610080241	39.88
2015	0.610114192	18.39
2012	0.610149942	8.67
2012	0.610409298	19.79
2015	0.610431948	49.08
2015	0.610538373	17.46
2015	0.610590182	36.26
2015	0.610643016	22.55
2012	0.610660487	8.63
2015	0.610755193	51.51
2009	0.610958186	76.29
2012	0.610964241	71.87
2015	0.61106781	12.83
2015	0.611077664	16.61
2015	0.611122185	50.17
2012	0.611247342	860.47
2015	0.611668186	21.94
2012	0.612155809	29.78
2009	0.612181958	12.97
2009	0.612317012	19.81
2015	0.61252215	16.93
2012	0.612624764	74.14
2012	0.613082811	14.37
2012	0.613308639	75.59
2015	0.613529412	17
2015	0.613573407	21.66
2015	0.61361015	26.01
2012	0.61390703	26.03
2009	0.614679074	524.42
2015	0.61470997	510.81
2012	0.614764268	16.12
2015	0.614794138	14.33
2012	0.614843878	61.17
2009	0.614906832	16.1
2009	0.614950635	85.08
2009	0.614997202	35.74
2015	0.61511064	131.96
2015	0.615180936	11.33
2009	0.61530715	9.93
2015	0.615346778	40.66
2015	0.615428571	35
2012	0.615472127	35.16
2015	0.615539859	19.82
2009	0.615650173	8.69
2009	0.616	16.25
2012	0.61622013	13.81
2009	0.616326531	9.8
2009	0.616484441	11.89
2009	0.616604338	66.85
2009	0.616791898	61.22
2012	0.616959064	17.1
2012	0.617287544	34.36
2015	0.617595049	22.62
2012	0.617784711	6.41
2015	0.617830424	32.08
2015	0.617927171	17.85
2015	0.618049491	34.35
2009	0.618326118	13.86
2012	0.618412275	14.99
2015	0.618918919	11.1
2015	0.619025305	21.34
2009	0.619099099	27.75
2015	0.619148144	161.06
2015	0.619148936	37.6
2012	0.619178082	10.95
2009	0.619230954	831.16
2012	0.619266055	8.72
2012	0.619329792	195.76
2009	0.619364375	13.53
2012	0.619392333	98.08
2015	0.619510074	344.95
2015	0.619595216	21.74
2009	0.619629127	88.44
2012	0.619967794	12.42
2009	0.619980803	250.04
2015	0.620073327	87.28
2015	0.620346209	272.09
2015	0.620434201	97.19
2015	0.620560748	10.7
2009	0.620593692	21.56
2012	0.620731707	49.2
2015	0.620810313	54.3
2012	0.621098627	32.04
2009	0.621187275	30.49
2009	0.621213382	240.32
2015	0.621331424	13.97
2012	0.621388243	30.11
2015	0.621453901	67.68
2015	0.621489621	16.38
2015	0.621570737	37.18
2009	0.621621622	14.8
2009	0.622355489	60.03
2009	0.622406639	134.96
2009	0.622554661	8.69
2009	0.622576967	8.77
2015	0.622595466	594.19
2009	0.622602573	82.38
2012	0.622661678	18.71
2012	0.622862286	11.11
2009	0.622872005	126.88
2012	0.622873492	129.32
2015	0.623004695	42.6
2012	0.62302521	59.5
2012	0.623123123	53.28
2015	0.623193775	26.99
2015	0.623256691	53.06
2012	0.623334864	21.77
2009	0.623452769	15.35
2015	0.623501199	8.34
2012	0.623588457	7.97
2015	0.624117543	958.97
2015	0.624330528	13.07
2012	0.624601657	15.69
2015	0.624736298	241.75
2009	0.624872579	19.62
2015	0.624939113	20.53
2009	0.625346901	10.81
2009	0.625628141	51.74
2015	0.62565445	80.22
2009	0.625706215	28.32
2015	0.625865853	350.81
2015	0.626122449	24.5
2015	0.626243735	267.34
2015	0.626351963	187.69
2012	0.626467449	28.11
2009	0.626786054	52.49
2009	0.626951301	149.9
2015	0.627170139	23.04
2009	0.627218935	18.59
2012	0.627248442	168.45
2015	0.627260982	15.48
2012	0.627355623	16.45
2009	0.627369763	125.54
2009	0.62737722	95.7
2012	0.627619865	932.3
2009	0.627703623	734.2
2012	0.627720504	8.73
2012	0.627737226	12.33
2015	0.627782725	11.23
2012	0.627848101	11.85
2015	0.62797282	17.66
2012	0.62807377	9.76
2012	0.628157569	56.61
2009	0.628171056	41.39
2012	0.628171479	11.43
2012	0.628229128	26.71
2009	0.628318584	4.52
2012	0.628450106	9.42
2009	0.628482972	6.46
2012	0.628739167	35.77
2009	0.62881052	16.73
2012	0.629129129	6.66
2009	0.629256595	62.55
2012	0.629395604	36.4
2015	0.629735936	34.84
2012	0.629750271	36.84
2012	0.629864753	144.92
2015	0.629972145	89.75
2012	0.63019654	220.82
2012	0.630252101	10.71
2009	0.630353818	10.74
2012	0.630875287	47.87
2015	0.631080499	46.46
2009	0.631166088	66.29
2015	0.631166436	21.69
2015	0.631280663	118.22
2015	0.631377294	49.59
2012	0.631408902	331.18
2009	0.631432545	14.38
2012	0.631447171	19.97
2009	0.631659056	6.57
2015	0.631672598	11.24
2012	0.631880734	34.88
2009	0.632044199	54.3
2012	0.632127955	14.38
2012	0.632294165	12.51
2012	0.632308359	23.09
2009	0.632313632	67.34
2015	0.632321041	18.44
2009	0.632328308	11.94
2012	0.632608696	4.6
2009	0.632618026	11.65
2009	0.632761679	33.82
2012	0.632830361	21.87
2009	0.632855568	18.14
2012	0.633144476	7.06
2012	0.633445946	23.68
2015	0.633651551	25.14
2009	0.633672974	20.61
2009	0.634287953	280.74
2015	0.634338139	76.3
2009	0.634476917	23.61
2012	0.634759977	69.16
2012	0.634883721	8.6
2009	0.635066865	33.65
2009	0.635153129	15.02
2015	0.635172414	14.5
2009	0.635794743	7.99
2015	0.635939323	8.57
2015	0.635955728	33.43
2015	0.636036036	33.3
2009	0.636174636	24.05
2015	0.636264929	9.21
2012	0.636430408	81.69
2012	0.636472705	16.67
2009	0.636734694	12.25
2009	0.636883943	31.45
2009	0.637073864	28.16
2015	0.637223975	9.51
2012	0.637226512	62.16
2009	0.637362637	10.92
2015	0.637450199	40.16
2015	0.637788018	21.7
2015	0.637823524	117.07
2009	0.637931034	22.62
2009	0.638352638	7.77
2009	0.638604931	16.63
2009	0.638883597	209.96
2009	0.638888889	11.52
2015	0.63896336	11.19
2009	0.639026812	20.14
2015	0.639225182	16.52
2015	0.639267262	21.29
2009	0.639344262	19.52
2009	0.639358108	11.84
2015	0.639566396	7.38
2015	0.639792236	870.22
2009	0.63997155	70.3
2012	0.640102828	11.67
2012	0.640134529	53.52
2015	0.640929327	71.88
2009	0.641112047	11.87
2015	0.641119627	60.02
2009	0.64115899	13.46
2015	0.641282565	4.99
2015	0.641343463	25.01
2009	0.64168552	35.36
2012	0.641883657	361
2012	0.641897941	22.34
2015	0.641918632	63.17
2012	0.642162819	16.46
2009	0.64217033	14.56
2012	0.642522369	23.47
2009	0.642569546	54.64
2012	0.642861715	468.67
2012	0.64295393	14.76
2009	0.642979662	40.81
2015	0.643032365	126.37
2009	0.6430338	12.13
2015	0.643156007	16.73
2015	0.6432287	55.75
2009	0.643308081	15.84
2015	0.643510453	183.68
2015	0.643713905	22.51
2015	0.64380531	4.52
2015	0.643835616	11.68
2009	0.64410328	14.33
2012	0.644214424	329.44
2015	0.644226672	46.94
2012	0.644274678	2443.88
2012	0.644600208	38.52
2009	0.644607282	43.67
2009	0.644706778	26.26
2009	0.644770959	11.57
2009	0.64504284	8.17
2015	0.645247148	26.3
2012	0.645327447	13.59
2015	0.645427729	16.95
2012	0.645454545	13.2
2015	0.645627876	15.21
2015	0.645692884	13.35
2009	0.645712068	25.77
2015	0.645783133	58.1
2015	0.645803848	190.77
2015	0.645910064	116.75
2009	0.646523907	34.09
2009	0.646598863	182.88
2012	0.646648045	7.16
2015	0.646670218	844.65
2012	0.646724499	33.43
2012	0.647033472	69.61
2009	0.647106875	73.45
2012	0.647117296	10.06
2012	0.647212544	34.44
2009	0.647251846	12.19
2012	0.647271956	612.71
2012	0.64743833	26.35
2015	0.647552448	14.3
2015	0.647568609	20.77
2009	0.647594065	121.99
2012	0.648	15
2009	0.648023144	20.74
2009	0.64806867	16.31
2012	0.648082007	495.57
2015	0.648096565	21.54
2015	0.648165569	21.26
2015	0.648296593	29.94
2015	0.648337596	23.46
2009	0.648370497	17.49
2015	0.648389791	1305.11
2012	0.64855368	159.37
2009	0.6485665	121.73
2009	0.648604782	160.19
2009	0.648662821	19.07
2015	0.648706768	167.41
2012	0.648803828	10.45
2012	0.648854962	11.79
2009	0.648918469	12.02
2009	0.648946209	31.79
2012	0.648947595	93.12
2009	0.648977256	69.91
2012	0.649030906	19.09
2012	0.64922786	63.46
2012	0.649234694	15.68
2009	0.649243466	7.27
2009	0.649247492	23.92
2009	0.649305556	8.64
2009	0.649360653	64.91
2012	0.649399874	15.83
2015	0.649440138	11.61
