IDPlots	IDGroup	Periode	PlotWeight	Paired_1_2	DivK	Div	NbHerb	NbOudbos	NbSpecRare	NbBos	NbOpen	NbEdge	NbIndif	NbUitheems	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv	Fragclass	Bos01
305024	305024_2	2	1	FALSE	1.30334518754263	3.68159170626161	12	2	0	1	0	0	10	0	Private	recent	0.3933624	2	40	Elzen-vogelkersbos	Volledig in bos	0.6066376	50% tot < 75%	1
305056	305056_2	2	1	FALSE	0.911492730232114	2.48803372595227	7	0	0	0	1	0	5	0	Private	NA	0.2370384	2	43	Elzen-vogelkersbos	Volledig in bos	0.7629616	75% tot < 95%	0
305076	305076_1	2	1	FALSE	0.0809940823333351	2.16788655106874	2	2	0	1	0	0	0	0	Public	recent	0.6321407	2	69	Eiken-beukenbos	Volledig in bos	0.3678593	25% tot < 50%	1
305082	305082_1	1	1	FALSE	2.02172872570092	7.55136790032423	24	0	1	1	1	0	19	1	Private	recent	0.4929327	1	43	Elzen-vogelkersbos	Volledig in bos	0.5070673	50% tot < 75%	1
305082	305082_2	2	1	FALSE	1.35699047065469	3.95219320528516	11	2	1	1	0	0	6	1	Private	recent	0.4929327	2	43	Elzen-vogelkersbos	Volledig in bos	0.5070673	50% tot < 75%	1
305086	305086_1	1	1	FALSE	0.81998397972567	2.30392938647921	11	6	0	2	0	1	3	0	Public	oud	0.8167133	1	50	Eiken-haagbeukenbos	Volledig in bos	0.1832867	5% tot < 25%	1
305086	305086_2	2	1	FALSE	2.16381423137587	12.3039389628984	13	5	2	4	1	0	4	0	Public	oud	0.8167133	2	50	Eiken-haagbeukenbos	Volledig in bos	0.1832867	5% tot < 25%	1
305094	305094_1	2	1	FALSE	0.604497379722692	2.73029535500989	8	4	0	3	0	0	2	0	Private	oud	0.8775088	2	50	Eiken-haagbeukenbos	Volledig in bos	0.1224912	5% tot < 25%	1
305097	305097_1	1	1	FALSE	1.18099566578653	4.43974105736175	6	3	1	1	0	0	2	0	Private	oud	0.8254324	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1745676	5% tot < 25%	1
305097	305097_2	2	1	FALSE	0.247750827451536	3.20814848937452	3	0	1	1	0	0	1	0	Public	oud	0.8254324	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1745676	5% tot < 25%	1
305098	305098_1	1	1	FALSE	0.450686560089335	2.48207533201668	5	6	1	1	0	0	3	1	Private	oud	0.6811697	1	50	Eiken-haagbeukenbos	Volledig in bos	0.3188303	25% tot < 50%	1
305098	305098_2	2	1	FALSE	0.272139114148549	2.19096052780417	4	2	1	1	0	0	1	1	Private	oud	0.6811697	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3188303	25% tot < 50%	1
306012	306012_1	2	1	FALSE	1.84356015167803	7.32224573447225	18	7	1	6	0	1	7	0	Private	oud	0.4979411	2	50	Eiken-haagbeukenbos	Volledig in bos	0.5020589	50% tot < 75%	1
306053	306053_2	2	0.7	FALSE	2.12799028950852	8.46887249595247	21	2	1	2	4	1	12	1	Private	NA	0.3485533	2	43	Elzen-vogelkersbos	Rand	0.6514467	50% tot < 75%	1
306081	306081_1	1	1	TRUE	0.200430006709343	1.24461198483575	5	2	0	0	0	0	4	0	Private	oud	0.6983368	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3016632	25% tot < 50%	0
306081	306081_1	2	1	TRUE	0.019542337228798	1.36567710044962	2	0	1	1	0	0	0	0	Private	oud	0.6983368	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3016632	25% tot < 50%	1
306098	306098_1	1	1	FALSE	0.330680630831979	5.16191459111862	2	1	0	1	0	0	0	0	Private	recent	0.7097422	1	43	Elzen-vogelkersbos	Volledig in bos	0.2902578	25% tot < 50%	1
306098	306098_2	2	1	FALSE	1.30770006040055	6.31705161180016	8	4	1	3	0	0	2	0	Private	recent	0.7097422	2	43	Elzen-vogelkersbos	Volledig in bos	0.2902578	25% tot < 50%	1
306120	306120_1	1	1	FALSE	1.26769521203246	3.58964682837876	17	0	0	0	2	1	13	0	Private	recent	0.4303814	1	40	Elzen-vogelkersbos	Volledig in bos	0.5696186	50% tot < 75%	0
306120	306120_2	2	1	FALSE	2.25589589904575	9.54383979814782	16	0	0	1	1	1	8	0	Private	recent	0.4303814	2	40	Elzen-vogelkersbos	Volledig in bos	0.5696186	50% tot < 75%	1
307014	307014_2	2	0.8	FALSE	2.32855682758123	10.6652428574004	25	1	1	1	1	1	17	1	Public	oud	0.2910233	2	43	Elzen-vogelkersbos	Rand	0.7089767	50% tot < 75%	1
307022	307022_2	2	1	FALSE	1.99216933558527	8.45226870877594	22	0	0	0	2	1	15	0	Private	NA	0.4050999	2	68	Eiken-beukenbos	Volledig in bos	0.5949001	50% tot < 75%	0
307030	307030_1	2	1	FALSE	1.54606975269418	4.83926531599788	12	0	0	0	1	1	7	0	Private	recent	0.4332336	2	40	Elzen-vogelkersbos	Volledig in bos	0.5667664	50% tot < 75%	0
307038	307038_1	1	1	FALSE	0.900001506962729	2.60444995542325	12	0	0	0	1	1	9	0	Private	recent	0.3345725	1	40	Elzen-vogelkersbos	Volledig in bos	0.6654275	50% tot < 75%	0
307038	307038_2	2	0.97	FALSE	2.84650206359913	18.3297574642592	45	1	0	1	9	1	24	0	Public	recent	0.3345725	2	40	Elzen-vogelkersbos	Rand	0.6654275	50% tot < 75%	1
307056	307056_2	2	1	FALSE	2.49060652049116	12.5822259805397	27	2	0	1	3	0	15	0	Private	NA	0.4642262	2	68	Eiken-beukenbos	Volledig in bos	0.5357738	50% tot < 75%	1
307058	307058_1	2	1	FALSE	2.04343314948053	7.90504609197333	20	2	0	2	0	2	14	0	Private	recent	0.548102	2	40	Elzen-vogelkersbos	Volledig in bos	0.451898	25% tot < 50%	1
307085	307085_1	1	1	FALSE	0.877758031713404	2.81793216658448	10	7	0	5	0	0	3	0	Public	oud	NA	1	50	Eiken-haagbeukenbos	Volledig in bos	NA	NA	1
307086	307086_1	1	1	FALSE	0.617241769730342	2.29440078242065	2	2	0	0	0	0	0	0	Private	oud	0.7435316	1	50	Eiken-haagbeukenbos	Volledig in bos	0.2564684	25% tot < 50%	0
307086	307086_2	2	0.94	FALSE	0.830471712436292	3.23760054821159	3	1	0	1	0	0	0	0	Private	oud	0.7435316	2	50	Eiken-haagbeukenbos	Rand	0.2564684	25% tot < 50%	1
307096	307096_2	2	1	FALSE	1.98226451977203	6.73581656154387	22	0	0	0	6	1	10	1	Private	recent	0.1776158	2	43	Elzen-vogelkersbos	Volledig in bos	0.8223842	75% tot < 95%	0
307101	307101_1	1	1	FALSE	1.67932618181306	5.40183888983675	23	12	0	10	0	1	8	0	Public	NA	NA	1	43	Elzen-vogelkersbos	Volledig in bos	NA	NA	1
307102	307102_2	2	0.76	FALSE	1.8565884743606	7.32065586037929	17	11	0	10	0	0	5	0	Private	NA	0.5039523	2	50	Eiken-haagbeukenbos	Rand	0.4960477	25% tot < 50%	1
307105	307105_2	2	0.92	FALSE	1.67480628652945	5.78463561426515	19	3	0	3	1	1	10	0	Private	recent	0.4663586	2	20	Elzenbroekbos	Rand	0.5336414	50% tot < 75%	1
307110	307110_2	2	1	FALSE	1.33802592534254	3.84573603315138	21	1	0	2	2	1	14	1	Public	recent	0.4981337	2	68	Eiken-beukenbos	Volledig in bos	0.5018663	50% tot < 75%	1
307113	307113_1	1	1	TRUE	0.883593010765001	3.28949195767944	6	4	0	3	0	0	3	0	Private	oud	0.7525941	1	68	Eiken-beukenbos	Volledig in bos	0.2474059	5% tot < 25%	1
307113	307113_1	2	1	TRUE	1.07121444463091	5.30260388294223	7	5	0	3	0	0	0	0	Private	oud	0.7525941	2	68	Eiken-beukenbos	Volledig in bos	0.2474059	5% tot < 25%	1
307121	307121_2	2	0.82	FALSE	1.4913674927141	4.7496981458207	15	1	0	1	1	2	8	0	Private	recent	0.4973125	2	79	Arm Eiken-beukenbos	Rand	0.5026875	50% tot < 75%	1
307122	307122_1	2	1	FALSE	0.883857081389541	3.79109004830887	6	4	0	2	0	0	2	0	Private	oud	0.6257086	2	69	Eiken-beukenbos	Volledig in bos	0.3742914	25% tot < 50%	1
308014	308014_1	1	1	FALSE	1.26651041326408	3.92087833049185	16	14	0	9	0	0	2	0	Public	recent	0.61308	1	68	Eiken-beukenbos	Volledig in bos	0.38692	25% tot < 50%	1
308014	308014_2	2	0.81	FALSE	1.70157023296011	6.2983028479839	26	14	0	12	0	0	10	0	Public	recent	0.61308	2	68	Eiken-beukenbos	Rand	0.38692	25% tot < 50%	1
308015	308015_1	2	1	FALSE	0.871150672473873	3.3717894933937	4	2	0	1	0	0	2	0	Public	oud	0.6556442	2	68	Eiken-beukenbos	Volledig in bos	0.3443558	25% tot < 50%	1
308023	308023_1	1	1	FALSE	0.693147180559945	2	2	1	0	0	0	0	1	0	Private	oud	0.7759725	1	68	Eiken-beukenbos	Volledig in bos	0.2240275	5% tot < 25%	0
308023	308023_2	2	1	FALSE	0.693147180559945	3.17003282492367	2	0	0	0	0	0	0	0	Public	oud	0.7759725	2	68	Eiken-beukenbos	Volledig in bos	0.2240275	5% tot < 25%	0
308051	308051_2	2	1	FALSE	1.32551399819714	3.84565845232072	13	3	0	2	0	0	9	0	Private	NA	0.4110289	2	50	Eiken-haagbeukenbos	Volledig in bos	0.5889711	50% tot < 75%	1
308059	308059_2	2	1	FALSE	1.76762947119356	6.04931339240945	21	0	0	0	6	0	10	0	Private	NA	0.4549042	2	40	Elzen-vogelkersbos	Volledig in bos	0.5450958	50% tot < 75%	0
308067	308067_1	1	1	FALSE	2.52939294606638	13.5661925757839	51	1	1	2	8	3	26	1	Private	recent	NA	1	50	Eiken-haagbeukenbos	Volledig in bos	NA	NA	1
308069	308069_2	2	0.69	FALSE	1.94152699102699	7.45609725098183	19	6	0	2	0	1	10	1	Private	recent	0.2854683	2	50	Eiken-haagbeukenbos	Rand	0.7145317	50% tot < 75%	1
308077	308077_2	2	0.86	FALSE	2.32138041937466	10.4656952462834	39	1	0	2	3	1	24	4	Private	recent	0.3792302	2	43	Elzen-vogelkersbos	Rand	0.6207698	50% tot < 75%	1
308093	308093_1	2	1	FALSE	0.704018337529884	2.71719272245793	4	1	0	1	0	0	1	0	Public	oud	0.7075859	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2924141	25% tot < 50%	1
308101	308101_1	1	1	FALSE	1.62626960770989	5.8217921149954	11	5	0	3	0	1	5	0	Private	recent	0.6731677	1	50	Eiken-haagbeukenbos	Volledig in bos	0.3268323	25% tot < 50%	1
308101	308101_2	2	1	FALSE	2.19132381804506	11.9559599374539	23	9	0	7	0	0	7	0	Private	recent	0.6731677	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3268323	25% tot < 50%	1
308110	308110_2	2	0.64	FALSE	1.57797813533052	4.8451496643024	17	2	0	1	2	1	9	0	Private	recent	0.2916659	2	43	Elzen-vogelkersbos	Rand	0.7083341	50% tot < 75%	1
311011	311011_1	2	1	FALSE	1.86936490222831	9.71453675500333	14	5	0	2	0	0	10	0	Private	oud	0.5889969	2	50	Eiken-haagbeukenbos	Volledig in bos	0.4110031	25% tot < 50%	1
311020	311020_1	1	1	FALSE	1.83123087681901	6.24156452939233	23	0	0	0	4	0	13	0	Public	NA	NA	1	43	Elzen-vogelkersbos	Volledig in bos	NA	NA	0
311027	311027_1	2	1	FALSE	2.24245272236718	9.60791288780651	20	7	0	5	0	1	8	0	Private	oud	0.4303944	2	40	Elzen-vogelkersbos	Volledig in bos	0.5696056	50% tot < 75%	1
311030	311030_2	2	1	FALSE	0.840824215108831	2.5158061515233	9	1	0	0	0	0	7	0	Private	recent	0.4917363	2	68	Eiken-beukenbos	Volledig in bos	0.5082637	50% tot < 75%	0
311037	311037_1	1	1	FALSE	1.18464170037703	3.41858840206254	14	0	1	2	1	2	5	0	Public	recent	0.7022033	1	68	Eiken-beukenbos	Volledig in bos	0.2977967	25% tot < 50%	1
311037	311037_2	2	1	FALSE	0.842274035048242	2.41166103661556	6	0	0	0	0	1	4	0	Public	recent	0.7022033	2	68	Eiken-beukenbos	Volledig in bos	0.2977967	25% tot < 50%	0
311039	311039_1	1	1	FALSE	2.86014763442881	18.6487122043727	41	4	1	3	2	2	23	0	Private	recent	0.4180328	1	68	Eiken-beukenbos	Volledig in bos	0.5819672	50% tot < 75%	1
311039	311039_2	2	0.72	FALSE	2.02154435856103	7.60365994756561	31	7	0	6	2	2	12	0	Private	recent	0.4180328	2	68	Eiken-beukenbos	Rand	0.5819672	50% tot < 75%	1
311042	311042_2	2	1	FALSE	1.28486974946666	3.81834235714753	16	2	0	2	0	0	12	0	Private	recent	0.5037507	2	40	Elzen-vogelkersbos	Volledig in bos	0.4962493	25% tot < 50%	1
311049	311049_1	1	1	TRUE	2.09256096255749	8.28544454289983	39	3	0	4	4	3	21	0	Public	recent	0.5612872	1	40	Elzen-vogelkersbos	Volledig in bos	0.4387128	25% tot < 50%	1
311049	311049_1	2	0.97	TRUE	2.09609246354989	8.24711196205638	33	4	0	4	0	3	18	1	Private	recent	0.5612872	2	40	Elzen-vogelkersbos	Rand	0.4387128	25% tot < 50%	1
311074	311074_1	2	1	FALSE	2.21649442922942	12.9500393952088	32	11	0	8	0	2	13	1	Public	oud	0.8547748	2	69	Eiken-beukenbos	Volledig in bos	0.1452252	5% tot < 25%	1
311083	311083_1	1	1	FALSE	1.32231970665441	3.78182001436452	11	0	0	0	1	0	10	0	Private	recent	0.6615781	1	40	Elzen-vogelkersbos	Volledig in bos	0.3384219	25% tot < 50%	0
311083	311083_2	2	0.86	FALSE	2.08555433584603	9.6174636981641	19	3	0	2	0	1	11	0	Public	recent	0.6615781	2	40	Elzen-vogelkersbos	Rand	0.3384219	25% tot < 50%	1
311093	311093_2	2	1	FALSE	1.46316817126749	4.31962317856503	11	0	0	1	1	1	7	0	Public	recent	0.3236609	2	50	Eiken-haagbeukenbos	Volledig in bos	0.6763391	50% tot < 75%	1
311125	311125_2	2	1	FALSE	1.28986253106487	3.63228719477753	13	1	0	3	0	0	7	0	Private	recent	0.602096	2	43	Elzen-vogelkersbos	Volledig in bos	0.397904	25% tot < 50%	1
311133	311133_1	1	1	FALSE	1.52129660788459	4.62216625908004	29	2	0	5	0	2	16	0	Private	recent	0.5440648	1	43	Elzen-vogelkersbos	Volledig in bos	0.4559352	25% tot < 50%	1
311133	311133_2	2	0.64	FALSE	1.56435392862376	5.80791683856479	17	3	1	2	0	2	8	0	Private	recent	0.5440648	2	43	Elzen-vogelkersbos	Rand	0.4559352	25% tot < 50%	1
311149	311149_2	2	1	FALSE	2.35396913014803	12.2145014670572	17	5	0	4	0	1	8	0	Private	NA	0.5411901	2	50	Eiken-haagbeukenbos	Volledig in bos	0.4588099	25% tot < 50%	1
312030	312030_1	2	1	FALSE	1.80861331417121	6.47329933111325	19	6	0	4	1	2	9	0	Private	recent	0.285401	2	43	Elzen-vogelkersbos	Volledig in bos	0.714599	50% tot < 75%	1
312033	312033_1	1	1	FALSE	2.61242879169058	15.85223982218	31	11	0	5	0	2	18	0	Private	oud	0.6218631	1	50	Eiken-haagbeukenbos	Volledig in bos	0.3781369	25% tot < 50%	1
312033	312033_2	2	1	FALSE	0.291708376357636	1.78131349580155	5	4	0	3	0	0	1	0	Private	oud	0.6218631	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3781369	25% tot < 50%	1
312042	312042_1	1	1	FALSE	2.86228499925565	19.0621615749667	32	9	0	8	0	1	15	0	Private	recent	0.4053728	1	43	Elzen-vogelkersbos	Volledig in bos	0.5946272	50% tot < 75%	1
312042	312042_2	2	1	FALSE	0.231603817801048	1.45387112360383	6	4	0	2	0	0	2	0	Private	recent	0.4053728	2	43	Elzen-vogelkersbos	Volledig in bos	0.5946272	50% tot < 75%	1
312075	312075_2	2	1	FALSE	1.28323672665131	3.93686025575626	12	5	0	6	0	0	5	0	Private	NA	0.5517474	2	43	Elzen-vogelkersbos	Volledig in bos	0.4482526	25% tot < 50%	1
312081	312081_2	2	1	FALSE	2.18824876692945	9.08286797835956	24	4	0	2	0	2	13	1	Private	NA	0.5416374	2	43	Elzen-vogelkersbos	Volledig in bos	0.4583626	25% tot < 50%	1
312093	312093_2	2	0.83	FALSE	1.27875627105848	3.63717720195337	10	0	0	0	1	0	7	0	Private	recent	0.3313715	2	50	Eiken-haagbeukenbos	Rand	0.6686285	50% tot < 75%	0
312108	312108_1	1	1	FALSE	2.16918414529153	10.3476875160465	27	3	0	3	1	2	17	0	Public	recent	0.4883989	1	50	Eiken-haagbeukenbos	Volledig in bos	0.5116011	50% tot < 75%	1
312108	312108_2	2	1	FALSE	0.883593010765001	3.61153335523558	6	2	0	1	0	0	4	0	Public	recent	0.4883989	2	50	Eiken-haagbeukenbos	Volledig in bos	0.5116011	50% tot < 75%	1
312129	312129_1	1	1	FALSE	2.64996848906712	20.4093943403066	39	3	0	4	6	2	17	0	Public	recent	NA	1	50	Eiken-haagbeukenbos	Volledig in bos	NA	NA	1
314041	314041_2	2	1	FALSE	0.56245385476649	2.04928578916339	4	3	0	2	0	0	1	0	Private	NA	0.3001111	2	78	Arm Eiken-beukenbos	Volledig in bos	0.6998889	50% tot < 75%	1
314056	314056_1	1	1	FALSE	2.13159259884838	9.70678363412953	36	0	0	1	10	2	12	2	Private	recent	0.4211363	1	23	Elzenbroekbos	Volledig in bos	0.5788637	50% tot < 75%	1
314056	314056_2	2	1	FALSE	1.77211447217895	6.99660510863916	16	3	0	5	0	0	7	0	Private	recent	0.4211363	2	23	Elzenbroekbos	Volledig in bos	0.5788637	50% tot < 75%	1
314072	314072_1	1	1	FALSE	0.723651706484121	3.50411298665138	6	5	0	1	0	0	2	0	Private	oud	0.6284419	1	50	Eiken-haagbeukenbos	Volledig in bos	0.3715581	25% tot < 50%	1
314072	314072_2	2	1	FALSE	0.798673551067064	3.82936702148397	10	3	1	2	0	2	2	0	Private	oud	0.6284419	2	50	Eiken-haagbeukenbos	Volledig in bos	0.3715581	25% tot < 50%	1
314079	314079_2	2	1	FALSE	1.24760504161559	3.55274000535651	10	0	0	1	2	1	2	0	Private	recent	0.422616	2	50	Eiken-haagbeukenbos	Volledig in bos	0.577384	50% tot < 75%	1
314080	314080_2	2	0.61	FALSE	NA	3.29876977693224	0	0	0	0	0	0	0	0	Private	NA	0.4368657	2	78	Arm Eiken-beukenbos	Rand	0.5631343	50% tot < 75%	0
314092	314092_2	2	0.97	FALSE	2.16268206833494	11.6975654111546	13	6	0	5	0	0	2	0	Private	recent	0.6390024	2	50	Eiken-haagbeukenbos	Rand	0.3609976	25% tot < 50%	1
314143	314143_1	2	1	FALSE	0.751255577727995	2.11965974408157	3	1	0	1	0	0	1	0	Public	recent	0.5024996	2	50	Eiken-haagbeukenbos	Volledig in bos	0.4975004	25% tot < 50%	1
314148	314148_2	2	0.6	FALSE	1.6431582919332	6.46626200224712	9	2	0	1	0	1	4	1	Private	NA	0.6549481	2	50	Eiken-haagbeukenbos	Rand	0.3450519	25% tot < 50%	1
314150	314150_1	1	1	FALSE	1.41098841861899	8.10282465809775	7	4	0	4	0	0	2	0	Public	recent	0.707009	1	50	Eiken-haagbeukenbos	Volledig in bos	0.292991	25% tot < 50%	1
314150	314150_2	2	1	FALSE	NA	1.17318337323638	0	0	0	0	0	0	0	0	Public	recent	0.707009	2	50	Eiken-haagbeukenbos	Volledig in bos	0.292991	25% tot < 50%	0
314151	314151_1	1	1	FALSE	1.32155443848941	6.51971659522763	7	5	1	6	0	0	1	0	Public	recent	0.68668	1	50	Eiken-haagbeukenbos	Volledig in bos	0.31332	25% tot < 50%	1
314151	314151_2	2	0.99	FALSE	NA	4	0	0	0	0	0	0	0	0	Public	recent	0.68668	2	50	Eiken-haagbeukenbos	Rand	0.31332	25% tot < 50%	0
314152	314152_1	1	1	TRUE	0	3	1	0	0	0	0	0	1	0	Public	oud	0.7600344	1	50	Eiken-haagbeukenbos	Volledig in bos	0.2399656	5% tot < 25%	0
314152	314152_1	2	1	TRUE	NA	3.37672968926121	0	0	0	0	0	0	0	0	Public	oud	0.7600344	2	50	Eiken-haagbeukenbos	Volledig in bos	0.2399656	5% tot < 25%	0
314159	314159_2	2	1	FALSE	0.122524721154416	1.15183133789698	3	1	0	1	0	0	0	0	Public	oud	0.8704127	2	50	Eiken-haagbeukenbos	Volledig in bos	0.1295873	5% tot < 25%	1
315010	315010_2	2	0.64	FALSE	1.65105728527842	5.59659728404692	17	4	0	5	0	2	7	0	Private	recent	0.3573684	2	43	Elzen-vogelkersbos	Rand	0.6426316	50% tot < 75%	1
315013	315013_2	2	0.64	FALSE	1.11642292887279	3.13656983269507	14	2	0	1	0	0	11	0	Private	NA	0.4324903	2	43	Elzen-vogelkersbos	Rand	0.5675097	50% tot < 75%	1
315018	315018_1	1	1	FALSE	0.975383361125192	2.85375627605064	13	0	0	0	1	2	7	0	Private	oud	0.3513914	1	43	Elzen-vogelkersbos	Volledig in bos	0.6486086	50% tot < 75%	0
315018	315018_2	2	0.77	FALSE	1.54864701197924	4.86365717020951	24	2	0	2	1	1	16	0	Private	oud	0.3513914	2	43	Elzen-vogelkersbos	Rand	0.6486086	50% tot < 75%	1
315056	315056_1	1	1	FALSE	1.03109110060407	3.48491505169788	5	4	0	3	0	0	1	0	Public	oud	0.5678973	1	50	Eiken-haagbeukenbos	Volledig in bos	0.4321027	25% tot < 50%	1
315056	315056_2	2	1	FALSE	1.32727850037929	4.40088942321176	9	5	0	5	0	0	2	0	Public	oud	0.5678973	2	50	Eiken-haagbeukenbos	Volledig in bos	0.4321027	25% tot < 50%	1
315062	315062_2	2	0.74	FALSE	1.71400935536989	5.74104920911531	23	1	0	2	3	1	14	0	Private	recent	NA	2	50	Eiken-haagbeukenbos	Rand	NA	NA	1
315063	315063_2	2	0.81	FALSE	2.47647974638566	13.1612927327332	28	4	0	4	2	2	15	0	Private	NA	0.3580026	2	43	Elzen-vogelkersbos	Rand	0.6419974	50% tot < 75%	1
315066	315066_1	1	1	FALSE	1.19962051435498	3.43443492518298	11	0	0	0	0	0	8	0	Private	recent	0.6420634	1	50	Eiken-haagbeukenbos	Volledig in bos	0.3579366	25% tot < 50%	0
315066	315066_2	2	0.97	FALSE	1.13335628143193	3.10606384978336	10	3	0	2	0	1	4	0	Private	recent	0.6420634	2	50	Eiken-haagbeukenbos	Rand	0.3579366	25% tot < 50%	1
315095	315095_2	2	1	FALSE	0.693147180559945	2.76829097692337	2	1	0	1	0	0	1	0	Private	recent	0.4964822	2	50	Eiken-haagbeukenbos	Volledig in bos	0.5035178	50% tot < 75%	1
315120	315120_1	1	1	FALSE	1.45080502008392	6.61992218615175	5	1	0	1	0	0	2	0	Private	recent	0.5524508	1	50	Eiken-haagbeukenbos	Volledig in bos	0.4475492	25% tot < 50%	1
315120	315120_2	2	1	FALSE	1.4950488724416	7.54856587976051	9	2	0	4	0	0	3	0	Private	recent	0.5524508	2	50	Eiken-haagbeukenbos	Volledig in bos	0.4475492	25% tot < 50%	1
316060	316060_2	2	0.76	FALSE	2.59428391530814	13.599479756668	36	1	0	2	4	3	17	0	Private	recent	0.5372962	2	43	Elzen-vogelkersbos	Rand	0.4627038	25% tot < 50%	1
316065	316065_2	2	0.8	FALSE	2.13777388645343	8.71946894982129	47	5	2	7	3	1	24	2	Private	recent	0.3790922	2	43	Elzen-vogelkersbos	Rand	0.6209078	50% tot < 75%	1
316066	316066_2	2	0.67	FALSE	2.56817074822415	13.3712212107087	36	1	0	4	3	1	19	0	Private	NA	0.41282	2	40	Elzen-vogelkersbos	Rand	0.58718	50% tot < 75%	1
316105	316105_2	2	1	FALSE	2.40461597767705	11.3065161677439	30	2	0	4	2	1	14	0	Private	recent	0.2411675	2	40	Elzen-vogelkersbos	Volledig in bos	0.7588325	75% tot < 95%	1
316120	316120_1	1	1	FALSE	0.039827557911359	1.76384460847845	2	2	0	1	0	0	1	0	Private	recent	NA	1	50	Eiken-haagbeukenbos	Volledig in bos	NA	NA	1
317088	317088_1	1	1	FALSE	0.761002508645328	3.18223774628676	6	3	0	2	0	0	1	0	Public	recent	0.9670892	1	50	Eiken-haagbeukenbos	Volledig in bos	0.0329108	< 5%	1
317088	317088_2	2	1	FALSE	0.552722591658469	4.76862793528362	4	2	0	1	0	0	1	0	Public	recent	0.9670892	2	50	Eiken-haagbeukenbos	Volledig in bos	0.0329108	< 5%	1
317090	317090_2	2	0.91	FALSE	1.1674068223886	5.45450454914986	10	7	0	6	0	0	1	0	Private	recent	0.7225977	2	78	Arm Eiken-beukenbos	Rand	0.2774023	25% tot < 50%	1
317095	317095_2	2	1	FALSE	2.10984033597229	10.4690090417263	10	5	0	4	0	0	2	1	Public	oud	0.9865639	2	50	Eiken-haagbeukenbos	Volledig in bos	0.0134361	< 5%	1
317096	317096_2	2	1	FALSE	2.23708686995698	11.9953822853604	15	4	0	0	1	2	7	1	Public	oud	NA	2	78	Arm Eiken-beukenbos	Volledig in bos	NA	NA	0
317102	317102_1	1	1	TRUE	2.16276412294325	9.59107166804988	17	10	1	7	0	0	3	1	Public	oud	0.9479456	1	50	Eiken-haagbeukenbos	Volledig in bos	0.0520543999999999	5% tot < 25%	1
317102	317102_1	2	1	TRUE	1.51334035946114	4.57516367109966	12	8	1	5	0	0	3	1	Public	oud	0.9479456	2	50	Eiken-haagbeukenbos	Volledig in bos	0.0520543999999999	5% tot < 25%	1
317103	317103_1	1	1	FALSE	2.44605822827795	13.8674351476231	18	7	1	5	1	0	5	0	Public	oud	0.9886312	1	50	Eiken-haagbeukenbos	Volledig in bos	0.0113688	< 5%	1
317103	317103_2	2	1	FALSE	1.58451920865106	3.25532134049135	7	4	0	3	0	0	0	1	Public	oud	0.9886312	2	50	Eiken-haagbeukenbos	Volledig in bos	0.0113688	< 5%	1
317104	317104_1	1	1	FALSE	0.500402423538188	1.95036750449224	2	0	0	0	0	0	0	0	Public	oud	0.9362459	1	50	Eiken-haagbeukenbos	Volledig in bos	0.0637541	5% tot < 25%	0
317104	317104_2	2	1	FALSE	1.8178337677147	9.83816043482861	7	5	1	2	0	0	0	0	Public	oud	0.9362459	2	50	Eiken-haagbeukenbos	Volledig in bos	0.0637541	5% tot < 25%	1
317105	317105_2	2	0.39	FALSE	0.276405454888689	1.57437196408215	7	1	0	1	1	0	3	0	Private	recent	0.2653211	2	50	Eiken-haagbeukenbos	Rand	0.7346789	50% tot < 75%	1
317106	317106_2	2	0.97	FALSE	0.674841463800796	3.42284144196035	7	3	0	2	0	0	2	0	Public	recent	0.7445804	2	50	Eiken-haagbeukenbos	Rand	0.2554196	25% tot < 50%	1
317110	317110_2	2	1	FALSE	0	3.74943057625957	1	0	0	0	0	0	0	0	Public	oud	0.9501665	2	50	Eiken-haagbeukenbos	Volledig in bos	0.0498335	< 5%	0
317111	317111_1	2	1	FALSE	1.47129630292722	6.51513289606821	8	6	0	5	0	0	1	0	Public	oud	0.9913622	2	50	Eiken-haagbeukenbos	Volledig in bos	0.00863780000000003	< 5%	1
317112	317112_1	2	1	FALSE	2.17316406578297	11.6987168743884	12	9	0	6	0	0	2	1	Public	oud	0.9686503	2	50	Eiken-haagbeukenbos	Volledig in bos	0.0313497	< 5%	1
317118	317118_1	1	1	FALSE	2.10245718735812	11.1080082497715	13	5	0	4	0	1	4	0	Public	oud	0.950308	1	50	Eiken-haagbeukenbos	Volledig in bos	0.049692	< 5%	1
317118	317118_2	2	1	FALSE	1.49716911552751	5.30299539170001	13	7	0	5	0	0	2	1	Public	oud	0.950308	2	50	Eiken-haagbeukenbos	Volledig in bos	0.049692	< 5%	1
