IDPlots	IDGroup	Periode	PlotWeight	v40_L	v41_N	v42_R	v43_V	v44_T	NbHerbL	OwnerType	ForestAge	Frag	fPeriode	fpnv	fpnvGroup	Rand	FragInv
262136	262136_1	2	1	5.54054054054054	2.96491228070175	2.30769230769231	6.30769230769231	6	9	Private	recent	0.9475452	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0524548
262142	262142_2	2	1	5.78409090909091	3.8	3.65957446808511	5.92307692307692	7.65	12	Public	recent	0.8786559	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1213441
262143	262143_1	2	1	5.95430107526882	3.0986301369863	2.99438202247191	5.03825136612022	5.01680672268908	12	Public	recent	0.9443377	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0556623000000001
262146	262146_1	1	1	7.33424657534247	4.51267605633803	5.74358974358974	6.31054131054131	5.93434343434343	32	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
262146	262146_1	2	1	5.51724137931035	6	NA	5	5.64	4	Private	recent	NA	2	78	Arm Eiken-beukenbos	Volledig in bos	NA
262148	262148_1	1	1	5.79130434782609	3.05434782608696	2.30434782608696	6.33333333333333	6	16	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
262149	262149_1	1	1	6.63779527559055	1.92307692307692	2.79310344827586	6.65591397849462	5.8695652173913	12	Public	recent	0.8033808	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1966192
262149	262149_1	2	1	6.01298701298701	2.95833333333333	2.40909090909091	5.83333333333333	6.32	10	Public	recent	0.8033808	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1966192
262151	262151_1	1	1	6.12068965517241	2.81818181818182	3.02222222222222	5.41666666666667	5.3125	11	Public	recent	0.9279162	1	78	Arm Eiken-beukenbos	Volledig in bos	0.0720838
262151	262151_1	2	1	6.31849315068493	2.48540145985401	2.82412060301508	5.63135593220339	5.1453488372093	14	Public	recent	0.9279162	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0720838
262154	262154_2	2	0.64	5.95226130653266	3.21989528795812	3.02459016393443	5.04010025062657	5.04749340369393	13	Private	recent	0.5776945	2	78	Arm Eiken-beukenbos	Rand	0.4223055
262157	262157_1	2	1	6	3	2.90909090909091	5	5	2	Public	recent	0.828753	2	78	Arm Eiken-beukenbos	Volledig in bos	0.171247
262158	262158_1	2	1	5.99318181818182	3.0092807424594	2.8294930875576	5.03888888888889	5.025	9	Public	recent	0.89796	2	78	Arm Eiken-beukenbos	Volledig in bos	0.10204
263004	263004_1	1	1	5.11764705882353	4.26666666666667	2.2	5.8	6	7	Public	recent	0.5283715	1	79	Arm Eiken-beukenbos	Volledig in bos	0.4716285
263004	263004_1	2	1	5.86842105263158	4.44	2.28571428571429	6.4	5.9	10	Public	recent	0.5283715	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4716285
263009	263009_1	2	1	5.72209567198178	4.27186761229314	2.73863636363636	5.72043010752688	5.03358208955224	17	Public	recent	0.7734511	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2265489
263010	263010_2	2	1	6.92013888888889	4.61691542288557	5.05172413793103	5.16831683168317	5.62237762237762	38	Private	recent	0.5305205	2	79	Arm Eiken-beukenbos	Volledig in bos	0.4694795
263017	263017_1	1	1	5.04054054054054	4.35714285714286	4.81188118811881	8.17924528301887	5.31182795698925	23	Public	NA	0.7043226	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2956774
263017	263017_1	2	1	4.35551330798479	5.67164179104478	6.20481927710843	8.06370656370656	5.23556581986143	21	Private	NA	0.7043226	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2956774
263020	263020_2	2	0.74	6.2975	3.38978494623656	3.1094674556213	5.80222841225627	5.14376996805112	25	Private	NA	0.3829513	2	79	Arm Eiken-beukenbos	Rand	0.6170487
263034	263034_1	1	1	5.64705882352941	4.46153846153846	3.36	5.66666666666667	5.16666666666667	8	Private	recent	0.7375434	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2624566
263034	263034_2	2	1	5.28395061728395	5.37724550898204	3.265625	5.97549019607843	5.175	21	Private	recent	0.7375434	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2624566
263049	263049_1	1	1	6.30894308943089	2.96938775510204	2.94594594594595	6.38888888888889	5.8	14	Public	recent	0.8092873	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1907127
263049	263049_1	2	1	5.34234234234234	5.12987012987013	2.85135135135135	5.76712328767123	5.86206896551724	27	Public	recent	0.8092873	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1907127
263073	263073_2	2	1	4.65217391304348	5.90566037735849	2.93103448275862	5.74782608695652	5.34210526315789	20	Public	oud	NA	2	78	Arm Eiken-beukenbos	Volledig in bos	NA
263081	263081_1	1	1	5.88636363636364	4.11538461538461	3.74193548387097	7.03846153846154	5.46153846153846	10	Private	oud	0.6268559	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3731441
263081	263081_1	2	1	5.1125	4.1015625	2.19565217391304	5.66153846153846	5.72727272727273	15	Private	oud	0.6268559	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3731441
263105	263105_1	2	1	6.01818181818182	2.93478260869565	2.26530612244898	6.34615384615385	5.77272727272727	12	Private	recent	0.870114	2	78	Arm Eiken-beukenbos	Volledig in bos	0.129886
263113	263113_1	1	1	6.08510638297872	2.76328502415459	2.29255319148936	6.65384615384615	6	13	Public	oud	0.8682145	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1317855
263113	263113_1	2	1	6.01041666666667	2.13095238095238	2.09375	6.62365591397849	6	11	Public	oud	0.8682145	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1317855
263129	263129_1	1	1	5.06451612903226	4.27586206896552	2.57894736842105	5.91666666666667	5.66666666666667	11	Private	recent	0.6226157	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3773843
263129	263129_1	2	1	6.06382978723404	4.45454545454545	2.90909090909091	5.18181818181818	6	11	Private	recent	0.6226157	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3773843
263145	263145_2	2	1	6.66187050359712	3.94871794871795	3.85714285714286	4.84210526315789	5.52	21	Private	NA	0.7325827	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2674173
265004	265004_1	1	1	5.73333333333333	4.75	4.3125	5.80952380952381	5.73913043478261	13	Private	recent	0.605042	1	78	Arm Eiken-beukenbos	Volledig in bos	0.394958
265004	265004_1	2	1	4.52702702702703	4.95833333333333	4.89655172413793	5.00956937799043	5.22477064220184	17	Private	recent	0.605042	2	78	Arm Eiken-beukenbos	Volledig in bos	0.394958
265006	265006_1	1	1	6.38947368421053	7.28813559322034	6.43434343434343	6.23863636363636	5.57142857142857	25	Public	recent	0.5277148	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4722852
265006	265006_2	2	0.86	6.00555555555556	7.01829268292683	7.79268292682927	5.58620689655172	5.12	17	Public	recent	0.5277148	2	78	Arm Eiken-beukenbos	Rand	0.4722852
265008	265008_1	1	1	5.66153846153846	3.45283018867925	2.25	5.05882352941176	6	11	Private	recent	0.8784466	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1215534
265008	265008_2	2	1	4.76136363636364	5.58620689655172	2.3448275862069	5.97267759562842	5.95454545454545	14	Public	recent	0.8784466	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1215534
265015	265015_2	2	0.84	5.59770114942529	3.82236842105263	2.84615384615385	6.26506024096386	5.25	13	Public	recent	0.8739961	2	78	Arm Eiken-beukenbos	Rand	0.1260039
265023	265023_1	1	1	6.07936507936508	3.14285714285714	3.63636363636364	5.05405405405405	5.975	10	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
265024	265024_1	1	1	5.6125	2.92592592592593	2.24166666666667	6.14705882352941	5.82608695652174	14	Public	recent	0.6646141	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3353859
265024	265024_2	2	0.63	5.56652360515021	2.63	2.11931818181818	6.66	6.36363636363636	15	Public	recent	0.6646141	2	78	Arm Eiken-beukenbos	Rand	0.3353859
265031	265031_1	2	1	4.33701657458564	6.77358490566038	2.61538461538462	5.89820359281437	5.94444444444444	9	Private	recent	0.751793	2	78	Arm Eiken-beukenbos	Volledig in bos	0.248207
265032	265032_1	2	1	5.21579961464355	4.0838445807771	2.11801242236025	6.22885572139303	5.89473684210526	16	Public	recent	0.9408017	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0591983
265036	265036_1	1	1	5.62295081967213	3.82758620689655	3.73529411764706	5	5.7	13	Private	recent	0.5348676	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4651324
265036	265036_1	2	0.64	4.6015037593985	4	3.45945945945946	5	5.23387096774194	14	Private	recent	0.5348676	2	78	Arm Eiken-beukenbos	Rand	0.4651324
265040	265040_1	1	1	5.79527559055118	3.04	2.38532110091743	5.12903225806452	5.46666666666667	14	Public	recent	0.8767754	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1232246
265040	265040_1	2	1	5.31363636363636	3.13526570048309	2.05025125628141	5.74074074074074	5.5	12	Public	recent	0.8767754	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1232246
265050	265050_1	1	1	5.86842105263158	5.46153846153846	4.84615384615385	5.5	5.68965517241379	9	Public	recent	0.5923682	1	78	Arm Eiken-beukenbos	Volledig in bos	0.4076318
265050	265050_2	2	0.63	6.42857142857143	3.71428571428571	3.72222222222222	4.92857142857143	5.93333333333333	6	Public	recent	0.5923682	2	78	Arm Eiken-beukenbos	Rand	0.4076318
265051	265051_2	2	0.66	6.76190476190476	3.08219178082192	3.375	3.57777777777778	6.03508771929825	23	Public	NA	0.2667735	2	78	Arm Eiken-beukenbos	Rand	0.7332265
265053	265053_1	1	1	5.69811320754717	4.53333333333333	4.07407407407407	5.38709677419355	5.76315789473684	9	Public	recent	0.8081452	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1918548
265053	265053_1	2	1	4.69662921348315	5.65384615384615	3.95238095238095	5.2625	5.3	9	Public	recent	0.8081452	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1918548
265054	265054_1	1	1	5.77570093457944	6.04918032786885	4.70588235294118	5.87096774193548	5.35135135135135	34	Private	recent	0.7087662	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2912338
265054	265054_2	2	1	4.35530085959885	5.12903225806452	3.7962962962963	5.10280373831776	5.10461538461538	27	Private	recent	0.7087662	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2912338
265055	265055_1	1	1	5.92018779342723	3.13259668508287	2.3	6.1875	5.70967741935484	16	Private	recent	0.775468	1	78	Arm Eiken-beukenbos	Volledig in bos	0.224532
265055	265055_1	2	1	4.51123595505618	6.33762057877814	3.1	5.90604026845638	5.4	18	Private	recent	0.775468	2	78	Arm Eiken-beukenbos	Volledig in bos	0.224532
265056	265056_1	1	1	4.95238095238095	5.06944444444444	2.41463414634146	5.77272727272727	5.61538461538461	9	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
265061	265061_2	2	0.89	4.38709677419355	5.66666666666667	3.71428571428571	5.24137931034483	5.30769230769231	9	Public	recent	0.750478	2	78	Arm Eiken-beukenbos	Rand	0.249522
265062	265062_2	2	0.9	5.31903485254692	3.07038123167155	2.09275362318841	5.77777777777778	5.875	14	Public	recent	0.9208474	2	78	Arm Eiken-beukenbos	Rand	0.0791526
265063	265063_2	2	0.96	5.98765432098765	3.76470588235294	3.12790697674419	5.30681818181818	5.68292682926829	12	Private	oud	0.8913344	2	78	Arm Eiken-beukenbos	Rand	0.1086656
265069	265069_1	1	1	6.01459854014599	3.57471264367816	2.63197026022305	5.48	5.07262569832402	11	Private	recent	0.6143643	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3856357
265069	265069_2	2	0.82	6.03174603174603	3.78260869565217	2.81318681318681	5	5.39705882352941	21	Private	recent	0.6143643	2	78	Arm Eiken-beukenbos	Rand	0.3856357
265070	265070_1	1	1	5.73529411764706	4.6	3	5.2	6	8	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
265071	265071_1	1	1	5.88775510204082	3.28571428571429	2.77631578947368	6.59375	5.96875	15	Private	recent	0.8833748	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1166252
265071	265071_2	2	1	5.77118644067797	3.49462365591398	2.26373626373626	5.67647058823529	5.84	12	Private	recent	0.8833748	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1166252
265075	265075_1	2	1	5.45	3.63461538461538	2.50943396226415	5.14583333333333	5.70175438596491	13	Private	recent	0.8114481	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1885519
265079	265079_2	2	1	5.89407540394973	3.23469387755102	2.23076923076923	5.10035842293907	5.8343949044586	18	Private	recent	0.8334435	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1665565
265084	265084_1	1	1	5.95348837209302	3.66153846153846	2.82191780821918	5.11111111111111	5.27272727272727	11	Private	recent	0.7197921	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2802079
265084	265084_2	2	1	5.34920634920635	5.19642857142857	3.64444444444444	5.2112676056338	5.36904761904762	23	Public	recent	0.7197921	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2802079
265085	265085_1	1	1	4.79365079365079	6.31914893617021	3.5	5.97959183673469	5.70588235294118	13	Private	recent	0.6631792	1	78	Arm Eiken-beukenbos	Volledig in bos	0.3368208
265085	265085_1	2	1	4.89411764705882	6.76315789473684	4	5.61333333333333	5.625	13	Private	recent	0.6631792	2	78	Arm Eiken-beukenbos	Volledig in bos	0.3368208
265086	265086_1	1	1	6.02209944751381	3.0258064516129	2.1304347826087	5.6	5.85714285714286	10	Private	recent	0.8826119	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1173881
265086	265086_2	2	1	5.07692307692308	4.97124600638978	2.19298245614035	5.94736842105263	5.5	11	Public	recent	0.8826119	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1173881
265087	265087_1	1	1	5.94736842105263	4.14285714285714	3.90909090909091	5	5.57142857142857	7	Private	recent	0.7112708	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2887292
265087	265087_2	2	1	5.55347593582888	5.93333333333333	4.42105263157895	5.02985074626866	5.18483412322275	20	Private	recent	0.7112708	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2887292
265092	265092_2	2	0.76	6.05555555555556	3.50764525993884	2.65060240963855	4.90322580645161	5.13829787234043	19	Public	recent	0.5917584	2	78	Arm Eiken-beukenbos	Rand	0.4082416
265093	265093_2	2	1	6.75829383886256	4.01511335012594	3.8953488372093	5.27927927927928	5.7843137254902	28	Public	NA	0.7740852	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2259148
265096	265096_2	2	1	5.2	5.34666666666667	3.23913043478261	5.63157894736842	5.4390243902439	22	Private	recent	0.8478924	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1521076
265101	265101_1	1	1	4.29120879120879	6.72560975609756	3.35714285714286	5.84745762711864	5.43333333333333	9	Public	NA	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
265110	265110_2	2	1	4.76923076923077	6.53888888888889	3.53846153846154	5.61354581673307	5.74311926605505	14	Public	recent	0.8655218	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1344782
265112	265112_1	2	1	5.23058823529412	6.84905660377358	3.8	5.36057692307692	5.92727272727273	13	Private	recent	0.7448348	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2551652
265130	265130_1	1	1	5.84615384615385	5	3.69230769230769	6.23076923076923	5.69230769230769	10	Private	recent	0.7428814	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2571186
265130	265130_2	2	0.95	4.95665634674923	5.96644295302013	5.15942028985507	6.79928315412186	5.31914893617021	29	Private	recent	0.7428814	2	78	Arm Eiken-beukenbos	Rand	0.2571186
265131	265131_2	2	0.62	7.00966183574879	6.59878419452887	6.10714285714286	5.86111111111111	5.81372549019608	24	Private	NA	0.3891234	2	79	Arm Eiken-beukenbos	Rand	0.6108766
265136	265136_1	1	1	6.3495145631068	2.84210526315789	2.16161616161616	3.11764705882353	5.19047619047619	8	Public	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
265138	265138_1	2	1	4.57272727272727	6.39325842696629	3.03703703703704	6.03571428571429	5.92307692307692	10	Private	recent	0.7504777	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2495223
265144	265144_2	2	0.85	5.54088050314465	5.8015873015873	3.28260869565217	5.808	5.41071428571429	23	Private	recent	0.7687973	2	78	Arm Eiken-beukenbos	Rand	0.2312027
265146	265146_1	1	1	6.81632653061224	2.9	2.06578947368421	4.25	5.34615384615385	16	Public	oud	0.8596827	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1403173
265146	265146_2	2	1	5.8921568627451	3.29166666666667	2.05952380952381	6.25	5.83333333333333	14	Public	oud	0.8596827	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1403173
265147	265147_1	1	1	6.66666666666667	3.4	4.94117647058824	6.40909090909091	6	13	Public	recent	0.8154678	1	79	Arm Eiken-beukenbos	Volledig in bos	0.1845322
265147	265147_1	2	1	6.09747292418773	3	3.19047619047619	6.67611336032389	6	13	Public	recent	0.8154678	2	79	Arm Eiken-beukenbos	Volledig in bos	0.1845322
265148	265148_1	1	1	6.18707482993197	3.04861111111111	2.09318996415771	6.44117647058824	5.48387096774194	10	Public	NA	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
265150	265150_1	1	1	6.60126582278481	3.83870967741935	4.52884615384615	8.43262411347518	5.28125	27	Public	recent	NA	1	79	Arm Eiken-beukenbos	Volledig in bos	NA
265155	265155_2	2	1	6.65986394557823	4.2741935483871	3.83018867924528	5.50746268656716	5.54838709677419	32	Public	NA	0.7311081	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2688919
265159	265159_2	2	1	6.93708609271523	4.81338028169014	4.27692307692308	6.61739130434783	5.05025125628141	36	Public	NA	0.7855638	2	79	Arm Eiken-beukenbos	Volledig in bos	0.2144362
265160	265160_2	2	0.61	6.06060606060606	3.61538461538462	2.54166666666667	5.5	5.76470588235294	12	Public	recent	0.4424188	2	79	Arm Eiken-beukenbos	Rand	0.5575812
266002	266002_1	1	1	5.97277227722772	3.04102564102564	2.9309462915601	5.0327868852459	5.0327868852459	10	Private	oud	0.8081932	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1918068
266002	266002_1	2	1	5.92326732673267	3.08707124010554	3.03341902313625	5.08222811671088	5.0443864229765	15	Private	oud	0.8081932	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1918068
266004	266004_2	2	1	6.50166112956811	3.981220657277	4.07643312101911	5.82513661202186	5.62878787878788	38	Public	recent	0.5792502	2	78	Arm Eiken-beukenbos	Volledig in bos	0.4207498
266005	266005_1	1	1	6.0375	2.97889182058048	2.046875	5.94594594594595	5.56756756756757	9	Public	recent	0.793849	1	78	Arm Eiken-beukenbos	Volledig in bos	0.206151
266005	266005_1	2	1	6.38743455497382	2.1294964028777	2.06109324758842	6.84375	5.51515151515152	12	Public	recent	0.793849	2	78	Arm Eiken-beukenbos	Volledig in bos	0.206151
266006	266006_1	1	1	6.02006688963211	2.97269624573379	2.86505190311419	5.03149606299213	5.00398406374502	8	Private	recent	0.9053313	1	78	Arm Eiken-beukenbos	Volledig in bos	0.0946687000000001
266006	266006_1	2	1	5.98434442270059	2.99607843137255	2.70530451866405	5.00554016620499	5.002849002849	7	Private	recent	0.9053313	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0946687000000001
266007	266007_1	1	1	6.04975124378109	2.93246753246753	2.06860158311346	5.69565217391304	5.73333333333333	18	Private	recent	0.9096805	1	78	Arm Eiken-beukenbos	Volledig in bos	0.0903195
266007	266007_1	2	1	6.00418410041841	2.98058252427184	2.16666666666667	6.36111111111111	5.96	12	Private	recent	0.9096805	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0903195
266009	266009_1	2	1	5.49418604651163	2.55089820359281	2.03787878787879	6.9125	6	8	Public	recent	0.9338502	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0661498
266010	266010_2	2	0.92	5.59354838709677	3.24087591240876	2.29133858267717	6.2	6	16	Public	recent	0.8303578	2	78	Arm Eiken-beukenbos	Rand	0.1696422
266014	266014_1	2	1	5.98861788617886	3	2.58456486042693	5	5.01685393258427	9	Private	recent	0.8202864	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1797136
266015	266015_1	2	1	5.81578947368421	2.47058823529412	2	6.38461538461539	6	5	Private	recent	0.8282	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1718
266016	266016_1	2	1	6.06521739130435	3.07784431137725	2.28415300546448	5.29166666666667	5.94594594594595	16	Public	recent	0.7375867	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2624133
266017	266017_1	1	1	6.11811023622047	3.11926605504587	2.64788732394366	6.45121951219512	5.43333333333333	15	Public	recent	0.956888	1	78	Arm Eiken-beukenbos	Volledig in bos	0.043112
266017	266017_1	2	1	6.49315068493151	1.60518731988473	2.24528301886792	6.94505494505495	5.60869565217391	12	Public	recent	0.956888	2	78	Arm Eiken-beukenbos	Volledig in bos	0.043112
266018	266018_1	1	1	6.25252525252525	2.35	2.45652173913043	6.50877192982456	5.94444444444444	13	Public	recent	0.8636419	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1363581
266018	266018_2	2	1	6.41071428571429	1.875	2.69230769230769	6.68181818181818	6	10	Public	recent	0.8636419	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1363581
266022	266022_1	1	1	6.03125	3.15254237288136	3.51470588235294	5.04651162790698	6	14	Private	recent	0.8717527	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1282473
266022	266022_1	2	1	6.19205298013245	2.58064516129032	2.17777777777778	6.2463768115942	5.81481481481481	16	Private	recent	0.8717527	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1282473
266023	266023_1	1	1	6.13513513513514	2.93333333333333	2.13333333333333	4.8	5.2	12	Private	recent	0.9229996	1	78	Arm Eiken-beukenbos	Volledig in bos	0.0770004
266023	266023_1	2	1	5.56923076923077	2.77049180327869	2	6.35714285714286	6	7	Private	recent	0.9229996	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0770004
266025	266025_2	2	0.88	5.5067264573991	2.73913043478261	2.09090909090909	6.53571428571429	5.57142857142857	12	Public	recent	0.9574794	2	78	Arm Eiken-beukenbos	Rand	0.0425206
266026	266026_2	2	0.9	6.76719576719577	1.49450549450549	2.90322580645161	6.91925465838509	5.83333333333333	13	Public	recent	0.9312741	2	78	Arm Eiken-beukenbos	Rand	0.0687259
266030	266030_2	2	1	6.26628895184136	2.03726708074534	2.14364640883978	6.85795454545455	5.84615384615385	12	Public	recent	0.8274384	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1725616
266033	266033_1	1	1	6.38218390804598	2.07165109034268	2.19565217391304	6.90243902439024	5.94444444444444	12	Public	recent	0.9118698	1	78	Arm Eiken-beukenbos	Volledig in bos	0.0881302
266033	266033_2	2	0.65	6.06363636363636	2.47252747252747	2.51515151515152	6.88888888888889	5.92857142857143	13	Public	recent	0.9118698	2	78	Arm Eiken-beukenbos	Rand	0.0881302
266034	266034_1	1	1	5.85185185185185	3.45569620253165	2.2875	5.5	6	12	Public	recent	0.9293231	1	78	Arm Eiken-beukenbos	Volledig in bos	0.0706769
266034	266034_1	2	1	5.30875576036866	3.18877551020408	2.01604278074866	5.875	5.83333333333333	11	Public	recent	0.9293231	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0706769
266037	266037_1	1	1	6.89054726368159	1.17994858611825	2.29166666666667	7.00275482093664	6	6	Public	recent	0.4778563	1	78	Arm Eiken-beukenbos	Volledig in bos	0.5221437
266037	266037_1	2	1	6.84541062801932	1.18181818181818	2.40909090909091	6.91820580474934	6	5	Public	recent	0.4778563	2	78	Arm Eiken-beukenbos	Volledig in bos	0.5221437
266039	266039_1	1	1	5.49640287769784	2.98230088495575	2.224	5.93333333333333	5.94444444444444	11	Public	recent	0.8823946	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1176054
266039	266039_1	2	1	5.17045454545455	3	2.15950920245399	5.92307692307692	6	8	Public	recent	0.8823946	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1176054
266040	266040_1	1	1	5.77777777777778	3.64516129032258	2.94285714285714	5.54545454545455	5.80952380952381	14	Private	recent	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
266042	266042_1	2	1	4.79938271604938	5.0718954248366	2.76315789473684	5.79512195121951	5.72222222222222	17	Public	recent	0.9607919	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0392081
266043	266043_1	2	1	6.36405529953917	2.24509803921569	2.91304347826087	6.70918367346939	5.9	12	Public	recent	0.905211	2	78	Arm Eiken-beukenbos	Volledig in bos	0.094789
266044	266044_2	2	0.86	5.84210526315789	4.09090909090909	3.66666666666667	5.85714285714286	5.9	11	Private	recent	0.6120052	2	78	Arm Eiken-beukenbos	Rand	0.3879948
266046	266046_1	2	1	6.44827586206897	4.49358974358974	2.37634408602151	6.3	5.11764705882353	11	Public	recent	0.8084614	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1915386
266047	266047_2	2	1	6.09859154929577	2.87622149837134	2.06012658227848	5.48387096774194	5.97222222222222	17	Public	recent	0.7327707	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2672293
266049	266049_1	1	1	6.17171717171717	3.42528735632184	2.3780487804878	5.28947368421053	5.47058823529412	15	Public	recent	0.9552439	1	78	Arm Eiken-beukenbos	Volledig in bos	0.0447561
266049	266049_1	2	1	5.76646706586826	3.27659574468085	2.2093023255814	5.74468085106383	5.95454545454545	18	Public	recent	0.9552439	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0447561
266050	266050_1	1	1	6	2.95918367346939	2.175	5.79310344827586	5.33333333333333	12	Public	recent	0.8713297	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1286703
266050	266050_1	2	1	5.40769230769231	3.16666666666667	2.24761904761905	6.03333333333333	5.96666666666667	12	Public	recent	0.8713297	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1286703
266051	266051_1	1	1	6.31808278867102	2.71046770601336	1.88222222222222	5	6	12	Public	oud	NA	1	78	Arm Eiken-beukenbos	Volledig in bos	NA
266052	266052_1	1	1	6.2536231884058	2.23076923076923	2.8125	5.74545454545455	5.55696202531646	9	Public	recent	0.7654659	1	78	Arm Eiken-beukenbos	Volledig in bos	0.2345341
266052	266052_2	2	1	6.15565031982942	2.86567164179104	2.05390835579515	6.68627450980392	5.75	13	Public	recent	0.7654659	2	78	Arm Eiken-beukenbos	Volledig in bos	0.2345341
266054	266054_1	1	1	6.20454545454545	2.3680981595092	1.95454545454545	6.77777777777778	6	12	Public	recent	0.8666583	1	78	Arm Eiken-beukenbos	Volledig in bos	0.1333417
266054	266054_2	2	1	6.13312693498452	2.53795379537954	1.92307692307692	6.6734693877551	5.78947368421053	15	Public	recent	0.8666583	2	78	Arm Eiken-beukenbos	Volledig in bos	0.1333417
266055	266055_1	1	1	5.54022988505747	3.10344827586207	2.47692307692308	5.58333333333333	5.88888888888889	13	Public	recent	0.9151653	1	78	Arm Eiken-beukenbos	Volledig in bos	0.0848347
266055	266055_1	2	1	5.6193853427896	2.85714285714286	2.00571428571429	5.72	6	12	Public	recent	0.9151653	2	78	Arm Eiken-beukenbos	Volledig in bos	0.0848347
266058	266058_2	2	0.93	5.33125	2.9816091954023	2.06516853932584	5.90909090909091	5.8695652173913	15	Public	recent	0.9250927	2	78	Arm Eiken-beukenbos	Rand	0.0749073
