IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	NbSpec	StandType	OwnerType	ForestType	UBBP_MeerDan10Jr	UBBP	ForestAge	Frag	pnv	Paired_1_2	fpnv	Frag2	fPeriode	fpnvGroup	FragInv	Weight	Year	Rand
167037	1	167037_1	1	1	1998	8	3	naaldhout	Privaat	I	FALSE	FALSE	oud	0.6717741	69	TRUE	69	0.0852266630243096	VBI 1	Eiken-beukenbos	0.3282259	1	1998	Volledig in bos
167037	2	167037_1	1	1	2015	8	6	gemengd naaldhout	Privaat	I	FALSE	FALSE	oud	0.6717741	69	TRUE	69	0.0852266630243096	VBI 2	Eiken-beukenbos	0.3282259	1	2015	Volledig in bos
167047	2	167047_2	0.75	2	2015	8	7	loofhout	Privaat	I	FALSE	FALSE	NA	0.5257481	69	FALSE	69	-0.771269399654036	VBI 2	Eiken-beukenbos	0.4742519	0.75	2015	Rand
167048	1	167048_1	1	1	1998	8	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.5034634	78	FALSE	78	-0.901977340760197	VBI 1	Arm Eiken-beukenbos	0.4965366	1	1998	Volledig in bos
167048	2	167048_2	0.76	2	2015	8	8	naaldhout	Privaat	I	FALSE	FALSE	recent	0.5034634	78	FALSE	78	-0.901977340760197	VBI 2	Arm Eiken-beukenbos	0.4965366	0.76	2015	Rand
167050	1	167050_1	1	1	1998	9	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6155145	78	TRUE	78	-0.24475653098127	VBI 1	Arm Eiken-beukenbos	0.3844855	1	1998	Volledig in bos
167050	2	167050_1	1	1	2016	9	2	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6155145	78	TRUE	78	-0.24475653098127	VBI 2	Arm Eiken-beukenbos	0.3844855	1	2016	Volledig in bos
167056	1	167056_1	1	1	1998	8	3	naaldhout	Privaat	H	FALSE	FALSE	recent	0.5597084	78	FALSE	78	-0.572079781110932	VBI 1	Arm Eiken-beukenbos	0.4402916	1	1998	Volledig in bos
167056	2	167056_2	0.85	2	2015	8	7	gemengd loofhout	Privaat	I	FALSE	FALSE	recent	0.5597084	78	FALSE	78	-0.572079781110932	VBI 2	Arm Eiken-beukenbos	0.4402916	0.85	2015	Rand
167071	1	167071_1	1	1	1998	8	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7034659	78	FALSE	78	0.271110696820959	VBI 1	Arm Eiken-beukenbos	0.2965341	1	1998	Volledig in bos
167071	2	167071_2	1	2	2015	8	8	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7034659	78	FALSE	78	0.271110696820959	VBI 2	Arm Eiken-beukenbos	0.2965341	1	2015	Volledig in bos
167072	1	167072_1	1	1	1998	8	4	naaldhout	Privaat	I	FALSE	FALSE	oud	0.8116845	78	FALSE	78	0.905852488067469	VBI 1	Arm Eiken-beukenbos	0.1883155	1	1998	Volledig in bos
167072	2	167072_2	1	2	2015	8	7	gemengd loofhout	Publiek	I	FALSE	FALSE	oud	0.8116845	78	FALSE	78	0.905852488067469	VBI 2	Arm Eiken-beukenbos	0.1883155	1	2015	Volledig in bos
167078	1	167078_1	1	1	1998	8	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.4781098	78	FALSE	78	-1.05068550625622	VBI 1	Arm Eiken-beukenbos	0.5218902	1	1998	Volledig in bos
167078	2	167078_2	0.63	2	2015	8	7	niet van toepassing	Privaat	NA	FALSE	FALSE	recent	0.4781098	78	FALSE	78	-1.05068550625622	VBI 2	Arm Eiken-beukenbos	0.5218902	0.63	2015	Rand
167079	1	167079_1	1	1	1998	8	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
167080	1	167080_1	1	1	1998	8	2	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.4218454	78	FALSE	78	-1.38069685402277	VBI 1	Arm Eiken-beukenbos	0.5781546	1	1998	Volledig in bos
167080	2	167080_2	1	2	2015	8	6	naaldhout	Privaat	I	FALSE	FALSE	recent	0.4218454	78	FALSE	78	-1.38069685402277	VBI 2	Arm Eiken-beukenbos	0.5781546	1	2015	Volledig in bos
167085	1	167085_1	1	1	1998	8	3	naaldhout	Privaat	I	FALSE	FALSE	oud	0.7161726	78	FALSE	78	0.345640154038407	VBI 1	Arm Eiken-beukenbos	0.2838274	1	1998	Volledig in bos
167085	2	167085_2	1	2	2015	8	5	naaldhout	Privaat	I	FALSE	FALSE	oud	0.7161726	78	FALSE	78	0.345640154038407	VBI 2	Arm Eiken-beukenbos	0.2838274	1	2015	Volledig in bos
167086	1	167086_1	1	1	1998	8	7	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
167093	1	167093_1	1	1	1998	8	5	naaldhout	Publiek	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
167094	1	167094_1	1	1	1998	8	6	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.469094	78	FALSE	78	-1.10356648089015	VBI 1	Arm Eiken-beukenbos	0.530906	1	1998	Volledig in bos
167094	2	167094_2	0.78	2	2015	8	5	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.469094	78	FALSE	78	-1.10356648089015	VBI 2	Arm Eiken-beukenbos	0.530906	0.78	2015	Rand
167102	1	167102_1	1	1	1998	8	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.4040991	78	FALSE	78	-1.48478541412241	VBI 1	Arm Eiken-beukenbos	0.5959009	1	1998	Volledig in bos
167102	2	167102_2	0.66	2	2015	8	2	naaldhout	Privaat	I	FALSE	FALSE	recent	0.4040991	78	FALSE	78	-1.48478541412241	VBI 2	Arm Eiken-beukenbos	0.5959009	0.66	2015	Rand
167128	1	167128_1	1	1	1998	8	5	naaldhout	Privaat	NA	FALSE	FALSE	oud	0.4938206	40	FALSE	40	-0.958535900422139	VBI 1	Elzen-vogelkersbos	0.5061794	1	1998	Volledig in bos
167128	2	167128_2	0.93	2	2015	8	5	niet van toepassing	Privaat	I	FALSE	FALSE	oud	0.4938206	40	FALSE	40	-0.958535900422139	VBI 2	Elzen-vogelkersbos	0.5061794	0.93	2015	Rand
167132	1	167132_1	1	1	1998	9	6	loofhout	Privaat	I	FALSE	FALSE	oud	0.5725888	20	FALSE	20	-0.496531509668023	VBI 1	Elzenbroekbos	0.4274112	1	1998	Volledig in bos
167132	2	167132_2	1	2	2016	9	4	loofhout	Privaat	I	FALSE	FALSE	oud	0.5725888	20	FALSE	20	-0.496531509668023	VBI 2	Elzenbroekbos	0.4274112	1	2016	Volledig in bos
167133	1	167133_1	1	1	1999	8	4	loofhout	Privaat	D	FALSE	FALSE	recent	0.3655332	20	FALSE	20	-1.71098856632576	VBI 1	Elzenbroekbos	0.6344668	1	1999	Volledig in bos
167133	2	167133_2	0.91	2	2015	8	6	niet van toepassing	Privaat	D	FALSE	FALSE	recent	0.3655332	20	FALSE	20	-1.71098856632576	VBI 2	Elzenbroekbos	0.6344668	0.91	2015	Rand
167136	1	167136_1	1	1	1998	8	4	loofhout	Privaat	I	FALSE	FALSE	oud	0.3924448	69	TRUE	69	-1.553142159245	VBI 1	Eiken-beukenbos	0.6075552	1	1998	Volledig in bos
167136	2	167136_1	1	1	2015	8	3	loofhout	Privaat	I	FALSE	FALSE	oud	0.3924448	69	TRUE	69	-1.553142159245	VBI 2	Eiken-beukenbos	0.6075552	1	2015	Volledig in bos
167160	1	167160_1	1	1	1998	8	1	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.6876818	78	FALSE	78	0.178531159595251	VBI 1	Arm Eiken-beukenbos	0.3123182	1	1998	Volledig in bos
167160	2	167160_2	0.87	2	2015	8	5	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6876818	78	FALSE	78	0.178531159595251	VBI 2	Arm Eiken-beukenbos	0.3123182	0.87	2015	Rand
168004	1	168004_1	1	1	1998	7	4	loofhout	Privaat	I	FALSE	FALSE	recent	0.4342489	78	FALSE	78	-1.30794577604056	VBI 1	Arm Eiken-beukenbos	0.5657511	1	1998	Volledig in bos
168004	2	168004_2	0.78	2	2014	7	3	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.4342489	78	FALSE	78	-1.30794577604056	VBI 2	Arm Eiken-beukenbos	0.5657511	0.78	2014	Rand
168011	2	168011_2	0.88	2	2014	7	14	niet van toepassing	Privaat	I	FALSE	FALSE	NA	0.4001911	79	FALSE	79	-1.50770726785357	VBI 2	Arm Eiken-beukenbos	0.5998089	0.88	2014	Rand
168017	2	168017_2	1	2	2014	7	4	loofhout	Privaat	I	FALSE	FALSE	recent	0.3406679	69	FALSE	69	-1.85683267317876	VBI 2	Eiken-beukenbos	0.6593321	1	2014	Volledig in bos
168025	1	168025_1	1	1	1998	7	1	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.3860829	78	TRUE	78	-1.59045703674047	VBI 1	Arm Eiken-beukenbos	0.6139171	1	1998	Volledig in bos
168025	2	168025_1	1	1	2014	7	2	naaldhout	Privaat	I	FALSE	FALSE	recent	0.3860829	78	TRUE	78	-1.59045703674047	VBI 2	Arm Eiken-beukenbos	0.6139171	1	2014	Volledig in bos
168072	2	168072_2	1	2	2014	6	1	loofhout	Privaat	I	FALSE	FALSE	NA	0.5358742	20	FALSE	20	-0.711876108183427	VBI 2	Elzenbroekbos	0.4641258	1	2014	Volledig in bos
168073	1	168073_1	1	1	1998	7	4	naaldhout	Privaat	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
168097	1	168097_1	1	1	1998	7	4	loofhout	Publiek	I	FALSE	FALSE	oud	0.4774969	78	FALSE	78	-1.05428038961134	VBI 1	Arm Eiken-beukenbos	0.5225031	1	1998	Volledig in bos
168097	2	168097_2	1	2	2014	7	4	kapvlakte	Publiek	I	FALSE	TRUE	oud	0.4774969	78	FALSE	78	-1.05428038961134	VBI 2	Arm Eiken-beukenbos	0.5225031	1	2014	Volledig in bos
168098	1	168098_1	1	1	1998	7	1	naaldhout	Publiek	I	FALSE	FALSE	oud	0.5455574	78	FALSE	78	-0.655080587699904	VBI 1	Arm Eiken-beukenbos	0.4544426	1	1998	Volledig in bos
168098	2	168098_2	0.57	2	2014	7	5	naaldhout	Publiek	I	FALSE	TRUE	oud	0.5455574	78	FALSE	78	-0.655080587699904	VBI 2	Arm Eiken-beukenbos	0.4544426	0.57	2014	Rand
168104	1	168104_1	1	1	1999	6	1	loofhout	Privaat	I	FALSE	FALSE	recent	NA	20	FALSE	20	NA	VBI 1	Elzenbroekbos	NA	1	1999	Volledig in bos
168106	1	168106_1	1	1	1998	7	1	naaldhout	Publiek	NA	FALSE	FALSE	oud	0.7285699	69	FALSE	69	0.418354866746022	VBI 1	Eiken-beukenbos	0.2714301	1	1998	Volledig in bos
168106	2	168106_2	1	2	2014	7	8	naaldhout	Publiek	I	FALSE	TRUE	oud	0.7285699	69	FALSE	69	0.418354866746022	VBI 2	Eiken-beukenbos	0.2714301	1	2014	Volledig in bos
168107	1	168107_1	1	1	1998	7	6	loofhout	Privaat	NA	FALSE	FALSE	oud	0.3342303	69	FALSE	69	-1.89459155894635	VBI 1	Eiken-beukenbos	0.6657697	1	1998	Volledig in bos
168107	2	168107_2	0.98	2	2014	7	5	loofhout	Privaat	E	FALSE	FALSE	oud	0.3342303	69	FALSE	69	-1.89459155894635	VBI 2	Eiken-beukenbos	0.6657697	0.98	2014	Rand
168110	1	168110_1	1	1	1998	6	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	NA	69	FALSE	69	NA	VBI 1	Eiken-beukenbos	NA	1	1998	Volledig in bos
168129	1	168129_1	1	1	1998	7	5	naaldhout	Publiek	I	FALSE	FALSE	recent	0.4498774	78	TRUE	78	-1.21627888989995	VBI 1	Arm Eiken-beukenbos	0.5501226	1	1998	Volledig in bos
168129	2	168129_1	1	1	2014	7	4	naaldhout	Publiek	I	FALSE	TRUE	recent	0.4498774	78	TRUE	78	-1.21627888989995	VBI 2	Arm Eiken-beukenbos	0.5501226	1	2014	Volledig in bos
168131	2	168131_2	0.58	2	2014	7	1	niet van toepassing	Privaat	D	FALSE	FALSE	NA	0.3286689	78	FALSE	78	-1.92721121026172	VBI 2	Arm Eiken-beukenbos	0.6713311	0.58	2014	Rand
168142	2	168142_2	0.65	2	2014	6	4	loofhout	Privaat	I	FALSE	TRUE	NA	0.4323365	78	FALSE	78	-1.31916270364432	VBI 2	Arm Eiken-beukenbos	0.5676635	0.65	2014	Rand
168143	1	168143_1	1	1	1998	6	1	loofhout	Privaat	NA	FALSE	FALSE	NA	0.4201959	20	FALSE	20	-1.39037177667619	VBI 1	Elzenbroekbos	0.5798041	1	1998	Volledig in bos
168143	2	168143_2	1	2	2014	6	3	loofhout	Privaat	D	FALSE	FALSE	NA	0.4201959	20	FALSE	20	-1.39037177667619	VBI 2	Elzenbroekbos	0.5798041	1	2014	Volledig in bos
168147	2	168147_2	1	2	2014	7	5	loofhout	Privaat	I	FALSE	FALSE	recent	0.5845577	79	FALSE	79	-0.426329520127867	VBI 2	Arm Eiken-beukenbos	0.4154423	1	2014	Volledig in bos
168153	1	168153_1	1	1	1998	7	1	naaldhout	Privaat	NA	FALSE	FALSE	oud	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
168153	2	168153_2	1	2	2014	7	1	naaldhout	Privaat	I	FALSE	TRUE	oud	NA	78	FALSE	78	NA	VBI 2	Arm Eiken-beukenbos	NA	1	2014	Volledig in bos
168156	1	168156_1	1	1	1998	7	4	loofhout	Publiek	NA	FALSE	FALSE	recent	0.5392522	78	FALSE	78	-0.692062898893798	VBI 1	Arm Eiken-beukenbos	0.4607478	1	1998	Volledig in bos
168156	2	168156_2	1	2	2014	7	7	loofhout	Publiek	NA	FALSE	TRUE	recent	0.5392522	78	FALSE	78	-0.692062898893798	VBI 2	Arm Eiken-beukenbos	0.4607478	1	2014	Volledig in bos
168157	1	168157_1	1	1	1998	6	1	loofhout	Privaat	NA	FALSE	FALSE	recent	NA	20	FALSE	20	NA	VBI 1	Elzenbroekbos	NA	1	1998	Volledig in bos
168158	1	168158_1	1	1	1998	6	1	naaldhout	Privaat	NA	FALSE	FALSE	recent	NA	79	FALSE	79	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
171004	1	171004_1	1	1	1997	5	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6500164	78	TRUE	78	-0.0423902297409284	VBI 1	Arm Eiken-beukenbos	0.3499836	1	1997	Volledig in bos
171004	2	171004_1	1	1	2013	5	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6500164	78	TRUE	78	-0.0423902297409284	VBI 2	Arm Eiken-beukenbos	0.3499836	1	2013	Volledig in bos
171009	1	171009_1	1	1	1997	5	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.6891212	78	FALSE	78	0.186973768669109	VBI 1	Arm Eiken-beukenbos	0.3108788	1	1997	Volledig in bos
171009	2	171009_2	1	2	2013	5	6	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6891212	78	FALSE	78	0.186973768669109	VBI 2	Arm Eiken-beukenbos	0.3108788	1	2013	Volledig in bos
171028	1	171028_1	1	1	1997	5	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.6252352	78	TRUE	78	-0.187741059240091	VBI 1	Arm Eiken-beukenbos	0.3747648	1	1997	Volledig in bos
171028	2	171028_1	1	1	2013	5	5	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6252352	78	TRUE	78	-0.187741059240091	VBI 2	Arm Eiken-beukenbos	0.3747648	1	2013	Volledig in bos
171029	1	171029_1	1	1	1997	4	5	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.7241803	78	FALSE	78	0.392608252329871	VBI 1	Arm Eiken-beukenbos	0.2758197	1	1997	Volledig in bos
171029	2	171029_2	1	2	2013	4	4	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7241803	78	FALSE	78	0.392608252329871	VBI 2	Arm Eiken-beukenbos	0.2758197	1	2013	Volledig in bos
171035	1	171035_1	1	1	1998	5	4	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7061785	78	TRUE	78	0.287021090994746	VBI 1	Arm Eiken-beukenbos	0.2938215	1	1998	Volledig in bos
171035	2	171035_1	1	1	2013	5	6	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7061785	78	TRUE	78	0.287021090994746	VBI 2	Arm Eiken-beukenbos	0.2938215	1	2013	Volledig in bos
171036	1	171036_1	1	1	1998	5	3	naaldhout	Privaat	I	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
171049	2	171049_2	1	2	2013	5	1	loofhout	Privaat	D	FALSE	FALSE	NA	0.3037605	20	FALSE	20	-2.07330811442685	VBI 2	Elzenbroekbos	0.6962395	1	2013	Volledig in bos
171066	1	171066_1	1	1	1998	5	1	naaldhout	Publiek	I	FALSE	FALSE	NA	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
171067	1	171067_1	1	1	1998	5	5	naaldhout	Publiek	I	FALSE	FALSE	recent	0.7577537	78	TRUE	78	0.589528560430655	VBI 1	Arm Eiken-beukenbos	0.2422463	1	1998	Volledig in bos
171067	2	171067_1	1	1	2013	5	5	gemengd naaldhout	Publiek	I	FALSE	FALSE	recent	0.7577537	78	TRUE	78	0.589528560430655	VBI 2	Arm Eiken-beukenbos	0.2422463	1	2013	Volledig in bos
171068	1	171068_1	1	1	1998	5	4	naaldhout	Publiek	I	FALSE	FALSE	recent	0.6941474	78	FALSE	78	0.216454275635224	VBI 1	Arm Eiken-beukenbos	0.3058526	1	1998	Volledig in bos
171068	2	171068_2	1	2	2013	5	7	gemengd naaldhout	Publiek	I	FALSE	FALSE	recent	0.6941474	78	FALSE	78	0.216454275635224	VBI 2	Arm Eiken-beukenbos	0.3058526	1	2013	Volledig in bos
171073	1	171073_1	1	1	1998	5	1	loofhout	Privaat	NA	FALSE	FALSE	recent	0.6638282	79	FALSE	79	0.0386210444054614	VBI 1	Arm Eiken-beukenbos	0.3361718	1	1998	Volledig in bos
171073	2	171073_2	0.45	2	2013	5	6	NA	Privaat	I	FALSE	FALSE	recent	0.6638282	79	FALSE	79	0.0386210444054614	VBI 2	Arm Eiken-beukenbos	0.3361718	0.45	2013	Rand
171075	1	171075_1	1	1	1998	5	2	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.7670612	79	TRUE	79	0.644120462580812	VBI 1	Arm Eiken-beukenbos	0.2329388	1	1998	Volledig in bos
171075	2	171075_1	1	1	2013	5	2	naaldhout	Publiek	I	FALSE	FALSE	recent	0.7670612	79	TRUE	79	0.644120462580812	VBI 2	Arm Eiken-beukenbos	0.2329388	1	2013	Volledig in bos
171076	1	171076_1	1	1	1998	5	4	gemengd loofhout	Privaat	NA	FALSE	FALSE	recent	0.497554	79	FALSE	79	-0.93663813974662	VBI 1	Arm Eiken-beukenbos	0.502446	1	1998	Volledig in bos
171076	2	171076_2	1	2	2013	5	5	gemengd loofhout	Privaat	I	FALSE	FALSE	recent	0.497554	79	FALSE	79	-0.93663813974662	VBI 2	Arm Eiken-beukenbos	0.502446	1	2013	Volledig in bos
171080	1	171080_1	1	1	1999	4	4	loofhout	Privaat	NA	FALSE	FALSE	NA	0.6660014	79	TRUE	79	0.0513676596891271	VBI 1	Arm Eiken-beukenbos	0.3339986	1	1999	Volledig in bos
171080	2	171080_1	1	1	2013	4	4	loofhout	Privaat	C	FALSE	FALSE	NA	0.6660014	79	TRUE	79	0.0513676596891271	VBI 2	Arm Eiken-beukenbos	0.3339986	1	2013	Volledig in bos
171086	2	171086_2	0.94	2	2013	4	2	niet van toepassing	Publiek	I	FALSE	FALSE	recent	0.5133395	79	FALSE	79	-0.844050391007293	VBI 2	Arm Eiken-beukenbos	0.4866605	0.94	2013	Rand
171100	1	171100_1	1	1	1998	5	6	gemengd loofhout	Publiek	I	FALSE	FALSE	recent	0.8190621	79	TRUE	79	0.94912481869363	VBI 1	Arm Eiken-beukenbos	0.1809379	1	1998	Volledig in bos
171100	2	171100_1	1	1	2013	5	5	gemengd loofhout	Publiek	I	FALSE	FALSE	recent	0.8190621	79	TRUE	79	0.94912481869363	VBI 2	Arm Eiken-beukenbos	0.1809379	1	2013	Volledig in bos
171101	1	171101_1	1	1	1998	4	4	gemengd naaldhout	Publiek	I	FALSE	FALSE	recent	0.8509339	78	TRUE	78	1.13606461852703	VBI 1	Arm Eiken-beukenbos	0.1490661	1	1998	Volledig in bos
171101	2	171101_1	1	1	2013	4	6	gemengd naaldhout	Publiek	I	FALSE	FALSE	recent	0.8509339	78	TRUE	78	1.13606461852703	VBI 2	Arm Eiken-beukenbos	0.1490661	1	2013	Volledig in bos
171105	1	171105_1	1	1	1998	5	5	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.3847699	79	FALSE	79	-1.59815826344186	VBI 1	Arm Eiken-beukenbos	0.6152301	1	1998	Volledig in bos
171105	2	171105_2	0.99	2	2013	5	6	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.3847699	79	FALSE	79	-1.59815826344186	VBI 2	Arm Eiken-beukenbos	0.6152301	0.99	2013	Rand
171108	1	171108_1	1	1	1998	5	3	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.887805	79	FALSE	79	1.35232714695771	VBI 1	Arm Eiken-beukenbos	0.112195	1	1998	Volledig in bos
171109	1	171109_1	1	1	1998	4	2	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.8558519	79	TRUE	79	1.16491049279772	VBI 1	Arm Eiken-beukenbos	0.1441481	1	1998	Volledig in bos
171109	2	171109_1	1	1	2012	4	4	naaldhout	Publiek	I	FALSE	FALSE	recent	0.8558519	79	TRUE	79	1.16491049279772	VBI 2	Arm Eiken-beukenbos	0.1441481	1	2012	Volledig in bos
171123	2	171123_2	1	2	2013	5	5	gemengd naaldhout	Publiek	I	FALSE	FALSE	recent	0.8057796	79	FALSE	79	0.871218083231965	VBI 2	Arm Eiken-beukenbos	0.1942204	1	2013	Volledig in bos
171128	1	171128_1	1	1	1999	4	5	naaldhout	Privaat	NA	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
171134	1	171134_1	1	1	1998	4	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.5427009	78	TRUE	78	-0.671835008166401	VBI 1	Arm Eiken-beukenbos	0.4572991	1	1998	Volledig in bos
171134	2	171134_1	1	1	2012	4	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.5427009	78	TRUE	78	-0.671835008166401	VBI 2	Arm Eiken-beukenbos	0.4572991	1	2012	Volledig in bos
171135	1	171135_1	1	1	1999	4	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6747242	78	FALSE	78	0.102530081829915	VBI 1	Arm Eiken-beukenbos	0.3252758	1	1999	Volledig in bos
171135	2	171135_2	0.87	2	2012	4	8	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6747242	78	FALSE	78	0.102530081829915	VBI 2	Arm Eiken-beukenbos	0.3252758	0.87	2012	Rand
171145	1	171145_1	1	1	1998	5	2	naaldhout	Privaat	I	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
172002	1	172002_1	1	1	1997	3	5	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.5368941	78	TRUE	78	-0.705894020511878	VBI 1	Arm Eiken-beukenbos	0.4631059	1	1997	Volledig in bos
172002	2	172002_1	0.79	1	2011	3	7	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.5368941	78	TRUE	78	-0.705894020511878	VBI 2	Arm Eiken-beukenbos	0.4631059	0.79	2011	Rand
172003	1	172003_1	1	1	1998	3	2	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7027777	79	FALSE	79	0.267074151340461	VBI 1	Arm Eiken-beukenbos	0.2972223	1	1998	Volledig in bos
172003	2	172003_2	0.91	2	2011	3	5	gemengd naaldhout	Publiek	I	FALSE	FALSE	recent	0.7027777	79	FALSE	79	0.267074151340461	VBI 2	Arm Eiken-beukenbos	0.2972223	0.91	2011	Rand
172004	1	172004_1	1	1	1998	3	2	naaldhout	Privaat	J	FALSE	FALSE	recent	0.7844054	79	FALSE	79	0.745850558661686	VBI 1	Arm Eiken-beukenbos	0.2155946	1	1998	Volledig in bos
172004	2	172004_2	1	2	2011	3	3	gemengd naaldhout	Privaat	J	FALSE	FALSE	recent	0.7844054	79	FALSE	79	0.745850558661686	VBI 2	Arm Eiken-beukenbos	0.2155946	1	2011	Volledig in bos
172005	1	172005_1	1	1	1998	2	2	loofhout	Privaat	J	FALSE	FALSE	recent	0.6618353	79	FALSE	79	0.0269319547686047	VBI 1	Arm Eiken-beukenbos	0.3381647	1	1998	Volledig in bos
172005	2	172005_2	1	2	2010	2	3	loofhout	Privaat	J	FALSE	FALSE	recent	0.6618353	79	FALSE	79	0.0269319547686047	VBI 2	Arm Eiken-beukenbos	0.3381647	1	2010	Volledig in bos
172006	1	172006_1	1	1	1998	2	2	naaldhout	Privaat	I	FALSE	FALSE	recent	0.8508493	78	TRUE	78	1.13556840848976	VBI 1	Arm Eiken-beukenbos	0.1491507	1	1998	Volledig in bos
172006	2	172006_1	1	1	2010	2	2	naaldhout	Privaat	I	FALSE	FALSE	recent	0.8508493	78	TRUE	78	1.13556840848976	VBI 2	Arm Eiken-beukenbos	0.1491507	1	2010	Volledig in bos
172007	1	172007_1	1	1	1998	2	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6210917	78	TRUE	78	-0.212044206869333	VBI 1	Arm Eiken-beukenbos	0.3789083	1	1998	Volledig in bos
172007	2	172007_1	1	1	2010	2	2	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6210917	78	TRUE	78	-0.212044206869333	VBI 2	Arm Eiken-beukenbos	0.3789083	1	2010	Volledig in bos
172011	2	172011_2	0.7	2	2011	3	7	loofhout	Privaat	I	FALSE	FALSE	NA	0.726972	79	FALSE	79	0.408982597023138	VBI 2	Arm Eiken-beukenbos	0.273028	0.7	2011	Rand
172012	1	172012_1	1	1	1998	3	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.8036634	79	FALSE	79	0.858805793859936	VBI 1	Arm Eiken-beukenbos	0.1963366	1	1998	Volledig in bos
172012	2	172012_2	1	2	2011	3	4	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.8036634	79	FALSE	79	0.858805793859936	VBI 2	Arm Eiken-beukenbos	0.1963366	1	2011	Volledig in bos
172018	1	172018_1	1	1	1997	3	3	naaldhout	Publiek	I	FALSE	FALSE	oud	0.5743566	78	TRUE	78	-0.486162714113788	VBI 1	Arm Eiken-beukenbos	0.4256434	1	1997	Volledig in bos
172018	2	172018_1	1	1	2011	3	4	naaldhout	Publiek	I	FALSE	FALSE	oud	0.5743566	78	TRUE	78	-0.486162714113788	VBI 2	Arm Eiken-beukenbos	0.4256434	1	2011	Volledig in bos
172019	1	172019_1	1	1	1999	3	8	loofhout	Privaat	I	FALSE	FALSE	recent	0.6843762	79	TRUE	79	0.159142602867069	VBI 1	Arm Eiken-beukenbos	0.3156238	1	1999	Volledig in bos
