IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	NbSpec	StandType	OwnerType	ForestType	UBBP_MeerDan10Jr	UBBP	ForestAge	Frag	pnv	Paired_1_2	fpnv	Frag2	fPeriode	fpnvGroup	FragInv	Weight	Year	Rand
26148	2	26148_1	0.92	1	2010	1	4	loofhout	Privaat	I	FALSE	FALSE	recent	0.7211562	78	TRUE	78	0.374870796375825	VBI 2	Arm Eiken-beukenbos	0.2788438	0.92	2010	Rand
27091	1	27091_1	1	1	1998	9	1	loofhout	Publiek	NA	FALSE	FALSE	recent	0.510594	69	TRUE	69	-0.860153755751128	VBI 1	Eiken-beukenbos	0.489406	1	1998	Volledig in bos
27091	2	27091_1	1	1	2017	9	3	kapvlakte	Publiek	I	FALSE	TRUE	recent	0.510594	69	TRUE	69	-0.860153755751128	VBI 2	Eiken-beukenbos	0.489406	1	2017	Volledig in bos
27113	1	27113_1	1	1	1998	9	2	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.511302	79	TRUE	79	-0.856001076006587	VBI 1	Arm Eiken-beukenbos	0.488698	1	1998	Volledig in bos
27113	2	27113_1	1	1	2017	9	3	gemengd loofhout	Privaat	I	FALSE	FALSE	recent	0.511302	79	TRUE	79	-0.856001076006587	VBI 2	Arm Eiken-beukenbos	0.488698	1	2017	Volledig in bos
27124	1	27124_1	1	1	1998	9	4	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.7424276	78	TRUE	78	0.499635361231782	VBI 1	Arm Eiken-beukenbos	0.2575724	1	1998	Volledig in bos
27124	2	27124_1	1	1	2017	9	5	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7424276	78	TRUE	78	0.499635361231782	VBI 2	Arm Eiken-beukenbos	0.2575724	1	2017	Volledig in bos
27131	1	27131_1	1	1	1998	9	2	loofhout	Privaat	I	FALSE	FALSE	recent	0.7859239	79	TRUE	79	0.754757118255026	VBI 1	Arm Eiken-beukenbos	0.2140761	1	1998	Volledig in bos
27131	2	27131_1	1	1	2017	9	4	loofhout	Privaat	I	FALSE	FALSE	recent	0.7859239	79	TRUE	79	0.754757118255026	VBI 2	Arm Eiken-beukenbos	0.2140761	1	2017	Volledig in bos
27137	1	27137_1	1	1	1998	9	5	gemengd naaldhout	Privaat	NA	FALSE	FALSE	recent	0.4271455	78	TRUE	78	-1.34960982307074	VBI 1	Arm Eiken-beukenbos	0.5728545	1	1998	Volledig in bos
27137	2	27137_1	0.96	1	2017	9	4	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.4271455	78	TRUE	78	-1.34960982307074	VBI 2	Arm Eiken-beukenbos	0.5728545	0.96	2017	Rand
27138	1	27138_1	1	1	1998	9	3	gemengd naaldhout	Privaat	NA	FALSE	FALSE	recent	0.5091597	79	FALSE	79	-0.868566451453945	VBI 1	Arm Eiken-beukenbos	0.4908403	1	1998	Volledig in bos
27138	2	27138_2	1	2	2017	9	4	naaldhout	Privaat	I	FALSE	FALSE	recent	0.5091597	79	FALSE	79	-0.868566451453945	VBI 2	Arm Eiken-beukenbos	0.4908403	1	2017	Volledig in bos
27139	1	27139_1	1	1	1998	9	5	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.8304816	79	TRUE	79	1.01610437567496	VBI 1	Arm Eiken-beukenbos	0.1695184	1	1998	Volledig in bos
27139	2	27139_1	1	1	2017	9	5	naaldhout	Privaat	J	FALSE	FALSE	recent	0.8304816	79	TRUE	79	1.01610437567496	VBI 2	Arm Eiken-beukenbos	0.1695184	1	2017	Volledig in bos
27140	1	27140_1	1	1	1998	9	2	loofhout	Privaat	NA	FALSE	FALSE	recent	0.5483368	20	FALSE	20	-0.638778387019147	VBI 1	Elzenbroekbos	0.4516632	1	1998	Volledig in bos
27140	2	27140_2	0.69	2	2017	9	2	loofhout	Privaat	D	FALSE	FALSE	recent	0.5483368	20	FALSE	20	-0.638778387019147	VBI 2	Elzenbroekbos	0.4516632	0.69	2017	Rand
27145	1	27145_1	1	1	1998	9	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.541755	79	FALSE	79	-0.67738305868951	VBI 1	Arm Eiken-beukenbos	0.458245	1	1998	Volledig in bos
27145	2	27145_2	0.64	2	2017	9	1	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.541755	79	FALSE	79	-0.67738305868951	VBI 2	Arm Eiken-beukenbos	0.458245	0.64	2017	Rand
27148	1	27148_1	1	1	1998	9	1	gemengd naaldhout	Privaat	H	FALSE	FALSE	oud	0.6503839	69	TRUE	69	-0.0402347074159023	VBI 1	Eiken-beukenbos	0.3496161	1	1998	Volledig in bos
27148	2	27148_1	1	1	2017	9	1	naaldhout	Privaat	I	FALSE	FALSE	oud	0.6503839	69	TRUE	69	-0.0402347074159023	VBI 2	Eiken-beukenbos	0.3496161	1	2017	Volledig in bos
27154	1	27154_1	1	1	1998	9	5	gemengd naaldhout	Privaat	NA	FALSE	FALSE	recent	0.8274552	78	TRUE	78	0.998353429377108	VBI 1	Arm Eiken-beukenbos	0.1725448	1	1998	Volledig in bos
27154	2	27154_1	1	1	2017	9	6	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.8274552	78	TRUE	78	0.998353429377108	VBI 2	Arm Eiken-beukenbos	0.1725448	1	2017	Volledig in bos
27156	1	27156_1	1	1	1998	9	4	loofhout	Privaat	NA	FALSE	FALSE	recent	0.6164229	40	TRUE	40	-0.239428431715817	VBI 1	Elzen-vogelkersbos	0.3835771	1	1998	Volledig in bos
27156	2	27156_1	1	1	2017	9	5	loofhout	Privaat	I	FALSE	FALSE	recent	0.6164229	40	TRUE	40	-0.239428431715817	VBI 2	Elzen-vogelkersbos	0.3835771	1	2017	Volledig in bos
35106	1	35106_1	1	1	1998	5	4	loofhout	Privaat	NA	FALSE	FALSE	recent	0.5469836	20	FALSE	20	-0.646715401468741	VBI 1	Elzenbroekbos	0.4530164	1	1998	Volledig in bos
35106	2	35106_2	1	2	2013	5	3	loofhout	Privaat	C	FALSE	FALSE	recent	0.5469836	20	FALSE	20	-0.646715401468741	VBI 2	Elzenbroekbos	0.4530164	1	2013	Volledig in bos
35114	1	35114_1	1	1	1999	5	5	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.3933358	79	FALSE	79	-1.5479161173631	VBI 1	Arm Eiken-beukenbos	0.6066642	1	1999	Volledig in bos
35114	2	35114_2	0.61	2	2013	5	6	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.3933358	79	FALSE	79	-1.5479161173631	VBI 2	Arm Eiken-beukenbos	0.6066642	0.61	2013	Rand
35124	1	35124_1	1	1	1998	5	1	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.4095405	79	TRUE	79	-1.45286960683153	VBI 1	Arm Eiken-beukenbos	0.5904595	1	1998	Volledig in bos
35124	2	35124_1	1	1	2013	5	1	naaldhout	Publiek	J	FALSE	TRUE	recent	0.4095405	79	TRUE	79	-1.45286960683153	VBI 2	Arm Eiken-beukenbos	0.5904595	1	2013	Volledig in bos
35129	1	35129_1	1	1	1997	5	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.6937266	79	TRUE	79	0.213986129255983	VBI 1	Arm Eiken-beukenbos	0.3062734	1	1997	Volledig in bos
35129	2	35129_1	1	1	2013	5	5	naaldhout	Publiek	I	FALSE	TRUE	recent	0.6937266	79	TRUE	79	0.213986129255983	VBI 2	Arm Eiken-beukenbos	0.3062734	1	2013	Volledig in bos
35132	1	35132_1	1	1	1997	5	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.5823411	79	FALSE	79	-0.439330692333727	VBI 1	Arm Eiken-beukenbos	0.4176589	1	1997	Volledig in bos
35132	2	35132_2	1	2	2013	5	2	naaldhout	Publiek	I	FALSE	TRUE	recent	0.5823411	79	FALSE	79	-0.439330692333727	VBI 2	Arm Eiken-beukenbos	0.4176589	1	2013	Volledig in bos
35140	1	35140_1	1	1	1997	5	1	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.6540228	79	TRUE	79	-0.0188912239096758	VBI 1	Arm Eiken-beukenbos	0.3459772	1	1997	Volledig in bos
35140	2	35140_1	1	1	2013	5	2	naaldhout	Publiek	I	FALSE	TRUE	recent	0.6540228	79	TRUE	79	-0.0188912239096758	VBI 2	Arm Eiken-beukenbos	0.3459772	1	2013	Volledig in bos
35145	1	35145_1	1	1	1997	5	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.6440949	79	TRUE	79	-0.0771219996664885	VBI 1	Arm Eiken-beukenbos	0.3559051	1	1997	Volledig in bos
35145	2	35145_1	1	1	2013	5	5	naaldhout	Publiek	I	FALSE	FALSE	recent	0.6440949	79	TRUE	79	-0.0771219996664885	VBI 2	Arm Eiken-beukenbos	0.3559051	1	2013	Volledig in bos
35148	1	35148_1	1	1	1997	5	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.6982925	78	FALSE	78	0.240766807851459	VBI 1	Arm Eiken-beukenbos	0.3017075	1	1997	Volledig in bos
35148	2	35148_2	1	2	2013	5	5	naaldhout	Publiek	I	FALSE	TRUE	recent	0.6982925	78	FALSE	78	0.240766807851459	VBI 2	Arm Eiken-beukenbos	0.3017075	1	2013	Volledig in bos
35149	2	35149_2	0.59	2	2013	4	1	niet van toepassing	Privaat	I	FALSE	FALSE	NA	0.5674633	79	FALSE	79	-0.52659444756441	VBI 2	Arm Eiken-beukenbos	0.4325367	0.59	2013	Rand
35157	1	35157_1	1	1	1997	4	1	loofhout	Privaat	NA	FALSE	FALSE	recent	0.730021	79	FALSE	79	0.426866100612269	VBI 1	Arm Eiken-beukenbos	0.269979	1	1997	Volledig in bos
35157	2	35157_2	0.83	2	2013	4	3	loofhout	Privaat	I	FALSE	FALSE	recent	0.730021	79	FALSE	79	0.426866100612269	VBI 2	Arm Eiken-beukenbos	0.269979	0.83	2013	Rand
47128	1	47128_1	1	1	1998	8	1	naaldhout	Publiek	NA	FALSE	FALSE	NA	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
47136	1	47136_1	1	1	1999	8	2	naaldhout	Publiek	D	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
48063	2	48063_2	1	2	2018	10	3	loofhout	Publiek	D	FALSE	FALSE	NA	0.1093765	78	FALSE	78	-3.21344158824431	VBI 2	Arm Eiken-beukenbos	0.8906235	1	2018	Volledig in bos
48064	2	48064_2	1	2	2018	10	2	loofhout	Publiek	E	FALSE	FALSE	NA	0.4877646	40	FALSE	40	-0.994056562191824	VBI 2	Elzen-vogelkersbos	0.5122354	1	2018	Volledig in bos
48072	2	48072_2	1	2	2017	10	2	loofhout	Publiek	A	FALSE	FALSE	NA	0.4955654	40	FALSE	40	-0.948302008305932	VBI 2	Elzen-vogelkersbos	0.5044346	1	2017	Volledig in bos
48113	1	48113_1	1	1	1998	9	1	naaldhout	Publiek	A	FALSE	FALSE	recent	0.7139005	78	FALSE	78	0.332313453971217	VBI 1	Arm Eiken-beukenbos	0.2860995	1	1998	Volledig in bos
48113	2	48113_2	1	2	2017	9	6	naaldhout	Publiek	I	FALSE	TRUE	recent	0.7139005	78	FALSE	78	0.332313453971217	VBI 2	Arm Eiken-beukenbos	0.2860995	1	2017	Volledig in bos
55115	1	55115_1	1	1	1998	7	3	loofhout	Publiek	A	FALSE	FALSE	recent	0.2015045	40	FALSE	40	-2.67307706916941	VBI 1	Elzen-vogelkersbos	0.7984955	1	1998	Volledig in bos
55115	2	55115_2	1	2	2015	7	2	loofhout	Privaat	D	FALSE	FALSE	recent	0.2015045	40	FALSE	40	-2.67307706916941	VBI 2	Elzen-vogelkersbos	0.7984955	1	2015	Volledig in bos
56018	2	56018_2	0.63	2	2014	5	3	gemengd loofhout	Privaat	E	FALSE	FALSE	NA	0.4685218	78	FALSE	78	-1.10692264381364	VBI 2	Arm Eiken-beukenbos	0.5314782	0.63	2014	Rand
56019	1	56019_1	1	1	1998	5	7	loofhout	Privaat	E	FALSE	FALSE	recent	NA	78	FALSE	78	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1998	Volledig in bos
72144	2	72144_2	0.61	2	2017	8	4	niet van toepassing	Publiek	D	FALSE	FALSE	NA	0.2010239	40	FALSE	40	-2.67589596448753	VBI 2	Elzen-vogelkersbos	0.7989761	0.61	2017	Rand
73032	1	73032_1	1	1	1999	6	2	loofhout	Privaat	NA	FALSE	FALSE	recent	NA	79	FALSE	79	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
73040	2	73040_2	0.65	2	2014	6	9	niet van toepassing	Privaat	I	FALSE	FALSE	recent	0.5962842	79	FALSE	79	-0.357549295517197	VBI 2	Arm Eiken-beukenbos	0.4037158	0.65	2014	Rand
73054	2	73054_2	0.39	2	2014	6	5	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.3033586	69	FALSE	69	-2.07566540537224	VBI 2	Eiken-beukenbos	0.6966414	0.39	2014	Rand
73062	1	73062_1	1	1	1999	6	4	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.61524	69	FALSE	69	-0.24636657418731	VBI 1	Eiken-beukenbos	0.38476	1	1999	Volledig in bos
73062	2	73062_2	0.92	2	2014	6	5	loofhout	Privaat	I	FALSE	FALSE	recent	0.61524	69	FALSE	69	-0.24636657418731	VBI 2	Eiken-beukenbos	0.38476	0.92	2014	Rand
73063	1	73063_1	1	1	1998	6	2	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.5168937	78	TRUE	78	-0.823203704075024	VBI 1	Arm Eiken-beukenbos	0.4831063	1	1998	Volledig in bos
73063	2	73063_1	1	1	2014	6	2	naaldhout	Publiek	J	TRUE	TRUE	recent	0.5168937	78	TRUE	78	-0.823203704075024	VBI 2	Arm Eiken-beukenbos	0.4831063	1	2014	Volledig in bos
73064	1	73064_1	1	1	1999	6	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.7100561	78	FALSE	78	0.309764637573036	VBI 1	Arm Eiken-beukenbos	0.2899439	1	1999	Volledig in bos
73064	2	73064_2	1	2	2014	6	4	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7100561	78	FALSE	78	0.309764637573036	VBI 2	Arm Eiken-beukenbos	0.2899439	1	2014	Volledig in bos
73086	2	73086_2	1	2	2014	6	5	gemengd naaldhout	Privaat	I	FALSE	FALSE	NA	0.8252877	78	FALSE	78	0.985640246684606	VBI 2	Arm Eiken-beukenbos	0.1747123	1	2014	Volledig in bos
73120	1	73120_1	1	1	1999	6	3	naaldhout	Publiek	I	FALSE	FALSE	recent	0.5402793	78	FALSE	78	-0.686038580580778	VBI 1	Arm Eiken-beukenbos	0.4597207	1	1999	Volledig in bos
73120	2	73120_2	1	2	2014	6	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.5402793	78	FALSE	78	-0.686038580580778	VBI 2	Arm Eiken-beukenbos	0.4597207	1	2014	Volledig in bos
73154	1	73154_1	1	1	1999	7	4	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.7512088	78	FALSE	78	0.551140320797826	VBI 1	Arm Eiken-beukenbos	0.2487912	1	1999	Volledig in bos
73154	2	73154_2	0.88	2	2014	7	7	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7512088	78	FALSE	78	0.551140320797826	VBI 2	Arm Eiken-beukenbos	0.2487912	0.88	2014	Rand
74013	1	74013_1	1	1	1999	4	8	gemengd naaldhout	Publiek	NA	FALSE	FALSE	recent	0.3495947	78	TRUE	78	-1.80447371619632	VBI 1	Arm Eiken-beukenbos	0.6504053	1	1999	Volledig in bos
74013	2	74013_1	1	1	2013	4	6	gemengd naaldhout	Publiek	I	FALSE	FALSE	recent	0.3495947	78	TRUE	78	-1.80447371619632	VBI 2	Arm Eiken-beukenbos	0.6504053	1	2013	Volledig in bos
74017	1	74017_1	1	1	1999	5	3	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.8358448	79	FALSE	79	1.04756151127654	VBI 1	Arm Eiken-beukenbos	0.1641552	1	1999	Volledig in bos
74017	2	74017_2	1	2	2014	5	5	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.8358448	79	FALSE	79	1.04756151127654	VBI 2	Arm Eiken-beukenbos	0.1641552	1	2014	Volledig in bos
74018	1	74018_1	1	1	1999	5	5	naaldhout	Publiek	I	FALSE	FALSE	recent	0.825383	69	FALSE	69	0.986199216147395	VBI 1	Eiken-beukenbos	0.174617	1	1999	Volledig in bos
74018	2	74018_2	1	2	2014	5	3	gemengd naaldhout	Publiek	I	FALSE	TRUE	recent	0.825383	69	FALSE	69	0.986199216147395	VBI 2	Eiken-beukenbos	0.174617	1	2014	Volledig in bos
74019	1	74019_1	1	1	1999	5	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.4370874	78	TRUE	78	-1.29129693217774	VBI 1	Arm Eiken-beukenbos	0.5629126	1	1999	Volledig in bos
74019	2	74019_1	0.95	1	2014	5	5	naaldhout	Privaat	I	FALSE	FALSE	recent	0.4370874	78	TRUE	78	-1.29129693217774	VBI 2	Arm Eiken-beukenbos	0.5629126	0.95	2014	Rand
74025	1	74025_1	1	1	1999	5	4	naaldhout	Privaat	NA	FALSE	FALSE	recent	NA	79	FALSE	79	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
74026	1	74026_1	1	1	1999	5	2	naaldhout	Publiek	NA	FALSE	FALSE	recent	0.853356	79	FALSE	79	1.15027112362484	VBI 1	Arm Eiken-beukenbos	0.146644	1	1999	Volledig in bos
74026	2	74026_2	1	2	2014	5	6	naaldhout	Publiek	J	FALSE	TRUE	recent	0.853356	79	FALSE	79	1.15027112362484	VBI 2	Arm Eiken-beukenbos	0.146644	1	2014	Volledig in bos
74034	1	74034_1	1	1	1999	5	3	gemengd loofhout	Publiek	I	FALSE	FALSE	recent	0.7927126	78	FALSE	78	0.794575334330961	VBI 1	Arm Eiken-beukenbos	0.2072874	1	1999	Volledig in bos
74034	2	74034_2	1	2	2014	5	3	gemengd naaldhout	Publiek	I	FALSE	TRUE	recent	0.7927126	78	FALSE	78	0.794575334330961	VBI 2	Arm Eiken-beukenbos	0.2072874	1	2014	Volledig in bos
74041	1	74041_1	1	1	1999	5	2	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.7017481	79	FALSE	79	0.261035169610265	VBI 1	Arm Eiken-beukenbos	0.2982519	1	1999	Volledig in bos
74041	2	74041_2	1	2	2014	5	6	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.7017481	79	FALSE	79	0.261035169610265	VBI 2	Arm Eiken-beukenbos	0.2982519	1	2014	Volledig in bos
74049	1	74049_1	1	1	1999	5	1	loofhout	Privaat	J	FALSE	FALSE	recent	0.7807733	79	FALSE	79	0.724546959650181	VBI 1	Arm Eiken-beukenbos	0.2192267	1	1999	Volledig in bos
74049	2	74049_2	0.89	2	2014	5	3	loofhout	Privaat	B	FALSE	FALSE	recent	0.7807733	79	FALSE	79	0.724546959650181	VBI 2	Arm Eiken-beukenbos	0.2192267	0.89	2014	Rand
74050	1	74050_1	1	1	1999	5	3	loofhout	Privaat	I	FALSE	FALSE	recent	0.7097855	79	TRUE	79	0.308177469297792	VBI 1	Arm Eiken-beukenbos	0.2902145	1	1999	Volledig in bos
74050	2	74050_1	0.93	1	2014	5	4	niet van toepassing	Privaat	J	FALSE	TRUE	recent	0.7097855	79	TRUE	79	0.308177469297792	VBI 2	Arm Eiken-beukenbos	0.2902145	0.93	2014	Rand
74057	1	74057_1	1	1	1999	5	1	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.7984406	79	TRUE	79	0.828172155767017	VBI 1	Arm Eiken-beukenbos	0.2015594	1	1999	Volledig in bos
74057	2	74057_1	1	1	2014	5	2	naaldhout	Privaat	J	FALSE	FALSE	recent	0.7984406	79	TRUE	79	0.828172155767017	VBI 2	Arm Eiken-beukenbos	0.2015594	1	2014	Volledig in bos
74058	1	74058_1	1	1	1999	5	3	gemengd naaldhout	Privaat	NA	FALSE	FALSE	recent	NA	79	FALSE	79	NA	VBI 1	Arm Eiken-beukenbos	NA	1	1999	Volledig in bos
74065	1	74065_1	1	1	1999	5	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.670754	78	TRUE	78	0.0792434022793857	VBI 1	Arm Eiken-beukenbos	0.329246	1	1999	Volledig in bos
74065	2	74065_1	1	1	2014	5	2	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.670754	78	TRUE	78	0.0792434022793857	VBI 2	Arm Eiken-beukenbos	0.329246	1	2014	Volledig in bos
74066	1	74066_1	1	1	1999	5	5	naaldhout	Privaat	I	FALSE	FALSE	recent	0.8629295	78	FALSE	78	1.20642321336263	VBI 1	Arm Eiken-beukenbos	0.1370705	1	1999	Volledig in bos
74066	2	74066_2	1	2	2014	5	6	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.8629295	78	FALSE	78	1.20642321336263	VBI 2	Arm Eiken-beukenbos	0.1370705	1	2014	Volledig in bos
74067	1	74067_1	1	1	1999	5	4	loofhout	Privaat	I	FALSE	FALSE	oud	0.7457027	20	TRUE	20	0.518845024270405	VBI 1	Elzenbroekbos	0.2542973	1	1999	Volledig in bos
74067	2	74067_1	1	1	2014	5	4	loofhout	Privaat	I	FALSE	FALSE	oud	0.7457027	20	TRUE	20	0.518845024270405	VBI 2	Elzenbroekbos	0.2542973	1	2014	Volledig in bos
74072	2	74072_2	0.58	2	2013	4	2	loofhout	Privaat	J	FALSE	FALSE	NA	0.1453559	79	FALSE	79	-3.00240920745233	VBI 2	Arm Eiken-beukenbos	0.8546441	0.58	2013	Rand
74074	1	74074_1	1	1	1999	5	3	naaldhout	Privaat	NA	FALSE	FALSE	recent	0.8875985	69	FALSE	69	1.35111594869889	VBI 1	Eiken-beukenbos	0.1124015	1	1999	Volledig in bos
74074	2	74074_2	1	2	2014	5	3	naaldhout	Privaat	I	FALSE	FALSE	recent	0.8875985	69	FALSE	69	1.35111594869889	VBI 2	Eiken-beukenbos	0.1124015	1	2014	Volledig in bos
74082	1	74082_1	1	1	1999	5	4	gemengd naaldhout	Privaat	I	FALSE	FALSE	recent	0.8300169	69	FALSE	69	1.01337873969009	VBI 1	Eiken-beukenbos	0.1699831	1	1999	Volledig in bos
74082	2	74082_2	1	2	2014	5	5	NA	Privaat	I	FALSE	FALSE	recent	0.8300169	69	FALSE	69	1.01337873969009	VBI 2	Eiken-beukenbos	0.1699831	1	2014	Volledig in bos
74087	1	74087_1	1	1	1999	4	2	naaldhout	Privaat	I	FALSE	FALSE	recent	0.5670768	78	TRUE	78	-0.528861411859982	VBI 1	Arm Eiken-beukenbos	0.4329232	1	1999	Volledig in bos
74087	2	74087_1	1	1	2013	4	2	naaldhout	Publiek	I	FALSE	FALSE	recent	0.5670768	78	TRUE	78	-0.528861411859982	VBI 2	Arm Eiken-beukenbos	0.4329232	1	2013	Volledig in bos
74088	1	74088_1	1	1	1999	4	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.329719	79	FALSE	79	-1.92105198851068	VBI 1	Arm Eiken-beukenbos	0.670281	1	1999	Volledig in bos
74088	2	74088_2	1	2	2013	4	1	naaldhout	Privaat	I	FALSE	FALSE	recent	0.329719	79	FALSE	79	-1.92105198851068	VBI 2	Arm Eiken-beukenbos	0.670281	1	2013	Volledig in bos
74090	2	74090_2	1	2	2014	5	5	gemengd naaldhout	Privaat	I	FALSE	FALSE	NA	0.7604446	69	FALSE	69	0.605311676143345	VBI 2	Eiken-beukenbos	0.2395554	1	2014	Volledig in bos
74128	2	74128_2	0.63	2	2013	4	4	loofhout	Privaat	I	FALSE	FALSE	NA	0.5759457	78	FALSE	78	-0.476842059619368	VBI 2	Arm Eiken-beukenbos	0.4240543	0.63	2013	Rand
74129	1	74129_1	1	1	1998	5	1	naaldhout	Publiek	I	FALSE	FALSE	recent	0.6831352	78	FALSE	78	0.151863682580382	VBI 1	Arm Eiken-beukenbos	0.3168648	1	1998	Volledig in bos
74129	2	74129_2	1	2	2014	5	1	naaldhout	Publiek	J	TRUE	TRUE	recent	0.6831352	78	FALSE	78	0.151863682580382	VBI 2	Arm Eiken-beukenbos	0.3168648	1	2014	Volledig in bos
74130	1	74130_1	1	1	1999	5	6	naaldhout	Privaat	I	FALSE	FALSE	recent	0.7730623	79	FALSE	79	0.679319115709289	VBI 1	Arm Eiken-beukenbos	0.2269377	1	1999	Volledig in bos
74130	2	74130_2	1	2	2014	5	5	gemengd loofhout	Privaat	I	FALSE	FALSE	recent	0.7730623	79	FALSE	79	0.679319115709289	VBI 2	Arm Eiken-beukenbos	0.2269377	1	2014	Volledig in bos
74135	1	74135_1	1	1	1999	4	1	naaldhout	Privaat	D	FALSE	FALSE	recent	0.5627759	79	FALSE	79	-0.554087768234692	VBI 1	Arm Eiken-beukenbos	0.4372241	1	1999	Volledig in bos
74135	2	74135_2	0.6	2	2013	4	6	naaldhout	Privaat	I	FALSE	FALSE	recent	0.5627759	79	FALSE	79	-0.554087768234692	VBI 2	Arm Eiken-beukenbos	0.4372241	0.6	2013	Rand
