IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	staand	liggend	totaal	StandType	OwnerType	ForestType	UBBP_MeerDan10Jr	UBBP	ForestAge	Frag	pnv	Paired_1_2	fpnv	fPeriode	fpnvGroup	Weight	Year	Rand
178137	2	178137_1	1	1	2019	9	0	28.923424008748	28.923424008748	naaldhout	Public	I	TRUE	TRUE	recent	0.801384	78	TRUE	78	2	Arm Eiken-beukenbos	1	2019	Volledig in bos
178138	1	178138_1	1	1	1999	9	8.27635661242679	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.7621247	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
178138	2	178138_2	1	2	2019	9	46.9993635942435	0	46.9993635942435	gemengd naaldhout	Public	I	TRUE	TRUE	recent	0.7621247	78	FALSE	78	2	Arm Eiken-beukenbos	1	2019	Volledig in bos
178145	1	178145_1	1	1	1999	9	0	1.29007784261182	1.29007784261182	loofhout	Public	I	FALSE	FALSE	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
178147	1	178147_1	1	1	1997	9	0	0	0	loofhout	Private	I	FALSE	TRUE	recent	0.478169	78	TRUE	78	1	Arm Eiken-beukenbos	1	1997	Volledig in bos
178147	2	178147_1	1	1	2017	9	0	NA	NA	loofhout	Private	I	TRUE	TRUE	recent	0.478169	78	TRUE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos
178154	1	178154_1	1	1	1998	9	0	NA	NA	open ruimte binnen bos	Public	NA	FALSE	FALSE	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
178158	1	178158_1	1	1	1997	8	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.6977113	78	FALSE	78	1	Arm Eiken-beukenbos	1	1997	Volledig in bos
178158	2	178158_2	1	2	2015	8	9.04124810387242	2.78384971045856	11.825097814331	naaldhout	Private	I	FALSE	FALSE	recent	0.6977113	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
178159	1	178159_1	1	1	1997	8	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.5858651	78	FALSE	78	1	Arm Eiken-beukenbos	1	1997	Volledig in bos
178159	2	178159_2	1	2	2015	8	8.29724608002641	0	8.29724608002641	naaldhout	Private	I	FALSE	FALSE	recent	0.5858651	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
181003	1	181003_1	1	1	1999	7	5.31790862465211	0.645038921305912	5.96294754595803	loofhout	Private	J	FALSE	FALSE	recent	0.7266042	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181003	2	181003_2	1	2	2014	7	2.6794356927841	0	2.6794356927841	loofhout	Private	J	FALSE	FALSE	recent	0.7266042	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181004	1	181004_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	naaldhout	Private	I	FALSE	FALSE	recent	0.8777626	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181004	2	181004_1	1	1	2014	7	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.8777626	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181012	1	181012_1	1	1	1999	7	0	NA	NA	gemengd loofhout	Public	NA	FALSE	FALSE	recent	0.7690315	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181012	2	181012_1	1	1	2014	7	0	0	0	gemengd naaldhout	Public	I	FALSE	FALSE	recent	0.7690315	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181027	1	181027_1	1	1	1999	7	4.11175078807464	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.692072	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181027	2	181027_2	1	2	2014	7	0	0	0	kapvlakte	Public	D	FALSE	FALSE	recent	0.692072	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181035	1	181035_1	1	1	1999	7	0.429066069727698	0	0.429066069727698	loofhout	Public	D	FALSE	FALSE	recent	0.6108891	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181035	2	181035_1	1	1	2014	7	5.02787284234436	2.78384971045856	7.81172255280292	loofhout	Public	C	FALSE	FALSE	recent	0.6108891	79	TRUE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181043	1	181043_1	1	1	1999	7	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181043	2	181043_2	1	2	2014	7	0	28.3395900524681	28.3395900524681	loofhout	Private	NA	FALSE	FALSE	recent	NA	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181051	1	181051_1	1	1	1999	7	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.2057129	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181051	2	181051_2	1	2	2014	7	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	0.2057129	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181057	1	181057_1	1	1	1999	7	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.5199224	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181057	2	181057_2	0.84	2	2014	7	0	0	0	loofhout	Private	I	FALSE	FALSE	recent	0.5199224	78	FALSE	78	2	Arm Eiken-beukenbos	0.84	2014	Rand
181060	1	181060_1	1	1	1998	7	0	NA	NA	kapvlakte	Private	NA	FALSE	FALSE	recent	0.3695132	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
181060	2	181060_2	0.63	2	2014	7	1.08296211513269	0	1.08296211513269	loofhout	Private	I	FALSE	TRUE	recent	0.3695132	79	FALSE	79	2	Arm Eiken-beukenbos	0.63	2014	Rand
181067	2	181067_2	0.76	2	2014	7	1.92828951527709	0	1.92828951527709	loofhout	Private	I	FALSE	FALSE	NA	0.4376886	40	FALSE	40	2	Elzen-vogelkersbos	0.76	2014	Rand
181076	1	181076_1	1	1	1999	7	12.7313731145707	NA	NA	gemengd naaldhout	Private	NA	FALSE	FALSE	recent	0.5330164	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181076	2	181076_2	0.62	2	2014	7	0	0	0	naaldhout	Private	I	FALSE	TRUE	recent	0.5330164	78	FALSE	78	2	Arm Eiken-beukenbos	0.62	2014	Rand
181078	1	181078_1	1	1	1999	6	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181084	1	181084_1	1	1	1999	7	5.59127356175504	21.9282553628252	27.5195289245803	naaldhout	Private	I	FALSE	FALSE	recent	0.6375746	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181084	2	181084_2	0.75	2	2014	7	48.4500796024103	27.5601121335397	76.01019173595	naaldhout	Private	I	FALSE	FALSE	recent	0.6375746	79	FALSE	79	2	Arm Eiken-beukenbos	0.75	2014	Rand
181085	2	181085_2	0.65	2	2014	6	0	0	0	loofhout	Private	I	FALSE	TRUE	NA	0.6806147	78	FALSE	78	2	Arm Eiken-beukenbos	0.65	2014	Rand
181090	1	181090_1	1	1	1999	7	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.5777695	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181090	2	181090_1	1	1	2014	7	0	0	0	naaldhout	Public	I	FALSE	TRUE	recent	0.5777695	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181092	1	181092_1	1	1	1999	7	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.823622	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181092	2	181092_2	1	2	2014	7	0	0	0	naaldhout	Private	I	FALSE	TRUE	recent	0.823622	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181093	1	181093_1	1	1	1999	6	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.7137251	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181093	2	181093_2	0.86	2	2014	6	117.565501297047	0	117.565501297047	gemengd naaldhout	Public	I	FALSE	FALSE	recent	0.7137251	78	FALSE	78	2	Arm Eiken-beukenbos	0.86	2014	Rand
181094	1	181094_1	1	1	1999	6	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.8100192	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181094	2	181094_2	1	2	2014	6	0	0	0	loofhout	Public	I	FALSE	FALSE	recent	0.8100192	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181095	1	181095_1	1	1	1999	6	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.7094069	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181095	2	181095_2	1	2	2014	6	0	0	0	loofhout	Public	D	FALSE	FALSE	recent	0.7094069	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181098	1	181098_1	1	1	1999	7	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.7128085	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181098	2	181098_2	1	2	2014	7	0	0	0	naaldhout	Public	I	FALSE	TRUE	recent	0.7128085	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181099	1	181099_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	gemengd naaldhout	Private	I	FALSE	FALSE	recent	0.5599951	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181099	2	181099_1	1	1	2014	7	0	0	0	naaldhout	Private	I	FALSE	TRUE	recent	0.5599951	79	TRUE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181100	1	181100_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	naaldhout	Private	I	FALSE	FALSE	recent	0.7561366	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181100	2	181100_2	1	2	2014	7	0	0	0	kapvlakte	Private	I	FALSE	TRUE	recent	0.7561366	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181102	1	181102_1	1	1	1999	6	11.8866564971572	0.645038921305912	12.5316954184631	loofhout	Public	D	FALSE	FALSE	recent	0.7682613	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181102	2	181102_2	1	2	2014	6	0	0	0	loofhout	Public	D	FALSE	FALSE	recent	0.7682613	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181103	1	181103_1	1	1	1999	6	7.77270280958424	0	7.77270280958424	loofhout	Public	D	FALSE	FALSE	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181104	1	181104_1	1	1	1999	6	0	0	0	loofhout	Private	D	FALSE	FALSE	recent	NA	69	FALSE	69	1	Eiken-beukenbos	1	1999	Volledig in bos
181105	1	181105_1	1	1	1999	7	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.6879469	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181105	2	181105_2	1	2	2014	7	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.6879469	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181106	1	181106_1	1	1	1999	7	0	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.6895172	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181106	2	181106_2	1	2	2014	7	0	3.97525732821655	3.97525732821655	loofhout	Private	I	FALSE	TRUE	recent	0.6895172	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181109	2	181109_2	1	2	2014	6	0	3.94784176043574	3.94784176043574	gemengd loofhout	Private	J	FALSE	FALSE	recent	0.8180479	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181110	1	181110_1	1	1	1999	6	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.7086679	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181110	2	181110_2	1	2	2014	6	0	0	0	loofhout	Public	D	FALSE	FALSE	recent	0.7086679	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181111	1	181111_1	1	1	1999	6	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	NA	20	FALSE	20	1	Elzenbroekbos	1	1999	Volledig in bos
181113	1	181113_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	naaldhout	Private	I	FALSE	FALSE	recent	0.6478156	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181113	2	181113_1	1	1	2014	7	0	5.37345128503754	5.37345128503754	naaldhout	Private	I	FALSE	TRUE	recent	0.6478156	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181114	1	181114_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	naaldhout	Public	I	FALSE	FALSE	recent	0.8237429	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181114	2	181114_2	0.85	2	2015	7	15.5890783051567	0	15.5890783051567	naaldhout	Public	I	FALSE	TRUE	recent	0.8237429	78	FALSE	78	2	Arm Eiken-beukenbos	0.85	2015	Rand
181116	1	181116_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	naaldhout	Public	I	FALSE	FALSE	recent	0.7801647	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181116	2	181116_2	1	2	2015	7	0	3.36845814965485	3.36845814965485	naaldhout	Public	I	FALSE	TRUE	recent	0.7801647	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
181122	1	181122_1	1	1	1999	7	0	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.8601535	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181122	2	181122_1	1	1	2015	7	0	0	0	gemengd naaldhout	Public	I	FALSE	TRUE	recent	0.8601535	79	TRUE	79	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
181124	1	181124_1	1	1	1999	7	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.7466091	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181124	2	181124_1	1	1	2015	7	0	9.23904634213087	9.23904634213087	naaldhout	Private	I	FALSE	FALSE	recent	0.7466091	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
181130	1	181130_1	1	1	1999	7	31.5809754044535	16.0316332141928	47.6126086186463	loofhout	Public	I	FALSE	FALSE	recent	0.7018884	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181130	2	181130_2	1	2	2015	7	0	0	0	loofhout	Private	I	FALSE	TRUE	recent	0.7018884	79	FALSE	79	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
181137	1	181137_1	1	1	1999	7	14.5187915144529	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.5373087	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181137	2	181137_1	1	1	2014	7	0	21.158126295865	21.158126295865	naaldhout	Private	I	FALSE	FALSE	recent	0.5373087	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181138	1	181138_1	1	1	1999	7	0	NA	NA	open ruimte binnen bos	Public	NA	FALSE	FALSE	recent	0.6462856	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181138	2	181138_2	1	2	2014	7	0	13.269134805909	13.269134805909	naaldhout	Public	I	FALSE	TRUE	recent	0.6462856	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181146	1	181146_1	1	1	1998	7	0	0	0	naaldhout	Public	I	FALSE	FALSE	NA	0.5508925	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos
181146	2	181146_2	1	2	2014	7	0	12.4396276505106	12.4396276505106	naaldhout	Public	I	FALSE	TRUE	NA	0.5508925	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
181148	1	181148_1	1	1	1999	7	68.964024582887	0.645038921305912	69.6090635041929	naaldhout	Private	I	FALSE	FALSE	oud	0.7299124	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181148	2	181148_2	0.89	2	2015	7	35.8603967597008	3.94784176043574	39.8082385201367	gemengd naaldhout	Private	NA	FALSE	FALSE	oud	0.7299124	78	FALSE	78	2	Arm Eiken-beukenbos	0.89	2015	Rand
181155	1	181155_1	1	1	1999	7	2.10416677949598	NA	NA	loofhout	Public	NA	FALSE	FALSE	recent	0.4499418	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181155	2	181155_2	0.91	2	2014	7	0	0	0	loofhout	Public	I	FALSE	TRUE	recent	0.4499418	79	FALSE	79	2	Arm Eiken-beukenbos	0.91	2014	Rand
181156	1	181156_1	1	1	1999	7	0	NA	NA	gemengd naaldhout	Public	NA	FALSE	FALSE	NA	0.7925902	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
181156	2	181156_1	1	1	2015	7	5.66222209285327	1.78166381469348	7.44388590754675	naaldhout	Public	I	FALSE	TRUE	NA	0.7925902	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
182097	1	182097_1	1	1	1999	5	10.710752956797	0.645038921305912	11.3557918781029	naaldhout	Public	I	FALSE	FALSE	recent	NA	20	FALSE	20	1	Elzenbroekbos	1	1999	Volledig in bos
182117	2	182117_2	0.94	2	2012	4	0	2.74155677808038	2.74155677808038	loofhout	Private	C	FALSE	FALSE	NA	0.5054829	20	FALSE	20	2	Elzenbroekbos	0.94	2012	Rand
182132	1	182132_1	1	1	1999	5	0	0	0	naaldhout	Private	I	FALSE	FALSE	recent	0.4262128	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
182132	2	182132_2	0.76	2	2013	5	11.4200530684074	21.2274463754067	32.6474994438141	naaldhout	Private	I	FALSE	FALSE	recent	0.4262128	79	FALSE	79	2	Arm Eiken-beukenbos	0.76	2013	Rand
182143	1	182143_1	1	1	1999	4	0	0.645038921305912	0.645038921305912	loofhout	Private	C	FALSE	FALSE	recent	0.8328021	20	TRUE	20	1	Elzenbroekbos	1	1999	Volledig in bos
182143	2	182143_1	1	1	2012	4	0	8.77298168985721	8.77298168985721	loofhout	Private	I	FALSE	FALSE	recent	0.8328021	20	TRUE	20	2	Elzenbroekbos	1	2012	Volledig in bos
182149	1	182149_1	1	1	1999	4	0	0.645038921305912	0.645038921305912	loofhout	Private	D	FALSE	FALSE	recent	0.6818511	20	TRUE	20	1	Elzenbroekbos	1	1999	Volledig in bos
182149	2	182149_1	1	1	2012	4	53.2520877672886	4.00232480493858	57.2544125722272	loofhout	Private	C	FALSE	FALSE	recent	0.6818511	20	TRUE	20	2	Elzenbroekbos	1	2012	Volledig in bos
182151	1	182151_1	1	1	1999	4	15.6518942978763	0	15.6518942978763	loofhout	Private	I	FALSE	FALSE	recent	0.7923547	20	TRUE	20	1	Elzenbroekbos	1	1999	Volledig in bos
182151	2	182151_1	1	1	2012	4	7.18668613906229	0	7.18668613906229	loofhout	Public	I	FALSE	TRUE	recent	0.7923547	20	TRUE	20	2	Elzenbroekbos	1	2012	Volledig in bos
182152	2	182152_2	0.84	2	2012	4	14.3618127540124	1.75459633797144	16.1164090919838	loofhout	Private	C	FALSE	FALSE	NA	0.7840766	79	FALSE	79	2	Arm Eiken-beukenbos	0.84	2012	Rand
182155	1	182155_1	1	1	1999	5	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.505353	20	FALSE	20	1	Elzenbroekbos	1	1999	Volledig in bos
182155	2	182155_2	1	2	2013	5	0.511856433472448	0	0.511856433472448	gemengd loofhout	Private	D	FALSE	FALSE	recent	0.505353	20	FALSE	20	2	Elzenbroekbos	1	2013	Volledig in bos
182157	1	182157_1	1	1	1999	4	29.1805048478312	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.6225247	69	FALSE	69	1	Eiken-beukenbos	1	1999	Volledig in bos
182157	2	182157_2	1	2	2012	4	0.300095680837518	6.16850275068085	6.46859843151837	loofhout	Private	I	FALSE	FALSE	recent	0.6225247	69	FALSE	69	2	Eiken-beukenbos	1	2012	Volledig in bos
182158	1	182158_1	1	1	1999	4	70.0631736715887	NA	NA	loofhout	Private	NA	FALSE	FALSE	oud	0.6127094	69	TRUE	69	1	Eiken-beukenbos	1	1999	Volledig in bos
182158	2	182158_1	1	1	2012	4	15.2043421824254	68.49026801301	83.6946101954354	gemengd loofhout	Private	I	FALSE	FALSE	oud	0.6127094	69	TRUE	69	2	Eiken-beukenbos	1	2012	Volledig in bos
182159	2	182159_2	1	2	2012	4	6.88640172176244	0	6.88640172176244	loofhout	Private	I	FALSE	FALSE	NA	0.4965081	20	FALSE	20	2	Elzenbroekbos	1	2012	Volledig in bos
182160	1	182160_1	1	1	1999	4	0.533198289323971	NA	NA	loofhout	Public	NA	FALSE	TRUE	NA	0.8306646	79	TRUE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
182160	2	182160_1	1	1	2012	4	21.7399425990113	0	21.7399425990113	loofhout	Public	J	TRUE	TRUE	NA	0.8306646	79	TRUE	79	2	Arm Eiken-beukenbos	1	2012	Volledig in bos
183153	1	183153_1	1	1	1999	3	0	NA	NA	loofhout	Private	NA	FALSE	FALSE	recent	0.7859905	20	TRUE	20	1	Elzenbroekbos	1	1999	Volledig in bos
183153	2	183153_1	1	1	2012	3	0	34.3517064293471	34.3517064293471	loofhout	Private	C	FALSE	TRUE	recent	0.7859905	20	TRUE	20	2	Elzenbroekbos	1	2012	Volledig in bos
185001	1	185001_1	1	1	1999	7	0	0.645038921305912	0.645038921305912	naaldhout	Public	I	FALSE	FALSE	recent	0.7149459	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185001	2	185001_2	0.9	2	2015	7	0	0	0	naaldhout	Public	I	FALSE	FALSE	recent	0.7149459	78	FALSE	78	2	Arm Eiken-beukenbos	0.9	2015	Rand
185002	1	185002_1	1	1	1999	7	0	0	0	naaldhout	Public	I	FALSE	FALSE	NA	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185003	1	185003_1	1	1	1999	7	0	1.29007784261182	1.29007784261182	naaldhout	Public	I	FALSE	FALSE	recent	0.5356246	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185003	2	185003_1	1	1	2015	7	0	2.72817271624939	2.72817271624939	naaldhout	Public	I	FALSE	TRUE	recent	0.5356246	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
185004	1	185004_1	1	1	1999	7	0	0	0	naaldhout	Private	I	FALSE	FALSE	oud	0.6874751	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185004	2	185004_1	1	1	2015	7	0	0	0	gemengd naaldhout	Private	I	FALSE	TRUE	oud	0.6874751	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
185006	1	185006_1	1	1	1999	6	0	0.645038921305912	0.645038921305912	naaldhout	Public	I	FALSE	FALSE	recent	0.6667465	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185006	2	185006_2	1	2	2014	6	0	11.9307580689778	11.9307580689778	naaldhout	Private	I	FALSE	FALSE	recent	0.6667465	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
185010	1	185010_1	1	1	1999	7	6.20457163243389	NA	NA	naaldhout	Public	NA	FALSE	FALSE	recent	0.7894021	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185010	2	185010_2	1	2	2015	7	0	NA	NA	naaldhout	Public	I	FALSE	TRUE	recent	0.7894021	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos
185012	1	185012_1	1	1	1999	7	0	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185013	1	185013_1	1	1	1999	6	22.3380030144774	NA	NA	naaldhout	Private	NA	FALSE	FALSE	recent	0.5847026	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185013	2	185013_1	1	1	2014	6	13.5281761277253	36.9013542329619	50.4295303606872	naaldhout	Private	I	FALSE	FALSE	recent	0.5847026	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
185014	2	185014_2	1	2	2014	6	0	0	0	loofhout	Public	I	FALSE	FALSE	NA	0.7118856	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
185021	1	185021_1	1	1	1999	6	9.45701691165935	0	9.45701691165935	naaldhout	Private	I	FALSE	FALSE	recent	0.5235207	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185021	2	185021_2	0.58	2	2014	6	0	0	0	loofhout	Private	I	FALSE	FALSE	recent	0.5235207	78	FALSE	78	2	Arm Eiken-beukenbos	0.58	2014	Rand
185022	1	185022_1	1	1	1999	6	0	0.645038921305912	0.645038921305912	naaldhout	Public	I	FALSE	FALSE	recent	0.7032179	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185022	2	185022_2	0.89	2	2014	6	0.984289535957648	55.0619137043026	56.0462032402602	gemengd naaldhout	Public	I	FALSE	FALSE	recent	0.7032179	79	FALSE	79	2	Arm Eiken-beukenbos	0.89	2014	Rand
185023	1	185023_1	1	1	1999	6	2.34500426569166	0	2.34500426569166	loofhout	Public	D	FALSE	FALSE	recent	0.6011704	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185023	2	185023_1	1	1	2014	6	2.81976808846761	5.0718800394487	7.89164812791631	loofhout	Public	D	FALSE	FALSE	recent	0.6011704	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
185029	1	185029_1	1	1	1999	6	0	NA	NA	gemengd naaldhout	Private	NA	FALSE	FALSE	oud	0.8040441	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185029	2	185029_2	1	2	2014	6	10.5531038409846	4.08491959933976	14.6380234403244	gemengd naaldhout	Private	I	FALSE	FALSE	oud	0.8040441	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
185034	1	185034_1	1	1	1999	7	0	0	0	gemengd naaldhout	Private	I	FALSE	FALSE	recent	0.2911936	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185034	2	185034_2	0.56	2	2015	7	1.57277204683184	0	1.57277204683184	loofhout	Private	I	FALSE	FALSE	recent	0.2911936	78	FALSE	78	2	Arm Eiken-beukenbos	0.56	2015	Rand
185037	1	185037_1	1	1	1999	6	0	0	0	naaldhout	Private	I	FALSE	FALSE	oud	0.7777222	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
185037	2	185037_1	1	1	2014	6	0	5.7904073977538	5.7904073977538	naaldhout	Private	I	FALSE	FALSE	oud	0.7777222	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos
185038	1	185038_1	1	1	1999	6	0	7.18669999124423	7.18669999124423	naaldhout	Private	I	FALSE	FALSE	oud	0.7252191	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos
