IDPlots	Periode	IDGroup	PlotWeight	Replaced	Paired_1_2	fPeriode	Reeks	DateDendro	OwnerType	ForestTypeGroupCode	v11_Volume_ha	v1_HomogeenDen	Weight	Year
47136	1	47136_1	1	FALSE	FALSE	1	8	1999	Public	D	284.284798769093	1	1	1999
48063	2	48063_2	1	FALSE	FALSE	2	10	2018	Public	D	24.4288719075193	0	1	2018
48064	2	48064_2	1	FALSE	FALSE	2	10	2018	Public	E	340.340804712913	0	1	2018
48072	2	48072_2	1	FALSE	FALSE	2	10	2017	Public	A	13.9897281694372	0	1	2017
48113	1	48113_1	1	FALSE	FALSE	1	9	1998	Public	A	186.350837809451	1	1	1998
48113	2	48113_2	1	FALSE	FALSE	2	9	2017	Public	I	153.345805139215	1	1	2017
55115	1	55115_1	1	FALSE	FALSE	1	7	1998	Public	A	178.6615681454	0	1	1998
55115	2	55115_2	1	FALSE	FALSE	2	7	2015	Private	D	193.792280892872	0	1	2015
56018	2	56018_2	0.63	FALSE	FALSE	2	5	2014	Private	E	526.684756410554	0	0.63	2014
56019	1	56019_1	1	FALSE	FALSE	1	5	1998	Private	E	246.452017789659	0	1	1998
72144	2	72144_2	0.61	FALSE	FALSE	2	8	2017	Public	D	144.714970142299	0	0.61	2017
73032	1	73032_1	1	FALSE	FALSE	1	6	1999	Private	NA	401.041440550827	0	1	1999
73040	2	73040_2	0.65	FALSE	FALSE	2	6	2014	Private	I	270.920144769652	0	0.65	2014
73054	2	73054_2	0.39	FALSE	FALSE	2	6	2014	Private	I	339.889182411138	0	0.39	2014
73062	1	73062_1	1	FALSE	FALSE	1	6	1999	Private	NA	248.188733655096	1	1	1999
73062	2	73062_2	0.92	FALSE	FALSE	2	6	2014	Private	I	323.536425488001	0	0.92	2014
73063	1	73063_1	1	FALSE	TRUE	1	6	1998	Public	NA	109.020514920399	0	1	1998
73063	2	73063_1	1	FALSE	TRUE	2	6	2014	Public	J	191.784718473924	0	1	2014
73064	1	73064_1	1	FALSE	FALSE	1	6	1999	Private	NA	183.528096837096	0	1	1999
73064	2	73064_2	1	FALSE	FALSE	2	6	2014	Private	I	104.944048769583	0	1	2014
73086	2	73086_2	1	FALSE	FALSE	2	6	2014	Private	I	258.221044106826	1	1	2014
73087	1	73087_1	1	FALSE	FALSE	1	6	1999	Public	J	0	0	1	1999
73120	1	73120_1	1	FALSE	FALSE	1	6	1999	Public	I	163.660335336378	0	1	1999
73120	2	73120_2	1	FALSE	FALSE	2	6	2014	Private	I	146.528101782835	0	1	2014
73154	1	73154_1	1	FALSE	FALSE	1	7	1999	Private	NA	232.94767833041	0	1	1999
73154	2	73154_2	0.88	FALSE	FALSE	2	7	2014	Private	I	368.686632671694	0	0.88	2014
74013	1	74013_1	1	FALSE	TRUE	1	4	1999	Public	NA	264.80785139182	0	1	1999
74013	2	74013_1	1	FALSE	TRUE	2	4	2013	Public	I	193.362183087317	0	1	2013
74017	1	74017_1	1	FALSE	FALSE	1	5	1999	Private	I	314.164228734509	0	1	1999
74017	2	74017_2	1	FALSE	FALSE	2	5	2014	Private	I	326.015133633559	0	1	2014
74018	1	74018_1	1	FALSE	FALSE	1	5	1999	Public	I	137.023385371733	0	1	1999
74018	2	74018_2	1	FALSE	FALSE	2	5	2014	Public	I	251.814977780378	0	1	2014
74019	1	74019_1	1	FALSE	TRUE	1	5	1999	Private	I	212.094186212285	1	1	1999
74019	2	74019_1	0.95	FALSE	TRUE	2	5	2014	Private	I	297.340369261421	1	0.95	2014
74025	1	74025_1	1	FALSE	FALSE	1	5	1999	Private	NA	328.723024934488	0	1	1999
74026	1	74026_1	1	FALSE	FALSE	1	5	1999	Public	NA	151.693569478185	1	1	1999
74026	2	74026_2	1	FALSE	FALSE	2	5	2014	Public	J	280.4266009761	1	1	2014
74034	1	74034_1	1	FALSE	FALSE	1	5	1999	Public	I	50.6198374628913	0	1	1999
74034	2	74034_2	1	FALSE	FALSE	2	5	2014	Public	I	93.1090935960796	0	1	2014
74041	1	74041_1	1	FALSE	FALSE	1	5	1999	Private	NA	193.60791865538	1	1	1999
74041	2	74041_2	1	FALSE	FALSE	2	5	2014	Private	I	163.140487627959	0	1	2014
74049	1	74049_1	1	FALSE	FALSE	1	5	1999	Private	J	129.548663427607	0	1	1999
74049	2	74049_2	0.89	FALSE	FALSE	2	5	2014	Private	B	159.351509738062	0	0.89	2014
74050	1	74050_1	1	FALSE	TRUE	1	5	1999	Private	I	165.864079035105	0	1	1999
74050	2	74050_1	0.93	FALSE	TRUE	2	5	2014	Private	J	230.877301918423	0	0.93	2014
74057	1	74057_1	1	FALSE	TRUE	1	5	1999	Private	NA	96.8350844590079	1	1	1999
74057	2	74057_1	1	FALSE	TRUE	2	5	2014	Private	J	197.175991862174	1	1	2014
74058	1	74058_1	1	FALSE	FALSE	1	5	1999	Private	NA	223.670191684753	0	1	1999
74065	1	74065_1	1	FALSE	TRUE	1	5	1999	Private	NA	85.4435736508288	0	1	1999
74065	2	74065_1	1	FALSE	TRUE	2	5	2014	Private	I	120.920086280442	0	1	2014
74066	1	74066_1	1	FALSE	FALSE	1	5	1999	Private	I	257.1298543415	1	1	1999
74066	2	74066_2	1	FALSE	FALSE	2	5	2014	Private	I	443.841137292229	1	1	2014
74067	1	74067_1	1	FALSE	TRUE	1	5	1999	Private	I	171.450844900397	0	1	1999
74067	2	74067_1	1	FALSE	TRUE	2	5	2014	Private	I	288.489818997724	0	1	2014
74072	2	74072_2	0.58	FALSE	FALSE	2	4	2013	Private	J	187.744187267443	0	0.58	2013
74074	1	74074_1	1	FALSE	FALSE	1	5	1999	Private	NA	169.497413680324	0	1	1999
74074	2	74074_2	1	FALSE	FALSE	2	5	2014	Private	I	301.188924189918	1	1	2014
74082	1	74082_1	1	FALSE	FALSE	1	5	1999	Private	I	161.883042018036	0	1	1999
74082	2	74082_2	1	FALSE	FALSE	2	5	2014	Private	I	333.816345788745	0	1	2014
74087	1	74087_1	1	FALSE	TRUE	1	4	1999	Private	I	232.75979480108	1	1	1999
74087	2	74087_1	1	FALSE	TRUE	2	4	2013	Public	I	226.012657938703	1	1	2013
74088	1	74088_1	1	FALSE	FALSE	1	4	1999	Private	I	71.4231342892082	1	1	1999
74088	2	74088_2	1	FALSE	FALSE	2	4	2013	Private	I	216.62090630261	1	1	2013
74090	2	74090_2	1	FALSE	FALSE	2	5	2014	Private	I	209.781579386036	0	1	2014
74128	2	74128_2	0.63	FALSE	FALSE	2	4	2013	Private	I	107.592155271475	0	0.63	2013
74129	1	74129_1	1	FALSE	FALSE	1	5	1998	Public	I	333.928897882729	1	1	1998
74129	2	74129_2	1	FALSE	FALSE	2	5	2014	Public	J	385.544129840543	1	1	2014
74130	1	74130_1	1	FALSE	FALSE	1	5	1999	Private	I	138.111613287462	0	1	1999
74130	2	74130_2	1	FALSE	FALSE	2	5	2014	Private	I	211.127656828182	0	1	2014
74135	1	74135_1	1	FALSE	FALSE	1	4	1999	Private	D	132.88823574391	0	1	1999
74135	2	74135_2	0.6	FALSE	FALSE	2	4	2013	Private	I	193.105278459817	0	0.6	2013
74137	1	74137_1	1	FALSE	TRUE	1	5	1998	Public	NA	212.919091801698	1	1	1998
74137	2	74137_1	1	FALSE	TRUE	2	5	2014	Public	I	387.796565629438	1	1	2014
74143	1	74143_1	1	FALSE	TRUE	1	4	1999	Public	NA	301.392178612765	0	1	1999
74143	2	74143_1	1	FALSE	TRUE	2	4	2013	Private	I	566.514509478965	0	1	2013
74145	1	74145_1	1	FALSE	TRUE	1	5	1999	Private	I	138.350967764604	1	1	1999
74145	2	74145_1	1	FALSE	TRUE	2	5	2014	Private	I	202.57579963699	1	1	2014
74146	1	74146_1	1	FALSE	FALSE	1	5	1998	Public	I	269.630747676285	1	1	1998
74156	1	74156_1	1	FALSE	TRUE	1	5	1999	Public	NA	154.594350072077	0	1	1999
74156	2	74156_1	1	FALSE	TRUE	2	5	2014	Public	I	217.699338596734	0	1	2014
74157	1	74157_1	1	FALSE	TRUE	1	4	1999	Public	NA	97.6756623816819	1	1	1999
74157	2	74157_1	1	FALSE	TRUE	2	4	2013	Public	J	214.055834896399	1	1	2013
75149	1	75149_1	1	FALSE	TRUE	1	10	1999	Private	B	114.429719832026	0	1	1999
75149	2	75149_1	1	FALSE	TRUE	2	10	2018	Private	B	356.081820982964	0	1	2018
76048	2	76048_2	0.79	FALSE	FALSE	2	8	2016	Public	D	22.3137771993323	0	0.79	2016
77011	2	77011_2	1	FALSE	FALSE	2	7	2014	Public	I	217.426779635597	1	1	2014
77012	2	77012_2	1	FALSE	FALSE	2	7	2014	Private	I	171.424628132796	0	1	2014
77013	1	77013_1	1	FALSE	FALSE	1	6	1999	Private	NA	166.006572860047	1	1	1999
77013	2	77013_2	0.89	FALSE	FALSE	2	6	2014	Private	I	185.408030562471	0	0.89	2014
77015	1	77015_1	1	FALSE	TRUE	1	6	1999	Private	NA	328.025702487816	0	1	1999
77015	2	77015_1	1	FALSE	TRUE	2	6	2014	Private	I	379.798797950179	0	1	2014
77016	1	77016_1	1	FALSE	FALSE	1	6	1999	Private	NA	175.992201440548	1	1	1999
77021	1	77021_1	1	FALSE	FALSE	1	6	1999	Private	I	195.29574972402	0	1	1999
77021	2	77021_2	1	FALSE	FALSE	2	6	2014	Public	I	288.991096966712	0	1	2014
77024	1	77024_1	1	FALSE	FALSE	1	6	1999	Private	I	337.244784974264	1	1	1999
77032	1	77032_1	1	FALSE	FALSE	1	6	1999	Private	NA	126.844770392041	0	1	1999
77032	2	77032_2	1	FALSE	FALSE	2	6	2014	Public	J	43.7708173960372	1	1	2014
77038	1	77038_1	1	FALSE	FALSE	1	6	1999	Private	I	523.36182917564	1	1	1999
77038	2	77038_2	1	FALSE	FALSE	2	6	2014	Public	I	38.8592307208405	0	1	2014
77040	1	77040_1	1	FALSE	TRUE	1	6	1999	Private	I	119.417554909746	0	1	1999
77040	2	77040_1	1	FALSE	TRUE	2	6	2014	Public	I	160.730268260697	0	1	2014
77048	1	77048_1	1	FALSE	TRUE	1	6	1999	Private	NA	212.513398500517	0	1	1999
77048	2	77048_1	1	FALSE	TRUE	2	6	2014	Private	I	327.650986816681	0	1	2014
77056	1	77056_1	1	FALSE	FALSE	1	6	1999	Private	I	390.608485493593	0	1	1999
77056	2	77056_2	1	FALSE	FALSE	2	6	2014	Public	I	267.199842595002	0	1	2014
77087	1	77087_1	1	FALSE	TRUE	1	6	1999	Public	I	258.592711467431	0	1	1999
77087	2	77087_1	1	FALSE	TRUE	2	6	2014	Public	I	373.835527128591	0	1	2014
77150	2	77150_2	0.84	FALSE	FALSE	2	6	2014	Public	E	81.0078580242547	0	0.84	2014
78005	1	78005_1	1	FALSE	TRUE	1	4	1998	Public	J	100.360462403159	0	1	1998
78005	2	78005_1	1	FALSE	TRUE	2	4	2013	Public	J	164.900950257468	0	1	2013
78017	1	78017_1	1	FALSE	FALSE	1	5	1999	Private	I	206.270454643997	0	1	1999
78017	2	78017_2	0.53	FALSE	FALSE	2	5	2014	Private	I	378.97636121226	0	0.53	2014
78019	1	78019_1	1	FALSE	FALSE	1	5	1999	Private	I	277.867566053868	0	1	1999
78019	2	78019_2	1	FALSE	FALSE	2	5	2014	Private	I	476.191039025544	1	1	2014
78022	1	78022_1	1	FALSE	TRUE	1	4	1999	Private	J	220.917363787902	0	1	1999
78022	2	78022_1	0.65	FALSE	TRUE	2	4	2013	Private	J	292.756582324742	0	0.65	2013
78025	1	78025_1	1	FALSE	FALSE	1	5	1999	Public	NA	245.188791166249	0	1	1999
78025	2	78025_2	0.91	FALSE	FALSE	2	5	2014	Public	I	355.88450396322	0	0.91	2014
78028	1	78028_1	1	FALSE	FALSE	1	5	1998	Public	NA	113.565018525055	1	1	1998
78028	2	78028_2	0.91	FALSE	FALSE	2	5	2014	Public	I	247.588366014195	0.04	0.91	2014
78029	1	78029_1	1	FALSE	FALSE	1	4	1999	Public	NA	167.122779377392	1	1	1999
78029	2	78029_2	0.89	FALSE	FALSE	2	4	2012	Public	I	133.726329530641	0	0.89	2012
78030	1	78030_1	1	FALSE	TRUE	1	4	1998	Public	NA	195.525123888909	1	1	1998
78030	2	78030_1	1	FALSE	TRUE	2	4	2013	Public	I	302.98255385915	1	1	2013
78033	1	78033_1	1	FALSE	FALSE	1	5	1999	Private	I	272.13893489225	0	1	1999
78033	2	78033_2	1	FALSE	FALSE	2	5	2014	Public	I	324.436548115257	0	1	2014
78035	1	78035_1	1	FALSE	TRUE	1	5	1999	Private	I	174.416453124023	1	1	1999
78035	2	78035_1	1	FALSE	TRUE	2	5	2014	Private	I	220.178661105125	1	1	2014
78037	1	78037_1	1	FALSE	FALSE	1	4	1998	Public	I	393.898889482581	1	1	1998
78038	2	78038_2	1	FALSE	FALSE	2	4	2012	Public	I	43.985398968821	0	1	2012
78039	1	78039_1	1	FALSE	FALSE	1	4	1999	Private	I	83.3208374145667	0	1	1999
78041	1	78041_1	1	FALSE	FALSE	1	5	1999	Private	NA	211.864405631516	0	1	1999
78041	2	78041_2	1	FALSE	FALSE	2	5	2014	Private	I	210.141924990914	0	1	2014
78042	1	78042_1	1	FALSE	TRUE	1	5	1999	Private	NA	280.59992578261	1	1	1999
78042	2	78042_1	1	FALSE	TRUE	2	5	2014	Private	I	238.492079043971	1	1	2014
78044	1	78044_1	1	FALSE	TRUE	1	5	1999	Private	NA	120.69675132364	0	1	1999
78044	2	78044_1	1	FALSE	TRUE	2	5	2014	Public	I	200.573502044551	0	1	2014
78045	1	78045_1	1	FALSE	TRUE	1	4	1998	Public	NA	66.2209297964556	1	1	1998
78045	2	78045_1	1	FALSE	TRUE	2	4	2012	Public	J	69.5376755469886	1	1	2012
78046	1	78046_1	1	FALSE	TRUE	1	4	1998	Public	NA	87.4003264850785	0	1	1998
78046	2	78046_1	1	FALSE	TRUE	2	4	2012	Public	I	266.341820881367	0	1	2012
78048	2	78048_2	1	FALSE	FALSE	2	4	2013	Public	I	338.155330618138	1	1	2013
78050	1	78050_1	1	FALSE	FALSE	1	5	1999	Private	I	306.078548785981	1	1	1999
78051	1	78051_1	1	FALSE	TRUE	1	5	1999	Public	I	177.264325326482	1	1	1999
78051	2	78051_1	1	FALSE	TRUE	2	5	2014	Public	I	203.81365535215	1	1	2014
78052	2	78052_2	1	FALSE	FALSE	2	5	2014	Public	I	348.572444189345	0	1	2014
78055	1	78055_1	1	FALSE	TRUE	1	4	1999	Private	I	97.1321263555993	0	1	1999
78055	2	78055_1	1	FALSE	TRUE	2	4	2013	Private	I	204.329082975885	0	1	2013
78056	1	78056_1	1	FALSE	TRUE	1	4	1999	Public	I	123.235709085958	1	1	1999
78056	2	78056_1	1	FALSE	TRUE	2	4	2013	Public	I	248.652484049595	1	1	2013
78058	1	78058_1	1	FALSE	TRUE	1	5	1999	Private	NA	385.695693389391	0	1	1999
78058	2	78058_1	1	FALSE	TRUE	2	5	2014	Private	I	528.460049405401	0	1	2014
78059	1	78059_1	1	FALSE	FALSE	1	5	1999	Public	NA	0	0	1	1999
78059	2	78059_2	1	FALSE	FALSE	2	5	2014	Public	I	295.696661634657	0	1	2014
78060	1	78060_1	1	FALSE	FALSE	1	5	1999	Private	NA	213.406394590368	0	1	1999
78060	2	78060_2	1	FALSE	FALSE	2	5	2014	Private	I	413.353399905635	0	1	2014
78064	2	78064_2	1	FALSE	FALSE	2	4	2013	Public	I	205.660254862181	0	1	2013
78067	1	78067_1	1	FALSE	FALSE	1	5	1999	Private	I	175.519034390008	0	1	1999
78067	2	78067_2	1	FALSE	FALSE	2	5	2014	Private	I	280.967576457557	0	1	2014
78068	1	78068_1	1	FALSE	FALSE	1	5	1999	Private	I	21.1639179758153	0	1	1999
78068	2	78068_2	1	FALSE	FALSE	2	5	2014	Private	J	104.03979311303	0	1	2014
78070	1	78070_1	1	FALSE	TRUE	1	4	1999	Private	I	116.26288027594	0	1	1999
78070	2	78070_1	1	FALSE	TRUE	2	4	2012	Private	I	286.747924238089	0	1	2012
78072	1	78072_1	1	FALSE	FALSE	1	4	1999	Private	I	212.562813803392	1	1	1999
78073	1	78073_1	1	FALSE	FALSE	1	5	1999	Private	NA	412.155231685116	0	1	1999
78076	1	78076_1	1	FALSE	TRUE	1	5	1999	Private	NA	238.635919432297	1	1	1999
78076	2	78076_1	1	FALSE	TRUE	2	5	2014	Private	I	315.131726820493	1	1	2014
78078	1	78078_1	1	FALSE	TRUE	1	4	1999	Private	NA	321.962469720566	0	1	1999
78078	2	78078_1	1	FALSE	TRUE	2	4	2012	Private	I	520.591047500944	0	1	2012
78080	1	78080_1	1	FALSE	FALSE	1	4	1999	Private	NA	199.732471287573	0	1	1999
78083	2	78083_2	0.8	FALSE	FALSE	2	5	2014	Private	I	456.829477402658	0	0.8	2014
78085	1	78085_1	1	FALSE	TRUE	1	4	1999	Public	I	136.896024586961	0	1	1999
78085	2	78085_1	1	FALSE	TRUE	2	4	2013	Public	I	188.525457865079	0	1	2013
78087	1	78087_1	1	FALSE	TRUE	1	4	1999	Public	I	210.001941737086	1	1	1999
78087	2	78087_1	1	FALSE	TRUE	2	4	2013	Public	J	254.273746209509	1	1	2013
78088	1	78088_1	1	FALSE	TRUE	1	4	1999	Private	H	319.056826210007	0	1	1999
78088	2	78088_1	1	FALSE	TRUE	2	4	2013	Private	I	617.419613930722	0	1	2013
78091	1	78091_1	1	FALSE	FALSE	1	5	1999	Private	NA	102.320343938182	0	1	1999
78095	1	78095_1	1	FALSE	FALSE	1	4	1999	Public	NA	295.352794494947	0	1	1999
78095	2	78095_2	1	FALSE	FALSE	2	4	2013	Public	I	305.453074994375	0	1	2013
78096	1	78096_1	1	FALSE	TRUE	1	4	1999	Public	NA	311.078704781406	1	1	1999
78096	2	78096_1	1	FALSE	TRUE	2	4	2013	Public	J	403.358519170084	1	1	2013
78103	1	78103_1	1	FALSE	FALSE	1	4	1999	Private	I	138.249614577705	0	1	1999
78109	1	78109_1	1	FALSE	TRUE	1	4	1999	Private	NA	350.094842320635	1	1	1999
78109	2	78109_1	1	FALSE	TRUE	2	4	2013	Private	I	481.423052654977	1	1	2013
78127	1	78127_1	1	FALSE	FALSE	1	4	1999	Private	NA	44.1544749154461	0	1	1999
78127	2	78127_2	1	FALSE	FALSE	2	4	2013	Private	I	245.441272446782	0	1	2013
78133	1	78133_1	1	FALSE	FALSE	1	4	1999	Public	I	229.370890059831	0	1	1999
78133	2	78133_2	1	FALSE	FALSE	2	4	2013	Public	I	471.340917643113	0	1	2013
78135	1	78135_1	1	FALSE	FALSE	1	4	1999	Private	J	123.720182695519	0	1	1999
78135	2	78135_2	0.8	FALSE	FALSE	2	4	2013	Public	I	297.125726818644	0	0.8	2013
78136	2	78136_2	0.55	FALSE	FALSE	2	4	2013	Private	I	152.436578924222	0	0.55	2013
78140	1	78140_1	1	FALSE	FALSE	1	5	1999	Public	NA	271.18213997143	1	1	1999
78140	2	78140_2	0.69	FALSE	FALSE	2	5	2014	Public	I	327.374195012911	1	0.69	2014
78141	1	78141_1	1	FALSE	FALSE	1	4	1999	Public	NA	113.827364570103	0	1	1999
78142	1	78142_1	1	FALSE	FALSE	1	4	1999	Public	NA	262.329819881133	1	1	1999
78142	2	78142_2	0.83	FALSE	FALSE	2	4	2013	Public	I	325.007390666336	0	0.83	2013
78143	1	78143_1	1	FALSE	FALSE	1	4	1999	Private	NA	384.390444205006	1	1	1999
78143	2	78143_2	1	FALSE	FALSE	2	4	2013	Private	H	155.782567590575	0	1	2013
78144	1	78144_1	1	FALSE	FALSE	1	4	1999	Private	NA	148.211054841857	0	1	1999
78148	1	78148_1	1	FALSE	TRUE	1	5	1999	Public	I	360.737881323711	0	1	1999
78148	2	78148_1	1	FALSE	TRUE	2	5	2014	Public	I	450.91294370201	0	1	2014
78150	1	78150_1	1	FALSE	TRUE	1	4	1999	Private	I	481.916762598136	1	1	1999
78150	2	78150_1	1	FALSE	TRUE	2	4	2013	Private	I	758.8556170684	1	1	2013
78156	1	78156_1	1	FALSE	FALSE	1	5	1999	Public	NA	259.022318125691	0	1	1999
78156	2	78156_2	1	FALSE	FALSE	2	5	2014	Public	I	336.389825853569	0	1	2014
78157	1	78157_1	1	FALSE	FALSE	1	4	1999	Private	NA	150.047535014686	0	1	1999
78158	1	78158_1	1	FALSE	FALSE	1	4	1999	Private	NA	220.306516258852	0	1	1999
78158	2	78158_2	1	FALSE	FALSE	2	4	2013	Private	I	284.740461517086	0	1	2013
78160	1	78160_1	1	FALSE	FALSE	1	4	1999	Private	NA	151.422742616257	1	1	1999
81065	1	81065_1	1	FALSE	FALSE	1	3	1998	Private	I	355.651745193399	0	1	1998
81065	2	81065_2	1	FALSE	FALSE	2	3	2012	Private	I	309.923619302174	0	1	2012
81066	1	81066_1	1	FALSE	FALSE	1	3	1998	Private	I	371.571218855914	0	1	1998
81066	2	81066_2	1	FALSE	FALSE	2	3	2012	Private	I	285.943214374141	0	1	2012
81073	2	81073_2	1	FALSE	FALSE	2	3	2012	Private	J	368.17052436627	1	1	2012
81074	1	81074_1	1	FALSE	FALSE	1	3	1998	Private	NA	167.434635204305	1	1	1998
81082	1	81082_1	1	FALSE	FALSE	1	3	1998	Private	I	297.116572617906	0	1	1998
81090	1	81090_1	1	FALSE	TRUE	1	3	1998	Private	NA	68.8566401656923	1	1	1998
81090	2	81090_1	1	FALSE	TRUE	2	3	2012	Private	I	161.963281443433	0	1	2012
81101	1	81101_1	1	FALSE	FALSE	1	2	1998	Private	I	265.470067580662	0	1	1998
81124	1	81124_1	1	FALSE	FALSE	1	3	1998	Public	NA	262.216926094064	0	1	1998
81126	2	81126_2	0.64	FALSE	FALSE	2	2	2010	Public	J	120.672301389934	0	0.64	2010
81131	1	81131_1	1	FALSE	FALSE	1	3	1998	Public	I	0	0	1	1998
81131	2	81131_2	1	FALSE	FALSE	2	3	2011	Public	I	178.461154117938	0	1	2011
81133	1	81133_1	1	FALSE	TRUE	1	2	1998	Public	I	92.1004237177948	0	1	1998
81133	2	81133_1	1	FALSE	TRUE	2	2	2010	Public	I	160.820719273459	0	1	2010
81139	1	81139_1	1	FALSE	FALSE	1	3	1998	Public	NA	16.8557174212192	0	1	1998
81140	1	81140_1	1	FALSE	FALSE	1	3	1998	Public	NA	29.9119608418336	0	1	1998
