IDPlots	Periode	IDGroup	PlotWeight	Replaced	Paired_1_2	fPeriode	Reeks	DateDendro	OwnerType	ForestTypeGroupCode	v11_Volume_ha	v1_HomogeenDen	Weight	Year
154021	2	154021_1	1	FALSE	TRUE	2	4	2013	Public	I	217.7033458792	1	1	2013
154027	1	154027_1	1	FALSE	FALSE	1	5	1999	Private	NA	300.06454159917	0	1	1999
154027	2	154027_2	1	FALSE	FALSE	2	5	2013	Private	I	357.379171342087	0	1	2013
154032	1	154032_1	1	FALSE	FALSE	1	4	1999	Private	NA	285.911056770805	0	1	1999
154032	2	154032_2	0.85	FALSE	FALSE	2	4	2013	Private	D	287.279740927328	0	0.85	2013
154040	1	154040_1	1	FALSE	FALSE	1	4	1999	Private	I	183.972266037046	0	1	1999
154047	1	154047_1	1	FALSE	FALSE	1	4	1999	Private	NA	299.986691600878	1	1	1999
154047	2	154047_2	1	FALSE	FALSE	2	4	2012	Private	I	245.35475390325	1	1	2012
154062	1	154062_1	1	FALSE	FALSE	1	4	1999	Private	NA	201.143198335067	0	1	1999
154062	2	154062_2	1	FALSE	FALSE	2	4	2012	Private	D	234.287423378133	0	1	2012
154068	2	154068_2	0.67	FALSE	FALSE	2	5	2013	Public	D	475.237801145585	0	0.67	2013
154072	2	154072_2	1	FALSE	FALSE	2	4	2012	Private	I	473.605462102361	0	1	2012
154091	2	154091_2	1	FALSE	FALSE	2	5	2013	Public	I	500.314487523555	0	1	2013
154099	2	154099_2	0.81	FALSE	FALSE	2	5	2013	Public	I	305.690504427397	0	0.81	2013
154101	1	154101_1	1	FALSE	FALSE	1	4	1999	Private	G	349.486741136591	0	1	1999
154101	2	154101_2	0.79	FALSE	FALSE	2	4	2012	Private	G	540.343669858859	0	0.79	2012
155024	1	155024_1	1	FALSE	TRUE	1	10	1998	Private	I	433.821560768762	0	1	1998
155024	2	155024_1	1	FALSE	TRUE	2	10	2018	Public	H	237.014183777408	0	1	2018
155061	1	155061_1	1	FALSE	FALSE	1	10	1998	Private	NA	525.7996175479	1	1	1998
155061	2	155061_2	1	FALSE	FALSE	2	10	2018	Private	I	717.854208304024	0	1	2018
155075	1	155075_1	1	FALSE	TRUE	1	1	1998	Private	NA	38.5807831171404	0	1	1998
155075	2	155075_1	1	FALSE	TRUE	2	1	2010	Private	I	151.866573208877	0	1	2010
155083	2	155083_2	0.63	FALSE	FALSE	2	1	2010	Private	B	123.764949712014	0	0.63	2010
155084	1	155084_1	1	FALSE	TRUE	1	1	1998	Public	D	63.6258337934599	0	1	1998
155084	2	155084_1	1	FALSE	TRUE	2	1	2010	Private	D	262.760054141459	0	1	2010
155090	1	155090_1	1	FALSE	TRUE	1	1	1998	Private	I	232.41866209197	1	1	1998
155090	2	155090_1	1	FALSE	TRUE	2	1	2010	Private	I	223.279012831975	1	1	2010
155113	1	155113_1	1	FALSE	TRUE	1	1	1998	Private	I	285.685049716841	0	1	1998
155113	2	155113_1	0.63	FALSE	TRUE	2	1	2010	Public	I	344.069405856743	0	0.63	2010
155133	1	155133_1	1	FALSE	FALSE	1	10	1998	Private	D	222.40682913531	0	1	1998
155133	2	155133_2	1	FALSE	FALSE	2	10	2018	Private	E	131.353847241482	0	1	2018
155136	2	155136_2	0.75	FALSE	FALSE	2	10	2018	Private	I	278.474856760751	0	0.75	2018
155139	2	155139_2	0.75	FALSE	FALSE	2	1	2010	Private	B	211.138415254665	0	0.75	2010
155151	1	155151_1	1	FALSE	FALSE	1	10	1999	Private	D	64.9345199133087	0	1	1999
155151	2	155151_2	1	FALSE	FALSE	2	10	2018	Private	D	0	0	1	2018
156001	1	156001_1	1	FALSE	FALSE	1	9	1999	Private	I	323.197069836111	1	1	1999
156009	1	156009_1	1	FALSE	FALSE	1	9	1998	Private	NA	346.003295955853	1	1	1998
156009	2	156009_2	1	FALSE	FALSE	2	9	2017	Private	I	296.646392053345	0	1	2017
156025	1	156025_1	1	FALSE	FALSE	1	9	1998	Private	NA	57.6283708227321	0	1	1998
156025	2	156025_2	1	FALSE	FALSE	2	9	2017	Private	E	180.720736523276	0	1	2017
156048	1	156048_1	1	FALSE	FALSE	1	8	1998	Private	NA	418.724591926517	0	1	1998
156048	2	156048_2	1	FALSE	FALSE	2	8	2016	Public	C	9.38813154268518	0	1	2016
156056	2	156056_2	0.88	FALSE	FALSE	2	8	2016	Public	C	4.95984488778855	0	0.88	2016
156064	1	156064_1	1	FALSE	FALSE	1	8	1998	Private	NA	0	0	1	1998
156064	2	156064_2	1	FALSE	FALSE	2	8	2016	Public	D	306.108601479471	0	1	2016
156072	1	156072_1	1	FALSE	FALSE	1	8	1998	Private	C	0	0	1	1998
156072	2	156072_2	0.9	FALSE	FALSE	2	8	2016	Public	C	182.550050296364	0	0.9	2016
156080	1	156080_1	1	FALSE	FALSE	1	8	1998	Private	NA	20.2755534432278	0	1	1998
156088	2	156088_2	1	FALSE	FALSE	2	8	2016	Public	D	49.1433171279043	0	1	2016
156094	2	156094_2	0.4	FALSE	FALSE	2	8	2016	Private	E	312.696450981365	0	0.4	2016
156107	1	156107_1	1	FALSE	FALSE	1	9	1998	Private	NA	324.315553615636	0	1	1998
156107	2	156107_2	1	FALSE	FALSE	2	9	2017	Private	B	74.3095865431914	0	1	2017
156108	1	156108_1	1	FALSE	FALSE	1	9	1998	Private	NA	33.4354118107255	0	1	1998
156108	2	156108_2	1	FALSE	FALSE	2	9	2017	Private	B	187.758925807348	0	1	2017
156111	1	156111_1	1	FALSE	FALSE	1	8	1999	Private	NA	84.796258768839	0	1	1999
156111	2	156111_2	1	FALSE	FALSE	2	8	2016	Private	D	378.33153628978	0	1	2016
156113	1	156113_1	1	FALSE	FALSE	1	9	1999	Private	D	135.347341276476	0	1	1999
156113	2	156113_2	1	FALSE	FALSE	2	9	2017	Private	D	115.985703394922	0	1	2017
156114	1	156114_1	1	FALSE	FALSE	1	9	1999	Private	C	69.6407601714128	0	1	1999
156114	2	156114_2	1	FALSE	FALSE	2	9	2017	Private	C	225.831581705466	0	1	2017
156117	2	156117_2	1	FALSE	FALSE	2	8	2016	Public	B	51.390059318109	0	1	2016
156118	1	156118_1	1	FALSE	TRUE	1	8	1999	Private	C	7.05274388354245	0	1	1999
156118	2	156118_1	1	FALSE	TRUE	2	8	2016	Private	NA	137.601480948429	0	1	2016
156119	1	156119_1	1	FALSE	FALSE	1	8	1999	Private	C	35.8794531213801	0	1	1999
156121	1	156121_1	1	FALSE	FALSE	1	9	1999	Private	NA	0	0	1	1999
156121	2	156121_2	1	FALSE	FALSE	2	9	2017	Public	B	12.0883343928698	0	1	2017
156122	1	156122_1	1	FALSE	FALSE	1	9	1999	Private	NA	0	0	1	1999
156124	2	156124_2	1	FALSE	FALSE	2	9	2018	Private	E	243.226017490708	0	1	2018
156125	1	156125_1	1	FALSE	FALSE	1	8	1999	Private	NA	11.2299156477927	0	1	1999
156125	2	156125_2	1	FALSE	FALSE	2	8	2017	Private	G	226.310052123033	0	1	2017
156129	1	156129_1	1	FALSE	FALSE	1	9	1999	Private	D	471.551440505938	0	1	1999
156129	2	156129_2	1	FALSE	FALSE	2	9	2017	Private	C	47.0635987187236	0	1	2017
156132	1	156132_1	1	FALSE	FALSE	1	9	1999	Public	D	204.734704560826	0	1	1999
156136	1	156136_1	1	FALSE	FALSE	1	8	1999	Private	D	542.992917469144	0	1	1999
156137	1	156137_1	1	FALSE	FALSE	1	9	1999	Private	NA	8.60558763609916	0	1	1999
156137	2	156137_2	0.8	FALSE	FALSE	2	9	2018	Private	D	396.249018529197	0	0.8	2018
156138	1	156138_1	1	FALSE	FALSE	1	9	1999	Private	NA	289.835618251116	0	1	1999
156139	2	156139_2	1	FALSE	FALSE	2	9	2017	Private	D	177.506057056567	0	1	2017
156145	1	156145_1	1	FALSE	FALSE	1	9	1999	Private	C	324.095070737834	0	1	1999
156145	2	156145_2	0.67	FALSE	FALSE	2	9	2018	Private	D	129.488428130076	0	0.67	2018
156146	1	156146_1	1	FALSE	FALSE	1	9	1999	Private	C	0.498679679281802	0	1	1999
156146	2	156146_2	1	FALSE	FALSE	2	9	2018	Private	D	64.4048436448599	0	1	2018
156152	1	156152_1	1	FALSE	TRUE	1	8	1999	Private	D	347.432603282553	0	1	1999
156152	2	156152_1	1	FALSE	TRUE	2	8	2016	Public	D	429.613237890893	0	1	2016
156159	1	156159_1	1	FALSE	FALSE	1	8	1999	Private	NA	59.0862822809329	0	1	1999
156159	2	156159_2	1	FALSE	FALSE	2	8	2016	Private	B	77.0824249467827	0	1	2016
157027	1	157027_1	1	FALSE	FALSE	1	7	1999	Public	NA	125.509537486553	0	1	1999
157029	1	157029_1	1	FALSE	TRUE	1	6	1999	Public	NA	148.749068204716	0	1	1999
157029	2	157029_1	1	FALSE	TRUE	2	6	2014	Public	I	243.624358714842	0	1	2014
157036	2	157036_2	0.65	FALSE	FALSE	2	7	2014	Private	I	241.024489684393	0	0.65	2014
157050	1	157050_1	1	FALSE	TRUE	1	7	1999	Public	D	143.727503963387	0	1	1999
157050	2	157050_1	1	FALSE	TRUE	2	7	2015	Public	C	174.441660419357	0	1	2015
157051	2	157051_2	0.58	FALSE	FALSE	2	7	2015	Private	G	268.194842969698	0	0.58	2015
157054	1	157054_1	1	FALSE	FALSE	1	6	1999	Private	I	378.096995436652	0	1	1999
157054	2	157054_2	0.69	FALSE	FALSE	2	6	2014	Private	I	417.592652814263	0	0.69	2014
157063	2	157063_2	1	FALSE	FALSE	2	6	2014	Private	H	319.01231479521	0	1	2014
157067	1	157067_1	1	FALSE	TRUE	1	7	1999	Private	I	301.737537042911	0	1	1999
157067	2	157067_1	1	FALSE	TRUE	2	7	2015	Private	I	583.118089613623	0	1	2015
157072	2	157072_2	1	FALSE	FALSE	2	6	2014	Public	D	260.606260083862	0	1	2014
157075	2	157075_2	1	FALSE	FALSE	2	7	2015	Private	D	0.802888714798833	0	1	2015
157083	1	157083_1	1	FALSE	TRUE	1	7	1999	Private	D	90.8172754989006	0	1	1999
157083	2	157083_1	1	FALSE	TRUE	2	7	2015	Public	B	128.437689187604	0	1	2015
157084	1	157084_1	1	FALSE	TRUE	1	7	1999	Private	I	79.1416720602689	0	1	1999
157084	2	157084_1	1	FALSE	TRUE	2	7	2014	Public	I	117.761059837596	0	1	2014
157091	1	157091_1	1	FALSE	FALSE	1	7	1999	Private	NA	76.4768649207188	0	1	1999
157091	2	157091_2	0.84	FALSE	FALSE	2	7	2015	Private	I	263.02594908354	0	0.84	2015
157095	2	157095_2	0.6	FALSE	FALSE	2	6	2014	Private	I	424.655418884328	0	0.6	2014
157097	2	157097_2	0.83	FALSE	FALSE	2	7	2014	Private	D	201.891876831043	0	0.83	2014
157131	2	157131_2	1	FALSE	FALSE	2	7	2014	Public	I	67.7574076811833	0	1	2014
157138	1	157138_1	1	FALSE	FALSE	1	7	1999	Public	NA	85.7239503701773	0	1	1999
157138	2	157138_2	1	FALSE	FALSE	2	7	2014	Public	D	23.6940578602844	0	1	2014
157139	2	157139_2	1	FALSE	FALSE	2	7	2014	Public	D	69.2857638956489	0	1	2014
157141	1	157141_1	1	FALSE	FALSE	1	6	1999	Public	NA	371.165312459964	0	1	1999
157149	1	157149_1	1	FALSE	FALSE	1	6	1999	Public	I	70.2422948348312	0	1	1999
157149	2	157149_2	1	FALSE	FALSE	2	6	2014	Public	I	126.145332558486	0	1	2014
157153	2	157153_2	1	FALSE	FALSE	2	7	2015	Private	C	45.004792742338	0	1	2015
157157	2	157157_2	1	FALSE	FALSE	2	6	2014	Public	J	100.49483616829	0	1	2014
158029	2	158029_2	0.53	FALSE	FALSE	2	4	2012	Public	G	938.937754105025	0	0.53	2012
158033	1	158033_1	1	FALSE	TRUE	1	5	1999	Private	G	464.246519021844	0	1	1999
158033	2	158033_1	1	FALSE	TRUE	2	5	2013	Private	H	681.046524045415	0	1	2013
158053	1	158053_1	1	FALSE	FALSE	1	4	1999	Private	D	0	0	1	1999
158053	2	158053_2	0.68	FALSE	FALSE	2	4	2013	Private	I	440.695920378171	0	0.68	2013
158061	1	158061_1	1	FALSE	FALSE	1	4	1999	Private	NA	122.530963544522	0	1	1999
158061	2	158061_2	1	FALSE	FALSE	2	4	2013	Private	D	39.3132887469836	0	1	2013
158069	1	158069_1	1	FALSE	TRUE	1	4	1999	Public	G	198.710490593672	0	1	1999
158069	2	158069_1	1	FALSE	TRUE	2	4	2013	Public	G	236.727397543507	0	1	2013
158091	1	158091_1	1	FALSE	TRUE	1	5	1999	Private	NA	263.099360063785	0	1	1999
158091	2	158091_1	1	FALSE	TRUE	2	5	2013	Private	D	300.579413650537	0	1	2013
158103	1	158103_1	1	FALSE	TRUE	1	4	1999	Public	I	155.437663932785	0	1	1999
158103	2	158103_1	1	FALSE	TRUE	2	4	2013	Public	I	199.766164301303	0	1	2013
158118	1	158118_1	1	FALSE	FALSE	1	4	1999	Private	D	6.17165062411246	0	1	1999
158118	2	158118_2	1	FALSE	FALSE	2	4	2013	Private	D	185.830215825376	0	1	2013
158120	1	158120_1	1	FALSE	FALSE	1	4	1999	Private	I	119.619296936817	0	1	1999
158120	2	158120_2	0.83	FALSE	FALSE	2	4	2013	Private	I	260.015040271235	0	0.83	2013
161011	1	161011_1	1	FALSE	FALSE	1	3	1998	Private	NA	143.007106836238	0	1	1998
161011	2	161011_2	1	FALSE	FALSE	2	3	2012	Private	D	291.82783840045	0	1	2012
161012	1	161012_1	1	FALSE	FALSE	1	3	1998	Private	NA	138.026884685593	0	1	1998
161030	2	161030_2	0.9	FALSE	FALSE	2	2	2010	Private	I	206.720878877829	0	0.9	2010
161032	1	161032_1	1	FALSE	FALSE	1	2	1998	Public	NA	245.871984240555	1	1	1998
161033	1	161033_1	1	FALSE	FALSE	1	3	1998	Private	I	595.465726694964	0	1	1998
161033	2	161033_2	1	FALSE	FALSE	2	3	2012	Private	I	332.036156883069	0.22	1	2012
161039	2	161039_2	0.53	FALSE	FALSE	2	2	2011	Public	C	655.359638661404	0	0.53	2011
161041	1	161041_1	1	FALSE	FALSE	1	3	1998	Private	NA	229.965349151704	1	1	1998
161043	1	161043_1	1	FALSE	TRUE	1	3	1998	Public	NA	267.391314305822	1	1	1998
161043	2	161043_1	1	FALSE	TRUE	2	3	2012	Public	I	261.229144581082	0	1	2012
161049	1	161049_1	1	FALSE	FALSE	1	3	1998	Private	I	364.131646314168	0	1	1998
161053	1	161053_1	1	FALSE	FALSE	1	2	1998	Public	I	241.096256372234	1	1	1998
161053	2	161053_2	1	FALSE	FALSE	2	2	2010	Public	I	158.99988631665	0.16	1	2010
161061	1	161061_1	1	FALSE	FALSE	1	2	1998	Public	NA	229.737203546934	1	1	1998
161061	2	161061_2	0.91	FALSE	FALSE	2	2	2010	Public	J	333.904114257304	1	0.91	2010
161064	1	161064_1	1	FALSE	FALSE	1	2	1998	Private	NA	242.919016584776	1	1	1998
161068	1	161068_1	1	FALSE	FALSE	1	3	1998	Public	I	268.569392573822	1	1	1998
161069	1	161069_1	1	FALSE	FALSE	1	2	1998	Public	I	252.849955950199	1	1	1998
161069	2	161069_2	1	FALSE	FALSE	2	2	2010	Public	I	135.854917504916	0	1	2010
161070	1	161070_1	1	FALSE	FALSE	1	2	1998	Private	I	298.102107993688	1	1	1998
161070	2	161070_2	1	FALSE	FALSE	2	2	2010	Private	I	11.1912305320554	0	1	2010
161071	1	161071_1	1	FALSE	FALSE	1	2	1998	Private	I	410.533219132536	1	1	1998
161071	2	161071_2	1	FALSE	FALSE	2	2	2010	Private	I	363.907626333535	0	1	2010
161078	1	161078_1	1	FALSE	TRUE	1	2	1998	Public	NA	214.750539709539	1	1	1998
161078	2	161078_1	1	FALSE	TRUE	2	2	2010	Public	I	176.471954301958	1	1	2010
161079	1	161079_1	1	FALSE	TRUE	1	2	1998	Private	NA	428.546810931078	1	1	1998
161079	2	161079_1	1	FALSE	TRUE	2	2	2010	Private	I	319.761567321825	1	1	2010
161082	1	161082_1	1	FALSE	TRUE	1	3	1998	Public	G	472.616409956065	0	1	1998
161082	2	161082_1	1	FALSE	TRUE	2	3	2012	Public	I	666.856554005686	0	1	2012
161085	1	161085_1	1	FALSE	FALSE	1	2	1998	Public	C	233.966609458693	0	1	1998
161085	2	161085_2	1	FALSE	FALSE	2	2	2010	Public	I	189.305050373814	0	1	2010
161087	2	161087_2	0.64	FALSE	FALSE	2	2	2010	Private	I	400.490051216532	0	0.64	2010
161092	1	161092_1	1	FALSE	FALSE	1	3	1998	Private	NA	381.492830911817	1	1	1998
161092	2	161092_2	1	FALSE	FALSE	2	3	2012	Private	I	420.869900395761	0	1	2012
161093	1	161093_1	1	FALSE	TRUE	1	2	1998	Public	NA	273.383631752682	0	1	1998
161093	2	161093_1	1	FALSE	TRUE	2	2	2010	Public	I	345.922383013201	0	1	2010
161098	2	161098_2	0.31	FALSE	FALSE	2	3	2011	Private	I	693.79204685827	0	0.31	2011
161102	2	161102_2	0.8	FALSE	FALSE	2	2	2011	Private	I	188.206790684136	0	0.8	2011
161104	1	161104_1	1	FALSE	FALSE	1	2	1998	Public	I	203.094925255657	0	1	1998
161104	2	161104_2	1	FALSE	FALSE	2	2	2010	Private	I	479.970975243443	0	1	2010
161111	1	161111_1	1	FALSE	FALSE	1	2	1998	Private	NA	144.519583474218	0	1	1998
161111	2	161111_2	1	FALSE	FALSE	2	2	2010	Private	I	291.271270994731	0	1	2010
161114	1	161114_1	1	FALSE	FALSE	1	3	1998	Private	D	97.8937950946984	0	1	1998
161114	2	161114_2	1	FALSE	FALSE	2	3	2012	Private	D	274.860074436189	0	1	2012
161119	2	161119_2	0.72	FALSE	FALSE	2	2	2010	Private	I	410.896497160983	0	0.72	2010
161126	1	161126_1	1	FALSE	FALSE	1	2	1998	Private	NA	279.232802681473	0	1	1998
161126	2	161126_2	1	FALSE	FALSE	2	2	2010	Private	I	409.586022209972	0	1	2010
161129	1	161129_1	1	FALSE	TRUE	1	3	1998	Private	G	157.172524521419	0	1	1998
161129	2	161129_1	0.98	FALSE	TRUE	2	3	2011	Private	D	327.912135979945	0	0.98	2011
161130	1	161130_1	1	FALSE	TRUE	1	3	1998	Public	D	108.436360658057	0	1	1998
161130	2	161130_1	1	FALSE	TRUE	2	3	2011	Public	D	309.538562559641	0	1	2011
161132	1	161132_1	1	FALSE	TRUE	1	3	1998	Private	I	262.001432327038	0	1	1998
161132	2	161132_1	1	FALSE	TRUE	2	3	2011	Private	I	416.666111851171	0	1	2011
161133	1	161133_1	1	FALSE	FALSE	1	2	1998	Public	I	165.851567410415	0	1	1998
161133	2	161133_2	1	FALSE	FALSE	2	2	2010	Public	I	109.369516671095	0	1	2010
161134	1	161134_1	1	FALSE	TRUE	1	2	1998	Private	I	386.960780523748	0	1	1998
161134	2	161134_1	1	FALSE	TRUE	2	2	2010	Public	I	487.896257883673	0	1	2010
161142	1	161142_1	1	FALSE	TRUE	1	2	1998	Private	NA	218.191977924113	0	1	1998
161142	2	161142_1	1	FALSE	TRUE	2	2	2011	Private	I	257.060434431673	0	1	2011
162002	2	162002_2	1	FALSE	FALSE	2	1	2010	Private	I	396.570753478854	0	1	2010
162003	1	162003_1	1	FALSE	FALSE	1	1	1998	Private	I	190.769350351722	1	1	1998
162003	2	162003_2	1	FALSE	FALSE	2	1	2010	Private	I	335.700840359167	0	1	2010
162006	2	162006_2	1	FALSE	FALSE	2	10	2018	Private	D	278.63937560594	0	1	2018
162008	1	162008_1	1	FALSE	TRUE	1	10	1998	Private	I	240.642595811841	0	1	1998
162008	2	162008_1	1	FALSE	TRUE	2	10	2018	Private	I	380.137348647467	0	1	2018
162009	2	162009_2	1	FALSE	FALSE	2	1	2010	Private	I	362.487769233059	1	1	2010
162016	1	162016_1	1	FALSE	TRUE	1	10	1998	Private	NA	523.457887228445	1	1	1998
162016	2	162016_1	1	FALSE	TRUE	2	10	2018	Private	I	438.154076263268	1	1	2018
162017	2	162017_1	1	FALSE	TRUE	2	1	2010	Public	I	138.326195775062	0	1	2010
162019	1	162019_1	1	FALSE	TRUE	1	1	1998	Private	I	243.185600963997	0	1	1998
162019	2	162019_1	1	FALSE	TRUE	2	1	2010	Public	I	350.944831976703	0	1	2010
162023	1	162023_1	1	FALSE	FALSE	1	10	1998	Private	I	335.672662821529	1	1	1998
162023	2	162023_2	1	FALSE	FALSE	2	10	2018	Private	I	2.71626084389427	0	1	2018
162025	1	162025_1	1	FALSE	TRUE	1	1	1998	Private	NA	230.371085356006	1	1	1998
162025	2	162025_1	1	FALSE	TRUE	2	1	2010	Public	I	190.939394544806	0.78	1	2010
162026	1	162026_1	1	FALSE	FALSE	1	1	1998	Private	NA	231.0558132044	0	1	1998
162027	1	162027_1	1	FALSE	FALSE	1	1	1998	Private	NA	268.241676624778	0	1	1998
162027	2	162027_2	1	FALSE	FALSE	2	1	2010	Private	I	314.191323309111	0	1	2010
162030	2	162030_2	0.66	FALSE	FALSE	2	10	2017	Public	I	73.3109531537699	0	0.66	2017
162032	2	162032_2	0.49	FALSE	FALSE	2	10	2018	Private	G	578.643364499155	0	0.49	2018
162034	1	162034_1	1	FALSE	TRUE	1	1	1998	Private	I	82.8171061671798	1	1	1998
162034	2	162034_1	1	FALSE	TRUE	2	1	2010	Private	J	140.836048496066	1	1	2010
162035	1	162035_1	1	FALSE	TRUE	1	1	1998	Private	I	237.590848832589	0	1	1998
162035	2	162035_1	1	FALSE	TRUE	2	1	2010	Private	I	261.201158120712	0	1	2010
162038	2	162038_2	1	FALSE	FALSE	2	10	2018	Private	H	391.944942933404	0	1	2018
162039	1	162039_1	1	FALSE	FALSE	1	10	1998	Private	I	496.495556143948	1	1	1998
162039	2	162039_2	1	FALSE	FALSE	2	10	2018	Private	I	189.017679728379	0.12	1	2018
162041	2	162041_2	0.78	FALSE	FALSE	2	1	2009	Private	I	277.013485169766	0	0.78	2009
162042	1	162042_1	1	FALSE	FALSE	1	1	1998	Private	NA	205.2112412681	0	1	1998
162043	1	162043_1	1	FALSE	FALSE	1	1	1998	Private	NA	281.252063501293	0	1	1998
162043	2	162043_2	0.78	FALSE	FALSE	2	1	2010	Public	H	539.390380482355	0	0.78	2010
162046	1	162046_1	1	FALSE	TRUE	1	10	1998	Private	NA	291.834087304146	0	1	1998
162046	2	162046_1	1	FALSE	TRUE	2	10	2018	Public	I	427.25923024547	0	1	2018
162051	2	162051_2	0.95	FALSE	FALSE	2	1	2010	Private	B	119.748000340753	0	0.95	2010
162053	1	162053_1	1	FALSE	TRUE	1	10	1998	Private	I	169.82991330069	1	1	1998
162053	2	162053_1	1	FALSE	TRUE	2	10	2018	Private	I	449.793329039635	0	1	2018
162054	1	162054_1	1	FALSE	TRUE	1	10	1998	Private	J	170.361872219843	1	1	1998
162054	2	162054_1	1	FALSE	TRUE	2	10	2018	Private	I	189.593907210701	0	1	2018
162060	1	162060_1	1	FALSE	FALSE	1	1	1998	Private	NA	121.09645416929	0	1	1998
162060	2	162060_2	1	FALSE	FALSE	2	1	2010	Private	I	164.631315741631	0	1	2010
162062	2	162062_2	0.92	FALSE	FALSE	2	10	2018	Private	C	177.453961854616	0	0.92	2018
162064	1	162064_1	1	FALSE	FALSE	1	10	1998	Private	NA	324.102649610793	0	1	1998
162066	1	162066_1	1	FALSE	FALSE	1	1	1998	Public	I	457.390794420884	1	1	1998
162066	2	162066_2	1	FALSE	FALSE	2	1	2010	Private	I	426.583056539528	0	1	2010
162072	1	162072_1	1	FALSE	FALSE	1	10	1998	Private	I	251.033036366866	0	1	1998
162077	1	162077_1	1	FALSE	TRUE	1	10	1998	Private	NA	342.25670213996	1	1	1998
162077	2	162077_1	1	FALSE	TRUE	2	10	2018	Private	I	273.059439143585	1	1	2018
162078	1	162078_1	1	FALSE	TRUE	1	10	1998	Private	NA	234.301817399074	0	1	1998
162078	2	162078_1	1	FALSE	TRUE	2	10	2018	Private	I	345.333065958976	0	1	2018
162082	1	162082_1	1	FALSE	FALSE	1	1	1998	Private	D	0	0	1	1998
162082	2	162082_2	1	FALSE	FALSE	2	1	2010	Private	D	106.621938646117	0	1	2010
162085	1	162085_1	1	FALSE	FALSE	1	10	1998	Private	D	228.534875096234	0	1	1998
162085	2	162085_2	1	FALSE	FALSE	2	10	2018	Private	C	9.18273500978519	0	1	2018
162088	1	162088_1	1	FALSE	TRUE	1	10	1998	Private	I	272.167411115758	1	1	1998
162088	2	162088_1	1	FALSE	TRUE	2	10	2018	Private	I	459.459277805073	1	1	2018
162090	1	162090_1	1	FALSE	TRUE	1	1	1998	Private	NA	316.174664487095	0	1	1998
162090	2	162090_1	1	FALSE	TRUE	2	1	2010	Private	I	223.44312041976	0	1	2010
162093	1	162093_1	1	FALSE	FALSE	1	10	1998	Private	NA	283.032827351595	0	1	1998
162093	2	162093_2	1	FALSE	FALSE	2	10	2018	Private	I	543.638287651074	0	1	2018
162094	1	162094_1	1	FALSE	TRUE	1	10	1998	Private	NA	599.968275621832	1	1	1998
162094	2	162094_1	1	FALSE	TRUE	2	10	2018	Private	I	552.494775323743	1	1	2018
162098	1	162098_1	1	FALSE	FALSE	1	1	1998	Private	D	283.27529372683	0	1	1998
162098	2	162098_2	1	FALSE	FALSE	2	1	2010	Private	D	6.07203549065403	0	1	2010
162100	1	162100_1	1	FALSE	TRUE	1	1	1998	Private	I	220.172604911896	0	1	1998
162100	2	162100_1	1	FALSE	TRUE	2	1	2010	Private	I	256.594255859108	0	1	2010
162101	1	162101_1	1	FALSE	TRUE	1	10	1998	Private	I	296.297104350686	0	1	1998
162101	2	162101_1	1	FALSE	TRUE	2	10	2018	Private	I	357.73498605671	0	1	2018
162103	1	162103_1	1	FALSE	TRUE	1	10	1998	Private	I	227.398262805108	1	1	1998
162103	2	162103_1	1	FALSE	TRUE	2	10	2018	Private	I	324.758834969387	1	1	2018
162119	1	162119_1	1	FALSE	FALSE	1	10	1998	Private	I	260.588291423612	1	1	1998
162119	2	162119_2	1	FALSE	FALSE	2	10	2018	Private	I	621.455412424035	1	1	2018
162124	2	162124_2	0.5	FALSE	FALSE	2	1	2010	Private	I	104.684713805117	1	0.5	2010
162126	1	162126_1	1	FALSE	FALSE	1	10	1998	Private	NA	0	0	1	1998
162126	2	162126_2	0.87	FALSE	FALSE	2	10	2018	Private	I	399.633107771515	0	0.87	2018
162129	1	162129_1	1	FALSE	TRUE	1	1	1998	Private	I	468.038090115945	0	1	1998
162129	2	162129_1	1	FALSE	TRUE	2	1	2010	Private	I	579.26516338997	0	1	2010
162137	1	162137_1	1	FALSE	FALSE	1	1	1998	Private	NA	0	0	1	1998
162139	1	162139_1	1	FALSE	TRUE	1	1	1998	Public	NA	168.478351405463	1	1	1998
162139	2	162139_1	1	FALSE	TRUE	2	1	2010	Public	I	238.478189476966	1	1	2010
162140	1	162140_1	1	FALSE	FALSE	1	1	1998	Public	NA	249.583188946659	1	1	1998
162140	2	162140_2	1	FALSE	FALSE	2	1	2010	Public	I	171.351204378467	0	1	2010
162144	1	162144_1	1	FALSE	FALSE	1	10	1998	Private	NA	6.74523922585931	0	1	1998
162147	1	162147_1	1	FALSE	TRUE	1	1	1998	Private	I	201.892671524514	1	1	1998
162147	2	162147_1	1	FALSE	TRUE	2	1	2010	Private	I	270.03886514041	1	1	2010
162157	1	162157_1	1	FALSE	FALSE	1	10	1998	Public	NA	152.698468903854	0	1	1998
163003	1	163003_1	1	FALSE	TRUE	1	9	1998	Private	I	248.037524700073	0	1	1998
163003	2	163003_1	1	FALSE	TRUE	2	9	2017	Private	I	306.682540596978	0	1	2017
163006	1	163006_1	1	FALSE	FALSE	1	8	1998	Private	I	250.527702372306	1	1	1998
163006	2	163006_2	1	FALSE	FALSE	2	8	2016	Private	G	315.808299233009	0.43	1	2016
163008	1	163008_1	1	FALSE	FALSE	1	8	1997	Private	I	165.222003894981	1	1	1997
