OBJECTID	type	x	y
2069	change	222505	186615.0039
2070	change	90545	186345.0039
2071	change	236355	183835.0039
2072	change	240215	183085.0039
2073	change	231165	178945.0039
2074	change	154085	178235.0039
2075	change	208015	166005.0039
2076	change	155155	230765.0039
2077	change	144735	229535.0039
2078	change	144235	229495.0039
2079	change	149245	227545.0039
2080	change	214255	216955.0039
2081	change	214565	216845.0039
2082	change	173725	215565.0039
2083	change	173705	215525.0039
2084	change	24955	199085.0039
2085	change	217425	198265.0039
2086	change	167945	197015.0039
2087	change	159285	196305.0039
2088	change	23495	196215.0039
2089	change	23715	196045.0039
2090	change	203585	193645.0039
2091	change	196735	192705.0039
2092	change	215185	191385.0039
2093	change	241265	187325.0039
2094	change	202745	186605.0039
2095	change	176125	184785.0039
2096	change	206805	184615.0039
2097	change	240655	181055.0039
2098	change	128595	177975.0039
2099	change	128985	176785.0039
2100	change	217765	176765.0039
2101	change	183545	176065.0039
2102	change	180115	172015.0039
2103	change	99165	171765.0039
2104	change	142095	171265.0039
2105	change	142415	171215.0039
2106	change	169325	168295.0039
2107	change	171655	166545.0039
2108	change	229865	163865.0039
2109	change	206845	163795.0039
2110	change	229345	163765.0039
2111	change	229755	163745.0039
2112	change	230235	163725.0039
2113	change	248615	162315.0039
2114	change	213705	160225.0039
2115	change	116345	159345.0039
2116	change	155555	239865.0039
2117	change	176495	234195.0039
2118	change	180605	222505.0039
2119	change	142945	216725.0039
2120	change	47445	213655.0039
2121	change	189235	213575.0039
2122	change	177285	211495.0039
2123	change	91505	210535.0039
2124	change	191225	209435.0039
2125	change	75425	208405.0039
2126	change	192375	208065.0039
2127	change	134585	207735.0039
2128	change	68765	207385.0039
2129	change	68905	207215.0039
2130	change	148665	202365.0039
2131	change	148705	202285.0039
2132	change	32955	201845.0039
2133	change	72615	200655.0039
2134	change	146185	200355.0039
2135	change	156035	199945.0039
2136	change	101805	198865.0039
2137	change	79395	197195.0039
2138	change	74065	194175.0039
2139	change	184695	192205.0039
2140	change	184795	192165.0039
2141	change	74115	190695.0039
2142	change	147125	190265.0039
2143	change	134025	189345.0039
2144	change	92945	186465.0039
2145	change	246395	183795.0039
2146	change	205325	182895.0039
2147	change	118305	182065.0039
2148	change	111255	178325.0039
2149	change	242245	175895.0039
2150	change	239165	174965.0039
2151	change	239495	174665.0039
2152	change	239505	174375.0039
2153	change	128235	168375.0039
2154	change	106305	168245.0039
2155	change	142375	162135.0039
2156	change	155205	231495.0039
2157	change	146405	224995.0039
2158	change	149405	220285.0039
2159	change	223165	217255.0039
2160	change	206705	213395.0039
2161	change	206715	213315.0039
2162	change	49295	211385.0039
2163	change	177545	208305.0039
2164	change	211245	207065.0039
2165	change	85765	204725.0039
2166	change	193735	203655.0039
2167	change	191335	198795.0039
2168	change	215195	197165.0039
2169	change	237035	197095.0039
2170	change	228215	194875.0039
2171	change	225095	194725.0039
2172	change	228455	194685.0039
2173	change	225975	194415.0039
2174	change	225475	194265.0039
2175	change	225645	194095.0039
2176	change	223945	193895.0039
2177	change	223895	193715.0039
2178	change	223865	193705.0039
2179	change	248215	191165.0039
2180	change	120525	188515.0039
2181	change	225125	188125.0039
2182	change	224835	188115.0039
2183	change	89895	187655.0039
2184	change	224665	187505.0039
2185	change	43655	187275.0039
2186	change	224355	187235.0039
2187	change	44195	186765.0039
2188	change	51565	185425.0039
2189	change	168655	183995.0039
2190	change	243075	178005.0039
2191	change	222615	175665.0039
2192	change	190095	171265.0039
2193	change	127655	171165.0039
2194	change	127605	171115.0039
2195	change	223245	166315.0039
2196	change	147985	222865.0039
2197	change	64995	221745.0039
2198	change	144875	219245.0039
2199	change	142655	218765.0039
2200	change	144725	218715.0039
2201	change	144605	218705.0039
2202	change	144265	218285.0039
2203	change	144005	218205.0039
2204	change	138995	215635.0039
2205	change	139225	215595.0039
2206	change	138575	215585.0039
2207	change	138885	215575.0039
2208	change	139255	215395.0039
2209	change	139355	215325.0039
2210	change	139255	215275.0039
2211	change	214505	211675.0039
2212	change	173265	208145.0039
2213	change	192575	205815.0039
2214	change	155025	203505.0039
2215	change	106115	202755.0039
2216	change	188045	196995.0039
2217	change	209655	194385.0039
2218	change	217275	193285.0039
2219	change	217155	193155.0039
2220	change	56325	191205.0039
2221	change	105205	189235.0039
2222	change	106075	188715.0039
2223	change	120875	187375.0039
2224	change	227975	186055.0039
2225	change	226565	185585.0039
2226	change	183045	183715.0039
2227	change	216905	181735.0039
2228	change	218055	181455.0039
2229	change	230135	179335.0039
2230	change	75395	179065.0039
2231	change	126915	178465.0039
2232	change	69225	167385.0039
2233	change	209155	165495.0039
2234	change	165185	164695.0039
2235	change	231325	164275.0039
2236	change	153185	231805.0039
2237	change	205385	221715.0039
2238	change	204745	221655.0039
2239	change	229735	221255.0039
2240	change	205575	217285.0039
2241	change	108575	217175.0039
2242	change	128095	214665.0039
2243	change	210165	213755.0039
2244	change	225835	213075.0039
2245	change	199175	213035.0039
2246	change	50025	211145.0039
2247	change	195925	210905.0039
2248	change	208135	210565.0039
2249	change	199925	210415.0039
2250	change	200165	210355.0039
2251	change	209285	210265.0039
2252	change	180115	207445.0039
2253	change	220005	206055.0039
2254	change	199475	205345.0039
2255	change	253815	204975.0039
2256	change	223255	204785.0039
2257	change	218825	204515.0039
2258	change	203865	204275.0039
2259	change	196155	202915.0039
2260	change	215945	198375.0039
2261	change	238235	196075.0039
2262	change	236175	195965.0039
2263	change	231585	195745.0039
2264	change	196275	191495.0039
2265	change	222685	189595.0039
2266	change	231695	189265.0039
2267	change	223905	187485.0039
2268	change	227475	183695.0039
2269	change	238805	181895.0039
2270	change	238635	181155.0039
2271	change	229975	167645.0039
2272	change	172195	167055.0039
2273	change	171375	166955.0039
2274	change	171555	166595.0039
2275	change	169495	161375.0039
2276	change	145755	225215.0039
2277	change	145005	219715.0039
2278	change	144845	219485.0039
2279	change	132945	218225.0039
2280	change	137975	215775.0039
2281	change	151315	214805.0039
2282	change	149785	214795.0039
2283	change	212175	213785.0039
2284	change	55755	210655.0039
2285	change	129665	207425.0039
2286	change	200455	207185.0039
2287	change	122895	206025.0039
2288	change	87425	204355.0039
2289	change	162295	204175.0039
2290	change	86555	203985.0039
2291	change	86695	203985.0039
2292	change	86285	203875.0039
2293	change	195775	203795.0039
2294	change	67795	196685.0039
2295	change	234285	196085.0039
2296	change	45925	195155.0039
2297	change	176365	195145.0039
2298	change	45925	195105.0039
2299	change	134195	193365.0039
2300	change	181595	182445.0039
2301	change	65395	181865.0039
2302	change	244615	180595.0039
2303	change	197805	180515.0039
2304	change	120775	179595.0039
2305	change	78935	177515.0039
2306	change	202235	174835.0039
2307	change	199675	171955.0039
2308	change	47535	171875.0039
2309	change	182735	169915.0039
2310	change	225135	167985.0039
2311	change	225165	167945.0039
2312	change	188175	167075.0039
2313	change	191455	166245.0039
2314	change	106655	165535.0039
2315	change	209285	164845.0039
2316	change	197885	235055.0039
2317	change	155635	224425.0039
2318	change	213395	215185.0039
2319	change	188435	211925.0039
2320	change	213425	208295.0039
2321	change	212755	208265.0039
2322	change	211745	208165.0039
2323	change	176855	207915.0039
2324	change	210805	207805.0039
2325	change	88155	205135.0039
2326	change	252025	204965.0039
2327	change	147995	204865.0039
2328	change	213855	202035.0039
2329	change	217665	201885.0039
2330	change	212745	201795.0039
2331	change	235125	195785.0039
2332	change	232105	195095.0039
2333	change	232335	194995.0039
2334	change	137085	193925.0039
2335	change	137155	193865.0039
2336	change	136815	192665.0039
2337	change	224935	190395.0039
2338	change	222455	189825.0039
2339	change	188475	187515.0039
2340	change	239025	181875.0039
2341	change	150635	181865.0039
2342	change	238885	181795.0039
2343	change	150985	181755.0039
2344	change	159785	180405.0039
2345	change	159945	179875.0039
2346	change	152135	178105.0039
2347	change	197965	174315.0039
2348	change	38795	173965.0039
2349	change	225805	165995.0039
2350	change	223785	165765.0039
2351	change	219715	164615.0039
2352	change	207495	164055.0039
2353	change	214515	163295.0039
2354	change	93955	161115.0039
2355	change	99295	160225.0039
2356	change	156015	232355.0039
2357	change	197005	229535.0039
2358	change	147665	228705.0039
2359	change	147635	228655.0039
2360	change	156785	228245.0039
2361	change	181515	225215.0039
2362	change	195665	223195.0039
2363	change	203875	218715.0039
2364	change	204135	217035.0039
2365	change	173535	216345.0039
2366	change	209735	213465.0039
2367	change	177755	210975.0039
2368	change	165595	209475.0039
2369	change	210665	207445.0039
2370	change	183205	207435.0039
2371	change	212005	207355.0039
2372	change	222315	206565.0039
2373	change	149145	200945.0039
2374	change	124985	200005.0039
2375	change	133865	198375.0039
2376	change	177225	198205.0039
2377	change	134945	197385.0039
2378	change	202145	196815.0039
2379	change	233965	194035.0039
2380	change	233145	193375.0039
2381	change	135155	193005.0039
2382	change	198115	192225.0039
2383	change	148815	190825.0039
2384	change	236035	183535.0039
2385	change	240595	182435.0039
2386	change	135575	179515.0039
2387	change	82845	179435.0039
2388	change	166085	176115.0039
2389	change	165955	175185.0039
2390	change	168435	174655.0039
2391	change	193695	173695.0039
2392	change	209825	171715.0039
2393	change	35595	165005.0039
2394	change	94735	164395.0039
2395	change	98455	159055.0039
2396	change	172025	237165.0039
2397	change	141945	227885.0039
2398	change	177535	226095.0039
2399	change	180945	225705.0039
2400	change	181005	225685.0039
2401	change	145155	219805.0039
2402	change	151595	218795.0039
2403	change	206935	214115.0039
2404	change	206925	213845.0039
2405	change	198405	212915.0039
2406	change	198505	212835.0039
2407	change	209425	211005.0039
2408	change	88645	207985.0039
2409	change	81745	205865.0039
2410	change	35045	204815.0039
2411	change	160215	202575.0039
2412	change	128225	199415.0039
2413	change	186925	198995.0039
2414	change	178265	197785.0039
2415	change	207625	196825.0039
2416	change	170745	195995.0039
2417	change	200735	195885.0039
2418	change	163715	194815.0039
2419	change	195055	194315.0039
2420	change	199475	191155.0039
2421	change	174035	190835.0039
2422	change	182585	188065.0039
2423	change	89005	187895.0039
2424	change	214325	186855.0039
2425	change	172255	186185.0039
2426	change	178545	185605.0039
2427	change	209885	184865.0039
2428	change	206595	182925.0039
2429	change	212495	182575.0039
2430	change	116495	179245.0039
2431	change	193415	178975.0039
2432	change	164975	172625.0039
2433	change	168125	169785.0039
2434	change	206645	167715.0039
2435	change	209005	165205.0039
2436	change	219665	215305.0039
2437	change	211355	213845.0039
2438	change	199715	213155.0039
2439	change	53515	212035.0039
2440	change	188565	211965.0039
2441	change	195975	210965.0039
2442	change	195635	208385.0039
2443	change	176755	207885.0039
2444	change	198605	204655.0039
2445	change	195355	204245.0039
2446	change	217175	202015.0039
2447	change	217235	201985.0039
2448	change	216835	201955.0039
2449	change	216715	201505.0039
2450	change	174915	194995.0039
2451	change	174145	194965.0039
2452	change	174985	194945.0039
2453	change	174105	194935.0039
2454	change	175045	194915.0039
2455	change	174355	194905.0039
2456	change	174305	194865.0039
2457	change	175075	194845.0039
2458	change	174855	194815.0039
2459	change	174125	194785.0039
2460	change	174565	194765.0039
2461	change	173995	194685.0039
2462	change	174505	194505.0039
2463	change	174515	194505.0039
2464	change	195995	192955.0039
2465	change	194335	177905.0039
2466	change	141565	176505.0039
2467	change	141615	176485.0039
2468	change	141565	176455.0039
2469	change	141715	176325.0039
2470	change	141305	176295.0039
2471	change	141935	176285.0039
2472	change	141645	176135.0039
2473	change	141985	175935.0039
2474	change	141775	175805.0039
2475	change	174235	164985.0039
2476	change	160895	229145.0039
2477	change	188975	221955.0039
2478	change	170365	218505.0039
2479	change	168895	218235.0039
2480	change	179965	218085.0039
2481	change	179655	217215.0039
2482	change	225725	216465.0039
2483	change	215345	215815.0039
2484	change	159195	213695.0039
2485	change	202905	213225.0039
2486	change	222645	210345.0039
2487	change	208935	209775.0039
2488	change	125825	208685.0039
2489	change	124465	208405.0039
2490	change	208095	205725.0039
2491	change	107935	204765.0039
2492	change	107845	204555.0039
2493	change	221945	203205.0039
2494	change	190545	202375.0039
2495	change	220695	202095.0039
2496	change	231635	200465.0039
2497	change	200395	198785.0039
2498	change	103555	198715.0039
2499	change	25935	198225.0039
2500	change	202165	196545.0039
2501	change	202275	196515.0039
2502	change	156145	194485.0039
2503	change	149945	192485.0039
2504	change	136315	191855.0039
2505	change	96985	188445.0039
2506	change	166015	188315.0039
2507	change	137365	183885.0039
2508	change	225565	179895.0039
2509	change	225585	179815.0039
2510	change	231535	178905.0039
2511	change	224465	178075.0039
2512	change	89605	170585.0039
2513	change	76315	170405.0039
2514	change	144725	160885.0039
2515	change	145395	156125.0039
2516	change	71275	225065.0039
2517	change	64285	222685.0039
2518	change	70315	221675.0039
2519	change	71475	221195.0039
2520	change	63725	220535.0039
2521	change	141575	216365.0039
2522	change	49115	215215.0039
2523	change	50935	214945.0039
2524	change	213415	213705.0039
2525	change	53805	213305.0039
2526	change	53855	213205.0039
2527	change	51005	212635.0039
2528	change	51205	212545.0039
2529	change	51145	212495.0039
2530	change	60075	211035.0039
2531	change	209925	210155.0039
2532	change	62215	208675.0039
2533	change	124795	208665.0039
2534	change	108945	206535.0039
2535	change	157545	205335.0039
2536	change	184745	203745.0039
2537	change	109245	196975.0039
2538	change	174005	196815.0039
2539	change	175535	196085.0039
2540	change	192585	195925.0039
2541	change	205175	194785.0039
2542	change	157745	193465.0039
2543	change	188395	187555.0039
2544	change	188395	187525.0039
2545	change	223805	187255.0039
2546	change	228085	185955.0039
2547	change	242645	184605.0039
2548	change	219565	181065.0039
2549	change	202315	181045.0039
2550	change	241125	180975.0039
2551	change	130035	180565.0039
2552	change	184445	180365.0039
2553	change	209385	178365.0039
2554	change	224525	177665.0039
2555	change	72605	166205.0039
2556	change	70075	223015.0039
2557	change	70045	222645.0039
2558	change	69685	222595.0039
2559	change	70225	222565.0039
2560	change	70225	222185.0039
2561	change	145465	222005.0039
2562	change	144865	221635.0039
2563	change	71285	221265.0039
2564	change	71605	221105.0039
2565	change	142085	220915.0039
2566	change	142605	220855.0039
2567	change	142115	220825.0039
2568	change	142215	220465.0039
2569	change	142955	220045.0039
2570	change	142745	219535.0039
2571	change	142845	219505.0039
2572	change	139215	219425.0039
2573	change	144825	218905.0039
2574	change	142795	218425.0039
2575	change	141555	218355.0039
2576	change	141995	216025.0039
2577	change	149685	210945.0039
2578	change	174965	207845.0039
2579	change	108235	203375.0039
2580	change	32785	203105.0039
2581	change	107665	200705.0039
2582	change	137875	200295.0039
2583	change	146395	198875.0039
2584	change	205385	197085.0039
2585	change	209825	195735.0039
2586	change	149965	195235.0039
2587	change	217835	192785.0039
2588	change	219445	190125.0039
2589	change	227485	185865.0039
2590	change	239355	185005.0039
2591	change	228475	184335.0039
2592	change	241365	181085.0039
2593	change	230985	178275.0039
2594	change	230865	178235.0039
2595	change	72535	166205.0039
2596	change	68535	227215.0039
2597	change	68225	223635.0039
2598	change	138475	218465.0039
2599	change	221465	213605.0039
2600	change	221435	213565.0039
2601	change	58675	213485.0039
2602	change	199875	213415.0039
2603	change	221105	213025.0039
2604	change	221635	212895.0039
2605	change	212865	211815.0039
2606	change	213225	211485.0039
2607	change	213585	211275.0039
2608	change	212465	210825.0039
2609	change	212375	210765.0039
2610	change	212565	210715.0039
2611	change	213345	210425.0039
2612	change	119145	207045.0039
2613	change	119535	206125.0039
2614	change	237785	204535.0039
2615	change	154635	203895.0039
2616	change	153365	197935.0039
2617	change	153255	197905.0039
2618	change	41965	193005.0039
2619	change	41965	192985.0039
2620	change	231415	190875.0039
2621	change	240145	190025.0039
2622	change	150855	186825.0039
2623	change	151195	186245.0039
2624	change	50245	183715.0039
2625	change	237875	183355.0039
2626	change	239965	183095.0039
2627	change	155315	182185.0039
2628	change	155355	182095.0039
2629	change	167915	178255.0039
2630	change	126475	177715.0039
2631	change	160205	177145.0039
2632	change	84055	173095.0039
2633	change	66445	172555.0039
2634	change	59855	164835.0039
2635	change	207685	164835.0039
2636	change	155155	237085.0039
2637	change	214525	217305.0039
2638	change	210095	214185.0039
2639	change	211075	213595.0039
2640	change	211075	213535.0039
2641	change	211085	213425.0039
2642	change	210775	213415.0039
2643	change	210985	213405.0039
2644	change	211055	213365.0039
2645	change	51905	211375.0039
2646	change	205685	205815.0039
2647	change	54075	201245.0039
2648	change	177925	198215.0039
2649	change	174855	195015.0039
2650	change	174505	194915.0039
2651	change	175015	194855.0039
2652	change	38725	194655.0039
2653	change	174195	194525.0039
2654	change	174695	194485.0039
2655	change	132895	190965.0039
2656	change	63015	184825.0039
2657	change	161005	182275.0039
2658	change	81765	178015.0039
2659	change	166975	176345.0039
2660	change	142145	176045.0039
2661	change	96035	173955.0039
2662	change	94395	173825.0039
2663	change	91515	173335.0039
2664	change	92205	172065.0039
2665	change	89985	171845.0039
2666	change	92355	171785.0039
2667	change	205915	171715.0039
2668	change	193635	171255.0039
2669	change	193255	171025.0039
2670	change	169785	169845.0039
2671	change	70795	165485.0039
2672	change	197075	165165.0039
2673	change	39075	164025.0039
2674	change	89695	162655.0039
2675	change	138565	157715.0039
2676	change	195125	227735.0039
2677	change	194475	223765.0039
2678	change	229425	220825.0039
2679	change	147245	219235.0039
2680	change	205975	214715.0039
2681	change	200315	213745.0039
2682	change	211365	213665.0039
2683	change	164515	211045.0039
2684	change	118635	209165.0039
2685	change	211895	208655.0039
2686	change	211495	208105.0039
2687	change	211495	207945.0039
2688	change	212755	207805.0039
2689	change	213805	207775.0039
2690	change	252715	206115.0039
2691	change	194835	205975.0039
2692	change	252725	205425.0039
2693	change	206475	204935.0039
2694	change	206365	204565.0039
2695	change	109305	202195.0039
2696	change	67185	202145.0039
2697	change	67365	202145.0039
2698	change	30005	201435.0039
2699	change	209895	198395.0039
2700	change	197065	193425.0039
2701	change	225705	191365.0039
2702	change	150825	187615.0039
2703	change	150795	187305.0039
2704	change	150755	187295.0039
2705	change	150705	187265.0039
2706	change	151105	187125.0039
2707	change	151055	187115.0039
2708	change	151165	186805.0039
2709	change	151345	186805.0039
2710	change	150985	186695.0039
2711	change	151925	186615.0039
2712	change	126385	177625.0039
2713	change	97225	172285.0039
2714	change	145215	165095.0039
2715	change	142175	161115.0039
2716	change	157065	227235.0039
2717	change	188755	222945.0039
2718	change	210675	222015.0039
2719	change	141765	216385.0039
2720	change	68005	216105.0039
2721	change	220535	214095.0039
2722	change	51235	213095.0039
2723	change	193635	212115.0039
2724	change	208695	210515.0039
2725	change	207405	209065.0039
2726	change	150275	208505.0039
2727	change	204635	204085.0039
2728	change	110305	203645.0039
2729	change	32165	203275.0039
2730	change	238875	195875.0039
2731	change	213435	195645.0039
2732	change	174775	195615.0039
2733	change	220665	195575.0039
2734	change	102265	195095.0039
2735	change	196065	193365.0039
2736	change	196865	191435.0039
2737	change	222525	190115.0039
2738	change	222535	190115.0039
2739	change	158815	189225.0039
2740	change	224535	189135.0039
2741	change	156995	188445.0039
2742	change	217345	187935.0039
2743	change	211335	187325.0039
2744	change	210725	186935.0039
2745	change	226095	183475.0039
2746	change	219635	180965.0039
2747	change	168065	177645.0039
2748	change	168125	174925.0039
2749	change	158525	173375.0039
2750	change	141495	172095.0039
2751	change	171065	171385.0039
2752	change	172195	167165.0039
2753	change	192765	166415.0039
2754	change	166425	165745.0039
2755	change	243845	160785.0039
2756	change	68445	208145.0039
2757	change	61515	205205.0039
2758	change	71095	204455.0039
2759	change	185195	204155.0039
2760	change	127645	199905.0039
2761	change	135965	199635.0039
2762	change	137585	198365.0039
2763	change	221565	198135.0039
2764	change	240925	196305.0039
2765	change	137095	195455.0039
2766	change	167035	193735.0039
2767	change	134545	193445.0039
2768	change	224135	191105.0039
2769	change	212805	188895.0039
2770	change	51515	184505.0039
2771	change	133605	180735.0039
2772	change	197945	180395.0039
2773	change	106335	180075.0039
2774	change	141085	176115.0039
2775	change	141145	176085.0039
2776	change	240705	175995.0039
2777	change	239165	174915.0039
2778	change	239455	172775.0039
2779	change	239455	172425.0039
2780	change	135445	172175.0039
2781	change	44845	171965.0039
2782	change	239455	171935.0039
2783	change	239445	171925.0039
2784	change	239435	171775.0039
2785	change	239415	171665.0039
2786	change	170225	171555.0039
2787	change	239405	171365.0039
2788	change	239235	171335.0039
2789	change	239265	171015.0039
2790	change	239285	170815.0039
2791	change	239315	170755.0039
2792	change	239535	170555.0039
2793	change	169795	169145.0039
2794	change	171395	168695.0039
2795	change	171685	166845.0039
2796	change	190575	232205.0039
2797	change	141725	215315.0039
2798	change	157825	202625.0039
2799	change	108925	202125.0039
2800	change	245815	201835.0039
2801	change	137615	199905.0039
2802	change	136495	199655.0039
2803	change	136905	199595.0039
2804	change	136545	199505.0039
2805	change	129545	199145.0039
2806	change	207925	195975.0039
2807	change	207985	195695.0039
2808	change	208005	195695.0039
2809	change	207975	195655.0039
2810	change	163795	191955.0039
2811	change	230575	190675.0039
2812	change	105595	189395.0039
2813	change	209955	188275.0039
2814	change	243845	188265.0039
2815	change	209825	188245.0039
2816	change	209805	188155.0039
2817	change	209905	188155.0039
2818	change	210205	188145.0039
2819	change	210325	188135.0039
2820	change	210045	188025.0039
2821	change	209645	187945.0039
2822	change	210125	187865.0039
2823	change	210065	187785.0039
2824	change	224565	187345.0039
2825	change	125885	185125.0039
2826	change	239455	184055.0039
2827	change	171185	174515.0039
2828	change	239235	173235.0039
2829	change	239455	171195.0039
2830	change	239315	170815.0039
2831	change	239335	170685.0039
2832	change	239455	170255.0039
2833	change	239455	170245.0039
2834	change	172155	167145.0039
2835	change	115135	161815.0039
2836	change	196025	216235.0039
2837	change	213985	216055.0039
2838	change	213975	215995.0039
2839	change	214295	215795.0039
2840	change	212235	214965.0039
2841	change	48485	214845.0039
2842	change	212145	214505.0039
2843	change	212105	214475.0039
2844	change	211205	214345.0039
2845	change	211195	214285.0039
2846	change	212325	214265.0039
2847	change	212405	214215.0039
2848	change	212385	214165.0039
2849	change	221815	212535.0039
2850	change	52965	211635.0039
2851	change	229945	211625.0039
2852	change	213385	211265.0039
2853	change	213455	211175.0039
2854	change	213855	211085.0039
2855	change	213425	211075.0039
2856	change	212195	211055.0039
2857	change	213435	210845.0039
2858	change	213495	210795.0039
2859	change	212485	210455.0039
2860	change	213035	210375.0039
2861	change	213235	210235.0039
2862	change	213355	210225.0039
2863	change	211265	210105.0039
2864	change	211405	210055.0039
2865	change	212955	209945.0039
2866	change	211385	209875.0039
2867	change	211205	209835.0039
2868	change	209505	208295.0039
2869	change	119975	206545.0039
2870	change	119605	206175.0039
2871	change	109415	202305.0039
2872	change	109565	199025.0039
2873	change	223695	187425.0039
2874	change	151495	186905.0039
2875	change	238345	184375.0039
2876	change	78055	228935.0039
2877	change	77165	228675.0039
2878	change	66495	227045.0039
2879	change	66475	227015.0039
2880	change	66495	227015.0039
2881	change	66485	226995.0039
2882	change	66525	226935.0039
2883	change	67125	226865.0039
2884	change	66925	226845.0039
2885	change	66485	226835.0039
2886	change	67015	226835.0039
2887	change	66535	226795.0039
2888	change	66565	226795.0039
2889	change	66585	226795.0039
2890	change	66965	226785.0039
2891	change	66595	226765.0039
2892	change	66545	226755.0039
2893	change	66605	226745.0039
2894	change	66615	226735.0039
2895	change	66535	226715.0039
2896	change	66635	226715.0039
2897	change	67085	226695.0039
2898	change	66615	226655.0039
2899	change	67065	226655.0039
2900	change	66665	226635.0039
2901	change	66645	226625.0039
2902	change	66615	226595.0039
2903	change	66625	226465.0039
2904	change	66655	226325.0039
2905	change	66575	226275.0039
2906	change	66575	226055.0039
2907	change	63655	224105.0039
2908	change	63575	224085.0039
2909	change	63135	223945.0039
2910	change	56475	220015.0039
2911	change	56225	219835.0039
2912	change	56195	219825.0039
2913	change	51275	216625.0039
2914	change	36355	207255.0039
2915	change	36305	207245.0039
2916	nochange	98445	160595.0039
2917	nochange	149735	215755.0039
2918	nochange	70205	228075.0039
2919	nochange	136425	169625.0039
2920	nochange	71505	222275.0039
2921	nochange	140435	215735.0039
2922	nochange	200695	160635.0039
2923	nochange	180975	185525.0039
2924	nochange	75705	169055.0039
2925	nochange	167505	233735.0039
2926	nochange	195865	167445.0039
2927	nochange	109285	169305.0039
2928	nochange	247255	197305.0039
2929	nochange	89995	207495.0039
2930	nochange	128715	182825.0039
2931	nochange	156975	176285.0039
2932	nochange	68025	209015.0039
2933	nochange	143145	175935.0039
2934	nochange	77535	179555.0039
2935	nochange	83725	165885.0039
2936	nochange	120875	171185.0039
2937	nochange	230835	169905.0039
2938	nochange	127245	196365.0039
2939	nochange	34535	178325.0039
2940	nochange	98645	160555.0039
2941	nochange	49685	214365.0039
2942	nochange	98575	160205.0039
2943	nochange	208135	165005.0039
2944	nochange	163005	163365.0039
2945	nochange	95295	165985.0039
2946	nochange	183595	197595.0039
2947	nochange	210755	187385.0039
2948	nochange	160705	210995.0039
2949	nochange	39785	171155.0039
2950	nochange	205815	196095.0039
2951	nochange	74245	209365.0039
2952	nochange	234885	189845.0039
2953	nochange	105285	174315.0039
2954	nochange	31595	197705.0039
2955	nochange	216805	209325.0039
2956	nochange	135295	198795.0039
2957	nochange	32235	197095.0039
2958	nochange	201265	162335.0039
2959	nochange	69095	224035.0039
2960	nochange	198905	186465.0039
2961	nochange	179715	239725.0039
2962	nochange	141765	216035.0039
2963	nochange	125265	201045.0039
2964	nochange	170785	200625.0039
2965	nochange	210555	167015.0039
2966	nochange	48175	212385.0039
2967	nochange	203595	210215.0039
2968	nochange	135995	207025.0039
2969	nochange	188785	203275.0039
2970	nochange	70355	225845.0039
2971	nochange	102295	195235.0039
2972	nochange	118715	188305.0039
2973	nochange	69765	172645.0039
2974	nochange	120345	161385.0039
2975	nochange	187745	180355.0039
2976	nochange	69065	188485.0039
2977	nochange	163835	169335.0039
2978	nochange	168145	199505.0039
2979	nochange	70005	209535.0039
2980	nochange	179135	186315.0039
2981	nochange	186805	185185.0039
2982	nochange	90765	195235.0039
2983	nochange	187185	199905.0039
2984	nochange	180285	240575.0039
2985	nochange	101875	181775.0039
2986	nochange	225495	178285.0039
2987	nochange	148175	223305.0039
2988	nochange	228445	184775.0039
2989	nochange	61885	166085.0039
2990	nochange	163105	197435.0039
2991	nochange	197015	199605.0039
2992	nochange	159825	218725.0039
2993	nochange	66445	165615.0039
2994	nochange	158445	186875.0039
2995	nochange	144665	165965.0039
2996	nochange	155805	216425.0039
2997	nochange	158865	192635.0039
2998	nochange	98725	200025.0039
2999	nochange	67315	177535.0039
3000	nochange	68305	180175.0039
3001	nochange	166925	210815.0039
3002	nochange	144885	208665.0039
3003	nochange	24295	197245.0039
3004	nochange	154365	200095.0039
3005	nochange	111915	186055.0039
3006	nochange	112655	173345.0039
3007	nochange	83395	173095.0039
3008	nochange	203775	213325.0039
3009	nochange	194015	185935.0039
3010	nochange	224585	173425.0039
3011	nochange	150575	218105.0039
3012	nochange	104355	194625.0039
3013	nochange	39345	166465.0039
3014	nochange	191275	194025.0039
3015	nochange	81705	173265.0039
3016	nochange	50215	209605.0039
3017	nochange	149655	214675.0039
3018	nochange	160795	169415.0039
3019	nochange	157855	197515.0039
3020	nochange	75225	178915.0039
3021	nochange	130865	172485.0039
3022	nochange	61475	184065.0039
3023	nochange	161265	213055.0039
3024	nochange	154435	208805.0039
3025	nochange	69235	211795.0039
3026	nochange	184895	224195.0039
3027	nochange	128245	166505.0039
3028	nochange	230305	211105.0039
3029	nochange	193515	207365.0039
3030	nochange	67295	217825.0039
3031	nochange	109965	200665.0039
3032	nochange	214605	176825.0039
3033	nochange	27155	177195.0039
3034	nochange	70305	175495.0039
3035	nochange	150105	195325.0039
3036	nochange	218795	188855.0039
3037	nochange	245195	161505.0039
3038	nochange	219625	187935.0039
3039	nochange	57955	198255.0039
3040	nochange	47645	163285.0039
3041	nochange	119525	207325.0039
3042	nochange	156465	212545.0039
3043	nochange	185555	176865.0039
3044	nochange	97095	172605.0039
3045	nochange	189475	202815.0039
3046	nochange	235155	198865.0039
3047	nochange	127805	202935.0039
3048	nochange	207535	192155.0039
