code	count	cut	type	jaar
ES8342	10006	0.721054912	Onbebouwde ruimte	2016
FS9044	10000	0.302916408	Onbebouwde ruimte	2016
DS7440	10007	0.53233093	Onbebouwde ruimte	2016
FS1957	10004	0.05165381	Onbebouwde ruimte	2016
ES1155	10008	0.483702898	Onbebouwde ruimte	2016
ES6556	10006	0.832887232	Onbebouwde ruimte	2016
FS7258	10000	0.76896745	Onbebouwde ruimte	2016
FS1857	10004	0.763051331	Onbebouwde ruimte	2016
ES1055	10008	0.754560411	Onbebouwde ruimte	2016
ES6456	10008	0.760648549	Onbebouwde ruimte	2016
ES3062	10007	0.207553938	Onbebouwde ruimte	2016
FS9165	10000	0.905352235	Onbebouwde ruimte	2016
FS3764	10004	0.830911219	Onbebouwde ruimte	2016
DS7561	10008	0.061861351	Onbebouwde ruimte	2016
ES8363	10008	0.062937155	Onbebouwde ruimte	2016
ES2962	10007	0.828976512	Onbebouwde ruimte	2016
FS9065	9999	0.524958611	Onbebouwde ruimte	2016
FS3664	10002	0.798152804	Onbebouwde ruimte	2016
DS7461	10007	0.294119865	Onbebouwde ruimte	2016
ES8263	10006	0.38470754	Onbebouwde ruimte	2016
ES2862	10008	0.598740816	Onbebouwde ruimte	2016
FS8965	9999	0.251871139	Onbebouwde ruimte	2016
FS3564	10004	0.518455267	Onbebouwde ruimte	2016
DS7361	10008	0.116219833	Onbebouwde ruimte	2016
ES8163	10005	0.291782588	Onbebouwde ruimte	2016
ES2762	10008	0.284022778	Onbebouwde ruimte	2016
FS8865	9998	0.535535753	Onbebouwde ruimte	2016
DS7261	10008	0.350460768	Onbebouwde ruimte	2016
FS3464	10004	0.653918922	Onbebouwde ruimte	2016
ES2662	10008	0.576649725	Onbebouwde ruimte	2016
ES8063	10008	0.402451605	Onbebouwde ruimte	2016
FS8765	9999	0.344832182	Onbebouwde ruimte	2016
DS7161	10008	0.218317896	Onbebouwde ruimte	2016
FS3364	10004	0.130333632	Onbebouwde ruimte	2016
ES2562	10007	0.418925196	Onbebouwde ruimte	2016
ES7963	10006	0.477087975	Onbebouwde ruimte	2016
FS8665	10000	0.543505251	Onbebouwde ruimte	2016
DS7061	10008	0.326009393	Onbebouwde ruimte	2016
FS3264	10004	0.926420808	Onbebouwde ruimte	2016
ES2462	10008	0.30627203	Onbebouwde ruimte	2016
ES7863	10006	0.620484769	Onbebouwde ruimte	2016
FS8565	9998	0.507605612	Onbebouwde ruimte	2016
DS6961	10008	0.01167627	Onbebouwde ruimte	2016
FS3164	10004	0.831411541	Onbebouwde ruimte	2016
ES2362	10008	0.804980695	Onbebouwde ruimte	2016
ES7763	10006	0.188275456	Onbebouwde ruimte	2016
ES9565	10007	0.577577949	Onbebouwde ruimte	2016
ES4164	10008	0.708370626	Onbebouwde ruimte	2016
FS4866	10002	0.573550284	Onbebouwde ruimte	2016
DS8663	10008	0.313790292	Onbebouwde ruimte	2016
ES9465	10004	0.261514187	Onbebouwde ruimte	2016
ES4064	10008	0.8424173	Onbebouwde ruimte	2016
FS4766	10002	0.360952199	Onbebouwde ruimte	2016
DS8563	10008	0.370498508	Onbebouwde ruimte	2016
ES9365	10007	0.022884501	Onbebouwde ruimte	2016
ES3964	10008	0.348482281	Onbebouwde ruimte	2016
FS4666	10002	0.129082397	Onbebouwde ruimte	2016
DS8463	10008	0.274519473	Onbebouwde ruimte	2016
ES9265	10005	0.182980314	Onbebouwde ruimte	2016
ES3864	10007	0.388801724	Onbebouwde ruimte	2016
FS4566	10003	0.010910367	Onbebouwde ruimte	2016
DS8363	10008	0.218072429	Onbebouwde ruimte	2016
ES9165	10006	0.599794209	Onbebouwde ruimte	2016
ES3764	10008	0.865138173	Onbebouwde ruimte	2016
FS4466	10003	0.30452776	Onbebouwde ruimte	2016
DS8263	10008	0.081620745	Onbebouwde ruimte	2016
ES9065	10006	0.132100657	Onbebouwde ruimte	2016
ES3664	10008	0.901588678	Onbebouwde ruimte	2016
FS4366	10003	0.824943125	Onbebouwde ruimte	2016
DS8163	10008	0.633118868	Onbebouwde ruimte	2016
ES8965	10006	0.185572311	Onbebouwde ruimte	2016
FS4358	10002	0.475909323	Onbebouwde ruimte	2016
DS8155	10005	0.843404531	Onbebouwde ruimte	2016
ES8957	10005	0.287635952	Onbebouwde ruimte	2016
FS7959	10000	0.950430691	Onbebouwde ruimte	2016
FS2558	10004	0.391576856	Onbebouwde ruimte	2016
ES1756	10008	0.793780863	Onbebouwde ruimte	2016
ES7157	10006	0.154806927	Onbebouwde ruimte	2016
FS7859	10000	0.926021278	Onbebouwde ruimte	2016
FS2458	10004	0.397018522	Onbebouwde ruimte	2016
ES1656	10008	0.88383317	Onbebouwde ruimte	2016
ES7057	10006	0.459355265	Onbebouwde ruimte	2016
FS7759	10000	0.957070827	Onbebouwde ruimte	2016
FS2358	10004	0.46295622	Onbebouwde ruimte	2016
ES1556	10008	0.483204871	Onbebouwde ruimte	2016
ES6957	10005	0.499242812	Onbebouwde ruimte	2016
FS7659	10000	0.52009213	Onbebouwde ruimte	2016
FS2258	10005	0.553161442	Onbebouwde ruimte	2016
ES1456	10008	0.847563267	Onbebouwde ruimte	2016
ES6857	10008	0.795741618	Onbebouwde ruimte	2016
FS7559	10000	0.985850453	Onbebouwde ruimte	2016
FS2158	10004	0.242321476	Onbebouwde ruimte	2016
ES1356	10007	0.793431461	Onbebouwde ruimte	2016
ES6757	10008	0.927205086	Onbebouwde ruimte	2016
FS7459	10001	0.997301996	Onbebouwde ruimte	2016
FS2058	10004	0.091477409	Onbebouwde ruimte	2016
ES1256	10008	0.635765254	Onbebouwde ruimte	2016
ES6657	10006	0.347963572	Onbebouwde ruimte	2016
FS7359	10000	0.907637298	Onbebouwde ruimte	2016
FS1958	10004	0.073086999	Onbebouwde ruimte	2016
ES1156	10008	0.630481482	Onbebouwde ruimte	2016
ES6557	10007	0.749621034	Onbebouwde ruimte	2016
FS7259	10000	0.952575982	Onbebouwde ruimte	2016
FS1858	10004	0.177884206	Onbebouwde ruimte	2016
ES1056	10009	0.767241478	Onbebouwde ruimte	2016
ES6457	10008	0.762747407	Onbebouwde ruimte	2016
FS7159	10000	0.962361038	Onbebouwde ruimte	2016
FS1758	10005	0.257699072	Onbebouwde ruimte	2016
ES0956	10008	0.421536952	Onbebouwde ruimte	2016
ES6357	10008	0.613302171	Onbebouwde ruimte	2016
FS7059	10000	0.89624083	Onbebouwde ruimte	2016
FS1658	10004	0.458713293	Onbebouwde ruimte	2016
ES0856	10008	0.329616338	Onbebouwde ruimte	2016
ES6257	10008	0.479813069	Onbebouwde ruimte	2016
FS6959	10000	0.675102472	Onbebouwde ruimte	2016
FS1558	10004	0.543875277	Onbebouwde ruimte	2016
ES0756	10009	0.025562173	Onbebouwde ruimte	2016
ES6157	10006	0.117603578	Onbebouwde ruimte	2016
FS6859	10001	0.298932076	Onbebouwde ruimte	2016
FS1458	10005	0.429267168	Onbebouwde ruimte	2016
ES0656	10007	0.359996438	Onbebouwde ruimte	2016
ES6057	10008	0.587548614	Onbebouwde ruimte	2016
FS6759	10000	0.144719198	Onbebouwde ruimte	2016
FS1358	10004	0.276810288	Onbebouwde ruimte	2016
ES0556	10008	0.794315398	Onbebouwde ruimte	2016
ES5957	10007	0.386479735	Onbebouwde ruimte	2016
FS6659	10001	0.269277334	Onbebouwde ruimte	2016
ES0456	10008	0.887219548	Onbebouwde ruimte	2016
FS1258	10005	0.414972246	Onbebouwde ruimte	2016
ES5857	10008	0.435876727	Onbebouwde ruimte	2016
FS6559	10001	0.93113184	Onbebouwde ruimte	2016
ES0356	10008	0.845907331	Onbebouwde ruimte	2016
FS1158	10004	0.400837004	Onbebouwde ruimte	2016
ES5757	10006	0.252215207	Onbebouwde ruimte	2016
FS6459	10000	0.360915154	Onbebouwde ruimte	2016
ES0256	10008	0.695628643	Onbebouwde ruimte	2016
FS1058	10005	0.168163136	Onbebouwde ruimte	2016
DS9462	10008	0.795170605	Onbebouwde ruimte	2016
FS0264	10005	0.046771679	Onbebouwde ruimte	2016
ES4863	10007	0.706285894	Onbebouwde ruimte	2016
FS5565	10002	0.434458524	Onbebouwde ruimte	2016
DS9362	10008	0.858827472	Onbebouwde ruimte	2016
FS0164	10006	0.040648557	Onbebouwde ruimte	2016
ES4763	10007	0.138849974	Onbebouwde ruimte	2016
FS5465	10002	0.919880688	Onbebouwde ruimte	2016
DS9262	10008	0.435940951	Onbebouwde ruimte	2016
FS0064	10005	0.212725669	Onbebouwde ruimte	2016
ES4663	10008	0.36948666	Onbebouwde ruimte	2016
FS5365	10002	0.71405226	Onbebouwde ruimte	2016
DS9162	10008	0.515778661	Onbebouwde ruimte	2016
ES9964	10005	0.061747964	Onbebouwde ruimte	2016
ES4563	10007	0.724048495	Onbebouwde ruimte	2016
FS5265	10003	0.827124059	Onbebouwde ruimte	2016
ES2663	10008	0.372898579	Onbebouwde ruimte	2016
FS8766	9999	0.767978787	Onbebouwde ruimte	2016
DS7162	10008	0.038150638	Onbebouwde ruimte	2016
FS3365	10003	0.209775418	Onbebouwde ruimte	2016
ES2563	10007	0.348113179	Onbebouwde ruimte	2016
ES7964	10005	0.671474218	Onbebouwde ruimte	2016
FS8666	9999	0.36541149	Onbebouwde ruimte	2016
FS3265	10004	0.656859815	Onbebouwde ruimte	2016
ES2463	10008	0.153374478	Onbebouwde ruimte	2016
ES7864	10008	0.304713309	Onbebouwde ruimte	2016
FS8566	9999	0.231568873	Onbebouwde ruimte	2016
FS3165	10003	0.730293334	Onbebouwde ruimte	2016
ES2363	10008	0.412035465	Onbebouwde ruimte	2016
ES7764	10008	0.441077739	Onbebouwde ruimte	2016
FS8466	10000	0.361430347	Onbebouwde ruimte	2016
FS3065	10003	0.107020833	Onbebouwde ruimte	2016
ES2263	10008	0.105010189	Onbebouwde ruimte	2016
ES7664	10004	0.307181478	Onbebouwde ruimte	2016
FS8366	10001	0.951700151	Onbebouwde ruimte	2016
FS2965	10004	0.73415637	Onbebouwde ruimte	2016
ES2163	10009	0.482335389	Onbebouwde ruimte	2016
ES7564	10008	0.155260354	Onbebouwde ruimte	2016
FS8266	10000	0.823374808	Onbebouwde ruimte	2016
FS2865	10004	0.199462488	Onbebouwde ruimte	2016
ES2063	10008	0.434919149	Onbebouwde ruimte	2016
ES7464	10008	0.897986174	Onbebouwde ruimte	2016
FS8166	10000	0.320217311	Onbebouwde ruimte	2016
FS2765	10004	0.415957481	Onbebouwde ruimte	2016
ES1963	10008	0.65928936	Onbebouwde ruimte	2016
ES7364	10007	0.534046948	Onbebouwde ruimte	2016
FS8066	10000	0.645295441	Onbebouwde ruimte	2016
FS2665	10004	0.499025375	Onbebouwde ruimte	2016
ES1863	10008	0.253832579	Onbebouwde ruimte	2016
ES7264	10006	0.149051815	Onbebouwde ruimte	2016
FS7966	10000	0.635165691	Onbebouwde ruimte	2016
FS2565	10004	0.392582417	Onbebouwde ruimte	2016
ES1763	10008	0.60049504	Onbebouwde ruimte	2016
ES7164	10006	0.652878463	Onbebouwde ruimte	2016
FS7866	9999	0.689267457	Onbebouwde ruimte	2016
FS2465	10005	0.210189	Onbebouwde ruimte	2016
ES1663	10008	0.333877116	Onbebouwde ruimte	2016
ES7064	10007	0.341341585	Onbebouwde ruimte	2016
FS7766	10000	0.911070287	Onbebouwde ruimte	2016
FS2365	10004	0.16750586	Onbebouwde ruimte	2016
ES1563	10008	0.282090127	Onbebouwde ruimte	2016
FS2671	10005	0.501718462	Onbebouwde ruimte	2016
ES1869	10009	0.853377581	Onbebouwde ruimte	2016
ES7270	10008	0.964730799	Onbebouwde ruimte	2016
FS7972	10000	0.15793024	Onbebouwde ruimte	2016
FS2571	10004	0.587969303	Onbebouwde ruimte	2016
ES1769	10008	0.716403008	Onbebouwde ruimte	2016
FS2768	10005	0.436310112	Onbebouwde ruimte	2016
ES1966	10008	0.386520833	Onbebouwde ruimte	2016
ES7367	10006	0.420162737	Onbebouwde ruimte	2016
FS8069	10001	0.536610782	Onbebouwde ruimte	2016
FS2668	10004	0.221438512	Onbebouwde ruimte	2016
ES1866	10007	0.378179818	Onbebouwde ruimte	2016
ES7267	10006	0.296267927	Onbebouwde ruimte	2016
FS7969	10001	0.565184057	Onbebouwde ruimte	2016
FS2568	10005	0.422816902	Onbebouwde ruimte	2016
ES1766	10007	0.311989725	Onbebouwde ruimte	2016
ES7167	10004	0.466050386	Onbebouwde ruimte	2016
FS7869	10002	0.523473501	Onbebouwde ruimte	2016
FS2468	10004	0.806800425	Onbebouwde ruimte	2016
ES1666	10007	0.00327243	Onbebouwde ruimte	2016
ES7067	10007	0.18088828	Onbebouwde ruimte	2016
FS7769	10000	0.905352592	Onbebouwde ruimte	2016
FS2368	10004	0.869208932	Onbebouwde ruimte	2016
ES1566	10007	0.194310039	Onbebouwde ruimte	2016
ES6967	10007	0.253345579	Onbebouwde ruimte	2016
FS7669	10001	0.644263566	Onbebouwde ruimte	2016
FS2268	10005	0.454590201	Onbebouwde ruimte	2016
ES1466	10008	0.264996111	Onbebouwde ruimte	2016
ES6867	10007	0.397966594	Onbebouwde ruimte	2016
FS7569	10001	0.440603793	Onbebouwde ruimte	2016
FS2168	10005	0.88993609	Onbebouwde ruimte	2016
ES1366	10007	0.101269536	Onbebouwde ruimte	2016
ES6767	10005	0.794022024	Onbebouwde ruimte	2016
FS7469	10001	0.541201353	Onbebouwde ruimte	2016
FS2068	10004	0.931431592	Onbebouwde ruimte	2016
ES1266	10008	0.352439553	Onbebouwde ruimte	2016
ES6667	10006	0.400407583	Onbebouwde ruimte	2016
FS7369	10001	0.659778833	Onbebouwde ruimte	2016
FS1968	10005	0.877343237	Onbebouwde ruimte	2016
ES1166	10006	0.176066875	Onbebouwde ruimte	2016
ES6567	10007	0.579237819	Onbebouwde ruimte	2016
FS7269	10000	0.75156647	Onbebouwde ruimte	2016
FS1868	10005	0.793455958	Onbebouwde ruimte	2016
ES1066	10008	0.450400054	Onbebouwde ruimte	2016
ES6467	10007	0.288017392	Onbebouwde ruimte	2016
FS7169	10002	0.28979069	Onbebouwde ruimte	2016
FS1768	10004	0.07913135	Onbebouwde ruimte	2016
ES0966	10009	0.379988492	Onbebouwde ruimte	2016
ES6367	10008	0.533934891	Onbebouwde ruimte	2016
FS7069	10000	0.918914914	Onbebouwde ruimte	2016
FS1668	10006	0.027012706	Onbebouwde ruimte	2016
ES0866	10009	0.714735329	Onbebouwde ruimte	2016
ES6267	10008	0.091051079	Onbebouwde ruimte	2016
FS6969	10002	0.798540115	Onbebouwde ruimte	2016
FS1568	10005	0.274584174	Onbebouwde ruimte	2016
ES0766	10008	0.756121218	Onbebouwde ruimte	2016
ES6167	10008	0.230132118	Onbebouwde ruimte	2016
FS6869	10000	0.308355123	Onbebouwde ruimte	2016
FS1468	10005	0.258130848	Onbebouwde ruimte	2016
ES0666	10009	0.733368039	Onbebouwde ruimte	2016
ES6067	10007	0.219066158	Onbebouwde ruimte	2016
FS6769	10003	0.166024119	Onbebouwde ruimte	2016
FS1368	10005	0.438245714	Onbebouwde ruimte	2016
ES0566	10007	0.520833075	Onbebouwde ruimte	2016
ES5967	10004	0.690794647	Onbebouwde ruimte	2016
FS6669	10000	0.112019986	Onbebouwde ruimte	2016
FS1268	10005	0.116729774	Onbebouwde ruimte	2016
ES0466	10008	0.868307829	Onbebouwde ruimte	2016
ES5867	10007	0.271894842	Onbebouwde ruimte	2016
FS6569	10001	0.29885751	Onbebouwde ruimte	2016
FS1168	10005	0.13581121	Onbebouwde ruimte	2016
FS0771	10003	0.701029122	Onbebouwde ruimte	2016
DS9969	10009	0.790063977	Onbebouwde ruimte	2016
ES5370	10008	0.440640628	Onbebouwde ruimte	2016
FS6072	10003	0.341841906	Onbebouwde ruimte	2016
FS0671	10006	0.363144726	Onbebouwde ruimte	2016
DS9869	10007	0.815299571	Onbebouwde ruimte	2016
ES5270	10008	0.159788102	Onbebouwde ruimte	2016
FS5972	10000	0.654644132	Onbebouwde ruimte	2016
FS0571	10005	0.342481136	Onbebouwde ruimte	2016
DS9769	10009	0.392711312	Onbebouwde ruimte	2016
ES5170	10008	0.166179523	Onbebouwde ruimte	2016
FS5872	10003	0.30958277	Onbebouwde ruimte	2016
FS0471	10005	0.333551615	Onbebouwde ruimte	2016
DS9669	10008	0.480389625	Onbebouwde ruimte	2016
ES5070	10007	0.472157985	Onbebouwde ruimte	2016
FS5772	10002	0.698454142	Onbebouwde ruimte	2016
FS0371	10007	0.520139992	Onbebouwde ruimte	2016
DS9569	10009	0.129751891	Onbebouwde ruimte	2016
ES4970	10008	0.665990174	Onbebouwde ruimte	2016
FS5672	10003	0.693188965	Onbebouwde ruimte	2016
DS9469	10007	0.144747332	Onbebouwde ruimte	2016
FS0271	10005	0.261102021	Onbebouwde ruimte	2016
ES4870	10008	0.785200477	Onbebouwde ruimte	2016
FS5572	10002	0.269860178	Onbebouwde ruimte	2016
DS9369	10007	0.22688362	Onbebouwde ruimte	2016
FS0171	10006	0.032365389	Onbebouwde ruimte	2016
ES4770	10008	0.272875875	Onbebouwde ruimte	2016
FS5472	10002	0.225951135	Onbebouwde ruimte	2016
DS9269	10005	0.774493217	Onbebouwde ruimte	2016
FS0071	10006	0.030204769	Onbebouwde ruimte	2016
ES4670	10008	0.721308589	Onbebouwde ruimte	2016
FS5372	10003	0.376922488	Onbebouwde ruimte	2016
DS9169	10007	0.169724107	Onbebouwde ruimte	2016
ES9971	10006	0.007268049	Onbebouwde ruimte	2016
ES4570	10008	0.286601692	Onbebouwde ruimte	2016
FS5272	10002	0.350070596	Onbebouwde ruimte	2016
DS9069	10007	0.845256567	Onbebouwde ruimte	2016
ES9871	10006	0.22179094	Onbebouwde ruimte	2016
FS3372	10004	0.213895842	Onbebouwde ruimte	2016
ES7971	10006	0.290604532	Onbebouwde ruimte	2016
ES2570	10008	0.884585321	Onbebouwde ruimte	2016
FS3272	10003	0.468622804	Onbebouwde ruimte	2016
ES7871	10007	0.305524647	Onbebouwde ruimte	2016
ES2470	10007	0.907574117	Onbebouwde ruimte	2016
FS3172	10005	0.63889575	Onbebouwde ruimte	2016
ES7771	10008	0.506438196	Onbebouwde ruimte	2016
ES2370	10008	0.546460509	Onbebouwde ruimte	2016
FS8473	10001	0.283259064	Onbebouwde ruimte	2016
FS3072	10004	0.543713808	Onbebouwde ruimte	2016
ES7671	10007	0.119679756	Onbebouwde ruimte	2016
ES2270	10009	0.806217372	Onbebouwde ruimte	2016
FS8373	9999	0.444847107	Onbebouwde ruimte	2016
FS2972	10003	0.412703693	Onbebouwde ruimte	2016
ES7571	10006	0.761516869	Onbebouwde ruimte	2016
ES2170	10009	0.724319756	Onbebouwde ruimte	2016
FS8273	10000	0.335337847	Onbebouwde ruimte	2016
FS2872	10004	0.04160415	Onbebouwde ruimte	2016
ES2070	10009	0.39212814	Onbebouwde ruimte	2016
ES7471	10008	0.285931051	Onbebouwde ruimte	2016
FS8173	10000	0.290370792	Onbebouwde ruimte	2016
FS2772	10004	0.39029336	Onbebouwde ruimte	2016
ES1970	10009	0.514049292	Onbebouwde ruimte	2016
ES2629	10007	0.147147447	Onbebouwde ruimte	2016
FS3431	10003	0.579880059	Onbebouwde ruimte	2016
ES8030	10004	0.612187505	Onbebouwde ruimte	2016
ES2529	10006	0.269094855	Onbebouwde ruimte	2016
FS3331	10004	0.178054288	Onbebouwde ruimte	2016
ES7930	10004	0.830500424	Onbebouwde ruimte	2016
FS8632	9997	0.940988302	Onbebouwde ruimte	2016
ES2429	10007	0.002791546	Onbebouwde ruimte	2016
FS3231	10003	0.120988905	Onbebouwde ruimte	2016
ES7830	10006	0.576857328	Onbebouwde ruimte	2016
FS8532	10000	0.957853675	Onbebouwde ruimte	2016
FS4229	10002	0.37711826	Onbebouwde ruimte	2016
ES8828	10003	0.61252141	Onbebouwde ruimte	2016
ES3327	10006	0.623966515	Onbebouwde ruimte	2016
FS4129	10000	0.493899584	Onbebouwde ruimte	2016
ES8728	10004	0.580106556	Onbebouwde ruimte	2016
ES3227	10007	0.862994432	Onbebouwde ruimte	2016
FS4029	10004	0.568983912	Onbebouwde ruimte	2016
ES8628	10004	0.566495776	Onbebouwde ruimte	2016
ES3127	10007	0.51097101	Onbebouwde ruimte	2016
FS3929	10002	0.398314685	Onbebouwde ruimte	2016
ES8528	10005	0.341266423	Onbebouwde ruimte	2016
ES3027	10008	0.390256822	Onbebouwde ruimte	2016
FS3829	10004	0.050013751	Onbebouwde ruimte	2016
ES8428	10004	0.486417264	Onbebouwde ruimte	2016
ES2927	10006	0.901768923	Onbebouwde ruimte	2016
FS3729	10003	0.019526649	Onbebouwde ruimte	2016
ES8328	10006	0.373150975	Onbebouwde ruimte	2016
ES2827	10006	0.882694542	Onbebouwde ruimte	2016
FS3629	10001	0.014410309	Onbebouwde ruimte	2016
ES8228	10005	0.373825848	Onbebouwde ruimte	2016
ES2727	10008	0.768514335	Onbebouwde ruimte	2016
FS3529	10002	0.047974765	Onbebouwde ruimte	2016
ES8128	10006	0.175596148	Onbebouwde ruimte	2016
ES2627	10007	0.803994238	Onbebouwde ruimte	2016
FS3429	10001	0.411291033	Onbebouwde ruimte	2016
ES8028	10008	0.574581623	Onbebouwde ruimte	2016
ES2527	10008	0.117419504	Onbebouwde ruimte	2016
ES7928	10005	0.371881127	Onbebouwde ruimte	2016
FS3329	10004	0.279390663	Onbebouwde ruimte	2016
ES2427	10006	0.535587013	Onbebouwde ruimte	2016
FS4074	10004	0.394480288	Onbebouwde ruimte	2016
ES8673	10006	0.049843162	Onbebouwde ruimte	2016
ES3272	10008	0.030622559	Onbebouwde ruimte	2016
FS3974	10003	0.199650213	Onbebouwde ruimte	2016
ES8573	10006	0.229387134	Onbebouwde ruimte	2016
ES3172	10009	0.057052292	Onbebouwde ruimte	2016
FS3874	10003	0.037023012	Onbebouwde ruimte	2016
ES8473	10007	0.796177506	Onbebouwde ruimte	2016
ES3072	10007	0.047994457	Onbebouwde ruimte	2016
FS3774	10003	0.381833702	Onbebouwde ruimte	2016
ES8373	10007	0.389894396	Onbebouwde ruimte	2016
ES2972	10008	0.513179839	Onbebouwde ruimte	2016
FS3674	10004	0.428085834	Onbebouwde ruimte	2016
ES8273	10006	0.797149479	Onbebouwde ruimte	2016
ES2872	10008	0.658319533	Onbebouwde ruimte	2016
FS3574	10004	0.546004713	Onbebouwde ruimte	2016
ES8173	10006	0.735065699	Onbebouwde ruimte	2016
ES2772	10008	0.500184953	Onbebouwde ruimte	2016
FS3474	10004	0.473332077	Onbebouwde ruimte	2016
ES8073	10008	0.373784244	Onbebouwde ruimte	2016
ES2672	10009	0.435684949	Onbebouwde ruimte	2016
FS3374	10004	0.369555891	Onbebouwde ruimte	2016
ES7973	10008	0.229945943	Onbebouwde ruimte	2016
ES2572	10009	0.327731729	Onbebouwde ruimte	2016
FS3274	10004	0.243413746	Onbebouwde ruimte	2016
ES7873	10004	0.27606529	Onbebouwde ruimte	2016
ES2472	10009	0.262764663	Onbebouwde ruimte	2016
FS3174	10004	0.573265135	Onbebouwde ruimte	2016
ES7773	10008	0.875395596	Onbebouwde ruimte	2016
ES2372	10007	0.152086794	Onbebouwde ruimte	2016
FS3074	10005	0.789044559	Onbebouwde ruimte	2016
ES7673	10008	0.849404573	Onbebouwde ruimte	2016
ES2272	10009	0.039187651	Onbebouwde ruimte	2016
FS2974	10004	0.497626692	Onbebouwde ruimte	2016
ES7573	10007	0.357792616	Onbebouwde ruimte	2016
ES2172	10008	0.247834995	Onbebouwde ruimte	2016
FS8275	10000	0.896809042	Onbebouwde ruimte	2016
FS2874	10004	0.706567287	Onbebouwde ruimte	2016
ES7473	10007	0.420576781	Onbebouwde ruimte	2016
ES2072	10008	0.656667829	Onbebouwde ruimte	2016
FS8175	10000	0.910879374	Onbebouwde ruimte	2016
FS2774	10004	0.354085535	Onbebouwde ruimte	2016
ES1972	10008	0.468862325	Onbebouwde ruimte	2016
ES7373	10007	0.05532416	Onbebouwde ruimte	2016
FS8075	10000	0.869743407	Onbebouwde ruimte	2016
FS2674	10004	0.427733541	Onbebouwde ruimte	2016
ES1872	10010	0.151169538	Onbebouwde ruimte	2016
FS5585	10003	0.45540002	Onbebouwde ruimte	2016
FS0184	10006	0.449047238	Onbebouwde ruimte	2016
FS5485	10003	0.918255627	Onbebouwde ruimte	2016
FS0084	10007	0.10956239	Onbebouwde ruimte	2016
FS5385	10002	0.907456994	Onbebouwde ruimte	2016
ES9984	10007	0.01690224	Onbebouwde ruimte	2016
FS5285	10004	0.477223545	Onbebouwde ruimte	2016
ES9884	10006	0.149837151	Onbebouwde ruimte	2016
FS5185	10004	0.988237262	Onbebouwde ruimte	2016
ES9784	10005	0.25210616	Onbebouwde ruimte	2016
FS5085	10003	0.686197639	Onbebouwde ruimte	2016
ES9684	10007	0.37543726	Onbebouwde ruimte	2016
FS4985	10002	0.210646123	Onbebouwde ruimte	2016
ES9584	10006	0.066099018	Onbebouwde ruimte	2016
FS4885	10003	0.519522309	Onbebouwde ruimte	2016
ES9484	10006	0.040902305	Onbebouwde ruimte	2016
FS4785	10004	0.228817403	Onbebouwde ruimte	2016
ES9384	10006	0.000579772	Onbebouwde ruimte	2016
FS4685	10004	0.063572235	Onbebouwde ruimte	2016
ES9284	10006	0.006320818	Onbebouwde ruimte	2016
FS4585	10004	0.803883135	Onbebouwde ruimte	2016
ES9184	10004	0.036285456	Onbebouwde ruimte	2016
FS4485	10003	0.797390401	Onbebouwde ruimte	2016
ES9084	10006	0.064691678	Onbebouwde ruimte	2016
FS4385	10004	0.786986709	Onbebouwde ruimte	2016
ES8984	10007	0.107249275	Onbebouwde ruimte	2016
FS4285	10004	0.79981041	Onbebouwde ruimte	2016
ES8884	10008	0.023237679	Onbebouwde ruimte	2016
FS4185	10004	0.643933117	Onbebouwde ruimte	2016
ES8784	10008	0.143141091	Onbebouwde ruimte	2016
FS4085	10004	0.27304557	Onbebouwde ruimte	2016
ES8684	10006	0.375016838	Onbebouwde ruimte	2016
FS3985	10004	0.586225867	Onbebouwde ruimte	2016
ES8584	10007	0.628625154	Onbebouwde ruimte	2016
FS3885	10005	0.440089762	Onbebouwde ruimte	2016
ES8484	10008	0.550318062	Onbebouwde ruimte	2016
FS3785	10004	0.6374529	Onbebouwde ruimte	2016
ES8384	10007	0.423320234	Onbebouwde ruimte	2016
FS3685	10004	0.054188579	Onbebouwde ruimte	2016
FS3585	10004	0.066951394	Onbebouwde ruimte	2016
FS3485	10005	0.007331924	Onbebouwde ruimte	2016
FS3385	10004	0.037341669	Onbebouwde ruimte	2016
FS3285	10004	0.14532952	Onbebouwde ruimte	2016
ES2483	10008	0.513879061	Onbebouwde ruimte	2016
FS3185	10004	0.030093931	Onbebouwde ruimte	2016
ES2383	10008	0.831663132	Onbebouwde ruimte	2016
FS3085	10005	0.084872819	Onbebouwde ruimte	2016
ES2283	10009	0.338369101	Onbebouwde ruimte	2016
FS2985	10004	0.102691069	Onbebouwde ruimte	2016
ES2183	10009	0.442571819	Onbebouwde ruimte	2016
FS0396	10006	0.79602623	Onbebouwde ruimte	2016
FS0296	10007	0.620676041	Onbebouwde ruimte	2016
FS0196	10006	0.661916077	Onbebouwde ruimte	2016
FS0096	10007	0.407585353	Onbebouwde ruimte	2016
ES9996	10007	0.7833848	Onbebouwde ruimte	2016
ES9896	10008	0.886090219	Onbebouwde ruimte	2016
ES9796	10006	0.991421103	Onbebouwde ruimte	2016
ES3330	10006	0.73061049	Onbebouwde ruimte	2016
FS4132	10004	0.890071273	Onbebouwde ruimte	2016
ES8731	10004	0.385359883	Onbebouwde ruimte	2016
ES3230	10008	0.641869545	Onbebouwde ruimte	2016
FS4032	10000	0.207966149	Onbebouwde ruimte	2016
ES8631	10006	0.227667406	Onbebouwde ruimte	2016
