X	Y	IDPlots
78942.19	218179.8	56157
79942.19	218179.8	56158
80942.19	218179.8	56159
95942.18986	221679.7999	58102
95942.18986	221179.7999	58110
96942.18986	221179.7999	58111
93942.18986	220679.7999	58116
95942.18986	220679.7999	58118
96942.18986	220679.7999	58119
92942.18986	220179.7999	58123
93942.18986	220179.7999	58124
95942.18986	220179.7999	58126
96942.18986	220179.7999	58127
97942.18986	220179.7999	58128
90942.18986	219679.7999	58129
92942.18986	219679.7999	58131
93942.18986	219679.7999	58132
94942.18986	219679.7999	58133
95942.18986	219679.7999	58134
96942.18986	219679.7999	58135
97942.18986	219679.7999	58136
90942.18986	219179.7999	58137
91942.18986	219179.7999	58138
92942.18986	219179.7999	58139
93942.18986	219179.7999	58140
94942.18986	219179.7999	58141
95942.18986	219179.7999	58142
96942.18986	219179.7999	58143
97942.18986	219179.7999	58144
90942.18986	218679.7999	58145
91942.18986	218679.7999	58146
92942.18986	218679.7999	58147
93942.18986	218679.7999	58148
94942.18986	218679.7999	58149
95942.18986	218679.7999	58150
96942.18986	218679.7999	58151
97942.18986	218679.7999	58152
90942.18986	218179.7999	58153
91942.18986	218179.7999	58154
92942.18986	218179.7999	58155
93942.18986	218179.7999	58156
94942.18986	218179.7999	58157
95942.18986	218179.7999	58158
96942.18986	218179.7999	58159
97942.18986	218179.7999	58160
98942.18986	220179.7999	65121
99942.18986	220179.7999	65122
98942.18986	219679.7999	65129
99942.18986	219679.7999	65130
100942.1899	219679.7999	65131
98942.18986	219179.7999	65137
99942.18986	219179.7999	65138
100942.1899	219179.7999	65139
101942.1899	219179.7999	65140
98942.18986	218679.7999	65145
99942.18986	218679.7999	65146
100942.1899	218679.7999	65147
101942.1899	218679.7999	65148
98942.18986	218179.7999	65153
99942.18986	218179.7999	65154
100942.1899	218179.7999	65155
101942.1899	218179.7999	65156
102942.1899	218179.7999	65157
103942.1899	218179.7999	65158
104942.1899	218179.7999	65159
145942.2	229679.8	72136
139942.2	229179.8	72138
140942.2	229179.8	72139
141942.2	229179.8	72140
142942.2	229179.8	72141
143942.2	229179.8	72142
144942.2	229179.8	72143
145942.2	229179.8	72144
139942.2	228679.8	72146
140942.2	228679.8	72147
141942.2	228679.8	72148
142942.2	228679.8	72149
143942.2	228679.8	72150
144942.2	228679.8	72151
145942.2	228679.8	72152
139942.2	228179.8	72154
140942.2	228179.8	72155
141942.2	228179.8	72156
142942.2	228179.8	72157
143942.2	228179.8	72158
144942.2	228179.8	72159
145942.2	228179.8	72160
150942.2	237679.8	73005
151942.2	237679.8	73006
152942.2	237679.8	73007
153942.2	237679.8	73008
151942.2	237179.8	73014
152942.2	237179.8	73015
153942.2	237179.8	73016
151942.2	236679.8	73022
152942.2	236679.8	73023
153942.2	236679.8	73024
152942.2	236179.8	73031
153942.2	236179.8	73032
151942.2	235679.8	73038
152942.2	235679.8	73039
153942.2	235679.8	73040
151942.2	235179.8	73046
152942.2	235179.8	73047
153942.2	235179.8	73048
151942.2	234679.8	73054
152942.2	234679.8	73055
153942.2	234679.8	73056
151942.2	234179.8	73062
152942.2	234179.8	73063
153942.2	234179.8	73064
151942.2	233679.8	73070
152942.2	233679.8	73071
153942.2	233679.8	73072
151942.2	233179.8	73078
152942.2	233179.8	73079
153942.2	233179.8	73080
151942.2	232679.8	73086
152942.2	232679.8	73087
153942.2	232679.8	73088
152942.2	232179.8	73095
153942.2	232179.8	73096
152942.2	231679.8	73103
153942.2	231679.8	73104
153942.2	231179.8	73112
153942.2	230679.8	73120
153942.2	230179.8	73128
146942.2	229679.8	73129
146942.2	229179.8	73137
146942.2	228679.8	73145
146942.2	228179.8	73153
147942.2	228179.8	73154
153942.2	228179.8	73160
154942.2	237679.8	74001
155942.2	237679.8	74002
156942.2	237679.8	74003
157942.2	237679.8	74004
158942.2	237679.8	74005
159942.2	237679.8	74006
160942.2	237679.8	74007
154942.2	237179.8	74009
155942.2	237179.8	74010
156942.2	237179.8	74011
157942.2	237179.8	74012
158942.2	237179.8	74013
159942.2	237179.8	74014
160942.2	237179.8	74015
154942.2	236679.8	74017
155942.2	236679.8	74018
156942.2	236679.8	74019
157942.2	236679.8	74020
158942.2	236679.8	74021
159942.2	236679.8	74022
160942.2	236679.8	74023
154942.2	236179.8	74025
155942.2	236179.8	74026
156942.2	236179.8	74027
157942.2	236179.8	74028
158942.2	236179.8	74029
159942.2	236179.8	74030
160942.2	236179.8	74031
154942.2	235679.8	74033
155942.2	235679.8	74034
156942.2	235679.8	74035
157942.2	235679.8	74036
158942.2	235679.8	74037
159942.2	235679.8	74038
160942.2	235679.8	74039
154942.2	235179.8	74041
155942.2	235179.8	74042
156942.2	235179.8	74043
157942.2	235179.8	74044
158942.2	235179.8	74045
159942.2	235179.8	74046
160942.2	235179.8	74047
154942.2	234679.8	74049
155942.2	234679.8	74050
156942.2	234679.8	74051
157942.2	234679.8	74052
158942.2	234679.8	74053
159942.2	234679.8	74054
160942.2	234679.8	74055
161942.2	234679.8	74056
154942.2	234179.8	74057
155942.2	234179.8	74058
156942.2	234179.8	74059
157942.2	234179.8	74060
158942.2	234179.8	74061
159942.2	234179.8	74062
160942.2	234179.8	74063
161942.2	234179.8	74064
154942.2	233679.8	74065
155942.2	233679.8	74066
156942.2	233679.8	74067
157942.2	233679.8	74068
158942.2	233679.8	74069
159942.2	233679.8	74070
160942.2	233679.8	74071
161942.2	233679.8	74072
154942.2	233179.8	74073
155942.2	233179.8	74074
156942.2	233179.8	74075
157942.2	233179.8	74076
158942.2	233179.8	74077
159942.2	233179.8	74078
160942.2	233179.8	74079
161942.2	233179.8	74080
154942.2	232679.8	74081
155942.2	232679.8	74082
156942.2	232679.8	74083
157942.2	232679.8	74084
158942.2	232679.8	74085
159942.2	232679.8	74086
160942.2	232679.8	74087
161942.2	232679.8	74088
154942.2	232179.8	74089
155942.2	232179.8	74090
156942.2	232179.8	74091
157942.2	232179.8	74092
158942.2	232179.8	74093
159942.2	232179.8	74094
160942.2	232179.8	74095
161942.2	232179.8	74096
154942.2	231679.8	74097
155942.2	231679.8	74098
156942.2	231679.8	74099
157942.2	231679.8	74100
158942.2	231679.8	74101
159942.2	231679.8	74102
160942.2	231679.8	74103
161942.2	231679.8	74104
154942.2	231179.8	74105
155942.2	231179.8	74106
156942.2	231179.8	74107
157942.2	231179.8	74108
68942.19	225179.8	55043
69942.19	225179.8	55044
70942.19	225179.8	55045
71942.19	225179.8	55046
72942.19	225179.8	55047
73942.19	225179.8	55048
66942.19	224679.8	55049
67942.19	224679.8	55050
68942.19	224679.8	55051
69942.19	224679.8	55052
70942.19	224679.8	55053
71942.19	224679.8	55054
72942.19	224679.8	55055
73942.19	224679.8	55056
66942.19	224179.8	55057
67942.19	224179.8	55058
68942.19	224179.8	55059
69942.19	224179.8	55060
70942.19	224179.8	55061
71942.19	224179.8	55062
72942.19	224179.8	55063
73942.19	224179.8	55064
66942.19	223679.8	55065
67942.19	223679.8	55066
68942.19	223679.8	55067
69942.19	223679.8	55068
73942.19	222179.8	55096
66942.19	221679.8	55097
67942.19	221679.8	55098
68942.19	221679.8	55099
69942.19	221679.8	55100
70942.19	221679.8	55101
71942.19	221679.8	55102
72942.19	221679.8	55103
73942.19	221679.8	55104
66942.19	221179.8	55105
67942.19	221179.8	55106
68942.19	221179.8	55107
69942.19	221179.8	55108
70942.19	221179.8	55109
71942.19	221179.8	55110
72942.19	221179.8	55111
73942.19	221179.8	55112
66942.19	220679.8	55113
67942.19	220679.8	55114
68942.19	220679.8	55115
69942.19	220679.8	55116
70942.19	220679.8	55117
71942.19	220679.8	55118
72942.19	220679.8	55119
73942.19	220679.8	55120
66942.19	220179.8	55121
67942.19	220179.8	55122
68942.19	220179.8	55123
69942.19	220179.8	55124
70942.19	220179.8	55125
71942.19	220179.8	55126
72942.19	220179.8	55127
73942.19	220179.8	55128
66942.19	219679.8	55129
67942.19	219679.8	55130
68942.19	219679.8	55131
69942.19	219679.8	55132
70942.19	219679.8	55133
71942.19	219679.8	55134
72942.19	219679.8	55135
73942.19	219679.8	55136
66942.19	219179.8	55137
67942.19	219179.8	55138
68942.19	219179.8	55139
69942.19	219179.8	55140
70942.19	219179.8	55141
71942.19	219179.8	55142
72942.19	219179.8	55143
73942.19	219179.8	55144
66942.19	218679.8	55145
67942.19	218679.8	55146
68942.19	218679.8	55147
69942.19	218679.8	55148
70942.19	218679.8	55149
71942.19	218679.8	55150
72942.19	218679.8	55151
73942.19	218679.8	55152
66942.19	218179.8	55153
67942.19	218179.8	55154
68942.19	218179.8	55155
69942.19	218179.8	55156
70942.19	218179.8	55157
71942.19	218179.8	55158
72942.19	218179.8	55159
73942.19	218179.8	55160
74942.19	227679.8	56001
75942.19	227679.8	56002
76942.19	227679.8	56003
77942.19	227679.8	56004
78942.19	227679.8	56005
79942.19	227679.8	56006
74942.19	227179.8	56009
75942.19	227179.8	56010
76942.19	227179.8	56011
77942.19	227179.8	56012
78942.19	227179.8	56013
79942.19	227179.8	56014
74942.19	226679.8	56017
75942.19	226679.8	56018
76942.19	226679.8	56019
77942.19	226679.8	56020
78942.19	226679.8	56021
79942.19	226679.8	56022
80942.19	226679.8	56023
74942.19	226179.8	56025
75942.19	226179.8	56026
76942.19	226179.8	56027
77942.19	226179.8	56028
78942.19	226179.8	56029
79942.19	226179.8	56030
80942.19	226179.8	56031
74942.19	225679.8	56033
75942.19	225679.8	56034
76942.19	225679.8	56035
77942.19	225679.8	56036
78942.19	225679.8	56037
79942.19	225679.8	56038
80942.19	225679.8	56039
74942.19	225179.8	56041
75942.19	225179.8	56042
76942.19	225179.8	56043
77942.19	225179.8	56044
78942.19	225179.8	56045
79942.19	225179.8	56046
80942.19	225179.8	56047
74942.19	224679.8	56049
75942.19	224679.8	56050
76942.19	224679.8	56051
77942.19	224679.8	56052
78942.19	224679.8	56053
79942.19	224679.8	56054
74942.19	224179.8	56057
75942.19	224179.8	56058
76942.19	224179.8	56059
77942.19	224179.8	56060
78942.19	224179.8	56061
79942.19	224179.8	56062
74942.19	223679.8	56065
75942.19	223679.8	56066
76942.19	223679.8	56067
77942.19	223679.8	56068
78942.19	223679.8	56069
74942.19	223179.8	56073
75942.19	223179.8	56074
76942.19	223179.8	56075
77942.19	223179.8	56076
78942.19	223179.8	56077
158942.2	231179.8	74109
159942.2	231179.8	74110
160942.2	231179.8	74111
161942.2	231179.8	74112
154942.2	230679.8	74113
155942.2	230679.8	74114
156942.2	230679.8	74115
157942.2	230679.8	74116
158942.2	230679.8	74117
159942.2	230679.8	74118
160942.2	230679.8	74119
161942.2	230679.8	74120
154942.2	230179.8	74121
155942.2	230179.8	74122
156942.2	230179.8	74123
157942.2	230179.8	74124
158942.2	230179.8	74125
159942.2	230179.8	74126
160942.2	230179.8	74127
161942.2	230179.8	74128
154942.2	229679.8	74129
155942.2	229679.8	74130
156942.2	229679.8	74131
157942.2	229679.8	74132
158942.2	229679.8	74133
159942.2	229679.8	74134
160942.2	229679.8	74135
161942.2	229679.8	74136
154942.2	229179.8	74137
155942.2	229179.8	74138
156942.2	229179.8	74139
157942.2	229179.8	74140
158942.2	229179.8	74141
159942.2	229179.8	74142
160942.2	229179.8	74143
161942.2	229179.8	74144
154942.2	228679.8	74145
155942.2	228679.8	74146
156942.2	228679.8	74147
157942.2	228679.8	74148
158942.2	228679.8	74149
159942.2	228679.8	74150
160942.2	228679.8	74151
161942.2	228679.8	74152
154942.2	228179.8	74153
155942.2	228179.8	74154
156942.2	228179.8	74155
157942.2	228179.8	74156
158942.2	228179.8	74157
159942.2	228179.8	74158
160942.2	228179.8	74159
161942.2	228179.8	74160
137942.2	222679.8	75088
137942.2	222179.8	75096
136942.2	221679.8	75103
137942.2	221679.8	75104
136942.2	221179.8	75111
137942.2	221179.8	75112
136942.2	220679.8	75119
137942.2	220679.8	75120
135942.2	220179.8	75126
136942.2	220179.8	75127
137942.2	220179.8	75128
134942.2	219679.8	75133
135942.2	219679.8	75134
136942.2	219679.8	75135
137942.2	219679.8	75136
134942.2	219179.8	75141
135942.2	219179.8	75142
136942.2	219179.8	75143
137942.2	219179.8	75144
133942.2	218679.8	75148
134942.2	218679.8	75149
135942.2	218679.8	75150
136942.2	218679.8	75151
137942.2	218679.8	75152
132942.2	218179.8	75155
133942.2	218179.8	75156
134942.2	218179.8	75157
135942.2	218179.8	75158
136942.2	218179.8	75159
137942.2	218179.8	75160
140942.2	227679.8	76003
141942.2	227679.8	76004
142942.2	227679.8	76005
143942.2	227679.8	76006
144942.2	227679.8	76007
145942.2	227679.8	76008
140942.2	227179.8	76011
141942.2	227179.8	76012
142942.2	227179.8	76013
143942.2	227179.8	76014
144942.2	227179.8	76015
145942.2	227179.8	76016
140942.2	226679.8	76019
141942.2	226679.8	76020
142942.2	226679.8	76021
143942.2	226679.8	76022
144942.2	226679.8	76023
145942.2	226679.8	76024
140942.2	226179.8	76027
141942.2	226179.8	76028
142942.2	226179.8	76029
143942.2	226179.8	76030
144942.2	226179.8	76031
145942.2	226179.8	76032
140942.2	225679.8	76035
141942.2	225679.8	76036
142942.2	225679.8	76037
143942.2	225679.8	76038
144942.2	225679.8	76039
145942.2	225679.8	76040
139942.2	225179.8	76042
140942.2	225179.8	76043
141942.2	225179.8	76044
142942.2	225179.8	76045
143942.2	225179.8	76046
144942.2	225179.8	76047
145942.2	225179.8	76048
139942.2	224679.8	76050
140942.2	224679.8	76051
141942.2	224679.8	76052
142942.2	224679.8	76053
143942.2	224679.8	76054
144942.2	224679.8	76055
145942.2	224679.8	76056
138942.2	224179.8	76057
139942.2	224179.8	76058
140942.2	224179.8	76059
141942.2	224179.8	76060
142942.2	224179.8	76061
143942.2	224179.8	76062
144942.2	224179.8	76063
145942.2	224179.8	76064
138942.2	223679.8	76065
139942.2	223679.8	76066
140942.2	223679.8	76067
141942.2	223679.8	76068
142942.2	223679.8	76069
143942.2	223679.8	76070
144942.2	223679.8	76071
145942.2	223679.8	76072
138942.2	223179.8	76073
139942.2	223179.8	76074
140942.2	223179.8	76075
141942.2	223179.8	76076
142942.2	223179.8	76077
143942.2	223179.8	76078
144942.2	223179.8	76079
145942.2	223179.8	76080
138942.2	222679.8	76081
139942.2	222679.8	76082
140942.2	222679.8	76083
141942.2	222679.8	76084
142942.2	222679.8	76085
143942.2	222679.8	76086
144942.2	222679.8	76087
145942.2	222679.8	76088
138942.2	222179.8	76089
139942.2	222179.8	76090
140942.2	222179.8	76091
141942.2	222179.8	76092
142942.2	222179.8	76093
143942.2	222179.8	76094
144942.2	222179.8	76095
145942.2	222179.8	76096
138942.2	221679.8	76097
139942.2	221679.8	76098
140942.2	221679.8	76099
141942.2	221679.8	76100
142942.2	221679.8	76101
143942.2	221679.8	76102
144942.2	221679.8	76103
145942.2	221679.8	76104
138942.2	221179.8	76105
139942.2	221179.8	76106
140942.2	221179.8	76107
141942.2	221179.8	76108
142942.2	221179.8	76109
143942.2	221179.8	76110
144942.2	221179.8	76111
145942.2	221179.8	76112
138942.2	220679.8	76113
139942.2	220679.8	76114
140942.2	220679.8	76115
141942.2	220679.8	76116
142942.2	220679.8	76117
143942.2	220679.8	76118
144942.2	220679.8	76119
145942.2	220679.8	76120
138942.2	220179.8	76121
139942.2	220179.8	76122
140942.2	220179.8	76123
141942.2	220179.8	76124
142942.2	220179.8	76125
143942.2	220179.8	76126
144942.2	220179.8	76127
145942.2	220179.8	76128
138942.2	219679.8	76129
139942.2	219679.8	76130
140942.2	219679.8	76131
141942.2	219679.8	76132
142942.2	219679.8	76133
143942.2	219679.8	76134
144942.2	219679.8	76135
145942.2	219679.8	76136
138942.2	219179.8	76137
139942.2	219179.8	76138
140942.2	219179.8	76139
141942.2	219179.8	76140
142942.2	219179.8	76141
143942.2	219179.8	76142
144942.2	219179.8	76143
145942.2	219179.8	76144
138942.2	218679.8	76145
139942.2	218679.8	76146
140942.2	218679.8	76147
141942.2	218679.8	76148
142942.2	218679.8	76149
143942.2	218679.8	76150
144942.2	218679.8	76151
145942.2	218679.8	76152
138942.2	218179.8	76153
139942.2	218179.8	76154
140942.2	218179.8	76155
141942.2	218179.8	76156
142942.2	218179.8	76157
143942.2	218179.8	76158
144942.2	218179.8	76159
145942.2	218179.8	76160
146942.2	227679.8	77001
147942.2	227679.8	77002
152942.2	227679.8	77007
153942.2	227679.8	77008
146942.2	227179.8	77009
147942.2	227179.8	77010
148942.2	227179.8	77011
149942.2	227179.8	77012
150942.2	227179.8	77013
151942.2	227179.8	77014
152942.2	227179.8	77015
153942.2	227179.8	77016
146942.2	226679.8	77017
147942.2	226679.8	77018
148942.2	226679.8	77019
149942.2	226679.8	77020
150942.2	226679.8	77021
151942.2	226679.8	77022
152942.2	226679.8	77023
153942.2	226679.8	77024
146942.2	226179.8	77025
147942.2	226179.8	77026
148942.2	226179.8	77027
149942.2	226179.8	77028
150942.2	226179.8	77029
151942.2	226179.8	77030
152942.2	226179.8	77031
153942.2	226179.8	77032
146942.2	225679.8	77033
147942.2	225679.8	77034
148942.2	225679.8	77035
149942.2	225679.8	77036
150942.2	225679.8	77037
151942.2	225679.8	77038
152942.2	225679.8	77039
153942.2	225679.8	77040
146942.2	225179.8	77041
147942.2	225179.8	77042
148942.2	225179.8	77043
149942.2	225179.8	77044
150942.2	225179.8	77045
151942.2	225179.8	77046
152942.2	225179.8	77047
153942.2	225179.8	77048
146942.2	224679.8	77049
147942.2	224679.8	77050
148942.2	224679.8	77051
149942.2	224679.8	77052
150942.2	224679.8	77053
151942.2	224679.8	77054
152942.2	224679.8	77055
153942.2	224679.8	77056
146942.2	224179.8	77057
147942.2	224179.8	77058
148942.2	224179.8	77059
149942.2	224179.8	77060
150942.2	224179.8	77061
151942.2	224179.8	77062
152942.2	224179.8	77063
153942.2	224179.8	77064
146942.2	223679.8	77065
147942.2	223679.8	77066
148942.2	223679.8	77067
149942.2	223679.8	77068
150942.2	223679.8	77069
151942.2	223679.8	77070
152942.2	223679.8	77071
153942.2	223679.8	77072
146942.2	223179.8	77073
147942.2	223179.8	77074
148942.2	223179.8	77075
149942.2	223179.8	77076
150942.2	223179.8	77077
151942.2	223179.8	77078
152942.2	223179.8	77079
153942.2	223179.8	77080
146942.2	222679.8	77081
147942.2	222679.8	77082
148942.2	222679.8	77083
