IDPlots	pnv	label
233054	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
234050	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
242049	NA	NA
242058	69	Eiken-Beukenbos, natte variant
242059	69	Eiken-Beukenbos, natte variant
243051	40	Elzen-Vogelkersbos
243054	79	arme Eiken-Beukenbos en eikenbos, natte variant
243055	20	Elzenbroekbos
243057	78	arme Eiken-Beukenbos en eikenbos, droge variant
243062	78	arme Eiken-Beukenbos en eikenbos, droge variant
244049	79	arme Eiken-Beukenbos en eikenbos, natte variant
244051	78	arme Eiken-Beukenbos en eikenbos, droge variant
244053	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
244057	78	arme Eiken-Beukenbos en eikenbos, droge variant
244058	78	arme Eiken-Beukenbos en eikenbos, droge variant
244059	78	arme Eiken-Beukenbos en eikenbos, droge variant
251049	78	arme Eiken-Beukenbos en eikenbos, droge variant
251051	78	arme Eiken-Beukenbos en eikenbos, droge variant
251052	78	arme Eiken-Beukenbos en eikenbos, droge variant
251053	78	arme Eiken-Beukenbos en eikenbos, droge variant
251058	78	arme Eiken-Beukenbos en eikenbos, droge variant
251060	78	arme Eiken-Beukenbos en eikenbos, droge variant
252053	78	arme Eiken-Beukenbos en eikenbos, droge variant
252056	40	Elzen-Vogelkersbos
252058	20	Elzenbroekbos
253051	78	arme Eiken-Beukenbos en eikenbos, droge variant
253053	78	arme Eiken-Beukenbos en eikenbos, droge variant
253055	78	arme Eiken-Beukenbos en eikenbos, droge variant
253057	78	arme Eiken-Beukenbos en eikenbos, droge variant
253060	78	arme Eiken-Beukenbos en eikenbos, droge variant
254049	78	arme Eiken-Beukenbos en eikenbos, droge variant
254050	20	Elzenbroekbos
254051	78	arme Eiken-Beukenbos en eikenbos, droge variant
254054	79	arme Eiken-Beukenbos en eikenbos, natte variant
254057	78	arme Eiken-Beukenbos en eikenbos, droge variant
254058	78	arme Eiken-Beukenbos en eikenbos, droge variant
254061	78	arme Eiken-Beukenbos en eikenbos, droge variant
254062	78	arme Eiken-Beukenbos en eikenbos, droge variant
261053	78	arme Eiken-Beukenbos en eikenbos, droge variant
261055	78	arme Eiken-Beukenbos en eikenbos, droge variant
261056	78	arme Eiken-Beukenbos en eikenbos, droge variant
261062	79	arme Eiken-Beukenbos en eikenbos, natte variant
261063	79	arme Eiken-Beukenbos en eikenbos, natte variant
261064	78	arme Eiken-Beukenbos en eikenbos, droge variant
262049	79	arme Eiken-Beukenbos en eikenbos, natte variant
262050	78	arme Eiken-Beukenbos en eikenbos, droge variant
262055	78	arme Eiken-Beukenbos en eikenbos, droge variant
262056	78	arme Eiken-Beukenbos en eikenbos, droge variant
262058	78	arme Eiken-Beukenbos en eikenbos, droge variant
262060	78	arme Eiken-Beukenbos en eikenbos, droge variant
262061	78	arme Eiken-Beukenbos en eikenbos, droge variant
262063	78	arme Eiken-Beukenbos en eikenbos, droge variant
262064	78	arme Eiken-Beukenbos en eikenbos, droge variant
263049	78	arme Eiken-Beukenbos en eikenbos, droge variant
213067	40	Elzen-Vogelkersbos
213076	69	Eiken-Beukenbos, natte variant
222078	20	Elzenbroekbos
231068	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
231071	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
231076	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
231077	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
231083	NA	NA
231084	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
231085	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
231087	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
232075	78	arme Eiken-Beukenbos en eikenbos, droge variant
233070	78	arme Eiken-Beukenbos en eikenbos, droge variant
233083	69	Eiken-Beukenbos, natte variant
234069	40	Elzen-Vogelkersbos
241069	78	arme Eiken-Beukenbos en eikenbos, droge variant
242085	40	Elzen-Vogelkersbos
242086	69	Eiken-Beukenbos, natte variant
243070	69	Eiken-Beukenbos, natte variant
243074	69	Eiken-Beukenbos, natte variant
243077	69	Eiken-Beukenbos, natte variant
243080	78	arme Eiken-Beukenbos en eikenbos, droge variant
243082	69	Eiken-Beukenbos, natte variant
243087	78	arme Eiken-Beukenbos en eikenbos, droge variant
244068	79	arme Eiken-Beukenbos en eikenbos, natte variant
244073	78	arme Eiken-Beukenbos en eikenbos, droge variant
244076	78	arme Eiken-Beukenbos en eikenbos, droge variant
244077	78	arme Eiken-Beukenbos en eikenbos, droge variant
244080	78	arme Eiken-Beukenbos en eikenbos, droge variant
244087	78	arme Eiken-Beukenbos en eikenbos, droge variant
244088	78	arme Eiken-Beukenbos en eikenbos, droge variant
251065	78	arme Eiken-Beukenbos en eikenbos, droge variant
251066	78	arme Eiken-Beukenbos en eikenbos, droge variant
251069	78	arme Eiken-Beukenbos en eikenbos, droge variant
251072	69	Eiken-Beukenbos, natte variant
251073	78	arme Eiken-Beukenbos en eikenbos, droge variant
251074	78	arme Eiken-Beukenbos en eikenbos, droge variant
251078	78	arme Eiken-Beukenbos en eikenbos, droge variant
251081	78	arme Eiken-Beukenbos en eikenbos, droge variant
251083	40	Elzen-Vogelkersbos
251084	NA	NA
252083	78	arme Eiken-Beukenbos en eikenbos, droge variant
252084	78	arme Eiken-Beukenbos en eikenbos, droge variant
252088	20	Elzenbroekbos
253071	78	arme Eiken-Beukenbos en eikenbos, droge variant
253074	79	arme Eiken-Beukenbos en eikenbos, natte variant
253082	78	arme Eiken-Beukenbos en eikenbos, droge variant
254066	78	arme Eiken-Beukenbos en eikenbos, droge variant
254067	78	arme Eiken-Beukenbos en eikenbos, droge variant
254068	20	Elzenbroekbos
254069	78	arme Eiken-Beukenbos en eikenbos, droge variant
254082	78	arme Eiken-Beukenbos en eikenbos, droge variant
254085	78	arme Eiken-Beukenbos en eikenbos, droge variant
254087	NA	NA
261067	NA	NA
261069	78	arme Eiken-Beukenbos en eikenbos, droge variant
261070	78	arme Eiken-Beukenbos en eikenbos, droge variant
261071	78	arme Eiken-Beukenbos en eikenbos, droge variant
261075	NA	NA
261076	NA	NA
261077	78	arme Eiken-Beukenbos en eikenbos, droge variant
261079	78	arme Eiken-Beukenbos en eikenbos, droge variant
261082	NA	NA
261083	NA	NA
261084	NA	NA
262068	20	Elzenbroekbos
262071	78	arme Eiken-Beukenbos en eikenbos, droge variant
262078	78	arme Eiken-Beukenbos en eikenbos, droge variant
262083	79	arme Eiken-Beukenbos en eikenbos, natte variant
263073	78	arme Eiken-Beukenbos en eikenbos, droge variant
263081	78	arme Eiken-Beukenbos en eikenbos, droge variant
211096	40	Elzen-Vogelkersbos
214103	40	Elzen-Vogelkersbos
223096	12	Wilgenvloedbos, zoniet Elzenbroekbos
223101	12	Wilgenvloedbos, zoniet Elzenbroekbos
223103	78	arme Eiken-Beukenbos en eikenbos, droge variant
223104	12	Wilgenvloedbos, zoniet Elzenbroekbos
231090	12	Wilgenvloedbos, zoniet Elzenbroekbos
231091	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
231095	NA	NA
231103	NA	NA
232092	40	Elzen-Vogelkersbos
232093	40	Elzen-Vogelkersbos
232098	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
232100	68	Eiken-Beukenbos, droge variant
232102	40	Elzen-Vogelkersbos
234097	40	Elzen-Vogelkersbos
234103	NA	NA
241090	69	Eiken-Beukenbos, natte variant
241094	78	arme Eiken-Beukenbos en eikenbos, droge variant
241098	78	arme Eiken-Beukenbos en eikenbos, droge variant
243094	69	Eiken-Beukenbos, natte variant
243102	78	arme Eiken-Beukenbos en eikenbos, droge variant
244094	78	arme Eiken-Beukenbos en eikenbos, droge variant
244096	78	arme Eiken-Beukenbos en eikenbos, droge variant
244100	79	arme Eiken-Beukenbos en eikenbos, natte variant
244101	78	arme Eiken-Beukenbos en eikenbos, droge variant
244104	78	arme Eiken-Beukenbos en eikenbos, droge variant
251091	78	arme Eiken-Beukenbos en eikenbos, droge variant
251092	78	arme Eiken-Beukenbos en eikenbos, droge variant
251093	78	arme Eiken-Beukenbos en eikenbos, droge variant
251094	78	arme Eiken-Beukenbos en eikenbos, droge variant
251096	40	Elzen-Vogelkersbos
251098	40	Elzen-Vogelkersbos
251103	78	arme Eiken-Beukenbos en eikenbos, droge variant
252089	20	Elzenbroekbos
252090	20	Elzenbroekbos
252103	20	Elzenbroekbos
252104	NA	NA
253090	79	arme Eiken-Beukenbos en eikenbos, natte variant
253093	78	arme Eiken-Beukenbos en eikenbos, droge variant
253094	20	Elzenbroekbos
253095	NA	NA
253098	78	arme Eiken-Beukenbos en eikenbos, droge variant
253102	20	Elzenbroekbos
253104	20	Elzenbroekbos
254093	78	arme Eiken-Beukenbos en eikenbos, droge variant
254094	NA	NA
254097	79	arme Eiken-Beukenbos en eikenbos, natte variant
254098	78	arme Eiken-Beukenbos en eikenbos, droge variant
254100	NA	NA
254103	78	arme Eiken-Beukenbos en eikenbos, droge variant
254104	78	arme Eiken-Beukenbos en eikenbos, droge variant
261089	78	arme Eiken-Beukenbos en eikenbos, droge variant
261096	78	arme Eiken-Beukenbos en eikenbos, droge variant
261098	79	arme Eiken-Beukenbos en eikenbos, natte variant
261100	78	arme Eiken-Beukenbos en eikenbos, droge variant
261103	78	arme Eiken-Beukenbos en eikenbos, droge variant
261104	78	arme Eiken-Beukenbos en eikenbos, droge variant
262091	78	arme Eiken-Beukenbos en eikenbos, droge variant
262092	78	arme Eiken-Beukenbos en eikenbos, droge variant
262094	78	arme Eiken-Beukenbos en eikenbos, droge variant
262095	78	arme Eiken-Beukenbos en eikenbos, droge variant
262101	78	arme Eiken-Beukenbos en eikenbos, droge variant
262104	78	arme Eiken-Beukenbos en eikenbos, droge variant
211115	40	Elzen-Vogelkersbos
221120	40	Elzen-Vogelkersbos
222108	NA	NA
222118	68	Eiken-Beukenbos, droge variant
223111	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
224105	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
224106	14	Wilgenvloedbos, zoniet Elzen-Vogelkers
224107	78	arme Eiken-Beukenbos en eikenbos, droge variant
231114	78	arme Eiken-Beukenbos en eikenbos, droge variant
232108	69	Eiken-Beukenbos, natte variant
233115	69	Eiken-Beukenbos, natte variant
233118	40	Elzen-Vogelkersbos
234112	69	Eiken-Beukenbos, natte variant
234114	78	arme Eiken-Beukenbos en eikenbos, droge variant
241108	69	Eiken-Beukenbos, natte variant
241111	78	arme Eiken-Beukenbos en eikenbos, droge variant
241114	79	arme Eiken-Beukenbos en eikenbos, natte variant
241117	69	Eiken-Beukenbos, natte variant
241119	78	arme Eiken-Beukenbos en eikenbos, droge variant
241122	79	arme Eiken-Beukenbos en eikenbos, natte variant
241128	78	arme Eiken-Beukenbos en eikenbos, droge variant
242122	78	arme Eiken-Beukenbos en eikenbos, droge variant
242128	69	Eiken-Beukenbos, natte variant
243109	69	Eiken-Beukenbos, natte variant
243111	50	Beukenbos, Eiken-haagbeukenbos of rijke Eiken-Beukenbos
243113	79	arme Eiken-Beukenbos en eikenbos, natte variant
243118	69	Eiken-Beukenbos, natte variant
243123	69	Eiken-Beukenbos, natte variant
243127	69	Eiken-Beukenbos, natte variant
244110	78	arme Eiken-Beukenbos en eikenbos, droge variant
244112	78	arme Eiken-Beukenbos en eikenbos, droge variant
244115	79	arme Eiken-Beukenbos en eikenbos, natte variant
244124	78	arme Eiken-Beukenbos en eikenbos, droge variant
251106	78	arme Eiken-Beukenbos en eikenbos, droge variant
251110	40	Elzen-Vogelkersbos
251111	20	Elzenbroekbos
251112	20	Elzenbroekbos
251114	NA	NA
251116	NA	NA
251118	20	Elzenbroekbos
251119	20	Elzenbroekbos
251120	40	Elzen-Vogelkersbos
251126	20	Elzenbroekbos
251128	78	arme Eiken-Beukenbos en eikenbos, droge variant
252105	78	arme Eiken-Beukenbos en eikenbos, droge variant
252106	78	arme Eiken-Beukenbos en eikenbos, droge variant
252109	78	arme Eiken-Beukenbos en eikenbos, droge variant
252117	20	Elzenbroekbos
252128	NA	NA
253106	78	arme Eiken-Beukenbos en eikenbos, droge variant
253107	78	arme Eiken-Beukenbos en eikenbos, droge variant
253112	78	arme Eiken-Beukenbos en eikenbos, droge variant
253123	20	Elzenbroekbos
254105	79	arme Eiken-Beukenbos en eikenbos, natte variant
254110	79	arme Eiken-Beukenbos en eikenbos, natte variant
254111	78	arme Eiken-Beukenbos en eikenbos, droge variant
254113	78	arme Eiken-Beukenbos en eikenbos, droge variant
254117	78	arme Eiken-Beukenbos en eikenbos, droge variant
254118	79	arme Eiken-Beukenbos en eikenbos, natte variant
254119	NA	NA
254123	20	Elzenbroekbos
254125	20	Elzenbroekbos
254127	78	arme Eiken-Beukenbos en eikenbos, droge variant
261108	78	arme Eiken-Beukenbos en eikenbos, droge variant
261109	NA	NA
261111	78	arme Eiken-Beukenbos en eikenbos, droge variant
261115	NA	NA
261116	78	arme Eiken-Beukenbos en eikenbos, droge variant
261117	NA	NA
261118	78	arme Eiken-Beukenbos en eikenbos, droge variant
261119	78	arme Eiken-Beukenbos en eikenbos, droge variant
261120	78	arme Eiken-Beukenbos en eikenbos, droge variant
261126	78	arme Eiken-Beukenbos en eikenbos, droge variant
261127	78	arme Eiken-Beukenbos en eikenbos, droge variant
261128	78	arme Eiken-Beukenbos en eikenbos, droge variant
262105	78	arme Eiken-Beukenbos en eikenbos, droge variant
262107	78	arme Eiken-Beukenbos en eikenbos, droge variant
262110	78	arme Eiken-Beukenbos en eikenbos, droge variant
262111	78	arme Eiken-Beukenbos en eikenbos, droge variant
262112	78	arme Eiken-Beukenbos en eikenbos, droge variant
262113	NA	NA
262117	78	arme Eiken-Beukenbos en eikenbos, droge variant
262118	78	arme Eiken-Beukenbos en eikenbos, droge variant
262119	78	arme Eiken-Beukenbos en eikenbos, droge variant
262120	78	arme Eiken-Beukenbos en eikenbos, droge variant
262125	78	arme Eiken-Beukenbos en eikenbos, droge variant
262127	NA	NA
262128	78	arme Eiken-Beukenbos en eikenbos, droge variant
263105	78	arme Eiken-Beukenbos en eikenbos, droge variant
263113	78	arme Eiken-Beukenbos en eikenbos, droge variant
263121	NA	NA
263123	79	arme Eiken-Beukenbos en eikenbos, natte variant
214136	78	arme Eiken-Beukenbos en eikenbos, droge variant
221135	40	Elzen-Vogelkersbos
221137	40	Elzen-Vogelkersbos
222132	79	arme Eiken-Beukenbos en eikenbos, natte variant
222138	78	arme Eiken-Beukenbos en eikenbos, droge variant
224137	69	Eiken-Beukenbos, natte variant
231141	69	Eiken-Beukenbos, natte variant
233133	69	Eiken-Beukenbos, natte variant
234135	40	Elzen-Vogelkersbos
241139	40	Elzen-Vogelkersbos
241141	69	Eiken-Beukenbos, natte variant
241144	69	Eiken-Beukenbos, natte variant
243134	40	Elzen-Vogelkersbos
243140	20	Elzenbroekbos
243142	69	Eiken-Beukenbos, natte variant
243144	78	arme Eiken-Beukenbos en eikenbos, droge variant
244129	20	Elzenbroekbos
244134	20	Elzenbroekbos
244137	78	arme Eiken-Beukenbos en eikenbos, droge variant
244138	79	arme Eiken-Beukenbos en eikenbos, natte variant
251130	78	arme Eiken-Beukenbos en eikenbos, droge variant
251132	20	Elzenbroekbos
251133	20	Elzenbroekbos
251139	78	arme Eiken-Beukenbos en eikenbos, droge variant
251140	20	Elzenbroekbos
252134	20	Elzenbroekbos
252142	20	Elzenbroekbos
252144	78	arme Eiken-Beukenbos en eikenbos, droge variant
252151	78	arme Eiken-Beukenbos en eikenbos, droge variant
253132	79	arme Eiken-Beukenbos en eikenbos, natte variant
253138	20	Elzenbroekbos
253142	78	arme Eiken-Beukenbos en eikenbos, droge variant
253143	NA	NA
253146	69	Eiken-Beukenbos, natte variant
254129	20	Elzenbroekbos
254130	79	arme Eiken-Beukenbos en eikenbos, natte variant
254131	79	arme Eiken-Beukenbos en eikenbos, natte variant
254138	79	arme Eiken-Beukenbos en eikenbos, natte variant
254142	78	arme Eiken-Beukenbos en eikenbos, droge variant
254143	78	arme Eiken-Beukenbos en eikenbos, droge variant
261129	78	arme Eiken-Beukenbos en eikenbos, droge variant
261130	NA	NA
261134	78	arme Eiken-Beukenbos en eikenbos, droge variant
261135	NA	NA
261138	78	arme Eiken-Beukenbos en eikenbos, droge variant
261143	NA	NA
261144	79	arme Eiken-Beukenbos en eikenbos, natte variant
262132	78	arme Eiken-Beukenbos en eikenbos, droge variant
262133	78	arme Eiken-Beukenbos en eikenbos, droge variant
262135	78	arme Eiken-Beukenbos en eikenbos, droge variant
262136	78	arme Eiken-Beukenbos en eikenbos, droge variant
262140	78	arme Eiken-Beukenbos en eikenbos, droge variant
262142	78	arme Eiken-Beukenbos en eikenbos, droge variant
262143	78	arme Eiken-Beukenbos en eikenbos, droge variant
263129	78	arme Eiken-Beukenbos en eikenbos, droge variant
214149	68	Eiken-Beukenbos, droge variant
218005	68	Eiken-Beukenbos, droge variant
221157	NA	NA
221160	40	Elzen-Vogelkersbos
223156	40	Elzen-Vogelkersbos
232153	79	arme Eiken-Beukenbos en eikenbos, natte variant
232154	69	Eiken-Beukenbos, natte variant
234159	78	arme Eiken-Beukenbos en eikenbos, droge variant
238002	78	arme Eiken-Beukenbos en eikenbos, droge variant
238003	40	Elzen-Vogelkersbos
241148	78	arme Eiken-Beukenbos en eikenbos, droge variant
242155	78	arme Eiken-Beukenbos en eikenbos, droge variant
242156	40	Elzen-Vogelkersbos
243148	69	Eiken-Beukenbos, natte variant
243153	69	Eiken-Beukenbos, natte variant
243158	78	arme Eiken-Beukenbos en eikenbos, droge variant
243160	78	arme Eiken-Beukenbos en eikenbos, droge variant
244151	40	Elzen-Vogelkersbos
244153	78	arme Eiken-Beukenbos en eikenbos, droge variant
244158	40	Elzen-Vogelkersbos
244159	NA	NA
245008	78	arme Eiken-Beukenbos en eikenbos, droge variant
246001	78	arme Eiken-Beukenbos en eikenbos, droge variant
246007	78	arme Eiken-Beukenbos en eikenbos, droge variant
247002	78	arme Eiken-Beukenbos en eikenbos, droge variant
247004	78	arme Eiken-Beukenbos en eikenbos, droge variant
247006	40	Elzen-Vogelkersbos
248003	40	Elzen-Vogelkersbos
251156	78	arme Eiken-Beukenbos en eikenbos, droge variant
252159	78	arme Eiken-Beukenbos en eikenbos, droge variant
253145	NA	NA
253148	78	arme Eiken-Beukenbos en eikenbos, droge variant
253149	79	arme Eiken-Beukenbos en eikenbos, natte variant
253150	79	arme Eiken-Beukenbos en eikenbos, natte variant
253151	79	arme Eiken-Beukenbos en eikenbos, natte variant
253153	NA	NA
253155	79	arme Eiken-Beukenbos en eikenbos, natte variant
253157	NA	NA
253158	79	arme Eiken-Beukenbos en eikenbos, natte variant
253159	79	arme Eiken-Beukenbos en eikenbos, natte variant
254148	78	arme Eiken-Beukenbos en eikenbos, droge variant
254149	78	arme Eiken-Beukenbos en eikenbos, droge variant
254150	78	arme Eiken-Beukenbos en eikenbos, droge variant
254152	79	arme Eiken-Beukenbos en eikenbos, natte variant
254156	78	arme Eiken-Beukenbos en eikenbos, droge variant
254160	79	arme Eiken-Beukenbos en eikenbos, natte variant
255003	78	arme Eiken-Beukenbos en eikenbos, droge variant
255004	78	arme Eiken-Beukenbos en eikenbos, droge variant
256001	78	arme Eiken-Beukenbos en eikenbos, droge variant
256008	78	arme Eiken-Beukenbos en eikenbos, droge variant
257002	79	arme Eiken-Beukenbos en eikenbos, natte variant
257003	NA	NA
257004	78	arme Eiken-Beukenbos en eikenbos, droge variant
257006	79	arme Eiken-Beukenbos en eikenbos, natte variant
258006	NA	NA
258007	NA	NA
261145	78	arme Eiken-Beukenbos en eikenbos, droge variant
261146	78	arme Eiken-Beukenbos en eikenbos, droge variant
261153	78	arme Eiken-Beukenbos en eikenbos, droge variant
261154	78	arme Eiken-Beukenbos en eikenbos, droge variant
262146	78	arme Eiken-Beukenbos en eikenbos, droge variant
262148	78	arme Eiken-Beukenbos en eikenbos, droge variant
262149	78	arme Eiken-Beukenbos en eikenbos, droge variant
262151	78	arme Eiken-Beukenbos en eikenbos, droge variant
262154	78	arme Eiken-Beukenbos en eikenbos, droge variant
262157	78	arme Eiken-Beukenbos en eikenbos, droge variant
262158	78	arme Eiken-Beukenbos en eikenbos, droge variant
262159	78	arme Eiken-Beukenbos en eikenbos, droge variant
263145	NA	NA
265004	78	arme Eiken-Beukenbos en eikenbos, droge variant
265006	NA	NA
265008	78	arme Eiken-Beukenbos en eikenbos, droge variant
266002	78	arme Eiken-Beukenbos en eikenbos, droge variant
266004	78	arme Eiken-Beukenbos en eikenbos, droge variant
266005	78	arme Eiken-Beukenbos en eikenbos, droge variant
266006	78	arme Eiken-Beukenbos en eikenbos, droge variant
266007	78	arme Eiken-Beukenbos en eikenbos, droge variant
207011	40	Elzen-Vogelkersbos
226018	40	Elzen-Vogelkersbos
226019	69	Eiken-Beukenbos, natte variant
226022	69	Eiken-Beukenbos, natte variant
227019	69	Eiken-Beukenbos, natte variant
228022	20	Elzenbroekbos
237014	69	Eiken-Beukenbos, natte variant
237021	NA	NA
237029	40	Elzen-Vogelkersbos
238010	40	Elzen-Vogelkersbos
238023	78	arme Eiken-Beukenbos en eikenbos, droge variant
238025	69	Eiken-Beukenbos, natte variant
238028	40	Elzen-Vogelkersbos
245010	40	Elzen-Vogelkersbos
245012	40	Elzen-Vogelkersbos
245027	40	Elzen-Vogelkersbos
245028	79	arme Eiken-Beukenbos en eikenbos, natte variant
246009	20	Elzenbroekbos
246024	78	arme Eiken-Beukenbos en eikenbos, droge variant
246028	78	arme Eiken-Beukenbos en eikenbos, droge variant
247024	40	Elzen-Vogelkersbos
247026	40	Elzen-Vogelkersbos
247031	40	Elzen-Vogelkersbos
247032	40	Elzen-Vogelkersbos
248026	79	arme Eiken-Beukenbos en eikenbos, natte variant
255016	78	arme Eiken-Beukenbos en eikenbos, droge variant
255017	20	Elzenbroekbos
255024	78	arme Eiken-Beukenbos en eikenbos, droge variant
255031	78	arme Eiken-Beukenbos en eikenbos, droge variant
256009	78	arme Eiken-Beukenbos en eikenbos, droge variant
256010	20	Elzenbroekbos
256013	78	arme Eiken-Beukenbos en eikenbos, droge variant
256019	78	arme Eiken-Beukenbos en eikenbos, droge variant
256026	78	arme Eiken-Beukenbos en eikenbos, droge variant
256028	78	arme Eiken-Beukenbos en eikenbos, droge variant
257009	79	arme Eiken-Beukenbos en eikenbos, natte variant
257010	78	arme Eiken-Beukenbos en eikenbos, droge variant
257011	78	arme Eiken-Beukenbos en eikenbos, droge variant
257012	78	arme Eiken-Beukenbos en eikenbos, droge variant
257014	79	arme Eiken-Beukenbos en eikenbos, natte variant
257017	79	arme Eiken-Beukenbos en eikenbos, natte variant
257027	20	Elzenbroekbos
257028	78	arme Eiken-Beukenbos en eikenbos, droge variant
257030	78	arme Eiken-Beukenbos en eikenbos, droge variant
257032	79	arme Eiken-Beukenbos en eikenbos, natte variant
258015	NA	NA
258016	78	arme Eiken-Beukenbos en eikenbos, droge variant
258017	20	Elzenbroekbos
258023	78	arme Eiken-Beukenbos en eikenbos, droge variant
258024	78	arme Eiken-Beukenbos en eikenbos, droge variant
258029	79	arme Eiken-Beukenbos en eikenbos, natte variant
258031	78	arme Eiken-Beukenbos en eikenbos, droge variant
265015	78	arme Eiken-Beukenbos en eikenbos, droge variant
265016	78	arme Eiken-Beukenbos en eikenbos, droge variant
265023	78	arme Eiken-Beukenbos en eikenbos, droge variant
265024	78	arme Eiken-Beukenbos en eikenbos, droge variant
265030	78	arme Eiken-Beukenbos en eikenbos, droge variant
265031	78	arme Eiken-Beukenbos en eikenbos, droge variant
265032	78	arme Eiken-Beukenbos en eikenbos, droge variant
266009	78	arme Eiken-Beukenbos en eikenbos, droge variant
266010	78	arme Eiken-Beukenbos en eikenbos, droge variant
266013	78	arme Eiken-Beukenbos en eikenbos, droge variant
266014	78	arme Eiken-Beukenbos en eikenbos, droge variant
266015	78	arme Eiken-Beukenbos en eikenbos, droge variant
266016	78	arme Eiken-Beukenbos en eikenbos, droge variant
266017	78	arme Eiken-Beukenbos en eikenbos, droge variant
266018	78	arme Eiken-Beukenbos en eikenbos, droge variant
266022	78	arme Eiken-Beukenbos en eikenbos, droge variant
266023	78	arme Eiken-Beukenbos en eikenbos, droge variant
266025	78	arme Eiken-Beukenbos en eikenbos, droge variant
266026	78	arme Eiken-Beukenbos en eikenbos, droge variant
266030	78	arme Eiken-Beukenbos en eikenbos, droge variant
206047	40	Elzen-Vogelkersbos
207033	69	Eiken-Beukenbos, natte variant
207041	69	Eiken-Beukenbos, natte variant
216038	78	arme Eiken-Beukenbos en eikenbos, droge variant
218035	69	Eiken-Beukenbos, natte variant
218040	78	arme Eiken-Beukenbos en eikenbos, droge variant
218047	78	arme Eiken-Beukenbos en eikenbos, droge variant
225036	68	Eiken-Beukenbos, droge variant
226036	40	Elzen-Vogelkersbos
226041	NA	NA
226044	69	Eiken-Beukenbos, natte variant
227037	69	Eiken-Beukenbos, natte variant
227044	69	Eiken-Beukenbos, natte variant
228040	NA	NA
236047	69	Eiken-Beukenbos, natte variant
237042	69	Eiken-Beukenbos, natte variant
238036	69	Eiken-Beukenbos, natte variant
238046	69	Eiken-Beukenbos, natte variant
238047	79	arme Eiken-Beukenbos en eikenbos, natte variant
246033	78	arme Eiken-Beukenbos en eikenbos, droge variant
246038	69	Eiken-Beukenbos, natte variant
246039	40	Elzen-Vogelkersbos
246041	NA	NA
246042	78	arme Eiken-Beukenbos en eikenbos, droge variant
246043	40	Elzen-Vogelkersbos
246046	78	arme Eiken-Beukenbos en eikenbos, droge variant
246048	40	Elzen-Vogelkersbos
247042	20	Elzenbroekbos
247044	78	arme Eiken-Beukenbos en eikenbos, droge variant
255041	68	Eiken-Beukenbos, droge variant
255046	40	Elzen-Vogelkersbos
255048	78	arme Eiken-Beukenbos en eikenbos, droge variant
256042	78	arme Eiken-Beukenbos en eikenbos, droge variant
256047	79	arme Eiken-Beukenbos en eikenbos, natte variant
257033	79	arme Eiken-Beukenbos en eikenbos, natte variant
257034	79	arme Eiken-Beukenbos en eikenbos, natte variant
257039	78	arme Eiken-Beukenbos en eikenbos, droge variant
257042	78	arme Eiken-Beukenbos en eikenbos, droge variant
257045	79	arme Eiken-Beukenbos en eikenbos, natte variant
257046	79	arme Eiken-Beukenbos en eikenbos, natte variant
258038	79	arme Eiken-Beukenbos en eikenbos, natte variant
258040	20	Elzenbroekbos
258046	NA	NA
258047	79	arme Eiken-Beukenbos en eikenbos, natte variant
265036	78	arme Eiken-Beukenbos en eikenbos, droge variant
265040	78	arme Eiken-Beukenbos en eikenbos, droge variant
265045	78	arme Eiken-Beukenbos en eikenbos, droge variant
265047	78	arme Eiken-Beukenbos en eikenbos, droge variant
266033	78	arme Eiken-Beukenbos en eikenbos, droge variant
266034	78	arme Eiken-Beukenbos en eikenbos, droge variant
266037	78	arme Eiken-Beukenbos en eikenbos, droge variant
266039	78	arme Eiken-Beukenbos en eikenbos, droge variant
266040	78	arme Eiken-Beukenbos en eikenbos, droge variant
266041	78	arme Eiken-Beukenbos en eikenbos, droge variant
266042	78	arme Eiken-Beukenbos en eikenbos, droge variant
266043	78	arme Eiken-Beukenbos en eikenbos, droge variant
266044	78	arme Eiken-Beukenbos en eikenbos, droge variant
266046	NA	NA
266047	78	arme Eiken-Beukenbos en eikenbos, droge variant
207049	NA	NA
207057	NA	NA
215068	NA	NA
226059	69	Eiken-Beukenbos, natte variant
226060	69	Eiken-Beukenbos, natte variant
226063	69	Eiken-Beukenbos, natte variant
226067	40	Elzen-Vogelkersbos
227050	40	Elzen-Vogelkersbos
227054	69	Eiken-Beukenbos, natte variant
237050	69	Eiken-Beukenbos, natte variant
237062	NA	NA
237063	69	Eiken-Beukenbos, natte variant
