IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	Total	Totalrel	Totalcor	Totalrelcor	Max	FS	WL	HL	DW	Maxcor	FScor	WLcor	DWcor	FSrel	WLrel	HLrel	DWrel	FSrelcor	WLrelcor	DWrelcor	StandType	OwnerType	ForestType	ForestAge	Frag	pnv	Paired_1_2	fpnv	fPeriode	fpnvGroup	Weight	Year	Rand	FragInv
27131	2	27131_1	1	1	2017	9	26	0.273684210526316	21	0.291666666666667	95	11	9	4	2	72	9	8	0	0.55	0.36	0.2	0.0666666666666667	0.5625	0.380952380952381	0	loofhout	Private	I	recent	0.7859239	79	TRUE	79	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.2140761
27137	1	27137_1	1	1	1998	9	19	0.316666666666667	15	0.288461538461538	60	14	3	0	2	52	10	3	2	0.7	0.12	NA	0.133333333333333	0.625	0.142857142857143	0.133333333333333	gemengd naaldhout	Private	NA	recent	0.4271455	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.5728545
27137	2	27137_1	0.96	1	2017	9	24	0.252631578947368	19	0.263888888888889	95	11	6	4	3	72	9	5	1	0.55	0.24	0.2	0.1	0.5625	0.238095238095238	0.0666666666666667	gemengd naaldhout	Private	I	recent	0.4271455	78	TRUE	78	2	Arm Eiken-beukenbos	0.96	2017	Rand	0.5728545
27138	1	27138_1	1	1	1998	9	11	0.183333333333333	9	0.173076923076923	60	10	1	0	0	52	8	1	0	0.5	0.04	NA	0	0.5	0.0476190476190476	0	gemengd naaldhout	Private	NA	recent	0.5091597	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4908403
27138	2	27138_2	1	2	2017	9	13	0.136842105263158	8	0.111111111111111	95	6	1	4	2	72	4	0	0	0.3	0.04	0.2	0.0666666666666667	0.25	0	0	naaldhout	Private	I	recent	0.5091597	79	FALSE	79	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.4908403
27139	1	27139_1	1	1	1998	9	13	0.216666666666667	8	0.153846153846154	60	10	3	0	0	52	6	2	0	0.5	0.12	NA	0	0.375	0.0952380952380952	0	naaldhout	Private	NA	recent	0.8304816	79	TRUE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1695184
27139	2	27139_1	1	1	2017	9	27	0.284210526315789	23	0.319444444444444	95	10	6	2	9	72	8	6	7	0.5	0.24	0.1	0.3	0.5	0.285714285714286	0.466666666666667	naaldhout	Private	J	recent	0.8304816	79	TRUE	79	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.1695184
27140	1	27140_1	1	1	1998	9	6	0.1	4	0.0769230769230769	60	6	0	0	0	52	4	0	0	0.3	0	NA	0	0.25	0	0	loofhout	Private	NA	recent	0.5483368	20	FALSE	20	1	Elzenbroekbos	1	1998	Volledig in bos	0.4516632
27140	2	27140_2	0.69	2	2017	9	18	0.2	14	0.208955223880597	90	6	5	5	2	67	4	5	0	0.3	0.25	0.25	0.0666666666666667	0.25	0.3125	0	loofhout	Private	D	recent	0.5483368	20	FALSE	20	2	Elzenbroekbos	0.69	2017	Rand	0.4516632
27145	1	27145_1	1	1	1998	9	16	0.168421052631579	11	0.152777777777778	95	6	2	6	2	72	4	1	0	0.3	0.08	0.3	0.0666666666666667	0.25	0.0476190476190476	0	naaldhout	Private	I	recent	0.541755	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.458245
27145	2	27145_2	0.64	2	2017	9	15	0.166666666666667	10	0.149253731343284	90	6	1	5	3	67	4	0	1	0.3	0.05	0.25	0.1	0.25	0	0.0666666666666667	naaldhout	Private	I	recent	0.541755	79	FALSE	79	2	Arm Eiken-beukenbos	0.64	2017	Rand	0.458245
27148	1	27148_1	1	1	1998	9	17	0.178947368421053	13	0.180555555555556	95	12	1	2	2	72	10	1	0	0.6	0.04	0.1	0.0666666666666667	0.625	0.0476190476190476	0	gemengd naaldhout	Private	H	oud	0.6503839	69	TRUE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.3496161
27148	2	27148_1	1	1	2017	9	22	0.244444444444444	14	0.208955223880597	90	13	1	2	6	67	11	1	0	0.65	0.05	0.1	0.2	0.6875	0.0625	0	naaldhout	Private	I	oud	0.6503839	69	TRUE	69	2	Eiken-beukenbos	1	2017	Volledig in bos	0.3496161
27154	1	27154_1	1	1	1998	9	16	0.266666666666667	12	0.230769230769231	60	13	3	0	0	52	9	3	0	0.65	0.12	NA	0	0.5625	0.142857142857143	0	gemengd naaldhout	Private	NA	recent	0.8274552	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1725448
27154	2	27154_1	1	1	2017	9	26	0.288888888888889	19	0.283582089552239	90	14	5	2	5	67	12	4	1	0.7	0.25	0.1	0.166666666666667	0.75	0.25	0.0666666666666667	gemengd naaldhout	Private	I	recent	0.8274552	78	TRUE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.1725448
27156	1	27156_1	1	1	1998	9	29	0.483333333333333	25	0.480769230769231	60	15	7	0	7	52	11	7	7	0.75	0.28	NA	0.466666666666667	0.6875	0.333333333333333	0.466666666666667	loofhout	Private	NA	recent	0.6164229	40	TRUE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.3835771
27156	2	27156_1	1	1	2017	9	40	0.421052631578947	31	0.430555555555556	95	16	12	4	8	72	12	11	4	0.8	0.48	0.2	0.266666666666667	0.75	0.523809523809524	0.266666666666667	loofhout	Private	I	recent	0.6164229	40	TRUE	40	2	Elzen-vogelkersbos	1	2017	Volledig in bos	0.3835771
35106	1	35106_1	1	1	1998	5	18	0.3	14	0.269230769230769	60	14	3	0	1	52	10	3	1	0.7	0.12	NA	0.0666666666666667	0.625	0.142857142857143	0.0666666666666667	loofhout	Private	NA	recent	0.5469836	20	FALSE	20	1	Elzenbroekbos	1	1998	Volledig in bos	0.4530164
35106	2	35106_2	1	2	2013	5	20	0.210526315789474	14	0.194444444444444	95	8	4	6	2	72	4	4	0	0.4	0.16	0.3	0.0666666666666667	0.25	0.19047619047619	0	loofhout	Private	C	recent	0.5469836	20	FALSE	20	2	Elzenbroekbos	1	2013	Volledig in bos	0.4530164
35114	1	35114_1	1	1	1999	5	31	0.326315789473684	21	0.291666666666667	95	14	4	5	8	72	10	4	2	0.7	0.16	0.25	0.266666666666667	0.625	0.19047619047619	0.133333333333333	gemengd naaldhout	Private	I	recent	0.3933358	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	0.6066642
35114	2	35114_2	0.61	2	2013	5	29	0.305263157894737	22	0.305555555555556	95	11	7	7	4	72	9	6	0	0.55	0.28	0.35	0.133333333333333	0.5625	0.285714285714286	0	loofhout	Private	I	recent	0.3933358	79	FALSE	79	2	Arm Eiken-beukenbos	0.61	2013	Rand	0.6066642
35124	1	35124_1	1	1	1998	5	11	0.183333333333333	7	0.134615384615385	60	10	1	0	0	52	6	1	0	0.5	0.04	NA	0	0.375	0.0476190476190476	0	naaldhout	Private	NA	recent	0.4095405	79	TRUE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.5904595
35124	2	35124_1	1	1	2013	5	18	0.189473684210526	9	0.125	95	6	2	4	6	72	4	1	0	0.3	0.08	0.2	0.2	0.25	0.0476190476190476	0	naaldhout	Public	J	recent	0.4095405	79	TRUE	79	2	Arm Eiken-beukenbos	1	2013	Volledig in bos	0.5904595
35129	1	35129_1	1	1	1997	5	20	0.210526315789474	11	0.152777777777778	95	8	3	5	4	72	4	2	0	0.4	0.12	0.25	0.133333333333333	0.25	0.0952380952380952	0	naaldhout	Private	I	recent	0.6937266	79	TRUE	79	1	Arm Eiken-beukenbos	1	1997	Volledig in bos	0.3062734
35129	2	35129_1	1	1	2013	5	23	0.242105263157895	14	0.194444444444444	95	9	6	4	4	72	5	5	0	0.45	0.24	0.2	0.133333333333333	0.3125	0.238095238095238	0	naaldhout	Public	I	recent	0.6937266	79	TRUE	79	2	Arm Eiken-beukenbos	1	2013	Volledig in bos	0.3062734
35132	1	35132_1	1	1	1997	5	14	0.155555555555556	10	0.149253731343284	90	5	1	6	2	67	3	1	0	0.333333333333333	0.04	0.3	0.0666666666666667	0.272727272727273	0.0476190476190476	0	naaldhout	Public	I	recent	0.5823411	79	FALSE	79	1	Arm Eiken-beukenbos	1	1997	Volledig in bos	0.4176589
35132	2	35132_2	1	2	2013	5	20	0.210526315789474	14	0.194444444444444	95	10	2	5	3	72	8	0	1	0.5	0.08	0.25	0.1	0.5	0	0.0666666666666667	naaldhout	Public	I	recent	0.5823411	79	FALSE	79	2	Arm Eiken-beukenbos	1	2013	Volledig in bos	0.4176589
35140	1	35140_1	1	1	1997	5	8	0.133333333333333	4	0.0769230769230769	60	8	-1	0	1	52	4	-1	1	0.4	-0.04	NA	0.0666666666666667	0.25	-0.0476190476190476	0.0666666666666667	naaldhout	Public	NA	recent	0.6540228	79	TRUE	79	1	Arm Eiken-beukenbos	1	1997	Volledig in bos	0.3459772
35140	2	35140_1	1	1	2013	5	18	0.189473684210526	9	0.125	95	8	2	4	4	72	4	1	0	0.4	0.08	0.2	0.133333333333333	0.25	0.0476190476190476	0	naaldhout	Public	I	recent	0.6540228	79	TRUE	79	2	Arm Eiken-beukenbos	1	2013	Volledig in bos	0.3459772
35145	1	35145_1	1	1	1997	5	17	0.178947368421053	9	0.125	95	8	-1	5	5	72	4	-1	1	0.4	-0.04	0.25	0.166666666666667	0.25	-0.0476190476190476	0.0666666666666667	naaldhout	Public	I	recent	0.6440949	79	TRUE	79	1	Arm Eiken-beukenbos	1	1997	Volledig in bos	0.3559051
35145	2	35145_1	1	1	2013	5	19	0.2	12	0.166666666666667	95	10	2	5	2	72	6	1	0	0.5	0.08	0.25	0.0666666666666667	0.375	0.0476190476190476	0	naaldhout	Public	I	recent	0.6440949	79	TRUE	79	2	Arm Eiken-beukenbos	1	2013	Volledig in bos	0.3559051
35148	1	35148_1	1	1	1997	5	15	0.1875	11	0.152777777777778	80	8	1	5	1	72	4	1	1	0.4	0.04	0.25	0.0666666666666667	0.25	0.0476190476190476	0.0666666666666667	naaldhout	Public	I	recent	0.6982925	78	FALSE	78	1	Arm Eiken-beukenbos	1	1997	Volledig in bos	0.3017075
35148	2	35148_2	1	2	2013	5	24	0.252631578947368	14	0.194444444444444	95	11	5	4	4	72	7	3	0	0.55	0.2	0.2	0.133333333333333	0.4375	0.142857142857143	0	naaldhout	Public	I	recent	0.6982925	78	FALSE	78	2	Arm Eiken-beukenbos	1	2013	Volledig in bos	0.3017075
35157	1	35157_1	1	1	1997	4	8	0.133333333333333	6	0.115384615384615	60	8	0	0	0	52	6	0	0	0.4	0	NA	0	0.375	0	0	loofhout	Private	NA	recent	0.730021	79	FALSE	79	1	Arm Eiken-beukenbos	1	1997	Volledig in bos	0.269979
35157	2	35157_2	0.83	2	2013	4	20	0.210526315789474	13	0.180555555555556	95	9	6	2	3	72	5	5	1	0.45	0.24	0.1	0.1	0.3125	0.238095238095238	0.0666666666666667	loofhout	Private	I	recent	0.730021	79	FALSE	79	2	Arm Eiken-beukenbos	0.83	2013	Rand	0.269979
47128	1	47128_1	1	1	1998	8	8	0.133333333333333	3	0.0576923076923077	60	8	0	0	0	52	4	-1	0	0.4	0	NA	0	0.25	-0.0476190476190476	0	naaldhout	Public	NA	NA	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	NA
47136	1	47136_1	1	1	1999	8	23	0.242105263157895	14	0.194444444444444	95	8	1	8	6	72	4	0	2	0.4	0.04	0.4	0.2	0.25	0	0.133333333333333	naaldhout	Public	D	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	NA
48063	2	48063_2	1	2	2018	10	24	0.252631578947368	18	0.25	95	14	0	7	3	72	10	0	1	0.7	0	0.35	0.1	0.625	0	0.0666666666666667	loofhout	Public	D	NA	0.1093765	78	FALSE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos	0.8906235
48064	2	48064_2	1	2	2018	10	10	0.111111111111111	6	0.0895522388059701	90	6	0	2	2	67	4	0	0	0.3	0	0.1	0.0666666666666667	0.25	0	0	loofhout	Public	E	NA	0.4877646	40	FALSE	40	2	Elzen-vogelkersbos	1	2018	Volledig in bos	0.5122354
48072	2	48072_2	1	2	2017	10	17	0.178947368421053	12	0.166666666666667	95	9	2	3	3	72	7	1	1	0.45	0.08	0.15	0.1	0.4375	0.0476190476190476	0.0666666666666667	loofhout	Public	A	NA	0.4955654	40	FALSE	40	2	Elzen-vogelkersbos	1	2017	Volledig in bos	0.5044346
48113	1	48113_1	1	1	1998	9	19	0.2	13	0.180555555555556	95	8	0	9	2	72	4	0	0	0.4	0	0.45	0.0666666666666667	0.25	0	0	naaldhout	Public	A	recent	0.7139005	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.2860995
48113	2	48113_2	1	2	2017	9	19	0.2	12	0.166666666666667	95	8	4	4	3	72	4	3	1	0.4	0.16	0.2	0.1	0.25	0.142857142857143	0.0666666666666667	naaldhout	Public	I	recent	0.7139005	78	FALSE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.2860995
55115	1	55115_1	1	1	1998	7	32	0.336842105263158	24	0.333333333333333	95	14	4	9	5	72	10	4	1	0.7	0.16	0.45	0.166666666666667	0.625	0.19047619047619	0.0666666666666667	loofhout	Public	A	recent	0.2015045	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.7984955
55115	2	55115_2	1	2	2015	7	36	0.378947368421053	27	0.375	95	11	12	8	5	72	7	11	1	0.55	0.48	0.4	0.166666666666667	0.4375	0.523809523809524	0.0666666666666667	loofhout	Private	D	recent	0.2015045	40	FALSE	40	2	Elzen-vogelkersbos	1	2015	Volledig in bos	0.7984955
56018	2	56018_2	0.63	2	2014	5	25	0.263157894736842	16	0.222222222222222	95	12	5	3	5	72	8	4	1	0.6	0.2	0.15	0.166666666666667	0.5	0.19047619047619	0.0666666666666667	gemengd loofhout	Private	E	NA	0.4685218	78	FALSE	78	2	Arm Eiken-beukenbos	0.63	2014	Rand	0.5314782
56019	1	56019_1	1	1	1998	5	31	0.326315789473684	24	0.333333333333333	95	16	7	5	3	72	12	6	1	0.8	0.28	0.25	0.1	0.75	0.285714285714286	0.0666666666666667	loofhout	Private	E	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	NA
72144	2	72144_2	0.61	2	2017	8	26	0.273684210526316	18	0.25	95	10	4	10	2	72	6	2	0	0.5	0.16	0.5	0.0666666666666667	0.375	0.0952380952380952	0	loofhout	Public	D	NA	0.2010239	40	FALSE	40	2	Elzen-vogelkersbos	0.61	2017	Rand	0.7989761
73032	1	73032_1	1	1	1999	6	14	0.233333333333333	9	0.173076923076923	60	9	5	0	0	52	5	4	0	0.45	0.2	NA	0	0.3125	0.19047619047619	0	loofhout	Private	NA	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	NA
73040	2	73040_2	0.65	2	2014	6	27	0.284210526315789	16	0.222222222222222	95	12	6	3	6	72	8	5	0	0.6	0.24	0.15	0.2	0.5	0.238095238095238	0	gemengd naaldhout	Private	I	recent	0.5962842	79	FALSE	79	2	Arm Eiken-beukenbos	0.65	2014	Rand	0.4037158
73054	2	73054_2	0.39	2	2014	6	24	0.252631578947368	15	0.208333333333333	95	12	3	4	5	72	8	2	1	0.6	0.12	0.2	0.166666666666667	0.5	0.0952380952380952	0.0666666666666667	gemengd naaldhout	Private	I	recent	0.3033586	69	FALSE	69	2	Eiken-beukenbos	0.39	2014	Rand	0.6966414
73062	1	73062_1	1	1	1999	6	11	0.183333333333333	6	0.115384615384615	60	8	3	0	0	52	4	2	0	0.4	0.12	NA	0	0.25	0.0952380952380952	0	naaldhout	Private	NA	recent	0.61524	69	FALSE	69	1	Eiken-beukenbos	1	1999	Volledig in bos	0.38476
73062	2	73062_2	0.92	2	2014	6	24.72	0.260210526315789	15	0.208333333333333	95	8.72	6	5	5	72	4	5	1	0.436	0.24	0.25	0.166666666666667	0.25	0.238095238095238	0.0666666666666667	gemengd naaldhout	Private	I	recent	0.61524	69	FALSE	69	2	Eiken-beukenbos	0.92	2014	Rand	0.38476
73063	1	73063_1	1	1	1998	6	15	0.25	11	0.211538461538462	60	14	1	0	0	52	10	1	0	0.7	0.04	NA	0	0.625	0.0476190476190476	0	naaldhout	Public	NA	recent	0.5168937	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4831063
73063	2	73063_1	1	1	2014	6	18	0.189473684210526	9	0.125	95	8	2	2	6	72	6	1	0	0.4	0.08	0.1	0.2	0.375	0.0476190476190476	0	naaldhout	Public	J	recent	0.5168937	78	TRUE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos	0.4831063
73064	1	73064_1	1	1	1999	6	12	0.2	7	0.134615384615385	60	8	4	0	0	52	4	3	0	0.4	0.16	NA	0	0.25	0.142857142857143	0	naaldhout	Private	NA	recent	0.7100561	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	0.2899439
73064	2	73064_2	1	2	2014	6	23	0.242105263157895	14	0.194444444444444	95	12	2	4	5	72	8	1	1	0.6	0.08	0.2	0.166666666666667	0.5	0.0476190476190476	0.0666666666666667	naaldhout	Private	I	recent	0.7100561	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos	0.2899439
73086	2	73086_2	1	2	2014	6	25	0.263157894736842	16	0.222222222222222	95	12	5	4	4	72	8	4	0	0.6	0.2	0.2	0.133333333333333	0.5	0.19047619047619	0	gemengd naaldhout	Private	I	NA	0.8252877	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos	0.1747123
73087	1	73087_1	1	1	1999	6	23	0.267441860465116	17	0.253731343283582	86	6	0	7	10	67	6	0	4	0.375	0	0.35	0.333333333333333	0.375	0	0.266666666666667	naaldhout	Public	J	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	NA
73120	1	73120_1	1	1	1999	6	26	0.273684210526316	16	0.222222222222222	95	14	2	4	6	72	10	2	0	0.7	0.08	0.2	0.2	0.625	0.0952380952380952	0	naaldhout	Public	I	recent	0.5402793	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	0.4597207
73120	2	73120_2	1	2	2014	6	25	0.263157894736842	18	0.25	95	14	3	6	2	72	10	2	0	0.7	0.12	0.3	0.0666666666666667	0.625	0.0952380952380952	0	naaldhout	Private	I	recent	0.5402793	78	FALSE	78	2	Arm Eiken-beukenbos	1	2014	Volledig in bos	0.4597207
73154	1	73154_1	1	1	1999	7	15	0.25	10	0.192307692307692	60	10	5	0	0	52	6	4	0	0.5	0.2	NA	0	0.375	0.19047619047619	0	naaldhout	Private	NA	recent	0.7512088	78	FALSE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	0.2487912
73154	2	73154_2	0.88	2	2014	7	29	0.305263157894737	20	0.277777777777778	95	12	6	5	6	72	8	5	2	0.6	0.24	0.25	0.2	0.5	0.238095238095238	0.133333333333333	naaldhout	Private	I	recent	0.7512088	78	FALSE	78	2	Arm Eiken-beukenbos	0.88	2014	Rand	0.2487912
74013	1	74013_1	1	1	1999	4	12	0.2	8	0.153846153846154	60	8	3	0	1	52	4	3	1	0.4	0.12	NA	0.0666666666666667	0.25	0.142857142857143	0.0666666666666667	gemengd naaldhout	Public	NA	recent	0.3495947	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	0.6504053
74013	2	74013_1	1	1	2013	4	28	0.294736842105263	18	0.25	95	12	5	6	5	72	8	3	1	0.6	0.2	0.3	0.166666666666667	0.5	0.142857142857143	0.0666666666666667	gemengd naaldhout	Public	I	recent	0.3495947	78	TRUE	78	2	Arm Eiken-beukenbos	1	2013	Volledig in bos	0.6504053
74017	1	74017_1	1	1	1999	5	30	0.315789473684211	14	0.194444444444444	95	12	2	3	13	72	8	1	2	0.6	0.08	0.15	0.433333333333333	0.5	0.0476190476190476	0.133333333333333	gemengd naaldhout	Private	I	recent	0.8358448	79	FALSE	79	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	0.1641552
74017	2	74017_2	1	2	2014	5	22	0.231578947368421	16	0.222222222222222	95	12	6	1	3	72	8	6	1	0.6	0.24	0.05	0.1	0.5	0.285714285714286	0.0666666666666667	gemengd naaldhout	Private	I	recent	0.8358448	79	FALSE	79	2	Arm Eiken-beukenbos	1	2014	Volledig in bos	0.1641552
74018	1	74018_1	1	1	1999	5	25	0.263157894736842	14	0.194444444444444	95	10	3	6	6	72	6	2	0	0.5	0.12	0.3	0.2	0.375	0.0952380952380952	0	naaldhout	Public	I	recent	0.825383	69	FALSE	69	1	Eiken-beukenbos	1	1999	Volledig in bos	0.174617
74018	2	74018_2	1	2	2014	5	24	0.252631578947368	15	0.208333333333333	95	12	3	4	5	72	8	2	1	0.6	0.12	0.2	0.166666666666667	0.5	0.0952380952380952	0.0666666666666667	gemengd naaldhout	Public	I	recent	0.825383	69	FALSE	69	2	Eiken-beukenbos	1	2014	Volledig in bos	0.174617
74019	1	74019_1	1	1	1999	5	21	0.221052631578947	11	0.152777777777778	95	8	2	5	6	72	4	2	0	0.4	0.08	0.25	0.2	0.25	0.0952380952380952	0	naaldhout	Private	I	recent	0.4370874	78	TRUE	78	1	Arm Eiken-beukenbos	1	1999	Volledig in bos	0.5629126
