IDPlots	Periode	IDGroup	PlotWeight	StartPeriode	DateDendro	Reeks	Total	Totalrel	Totalcor	Totalrelcor	Max	FS	WL	HL	DW	Maxcor	FScor	WLcor	DWcor	FSrel	WLrel	HLrel	DWrel	FSrelcor	WLrelcor	DWrelcor	StandType	OwnerType	ForestType	ForestAge	Frag	pnv	Paired_1_2	fpnv	fPeriode	fpnvGroup	Weight	Year	Rand	FragInv
162085	1	162085_1	1	1	1998	10	31	0.326315789473684	24	0.333333333333333	95	13	10	6	2	72	9	9	0	0.65	0.4	0.3	0.0666666666666667	0.5625	0.428571428571429	0	loofhout	Private	D	recent	0.6259018	20	FALSE	20	1	Elzenbroekbos	1	1998	Volledig in bos	0.3740982
162085	2	162085_2	1	2	2018	10	26	0.288888888888889	19	0.283582089552239	90	14	1	9	2	67	10	0	0	0.7	0.05	0.45	0.0666666666666667	0.625	0	0	loofhout	Private	C	recent	0.6259018	20	FALSE	20	2	Elzenbroekbos	1	2018	Volledig in bos	0.3740982
162088	1	162088_1	1	1	1998	10	17	0.178947368421053	9	0.125	95	8	3	2	4	72	4	3	0	0.4	0.12	0.1	0.133333333333333	0.25	0.142857142857143	0	naaldhout	Private	I	recent	0.6017832	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.3982168
162088	2	162088_1	1	1	2018	10	19	0.2	13	0.180555555555556	95	6	6	5	2	72	4	4	0	0.3	0.24	0.25	0.0666666666666667	0.25	0.19047619047619	0	naaldhout	Private	I	recent	0.6017832	78	TRUE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos	0.3982168
162090	1	162090_1	1	1	1998	1	18	0.3	14	0.269230769230769	60	12	6	0	0	52	8	6	0	0.6	0.24	NA	0	0.5	0.285714285714286	0	loofhout	Private	NA	oud	0.6419975	69	TRUE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.3580025
162090	2	162090_1	1	1	2010	1	20	0.210526315789474	13	0.180555555555556	95	8	4	4	4	72	6	3	0	0.4	0.16	0.2	0.133333333333333	0.375	0.142857142857143	0	loofhout	Private	I	oud	0.6419975	69	TRUE	69	2	Eiken-beukenbos	1	2010	Volledig in bos	0.3580025
162093	1	162093_1	1	1	1998	10	13	0.216666666666667	10	0.192307692307692	60	9	4	0	0	52	7	3	0	0.45	0.16	NA	0	0.4375	0.142857142857143	0	loofhout	Private	NA	oud	0.7810516	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.2189484
162093	2	162093_2	1	2	2018	10	35	0.388888888888889	26	0.388059701492537	90	14	8	7	6	67	12	7	0	0.7	0.4	0.35	0.2	0.75	0.4375	0	loofhout	Private	I	oud	0.7810516	40	FALSE	40	2	Elzen-vogelkersbos	1	2018	Volledig in bos	0.2189484
162094	1	162094_1	1	1	1998	10	10	0.166666666666667	6	0.115384615384615	60	8	1	0	1	52	4	1	1	0.4	0.04	NA	0.0666666666666667	0.25	0.0476190476190476	0.0666666666666667	naaldhout	Private	NA	recent	0.7316791	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.2683209
162094	2	162094_1	1	1	2018	10	24	0.252631578947368	15	0.208333333333333	95	12	5	3	4	72	8	4	0	0.6	0.2	0.15	0.133333333333333	0.5	0.19047619047619	0	naaldhout	Private	I	recent	0.7316791	78	TRUE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos	0.2683209
162098	1	162098_1	1	1	1998	1	29	0.322222222222222	21	0.313432835820896	90	7	4	10	8	67	5	2	4	0.466666666666667	0.16	0.5	0.266666666666667	0.454545454545455	0.0952380952380952	0.266666666666667	loofhout	Private	D	recent	0.7075237	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.2924763
162098	2	162098_2	1	2	2010	1	31	0.326315789473684	22	0.305555555555556	95	12	4	11	4	72	8	3	0	0.6	0.16	0.55	0.133333333333333	0.5	0.142857142857143	0	loofhout	Private	D	recent	0.7075237	40	FALSE	40	2	Elzen-vogelkersbos	1	2010	Volledig in bos	0.2924763
162100	1	162100_1	1	1	1998	1	20	0.210526315789474	13	0.180555555555556	95	7	4	5	4	72	5	3	0	0.35	0.16	0.25	0.133333333333333	0.3125	0.142857142857143	0	loofhout	Private	I	oud	0.465027	69	TRUE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.534973
162100	2	162100_1	1	1	2010	1	27	0.284210526315789	20	0.277777777777778	95	11	5	7	4	72	9	4	0	0.55	0.2	0.35	0.133333333333333	0.5625	0.19047619047619	0	loofhout	Private	I	oud	0.465027	69	TRUE	69	2	Eiken-beukenbos	1	2010	Volledig in bos	0.534973
162101	1	162101_1	1	1	1998	10	31	0.326315789473684	17	0.236111111111111	95	16	4	1	10	72	12	4	0	0.8	0.16	0.05	0.333333333333333	0.75	0.19047619047619	0	loofhout	Private	I	recent	0.8096327	69	TRUE	69	1	Eiken-beukenbos	1	1998	Volledig in bos	0.1903673
162101	2	162101_1	1	1	2018	10	24	0.266666666666667	19	0.283582089552239	90	11	7	4	2	67	9	6	0	0.55	0.35	0.2	0.0666666666666667	0.5625	0.375	0	loofhout	Private	I	recent	0.8096327	69	TRUE	69	2	Eiken-beukenbos	1	2018	Volledig in bos	0.1903673
162103	1	162103_1	1	1	1998	10	18	0.189473684210526	11	0.152777777777778	95	8	2	5	3	72	4	1	1	0.4	0.08	0.25	0.1	0.25	0.0476190476190476	0.0666666666666667	naaldhout	Private	I	recent	0.5130451	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4869549
162103	2	162103_1	1	1	2018	10	13	0.144444444444444	8	0.119402985074627	90	6	1	4	2	67	4	0	0	0.3	0.05	0.2	0.0666666666666667	0.25	0	0	naaldhout	Private	I	recent	0.5130451	78	TRUE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos	0.4869549
162119	1	162119_1	1	1	1998	10	19	0.2	12	0.166666666666667	95	8	3	6	2	72	4	2	0	0.4	0.12	0.3	0.0666666666666667	0.25	0.0952380952380952	0	naaldhout	Private	I	oud	0.8110892	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1889108
162119	2	162119_2	1	2	2018	10	22	0.231578947368421	14	0.194444444444444	95	6	6	5	5	72	4	4	1	0.3	0.24	0.25	0.166666666666667	0.25	0.19047619047619	0.0666666666666667	naaldhout	Private	I	oud	0.8110892	78	FALSE	78	2	Arm Eiken-beukenbos	1	2018	Volledig in bos	0.1889108
162124	2	162124_2	0.5	2	2010	1	27	0.284210526315789	20	0.277777777777778	95	10	2	13	2	72	6	1	0	0.5	0.08	0.65	0.0666666666666667	0.375	0.0476190476190476	0	gemengd naaldhout	Private	I	NA	0.3018487	78	FALSE	78	2	Arm Eiken-beukenbos	0.5	2010	Rand	0.6981513
162126	1	162126_1	1	1	1998	10	4	0.0727272727272727	2	0.0425531914893617	55	5	-1	0	0	47	3	-1	0	0.333333333333333	-0.04	NA	0	0.272727272727273	-0.0476190476190476	0	loofhout	Private	NA	oud	0.8679849	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1320151
162126	2	162126_2	0.87	2	2018	10	24.06	0.253263157894737	17	0.236111111111111	95	8.06	9	5	2	72	4	8	0	0.403	0.36	0.25	0.0666666666666667	0.25	0.380952380952381	0	loofhout	Private	I	oud	0.8679849	78	FALSE	78	2	Arm Eiken-beukenbos	0.87	2018	Rand	0.1320151
162129	1	162129_1	1	1	1998	1	24	0.252631578947368	16	0.222222222222222	95	8	7	3	6	72	6	7	0	0.4	0.28	0.15	0.2	0.375	0.333333333333333	0	loofhout	Private	I	oud	0.6767825	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.3232175
162129	2	162129_1	1	1	2010	1	34	0.357894736842105	20	0.277777777777778	95	10	8	5	11	72	8	7	0	0.5	0.32	0.25	0.366666666666667	0.5	0.333333333333333	0	loofhout	Private	I	oud	0.6767825	78	TRUE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos	0.3232175
162139	1	162139_1	1	1	1998	1	17	0.283333333333333	13	0.25	60	12	5	0	0	52	8	5	0	0.6	0.2	NA	0	0.5	0.238095238095238	0	naaldhout	Public	NA	oud	0.8221064	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1778936
162139	2	162139_1	1	1	2010	1	27	0.284210526315789	18	0.25	95	12	6	4	5	72	8	5	1	0.6	0.24	0.2	0.166666666666667	0.5	0.238095238095238	0.0666666666666667	gemengd naaldhout	Public	I	oud	0.8221064	78	TRUE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos	0.1778936
162140	1	162140_1	1	1	1998	1	9	0.15	5	0.0961538461538462	60	8	1	0	0	52	4	1	0	0.4	0.04	NA	0	0.25	0.0476190476190476	0	naaldhout	Public	NA	recent	0.485547	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.514453
162140	2	162140_2	1	2	2010	1	25	0.263157894736842	17	0.236111111111111	95	10	6	5	4	72	8	4	0	0.5	0.24	0.25	0.133333333333333	0.5	0.19047619047619	0	gemengd naaldhout	Public	I	recent	0.485547	78	FALSE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos	0.514453
162144	1	162144_1	1	1	1998	10	13	0.216666666666667	9	0.173076923076923	60	13	0	0	0	52	9	0	0	0.65	0	NA	0	0.5625	0	0	loofhout	Private	NA	recent	0.3917128	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.6082872
162144	2	162144_2	0.53	2	2018	10	12	0.16	8	0.153846153846154	75	6	0	4	2	52	4	0	0	0.3	0	0.2	0.133333333333333	0.25	0	NA	loofhout	Private	D	recent	0.3917128	40	FALSE	40	2	Elzen-vogelkersbos	0.53	2018	Rand	0.6082872
162147	1	162147_1	1	1	1998	1	21	0.221052631578947	12	0.166666666666667	95	10	1	6	4	72	6	0	0	0.5	0.04	0.3	0.133333333333333	0.375	0	0	naaldhout	Private	I	oud	0.706781	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.293219
162147	2	162147_1	1	1	2010	1	24	0.252631578947368	14	0.194444444444444	95	10	5	5	4	72	6	3	0	0.5	0.2	0.25	0.133333333333333	0.375	0.142857142857143	0	naaldhout	Private	I	oud	0.706781	78	TRUE	78	2	Arm Eiken-beukenbos	1	2010	Volledig in bos	0.293219
162157	1	162157_1	1	1	1998	10	23	0.383333333333333	18	0.346153846153846	60	18	4	0	1	52	14	3	1	0.9	0.16	NA	0.0666666666666667	0.875	0.142857142857143	0.0666666666666667	loofhout	Public	NA	recent	NA	20	FALSE	20	1	Elzenbroekbos	1	1998	Volledig in bos	NA
163003	1	163003_1	1	1	1998	9	18	0.2	12	0.17910447761194	90	5	1	8	4	67	3	1	0	0.333333333333333	0.04	0.4	0.133333333333333	0.272727272727273	0.0476190476190476	0	loofhout	Private	I	recent	0.7179525	20	TRUE	20	1	Elzenbroekbos	1	1998	Volledig in bos	0.2820475
163003	2	163003_1	1	1	2017	9	23	0.242105263157895	16	0.222222222222222	95	10	4	4	5	72	8	3	1	0.5	0.16	0.2	0.166666666666667	0.5	0.142857142857143	0.0666666666666667	loofhout	Private	I	recent	0.7179525	20	TRUE	20	2	Elzenbroekbos	1	2017	Volledig in bos	0.2820475
163006	1	163006_1	1	1	1998	8	17	0.178947368421053	10	0.138888888888889	95	8	2	5	2	72	4	1	0	0.4	0.08	0.25	0.0666666666666667	0.25	0.0476190476190476	0	naaldhout	Private	I	recent	0.6766468	20	FALSE	20	1	Elzenbroekbos	1	1998	Volledig in bos	0.3233532
163006	2	163006_2	1	2	2016	8	24.28	0.269777777777778	17	0.253731343283582	90	8.28	7	7	2	67	4	6	0	0.414	0.35	0.35	0.0666666666666667	0.25	0.375	0	loofhout	Private	G	recent	0.6766468	20	FALSE	20	2	Elzenbroekbos	1	2016	Volledig in bos	0.3233532
163008	1	163008_1	1	1	1997	8	17	0.2125	12	0.166666666666667	80	10	2	4	1	72	6	1	1	0.5	0.08	0.2	0.0666666666666667	0.375	0.0476190476190476	0.0666666666666667	naaldhout	Private	I	recent	0.4086622	20	FALSE	20	1	Elzenbroekbos	1	1997	Volledig in bos	0.5913378
163008	2	163008_2	0.9	2	2015	8	23.66	0.262888888888889	17	0.253731343283582	90	7.66	6	5	5	67	6	5	1	0.383	0.3	0.25	0.166666666666667	0.375	0.3125	0.0666666666666667	naaldhout	Private	I	recent	0.4086622	20	FALSE	20	2	Elzenbroekbos	0.9	2015	Rand	0.5913378
163010	1	163010_1	1	1	1998	9	20	0.333333333333333	16	0.307692307692308	60	16	3	0	1	52	12	3	1	0.8	0.12	NA	0.0666666666666667	0.75	0.142857142857143	0.0666666666666667	loofhout	Public	NA	recent	0.5461093	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4538907
163010	2	163010_2	1	2	2017	9	21.28	0.224	10	0.138888888888889	95	10.28	4	2	5	72	4	3	1	0.514	0.16	0.1	0.166666666666667	0.25	0.142857142857143	0.0666666666666667	loofhout	Private	I	recent	0.5461093	78	FALSE	78	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.4538907
163011	1	163011_1	1	1	1998	9	22	0.366666666666667	18	0.346153846153846	60	16	5	0	1	52	12	5	1	0.8	0.2	NA	0.0666666666666667	0.75	0.238095238095238	0.0666666666666667	gemengd naaldhout	Private	NA	recent	0.5967351	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4032649
163011	2	163011_2	1	2	2017	9	31	0.326315789473684	24	0.333333333333333	95	13	10	5	3	72	9	9	1	0.65	0.4	0.25	0.1	0.5625	0.428571428571429	0.0666666666666667	gemengd naaldhout	Private	I	recent	0.5967351	79	FALSE	79	2	Arm Eiken-beukenbos	1	2017	Volledig in bos	0.4032649
163020	1	163020_1	1	1	1998	9	17	0.178947368421053	10	0.138888888888889	95	8	2	5	2	72	4	1	0	0.4	0.08	0.25	0.0666666666666667	0.25	0.0476190476190476	0	naaldhout	Private	I	recent	0.7364365	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.2635635
163020	2	163020_2	0.7	2	2017	9	20	0.210526315789474	13	0.180555555555556	95	8	5	5	2	72	4	4	0	0.4	0.2	0.25	0.0666666666666667	0.25	0.19047619047619	0	naaldhout	Private	I	recent	0.7364365	78	FALSE	78	2	Arm Eiken-beukenbos	0.7	2017	Rand	0.2635635
163021	1	163021_1	1	1	1998	8	28	0.294736842105263	22	0.305555555555556	95	13	4	9	2	72	9	4	0	0.65	0.16	0.45	0.0666666666666667	0.5625	0.19047619047619	0	loofhout	Private	I	recent	0.6986502	79	TRUE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.3013498
163021	2	163021_1	1	1	2015	8	36	0.378947368421053	26	0.361111111111111	95	12	8	8	8	72	8	6	4	0.6	0.32	0.4	0.266666666666667	0.5	0.285714285714286	0.266666666666667	loofhout	Private	G	recent	0.6986502	79	TRUE	79	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.3013498
163036	1	163036_1	1	1	1998	9	15	0.157894736842105	8	0.111111111111111	95	8	0	5	2	72	4	-1	0	0.4	0	0.25	0.0666666666666667	0.25	-0.0476190476190476	0	naaldhout	Private	I	recent	0.5395654	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4604346
163036	2	163036_2	1	2	2016	9	19	0.2	12	0.166666666666667	95	9	1	6	3	72	5	0	1	0.45	0.04	0.3	0.1	0.3125	0	0.0666666666666667	naaldhout	Private	I	recent	0.5395654	78	FALSE	78	2	Arm Eiken-beukenbos	1	2016	Volledig in bos	0.4604346
163038	1	163038_1	1	1	1998	8	25	0.263157894736842	16	0.222222222222222	95	13	6	2	4	72	9	5	0	0.65	0.24	0.1	0.133333333333333	0.5625	0.238095238095238	0	loofhout	Private	I	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	NA
163039	1	163039_1	1	1	1998	8	17	0.178947368421053	10	0.138888888888889	95	8	1	5	3	72	4	0	1	0.4	0.04	0.25	0.1	0.25	0	0.0666666666666667	naaldhout	Private	I	recent	0.7706548	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.2293452
163039	2	163039_1	1	1	2016	8	19	0.2	10	0.138888888888889	95	8	2	4	5	72	4	1	1	0.4	0.08	0.2	0.166666666666667	0.25	0.0476190476190476	0.0666666666666667	naaldhout	Private	I	recent	0.7706548	78	TRUE	78	2	Arm Eiken-beukenbos	1	2016	Volledig in bos	0.2293452
163051	2	163051_2	0.77	2	2016	9	19	0.211111111111111	13	0.194029850746269	90	7	3	6	3	67	5	1	1	0.35	0.15	0.3	0.1	0.3125	0.0625	0.0666666666666667	naaldhout	Private	I	NA	0.2670365	78	FALSE	78	2	Arm Eiken-beukenbos	0.77	2016	Rand	0.7329635
163058	1	163058_1	1	1	1998	9	24	0.4	20	0.384615384615385	60	16	7	0	1	52	12	7	1	0.8	0.28	NA	0.0666666666666667	0.75	0.333333333333333	0.0666666666666667	loofhout	Private	NA	recent	0.4950996	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.5049004
163058	2	163058_2	1	2	2016	9	28	0.294736842105263	23	0.319444444444444	95	11	7	8	2	72	9	6	0	0.55	0.28	0.4	0.0666666666666667	0.5625	0.285714285714286	0	loofhout	Private	I	recent	0.4950996	79	FALSE	79	2	Arm Eiken-beukenbos	1	2016	Volledig in bos	0.5049004
163075	1	163075_1	1	1	1998	9	16	0.266666666666667	11	0.211538461538462	60	12	3	0	1	52	8	2	1	0.6	0.12	NA	0.0666666666666667	0.5	0.0952380952380952	0.0666666666666667	naaldhout	Public	NA	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	NA
163087	1	163087_1	1	1	1998	8	13	0.136842105263158	5	0.0694444444444444	95	8	-1	2	4	72	4	-1	0	0.4	-0.04	0.1	0.133333333333333	0.25	-0.0476190476190476	0	naaldhout	Private	I	recent	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	NA
163092	1	163092_1	1	1	1998	9	13	0.216666666666667	8	0.153846153846154	60	9	4	0	0	52	5	3	0	0.45	0.16	NA	0	0.3125	0.142857142857143	0	naaldhout	Private	NA	oud	0.5979352	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4020648
163092	2	163092_2	1	2	2016	9	26	0.273684210526316	16	0.222222222222222	95	9	6	7	4	72	5	4	0	0.45	0.24	0.35	0.133333333333333	0.3125	0.19047619047619	0	naaldhout	Public	I	oud	0.5979352	78	FALSE	78	2	Arm Eiken-beukenbos	1	2016	Volledig in bos	0.4020648
163094	1	163094_1	1	1	1998	8	9	0.15	7	0.134615384615385	60	8	1	0	0	52	6	1	0	0.4	0.04	NA	0	0.375	0.0476190476190476	0	naaldhout	Private	NA	recent	0.6907042	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.3092958
163094	2	163094_2	1	2	2015	8	21	0.221052631578947	16	0.222222222222222	95	10	6	3	2	72	8	5	0	0.5	0.24	0.15	0.0666666666666667	0.5	0.238095238095238	0	gemengd loofhout	Private	I	recent	0.6907042	79	FALSE	79	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.3092958
163096	1	163096_1	1	1	1998	8	11	0.183333333333333	6	0.115384615384615	60	8	3	0	0	52	4	2	0	0.4	0.12	NA	0	0.25	0.0952380952380952	0	naaldhout	Private	NA	recent	0.8297739	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1702261
163096	2	163096_1	1	1	2015	8	25	0.263157894736842	16	0.222222222222222	95	10	6	4	5	72	6	5	1	0.5	0.24	0.2	0.166666666666667	0.375	0.238095238095238	0.0666666666666667	naaldhout	Public	I	recent	0.8297739	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.1702261
163104	1	163104_1	1	1	1998	8	20	0.210526315789474	13	0.180555555555556	95	10	2	5	3	72	6	1	1	0.5	0.08	0.25	0.1	0.375	0.0476190476190476	0.0666666666666667	naaldhout	Private	I	recent	0.8152224	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1847776
163104	2	163104_1	1	1	2015	8	20	0.210526315789474	13	0.180555555555556	95	8	6	4	2	72	4	5	0	0.4	0.24	0.2	0.0666666666666667	0.25	0.238095238095238	0	naaldhout	Private	I	recent	0.8152224	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.1847776
163105	1	163105_1	1	1	1998	9	14	0.233333333333333	10	0.192307692307692	60	14	0	0	0	52	10	0	0	0.7	0	NA	0	0.625	0	0	naaldhout	Private	NA	recent	NA	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	NA
163106	1	163106_1	1	1	1998	9	8	0.133333333333333	4	0.0769230769230769	60	8	-1	0	1	52	4	-1	1	0.4	-0.04	NA	0.0666666666666667	0.25	-0.0476190476190476	0.0666666666666667	naaldhout	Private	NA	oud	0.6516974	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.3483026
163106	2	163106_2	0.9	2	2016	9	24	0.252631578947368	14	0.194444444444444	95	10	3	6	5	72	6	1	1	0.5	0.12	0.3	0.166666666666667	0.375	0.0476190476190476	0.0666666666666667	naaldhout	Private	I	oud	0.6516974	78	FALSE	78	2	Arm Eiken-beukenbos	0.9	2016	Rand	0.3483026
163111	1	163111_1	1	1	1998	8	10	0.166666666666667	8	0.153846153846154	60	9	1	0	0	52	7	1	0	0.45	0.04	NA	0	0.4375	0.0476190476190476	0	naaldhout	Private	NA	oud	NA	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	NA
163112	1	163112_1	1	1	1998	8	7	0.116666666666667	3	0.0576923076923077	60	8	-1	0	0	52	4	-1	0	0.4	-0.04	NA	0	0.25	-0.0476190476190476	0	naaldhout	Public	NA	recent	0.8038556	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1961444
163112	2	163112_2	1	2	2015	8	22	0.231578947368421	15	0.208333333333333	95	9	6	5	2	72	5	5	0	0.45	0.24	0.25	0.0666666666666667	0.3125	0.238095238095238	0	naaldhout	Public	I	recent	0.8038556	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.1961444
163119	1	163119_1	1	1	1998	8	23	0.242105263157895	14	0.194444444444444	95	10	2	7	4	72	6	1	0	0.5	0.08	0.35	0.133333333333333	0.375	0.0476190476190476	0	naaldhout	Public	I	recent	0.8179768	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1820232
163119	2	163119_1	1	1	2015	8	28	0.294736842105263	18	0.25	95	10	8	6	4	72	6	6	0	0.5	0.32	0.3	0.133333333333333	0.375	0.285714285714286	0	naaldhout	Public	I	recent	0.8179768	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.1820232
163120	1	163120_1	1	1	1998	8	23	0.242105263157895	13	0.180555555555556	95	10	2	5	6	72	6	2	0	0.5	0.08	0.25	0.2	0.375	0.0952380952380952	0	naaldhout	Private	I	recent	0.7861856	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.2138144
163120	2	163120_1	1	1	2015	8	25	0.263157894736842	15	0.208333333333333	95	9	8	4	4	72	5	6	0	0.45	0.32	0.2	0.133333333333333	0.3125	0.285714285714286	0	naaldhout	Private	I	recent	0.7861856	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.2138144
163123	1	163123_1	1	1	1998	9	11	0.183333333333333	8	0.153846153846154	60	8	3	0	0	52	6	2	0	0.4	0.12	NA	0	0.375	0.0952380952380952	0	naaldhout	Public	NA	recent	0.720548	79	FALSE	79	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.279452
163123	2	163123_2	1	2	2016	9	31	0.326315789473684	21	0.291666666666667	95	11	10	6	4	72	7	8	0	0.55	0.4	0.3	0.133333333333333	0.4375	0.380952380952381	0	naaldhout	Public	I	recent	0.720548	79	FALSE	79	2	Arm Eiken-beukenbos	1	2016	Volledig in bos	0.279452
163124	2	163124_2	0.93	2	2016	9	26.87	0.282842105263158	21	0.291666666666667	95	9.87	6	9	2	72	8	4	0	0.4935	0.24	0.45	0.0666666666666667	0.5	0.19047619047619	0	loofhout	Public	I	NA	0.4915977	79	FALSE	79	2	Arm Eiken-beukenbos	0.93	2016	Rand	0.5084023
163125	1	163125_1	1	1	1998	8	8	0.133333333333333	3	0.0576923076923077	60	8	0	0	0	52	4	-1	0	0.4	0	NA	0	0.25	-0.0476190476190476	0	naaldhout	Private	NA	recent	0.8372403	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.1627597
163125	2	163125_2	1	2	2015	8	23	0.242105263157895	13	0.180555555555556	95	8	6	5	4	72	4	4	0	0.4	0.24	0.25	0.133333333333333	0.25	0.19047619047619	0	naaldhout	Private	I	recent	0.8372403	78	FALSE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.1627597
163126	1	163126_1	1	1	1998	8	12	0.2	8	0.153846153846154	60	11	1	0	0	52	7	1	0	0.55	0.04	NA	0	0.4375	0.0476190476190476	0	naaldhout	Private	NA	oud	0.5864049	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4135951
163126	2	163126_1	1	1	2015	8	22	0.231578947368421	16	0.222222222222222	95	10	6	4	2	72	8	4	0	0.5	0.24	0.2	0.0666666666666667	0.5	0.19047619047619	0	gemengd naaldhout	Private	I	oud	0.5864049	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.4135951
163127	1	163127_1	1	1	1998	8	11	0.183333333333333	7	0.134615384615385	60	9	1	0	1	52	5	1	1	0.45	0.04	NA	0.0666666666666667	0.3125	0.0476190476190476	0.0666666666666667	loofhout	Private	NA	recent	0.7246737	78	TRUE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.2753263
163127	2	163127_1	1	1	2015	8	23	0.242105263157895	18	0.25	95	12	4	4	3	72	10	3	1	0.6	0.16	0.2	0.1	0.625	0.142857142857143	0.0666666666666667	loofhout	Private	I	recent	0.7246737	78	TRUE	78	2	Arm Eiken-beukenbos	1	2015	Volledig in bos	0.2753263
163128	2	163128_2	0.76	2	2015	8	32	0.336842105263158	23	0.319444444444444	95	13	7	7	5	72	9	6	1	0.65	0.28	0.35	0.166666666666667	0.5625	0.285714285714286	0.0666666666666667	naaldhout	Private	J	NA	0.5513065	20	FALSE	20	2	Elzenbroekbos	0.76	2015	Rand	0.4486935
163129	1	163129_1	1	1	1998	9	17	0.178947368421053	11	0.152777777777778	95	7	0	6	4	72	5	0	0	0.35	0	0.3	0.133333333333333	0.3125	0	0	loofhout	Public	D	recent	0.4779734	40	FALSE	40	1	Elzen-vogelkersbos	1	1998	Volledig in bos	0.5220266
163129	2	163129_2	1	2	2016	9	29	0.305263157894737	22	0.305555555555556	95	10	7	4	8	72	8	6	4	0.5	0.28	0.2	0.266666666666667	0.5	0.285714285714286	0.266666666666667	loofhout	Public	D	recent	0.4779734	40	FALSE	40	2	Elzen-vogelkersbos	1	2016	Volledig in bos	0.5220266
163131	1	163131_1	1	1	1998	9	21	0.221052631578947	14	0.194444444444444	95	10	4	5	2	72	6	3	0	0.5	0.16	0.25	0.0666666666666667	0.375	0.142857142857143	0	naaldhout	Public	I	NA	0.5844116	78	FALSE	78	1	Arm Eiken-beukenbos	1	1998	Volledig in bos	0.4155884
